LGA_NAME16	CountryOfBirth	Sex	workers
Shellharbour (C)	LBN	M	6
Shellharbour (C)	MYS	F	3
Shellharbour (C)	MYS	M	12
Shellharbour (C)	MLT	F	9
Shellharbour (C)	MLT	M	11
Shellharbour (C)	NLD	F	25
Shellharbour (C)	NLD	M	8
Shellharbour (C)	NZL	F	99
Shellharbour (C)	NZL	M	98
Shellharbour (C)	PAK	F	6
Shellharbour (C)	PAK	M	14
Shellharbour (C)	PHL	F	59
Shellharbour (C)	PHL	M	25
Shellharbour (C)	POL	F	7
Shellharbour (C)	POL	M	9
Shellharbour (C)	SGP	F	6
Shellharbour (C)	ZAF	F	40
Shellharbour (C)	ZAF	M	40
Shellharbour (C)	KOR	F	17
Shellharbour (C)	KOR	M	14
Shellharbour (C)	LKA	F	5
Shellharbour (C)	LKA	M	10
Shellharbour (C)	THA	F	36
Shellharbour (C)	THA	M	11
Shellharbour (C)	TUR	F	12
Shellharbour (C)	TUR	M	17
Shellharbour (C)	GBR	F	484
Shellharbour (C)	GBR	M	352
Shellharbour (C)	USA	F	17
Shellharbour (C)	USA	M	15
Shellharbour (C)	VNM	F	33
Shellharbour (C)	VNM	M	14
Shellharbour (C)	ZWE	F	3
Shellharbour (C)	ZWE	M	4
Shoalhaven (C)		F	624
Shoalhaven (C)		M	607
Shoalhaven (C)	AUS	F	14434
Shoalhaven (C)	AUS	M	14271
Shoalhaven (C)	CAN	F	33
Shoalhaven (C)	CAN	M	29
Shoalhaven (C)	CHN	F	75
Shoalhaven (C)	CHN	M	63
Shoalhaven (C)	HRV	F	14
Shoalhaven (C)	HRV	M	7
Shoalhaven (C)	EGY	F	7
Shoalhaven (C)	EGY	M	21
Shoalhaven (C)	FJI	F	13
Shoalhaven (C)	FJI	M	16
Shoalhaven (C)	MKD	F	3
Shoalhaven (C)	MKD	M	5
Shoalhaven (C)	DEU	F	59
Shoalhaven (C)	DEU	M	46
Shoalhaven (C)	GRC	F	8
Shoalhaven (C)	GRC	M	10
Shoalhaven (C)	HKG	F	10
Shoalhaven (C)	HKG	M	14
Shoalhaven (C)	IND	F	75
Shoalhaven (C)	IND	M	95
Shoalhaven (C)	IDN	F	13
Shoalhaven (C)	IDN	M	15
Shoalhaven (C)	IRN	F	3
Shoalhaven (C)	IRN	M	14
Shoalhaven (C)	IRQ	F	3
Shoalhaven (C)	IRQ	M	5
Shoalhaven (C)	IRL	F	42
Shoalhaven (C)	IRL	M	37
Shoalhaven (C)	ITA	F	20
Shoalhaven (C)	ITA	M	33
Shoalhaven (C)	JPN	F	16
Shoalhaven (C)	JPN	M	5
Shoalhaven (C)	LBN	F	5
Shoalhaven (C)	LBN	M	7
Shoalhaven (C)	MYS	F	16
Shoalhaven (C)	MYS	M	29
Shoalhaven (C)	MLT	F	4
Shoalhaven (C)	MLT	M	16
Shoalhaven (C)	NLD	F	21
Shoalhaven (C)	NLD	M	34
Shoalhaven (C)	NZL	F	278
Shoalhaven (C)	NZL	M	276
Shoalhaven (C)	PAK	F	4
Shoalhaven (C)	PAK	M	8
Shoalhaven (C)	PHL	F	107
Shoalhaven (C)	PHL	M	41
Shoalhaven (C)	POL	F	14
Shoalhaven (C)	POL	M	7
Shoalhaven (C)	SGP	F	13
Shoalhaven (C)	SGP	M	11
Shoalhaven (C)	ZAF	F	63
Shoalhaven (C)	ZAF	M	44
Shoalhaven (C)	KOR	F	13
Shoalhaven (C)	KOR	M	22
Shoalhaven (C)	LKA	F	16
Shoalhaven (C)	LKA	M	14
Shoalhaven (C)	THA	F	46
Shoalhaven (C)	THA	M	26
Shoalhaven (C)	TUR	F	3
Shoalhaven (C)	TUR	M	6
Shoalhaven (C)	GBR	F	771
Shoalhaven (C)	GBR	M	788
Shoalhaven (C)	USA	F	66
Shoalhaven (C)	USA	M	56
Shoalhaven (C)	VNM	F	25
Shoalhaven (C)	VNM	M	27
Shoalhaven (C)	ZWE	F	11
Shoalhaven (C)	ZWE	M	14
Singleton (A)		F	144
Singleton (A)		M	243
Singleton (A)	AUS	F	4302
Singleton (A)	AUS	M	9671
Singleton (A)	CAN	F	3
Singleton (A)	CAN	M	3
Singleton (A)	CHN	F	11
Singleton (A)	CHN	M	14
Singleton (A)	HRV	F	3
Singleton (A)	HRV	M	3
Singleton (A)	EGY	M	7
Singleton (A)	FJI	F	4
Singleton (A)	FJI	M	12
Singleton (A)	DEU	F	12
Singleton (A)	DEU	M	9
Singleton (A)	GRC	M	3
Singleton (A)	HKG	F	3
Singleton (A)	HKG	M	5
Singleton (A)	IND	F	18
Singleton (A)	IND	M	25
Singleton (A)	IDN	F	3
Singleton (A)	IDN	M	3
Singleton (A)	IRL	F	8
Singleton (A)	IRL	M	14
Singleton (A)	ITA	F	3
Singleton (A)	ITA	M	3
Singleton (A)	JPN	F	4
Singleton (A)	LBN	M	4
Singleton (A)	MYS	F	6
Singleton (A)	MYS	M	15
Singleton (A)	MLT	M	3
Singleton (A)	NLD	F	5
Singleton (A)	NLD	M	15
Singleton (A)	NZL	F	119
Singleton (A)	NZL	M	244
Singleton (A)	PAK	F	3
Singleton (A)	PAK	M	7
Singleton (A)	PHL	F	32
Singleton (A)	PHL	M	29
Singleton (A)	POL	M	5
Singleton (A)	SGP	F	7
Singleton (A)	SGP	M	4
Singleton (A)	ZAF	F	30
Singleton (A)	ZAF	M	48
Singleton (A)	KOR	F	4
Singleton (A)	KOR	M	6
Singleton (A)	LKA	F	3
Singleton (A)	LKA	M	6
Singleton (A)	THA	F	12
Singleton (A)	THA	M	6
Singleton (A)	TUR	F	3
Singleton (A)	TUR	M	3
Singleton (A)	GBR	F	86
Singleton (A)	GBR	M	200
Singleton (A)	USA	F	16
Singleton (A)	USA	M	25
Singleton (A)	VNM	F	9
Singleton (A)	VNM	M	12
Singleton (A)	ZWE	F	3
Singleton (A)	ZWE	M	12
Snowy Monaro Regional (A)		F	269
Snowy Monaro Regional (A)		M	249
Snowy Monaro Regional (A)	AUS	F	3892
Snowy Monaro Regional (A)	AUS	M	4302
Snowy Monaro Regional (A)	CAN	F	25
Snowy Monaro Regional (A)	CAN	M	12
Snowy Monaro Regional (A)	CHN	F	13
Snowy Monaro Regional (A)	CHN	M	12
Snowy Monaro Regional (A)	HRV	F	5
Snowy Monaro Regional (A)	EGY	F	4
Snowy Monaro Regional (A)	FJI	F	6
Snowy Monaro Regional (A)	FJI	M	4
Snowy Monaro Regional (A)	DEU	F	26
Snowy Monaro Regional (A)	DEU	M	19
Snowy Monaro Regional (A)	GRC	M	4
Snowy Monaro Regional (A)	HKG	F	16
Snowy Monaro Regional (A)	HKG	M	14
Snowy Monaro Regional (A)	IND	F	6
Snowy Monaro Regional (A)	IND	M	16
Snowy Monaro Regional (A)	IDN	F	7
Snowy Monaro Regional (A)	IDN	M	5
Snowy Monaro Regional (A)	IRL	F	6
Snowy Monaro Regional (A)	IRL	M	9
Snowy Monaro Regional (A)	ITA	F	6
Snowy Monaro Regional (A)	ITA	M	14
Snowy Monaro Regional (A)	JPN	F	12
Snowy Monaro Regional (A)	LBN	M	3
Snowy Monaro Regional (A)	MYS	F	8
Snowy Monaro Regional (A)	MLT	F	3
Snowy Monaro Regional (A)	NLD	F	15
Snowy Monaro Regional (A)	NLD	M	10
Snowy Monaro Regional (A)	NZL	F	89
Snowy Monaro Regional (A)	NZL	M	85
Snowy Monaro Regional (A)	PAK	M	3
Snowy Monaro Regional (A)	PHL	F	19
Snowy Monaro Regional (A)	PHL	M	3
Snowy Monaro Regional (A)	POL	F	14
Snowy Monaro Regional (A)	POL	M	7
Snowy Monaro Regional (A)	SGP	F	6
Snowy Monaro Regional (A)	SGP	M	3
Snowy Monaro Regional (A)	ZAF	F	16
Snowy Monaro Regional (A)	ZAF	M	18
Snowy Monaro Regional (A)	KOR	F	3
Snowy Monaro Regional (A)	KOR	M	11
Snowy Monaro Regional (A)	LKA	F	3
Snowy Monaro Regional (A)	LKA	M	11
Snowy Monaro Regional (A)	THA	F	23
Snowy Monaro Regional (A)	THA	M	3
Snowy Monaro Regional (A)	TUR	F	3
Snowy Monaro Regional (A)	TUR	M	4
Snowy Monaro Regional (A)	GBR	F	181
Snowy Monaro Regional (A)	GBR	M	191
Snowy Monaro Regional (A)	USA	F	21
Snowy Monaro Regional (A)	USA	M	30
Snowy Monaro Regional (A)	VNM	F	4
Snowy Monaro Regional (A)	VNM	M	3
Snowy Monaro Regional (A)	ZWE	M	9
Snowy Valleys (A)		F	109
Snowy Valleys (A)		M	127
Snowy Valleys (A)	AUS	F	2277
Snowy Valleys (A)	AUS	M	2877
Snowy Valleys (A)	CAN	F	7
Snowy Valleys (A)	CAN	M	10
Snowy Valleys (A)	CHN	F	9
Snowy Valleys (A)	CHN	M	6
Snowy Valleys (A)	FJI	F	3
Snowy Valleys (A)	FJI	M	9
Snowy Valleys (A)	DEU	F	10
Snowy Valleys (A)	DEU	M	12
Snowy Valleys (A)	IND	F	6
Snowy Valleys (A)	IND	M	20
Snowy Valleys (A)	IRN	F	3
Snowy Valleys (A)	IRN	M	3
Snowy Valleys (A)	IRL	M	6
Snowy Valleys (A)	ITA	F	3
Snowy Valleys (A)	ITA	M	3
Snowy Valleys (A)	JPN	F	3
Snowy Valleys (A)	MYS	F	3
Snowy Valleys (A)	MYS	M	7
Snowy Valleys (A)	NLD	F	3
Snowy Valleys (A)	NLD	M	5
Snowy Valleys (A)	NZL	F	55
Snowy Valleys (A)	NZL	M	65
Snowy Valleys (A)	PAK	M	3
Snowy Valleys (A)	PHL	F	13
Snowy Valleys (A)	PHL	M	16
Snowy Valleys (A)	POL	M	3
Snowy Valleys (A)	SGP	F	6
Snowy Valleys (A)	ZAF	F	25
Snowy Valleys (A)	ZAF	M	41
Snowy Valleys (A)	KOR	F	3
Snowy Valleys (A)	LKA	M	3
Snowy Valleys (A)	THA	F	3
Snowy Valleys (A)	THA	M	12
Snowy Valleys (A)	GBR	F	63
Snowy Valleys (A)	GBR	M	49
Snowy Valleys (A)	USA	F	7
Snowy Valleys (A)	VNM	F	3
Snowy Valleys (A)	VNM	M	3
Snowy Valleys (A)	ZWE	F	4
Snowy Valleys (A)	ZWE	M	3
Strathfield (A)		F	784
Strathfield (A)		M	1513
Strathfield (A)	AUS	F	3778
Strathfield (A)	AUS	M	6140
Strathfield (A)	CAN	F	12
Strathfield (A)	CAN	M	18
Strathfield (A)	CHN	F	765
Strathfield (A)	CHN	M	831
Strathfield (A)	HRV	F	13
Strathfield (A)	HRV	M	30
Strathfield (A)	EGY	F	24
Strathfield (A)	EGY	M	70
Strathfield (A)	FJI	F	74
Strathfield (A)	FJI	M	160
Strathfield (A)	MKD	F	21
Strathfield (A)	MKD	M	38
Strathfield (A)	DEU	F	22
Strathfield (A)	DEU	M	34
Strathfield (A)	GRC	F	27
Strathfield (A)	GRC	M	54
Strathfield (A)	HKG	F	89
Strathfield (A)	HKG	M	140
Strathfield (A)	IND	F	382
Strathfield (A)	IND	M	843
Strathfield (A)	IDN	F	75
Strathfield (A)	IDN	M	90
Strathfield (A)	IRN	F	32
Strathfield (A)	IRN	M	61
Strathfield (A)	IRQ	F	18
Strathfield (A)	IRQ	M	75
Strathfield (A)	IRL	F	36
Strathfield (A)	IRL	M	97
Strathfield (A)	ITA	F	61
Strathfield (A)	ITA	M	190
Strathfield (A)	JPN	F	20
Strathfield (A)	JPN	M	14
Strathfield (A)	LBN	F	106
Strathfield (A)	LBN	M	401
Strathfield (A)	MYS	F	68
Strathfield (A)	MYS	M	77
Strathfield (A)	MLT	F	11
Strathfield (A)	MLT	M	29
Strathfield (A)	NLD	F	6
Strathfield (A)	NLD	M	9
Strathfield (A)	NZL	F	148
Strathfield (A)	NZL	M	312
Strathfield (A)	PAK	F	26
Strathfield (A)	PAK	M	131
Strathfield (A)	PHL	F	353
Strathfield (A)	PHL	M	329
Strathfield (A)	POL	F	14
Strathfield (A)	POL	M	16
Strathfield (A)	SGP	F	18
Strathfield (A)	SGP	M	19
Strathfield (A)	ZAF	F	38
Strathfield (A)	ZAF	M	55
Strathfield (A)	KOR	F	455
Strathfield (A)	KOR	M	576
Strathfield (A)	LKA	F	140
Strathfield (A)	LKA	M	217
Strathfield (A)	THA	F	71
Strathfield (A)	THA	M	57
Strathfield (A)	TUR	F	34
Strathfield (A)	TUR	M	49
Strathfield (A)	GBR	F	118
Strathfield (A)	GBR	M	303
Strathfield (A)	USA	F	25
Strathfield (A)	USA	M	28
Strathfield (A)	VNM	F	400
Strathfield (A)	VNM	M	506
Strathfield (A)	ZWE	F	10
Strathfield (A)	ZWE	M	11
Sutherland Shire (A)		F	2113
Sutherland Shire (A)		M	2152
Sutherland Shire (A)	AUS	F	26242
Sutherland Shire (A)	AUS	M	22802
Sutherland Shire (A)	CAN	F	102
Sutherland Shire (A)	CAN	M	58
Sutherland Shire (A)	CHN	F	768
Sutherland Shire (A)	CHN	M	808
Sutherland Shire (A)	HRV	F	55
Sutherland Shire (A)	HRV	M	54
Sutherland Shire (A)	EGY	F	139
Sutherland Shire (A)	EGY	M	159
Sutherland Shire (A)	FJI	F	124
Sutherland Shire (A)	FJI	M	102
Sutherland Shire (A)	MKD	F	125
Sutherland Shire (A)	MKD	M	150
Sutherland Shire (A)	DEU	F	136
Sutherland Shire (A)	DEU	M	103
Sutherland Shire (A)	GRC	F	90
Sutherland Shire (A)	GRC	M	135
Sutherland Shire (A)	HKG	F	145
Sutherland Shire (A)	HKG	M	152
Sutherland Shire (A)	IND	F	312
Sutherland Shire (A)	IND	M	536
Sutherland Shire (A)	IDN	F	173
Sutherland Shire (A)	IDN	M	152
Sutherland Shire (A)	IRN	F	35
Sutherland Shire (A)	IRN	M	55
Sutherland Shire (A)	IRQ	F	20
Sutherland Shire (A)	IRQ	M	58
Sutherland Shire (A)	IRL	F	137
Sutherland Shire (A)	IRL	M	173
Sutherland Shire (A)	ITA	F	109
Sutherland Shire (A)	ITA	M	171
Sutherland Shire (A)	JPN	F	69
Sutherland Shire (A)	JPN	M	32
Sutherland Shire (A)	LBN	F	109
Sutherland Shire (A)	LBN	M	201
Sutherland Shire (A)	MYS	F	138
Sutherland Shire (A)	MYS	M	99
Sutherland Shire (A)	MLT	F	18
Sutherland Shire (A)	MLT	M	39
Sutherland Shire (A)	NLD	F	54
Sutherland Shire (A)	NLD	M	65
Sutherland Shire (A)	NZL	F	665
Sutherland Shire (A)	NZL	M	664
Sutherland Shire (A)	PAK	F	20
Sutherland Shire (A)	PAK	M	95
Sutherland Shire (A)	PHL	F	461
Sutherland Shire (A)	PHL	M	287
Sutherland Shire (A)	POL	F	77
Sutherland Shire (A)	POL	M	49
Sutherland Shire (A)	SGP	F	64
Sutherland Shire (A)	SGP	M	42
Sutherland Shire (A)	ZAF	F	229
Sutherland Shire (A)	ZAF	M	208
Sutherland Shire (A)	KOR	F	88
Sutherland Shire (A)	KOR	M	96
Sutherland Shire (A)	LKA	F	30
Sutherland Shire (A)	LKA	M	60
Sutherland Shire (A)	THA	F	246
Sutherland Shire (A)	THA	M	108
Sutherland Shire (A)	TUR	F	29
Sutherland Shire (A)	TUR	M	42
Sutherland Shire (A)	GBR	F	1369
Sutherland Shire (A)	GBR	M	1254
Sutherland Shire (A)	USA	F	146
Sutherland Shire (A)	USA	M	99
Sutherland Shire (A)	VNM	F	251
Sutherland Shire (A)	VNM	M	228
Sutherland Shire (A)	ZWE	F	45
Sutherland Shire (A)	ZWE	M	29
Sydney (C)		F	21530
Sydney (C)		M	26661
Sydney (C)	AUS	F	120304
Sydney (C)	AUS	M	133697
Sydney (C)	CAN	F	1130
Sydney (C)	CAN	M	1173
Sydney (C)	CHN	F	16120
Sydney (C)	CHN	M	12878
Sydney (C)	HRV	F	322
Sydney (C)	HRV	M	391
Sydney (C)	EGY	F	414
Sydney (C)	EGY	M	773
Sydney (C)	FJI	F	1621
Sydney (C)	FJI	M	1444
Sydney (C)	MKD	F	512
Sydney (C)	MKD	M	444
Sydney (C)	DEU	F	1233
Sydney (C)	DEU	M	1349
Sydney (C)	GRC	F	443
Sydney (C)	GRC	M	577
Sydney (C)	HKG	F	3771
Sydney (C)	HKG	M	3975
Sydney (C)	IND	F	7725
Sydney (C)	IND	M	13652
Sydney (C)	IDN	F	3550
Sydney (C)	IDN	M	3553
Sydney (C)	IRN	F	817
Sydney (C)	IRN	M	1141
Sydney (C)	IRQ	F	282
Sydney (C)	IRQ	M	463
Sydney (C)	IRL	F	2198
Sydney (C)	IRL	M	2563
Sydney (C)	ITA	F	1050
Sydney (C)	ITA	M	1745
Sydney (C)	JPN	F	1787
Sydney (C)	JPN	M	1092
Sydney (C)	LBN	F	620
Sydney (C)	LBN	M	1281
Sydney (C)	MYS	F	2799
Sydney (C)	MYS	M	2740
Sydney (C)	MLT	F	103
Sydney (C)	MLT	M	157
Sydney (C)	NLD	F	419
Sydney (C)	NLD	M	674
Sydney (C)	NZL	F	6495
Sydney (C)	NZL	M	7122
Sydney (C)	PAK	F	407
Sydney (C)	PAK	M	1744
Sydney (C)	PHL	F	6257
Sydney (C)	PHL	M	4563
Sydney (C)	POL	F	804
Sydney (C)	POL	M	676
Sydney (C)	SGP	F	1045
Sydney (C)	SGP	M	1038
Sydney (C)	ZAF	F	2663
Sydney (C)	ZAF	M	4075
Sydney (C)	KOR	F	2929
Sydney (C)	KOR	M	3023
Sydney (C)	LKA	F	1475
Sydney (C)	LKA	M	2135
Sydney (C)	THA	F	3259
Sydney (C)	THA	M	2019
Sydney (C)	TUR	F	343
Sydney (C)	TUR	M	566
Sydney (C)	GBR	F	12937
Sydney (C)	GBR	M	19388
Sydney (C)	USA	F	2357
Sydney (C)	USA	M	2639
Sydney (C)	VNM	F	3402
Sydney (C)	VNM	M	3134
Sydney (C)	ZWE	F	290
Sydney (C)	ZWE	M	465
Tamworth Regional (A)		F	400
Tamworth Regional (A)		M	446
Tamworth Regional (A)	AUS	F	11334
Tamworth Regional (A)	AUS	M	11008
Tamworth Regional (A)	CAN	F	22
Tamworth Regional (A)	CAN	M	10
Tamworth Regional (A)	CHN	F	41
Tamworth Regional (A)	CHN	M	51
Tamworth Regional (A)	HRV	F	3
Tamworth Regional (A)	HRV	M	4
Tamworth Regional (A)	EGY	F	3
Tamworth Regional (A)	EGY	M	3
Tamworth Regional (A)	FJI	F	12
Tamworth Regional (A)	FJI	M	14
Tamworth Regional (A)	MKD	M	3
Tamworth Regional (A)	DEU	F	21
Tamworth Regional (A)	DEU	M	16
Tamworth Regional (A)	GRC	F	3
Tamworth Regional (A)	HKG	F	13
Tamworth Regional (A)	HKG	M	12
Tamworth Regional (A)	IND	F	65
Tamworth Regional (A)	IND	M	117
Tamworth Regional (A)	IDN	F	7
Tamworth Regional (A)	IDN	M	7
Tamworth Regional (A)	IRN	F	5
Tamworth Regional (A)	IRN	M	3
Tamworth Regional (A)	IRL	F	12
Tamworth Regional (A)	IRL	M	14
Tamworth Regional (A)	ITA	F	3
Tamworth Regional (A)	ITA	M	9
Tamworth Regional (A)	LBN	F	5
Tamworth Regional (A)	LBN	M	8
Tamworth Regional (A)	MYS	F	21
Tamworth Regional (A)	MYS	M	21
Tamworth Regional (A)	MLT	M	7
Tamworth Regional (A)	NLD	F	17
Tamworth Regional (A)	NLD	M	13
Tamworth Regional (A)	NZL	F	113
Tamworth Regional (A)	NZL	M	125
Tamworth Regional (A)	PAK	F	3
Tamworth Regional (A)	PAK	M	14
Tamworth Regional (A)	PHL	F	131
Tamworth Regional (A)	PHL	M	108
Tamworth Regional (A)	POL	F	3
Tamworth Regional (A)	POL	M	3
Tamworth Regional (A)	SGP	F	7
Tamworth Regional (A)	SGP	M	12
Tamworth Regional (A)	ZAF	F	48
Tamworth Regional (A)	ZAF	M	49
Tamworth Regional (A)	KOR	F	34
Tamworth Regional (A)	KOR	M	92
Tamworth Regional (A)	LKA	F	9
Tamworth Regional (A)	LKA	M	26
Tamworth Regional (A)	THA	F	15
Tamworth Regional (A)	THA	M	7
Tamworth Regional (A)	GBR	F	197
Tamworth Regional (A)	GBR	M	205
Tamworth Regional (A)	USA	F	35
Tamworth Regional (A)	USA	M	30
Tamworth Regional (A)	VNM	F	26
Tamworth Regional (A)	VNM	M	30
Tamworth Regional (A)	ZWE	F	12
Tamworth Regional (A)	ZWE	M	10
Temora (A)		F	19
Temora (A)		M	37
Temora (A)	AUS	F	1089
Temora (A)	AUS	M	1065
Temora (A)	CHN	M	3
Temora (A)	DEU	M	3
Temora (A)	IND	F	5
Temora (A)	IND	M	6
Temora (A)	NZL	F	3
Temora (A)	NZL	M	3
Temora (A)	PHL	F	8
Temora (A)	PHL	M	10
Temora (A)	LKA	F	3
Temora (A)	LKA	M	6
Temora (A)	GBR	F	19
Temora (A)	GBR	M	21
Temora (A)	USA	F	3
Temora (A)	VNM	M	3
Tenterfield (A)		F	45
Tenterfield (A)		M	63
Tenterfield (A)	AUS	F	923
Tenterfield (A)	AUS	M	926
Tenterfield (A)	CAN	M	3
Tenterfield (A)	CHN	F	6
Tenterfield (A)	CHN	M	3
Tenterfield (A)	IND	F	3
Tenterfield (A)	IND	M	6
Tenterfield (A)	IRL	M	4
Tenterfield (A)	ITA	M	8
Tenterfield (A)	JPN	M	3
Tenterfield (A)	LBN	M	3
Tenterfield (A)	NLD	F	4
Tenterfield (A)	NLD	M	3
Tenterfield (A)	NZL	F	22
Tenterfield (A)	NZL	M	20
Tenterfield (A)	PAK	M	3
Tenterfield (A)	PHL	F	7
Tenterfield (A)	PHL	M	4
Tenterfield (A)	ZAF	M	3
Tenterfield (A)	LKA	M	4
Tenterfield (A)	THA	F	3
Tenterfield (A)	GBR	F	24
Tenterfield (A)	GBR	M	29
Tenterfield (A)	VNM	M	3
The Hills Shire (A)		F	2005
The Hills Shire (A)		M	2208
The Hills Shire (A)	AUS	F	20694
The Hills Shire (A)	AUS	M	18081
The Hills Shire (A)	CAN	F	85
The Hills Shire (A)	CAN	M	73
The Hills Shire (A)	CHN	F	1154
The Hills Shire (A)	CHN	M	1121
The Hills Shire (A)	HRV	F	65
The Hills Shire (A)	HRV	M	66
The Hills Shire (A)	EGY	F	99
The Hills Shire (A)	EGY	M	107
The Hills Shire (A)	FJI	F	295
The Hills Shire (A)	FJI	M	278
The Hills Shire (A)	MKD	F	22
The Hills Shire (A)	MKD	M	27
The Hills Shire (A)	DEU	F	114
The Hills Shire (A)	DEU	M	115
The Hills Shire (A)	GRC	F	38
The Hills Shire (A)	GRC	M	49
The Hills Shire (A)	HKG	F	290
The Hills Shire (A)	HKG	M	311
The Hills Shire (A)	IND	F	1374
The Hills Shire (A)	IND	M	1831
The Hills Shire (A)	IDN	F	188
The Hills Shire (A)	IDN	M	150
The Hills Shire (A)	IRN	F	277
The Hills Shire (A)	IRN	M	284
The Hills Shire (A)	IRQ	F	65
The Hills Shire (A)	IRQ	M	119
The Hills Shire (A)	IRL	F	135
The Hills Shire (A)	IRL	M	222
The Hills Shire (A)	ITA	F	134
The Hills Shire (A)	ITA	M	208
The Hills Shire (A)	JPN	F	47
The Hills Shire (A)	JPN	M	41
The Hills Shire (A)	LBN	F	166
The Hills Shire (A)	LBN	M	266
The Hills Shire (A)	MYS	F	275
The Hills Shire (A)	MYS	M	248
The Hills Shire (A)	MLT	F	64
The Hills Shire (A)	MLT	M	68
The Hills Shire (A)	NLD	F	43
The Hills Shire (A)	NLD	M	55
The Hills Shire (A)	NZL	F	642
The Hills Shire (A)	NZL	M	651
The Hills Shire (A)	PAK	F	115
The Hills Shire (A)	PAK	M	229
The Hills Shire (A)	PHL	F	906
The Hills Shire (A)	PHL	M	731
The Hills Shire (A)	POL	F	119
The Hills Shire (A)	POL	M	103
The Hills Shire (A)	SGP	F	88
The Hills Shire (A)	SGP	M	77
The Hills Shire (A)	ZAF	F	526
The Hills Shire (A)	ZAF	M	471
The Hills Shire (A)	KOR	F	354
The Hills Shire (A)	KOR	M	411
The Hills Shire (A)	LKA	F	373
The Hills Shire (A)	LKA	M	419
The Hills Shire (A)	THA	F	164
The Hills Shire (A)	THA	M	99
The Hills Shire (A)	TUR	F	59
The Hills Shire (A)	TUR	M	85
The Hills Shire (A)	GBR	F	1277
The Hills Shire (A)	GBR	M	1335
The Hills Shire (A)	USA	F	204
The Hills Shire (A)	USA	M	182
The Hills Shire (A)	VNM	F	284
The Hills Shire (A)	VNM	M	282
The Hills Shire (A)	ZWE	F	66
The Hills Shire (A)	ZWE	M	62
Tweed (A)		F	616
Tweed (A)		M	522
Tweed (A)	AUS	F	12267
Tweed (A)	AUS	M	10679
Tweed (A)	CAN	F	53
Tweed (A)	CAN	M	40
Tweed (A)	CHN	F	56
Tweed (A)	CHN	M	42
Tweed (A)	HRV	F	3
Tweed (A)	HRV	M	3
Tweed (A)	EGY	F	3
Tweed (A)	EGY	M	3
Tweed (A)	FJI	F	20
Tweed (A)	FJI	M	18
Tweed (A)	MKD	F	3
Tweed (A)	MKD	M	3
Tweed (A)	DEU	F	54
Tweed (A)	DEU	M	45
Tweed (A)	GRC	M	4
Tweed (A)	HKG	F	15
Tweed (A)	HKG	M	22
Tweed (A)	IND	F	96
Tweed (A)	IND	M	144
Tweed (A)	IDN	F	19
Tweed (A)	IDN	M	11
Tweed (A)	IRN	F	7
Tweed (A)	IRN	M	8
Tweed (A)	IRL	F	34
Tweed (A)	IRL	M	30
Tweed (A)	ITA	F	22
Tweed (A)	ITA	M	28
Tweed (A)	JPN	F	35
Tweed (A)	JPN	M	33
Tweed (A)	LBN	F	3
Tweed (A)	LBN	M	5
Tweed (A)	MYS	F	37
Tweed (A)	MYS	M	19
Tweed (A)	MLT	F	3
Tweed (A)	MLT	M	3
Tweed (A)	NLD	F	28
Tweed (A)	NLD	M	30
Tweed (A)	NZL	F	578
Tweed (A)	NZL	M	481
Tweed (A)	PAK	M	8
Tweed (A)	PHL	F	157
Tweed (A)	PHL	M	41
Tweed (A)	POL	F	14
Tweed (A)	POL	M	13
Tweed (A)	SGP	F	11
Tweed (A)	SGP	M	16
Tweed (A)	ZAF	F	80
Tweed (A)	ZAF	M	70
Tweed (A)	KOR	F	15
Tweed (A)	KOR	M	21
Tweed (A)	LKA	F	4
Tweed (A)	LKA	M	5
Tweed (A)	THA	F	49
Tweed (A)	THA	M	13
Tweed (A)	TUR	F	8
Tweed (A)	TUR	M	6
Tweed (A)	GBR	F	722
Tweed (A)	GBR	M	636
Tweed (A)	USA	F	61
Tweed (A)	USA	M	43
Tweed (A)	VNM	F	22
Tweed (A)	VNM	M	8
Tweed (A)	ZWE	F	10
Tweed (A)	ZWE	M	9
Upper Hunter Shire (A)		F	115
Upper Hunter Shire (A)		M	110
Upper Hunter Shire (A)	AUS	F	2270
Upper Hunter Shire (A)	AUS	M	2012
Upper Hunter Shire (A)	CAN	F	3
Upper Hunter Shire (A)	CAN	M	3
Upper Hunter Shire (A)	CHN	F	14
Upper Hunter Shire (A)	CHN	M	17
Upper Hunter Shire (A)	FJI	M	3
Upper Hunter Shire (A)	DEU	F	10
Upper Hunter Shire (A)	DEU	M	3
Upper Hunter Shire (A)	HKG	F	3
Upper Hunter Shire (A)	IND	F	9
Upper Hunter Shire (A)	IND	M	15
Upper Hunter Shire (A)	IDN	F	3
Upper Hunter Shire (A)	IRL	F	20
Upper Hunter Shire (A)	IRL	M	30
Upper Hunter Shire (A)	ITA	M	5
Upper Hunter Shire (A)	LBN	F	3
Upper Hunter Shire (A)	LBN	M	3
Upper Hunter Shire (A)	MYS	M	3
Upper Hunter Shire (A)	NLD	F	3
Upper Hunter Shire (A)	NZL	F	56
Upper Hunter Shire (A)	NZL	M	47
Upper Hunter Shire (A)	PAK	M	4
Upper Hunter Shire (A)	PHL	F	43
Upper Hunter Shire (A)	PHL	M	25
Upper Hunter Shire (A)	SGP	F	3
