LGA_NAME16	Age	EmploymentStatus	Sex	workers
Junee (A)	70-74	Owner managers of unincorporated enterprises	M	9
Junee (A)	75+	Contributing family workers	F	8
Junee (A)	75+	Contributing family workers	M	5
Junee (A)	75+	Employee	F	3
Junee (A)	75+	Owner managers of unincorporated enterprises	F	4
Junee (A)	75+	Owner managers of unincorporated enterprises	M	5
Kempsey (A)	15-19		F	16
Kempsey (A)	15-19		M	10
Kempsey (A)	15-19	Contributing family workers	F	7
Kempsey (A)	15-19	Contributing family workers	M	3
Kempsey (A)	15-19	Employee	F	287
Kempsey (A)	15-19	Employee	M	275
Kempsey (A)	15-19	Owner managers of unincorporated enterprises	M	3
Kempsey (A)	20-24		F	8
Kempsey (A)	20-24		M	5
Kempsey (A)	20-24	Contributing family workers	F	4
Kempsey (A)	20-24	Contributing family workers	M	3
Kempsey (A)	20-24	Employee	F	287
Kempsey (A)	20-24	Employee	M	321
Kempsey (A)	20-24	Owner managers of unincorporated enterprises	F	7
Kempsey (A)	20-24	Owner managers of unincorporated enterprises	M	13
Kempsey (A)	25-29		F	5
Kempsey (A)	25-29		M	8
Kempsey (A)	25-29	Contributing family workers	F	7
Kempsey (A)	25-29	Contributing family workers	M	3
Kempsey (A)	25-29	Employee	F	306
Kempsey (A)	25-29	Employee	M	318
Kempsey (A)	25-29	Owner managers of incorporated enterprises	F	8
Kempsey (A)	25-29	Owner managers of incorporated enterprises	M	4
Kempsey (A)	25-29	Owner managers of unincorporated enterprises	F	13
Kempsey (A)	25-29	Owner managers of unincorporated enterprises	M	28
Kempsey (A)	30-34		F	3
Kempsey (A)	30-34		M	7
Kempsey (A)	30-34	Contributing family workers	F	8
Kempsey (A)	30-34	Contributing family workers	M	4
Kempsey (A)	30-34	Employee	F	301
Kempsey (A)	30-34	Employee	M	315
Kempsey (A)	30-34	Owner managers of incorporated enterprises	F	9
Kempsey (A)	30-34	Owner managers of incorporated enterprises	M	20
Kempsey (A)	30-34	Owner managers of unincorporated enterprises	F	17
Kempsey (A)	30-34	Owner managers of unincorporated enterprises	M	26
Kempsey (A)	35-39		F	10
Kempsey (A)	35-39		M	6
Kempsey (A)	35-39	Contributing family workers	F	12
Kempsey (A)	35-39	Contributing family workers	M	9
Kempsey (A)	35-39	Employee	F	337
Kempsey (A)	35-39	Employee	M	315
Kempsey (A)	35-39	Owner managers of incorporated enterprises	F	13
Kempsey (A)	35-39	Owner managers of incorporated enterprises	M	17
Kempsey (A)	35-39	Owner managers of unincorporated enterprises	F	38
Kempsey (A)	35-39	Owner managers of unincorporated enterprises	M	38
Kempsey (A)	40-44		F	6
Kempsey (A)	40-44		M	3
Kempsey (A)	40-44	Contributing family workers	F	4
Kempsey (A)	40-44	Contributing family workers	M	4
Kempsey (A)	40-44	Employee	F	419
Kempsey (A)	40-44	Employee	M	377
Kempsey (A)	40-44	Owner managers of incorporated enterprises	F	17
Kempsey (A)	40-44	Owner managers of incorporated enterprises	M	31
Kempsey (A)	40-44	Owner managers of unincorporated enterprises	F	40
Kempsey (A)	40-44	Owner managers of unincorporated enterprises	M	73
Kempsey (A)	45-49		F	12
Kempsey (A)	45-49		M	12
Kempsey (A)	45-49	Contributing family workers	F	13
Kempsey (A)	45-49	Contributing family workers	M	14
Kempsey (A)	45-49	Employee	F	451
Kempsey (A)	45-49	Employee	M	378
Kempsey (A)	45-49	Owner managers of incorporated enterprises	F	28
Kempsey (A)	45-49	Owner managers of incorporated enterprises	M	41
Kempsey (A)	45-49	Owner managers of unincorporated enterprises	F	42
Kempsey (A)	45-49	Owner managers of unincorporated enterprises	M	64
Kempsey (A)	50-54		F	13
Kempsey (A)	50-54		M	5
Kempsey (A)	50-54	Contributing family workers	F	14
Kempsey (A)	50-54	Contributing family workers	M	9
Kempsey (A)	50-54	Employee	F	557
Kempsey (A)	50-54	Employee	M	397
Kempsey (A)	50-54	Owner managers of incorporated enterprises	F	25
Kempsey (A)	50-54	Owner managers of incorporated enterprises	M	45
Kempsey (A)	50-54	Owner managers of unincorporated enterprises	F	60
Kempsey (A)	50-54	Owner managers of unincorporated enterprises	M	79
Kempsey (A)	55-59		F	9
Kempsey (A)	55-59		M	12
Kempsey (A)	55-59	Contributing family workers	F	18
Kempsey (A)	55-59	Contributing family workers	M	25
Kempsey (A)	55-59	Employee	F	534
Kempsey (A)	55-59	Employee	M	391
Kempsey (A)	55-59	Owner managers of incorporated enterprises	F	28
Kempsey (A)	55-59	Owner managers of incorporated enterprises	M	47
Kempsey (A)	55-59	Owner managers of unincorporated enterprises	F	60
Kempsey (A)	55-59	Owner managers of unincorporated enterprises	M	94
Kempsey (A)	60-64		F	7
Kempsey (A)	60-64		M	6
Kempsey (A)	60-64	Contributing family workers	F	20
Kempsey (A)	60-64	Contributing family workers	M	21
Kempsey (A)	60-64	Employee	F	304
Kempsey (A)	60-64	Employee	M	256
Kempsey (A)	60-64	Owner managers of incorporated enterprises	F	15
Kempsey (A)	60-64	Owner managers of incorporated enterprises	M	43
Kempsey (A)	60-64	Owner managers of unincorporated enterprises	F	42
Kempsey (A)	60-64	Owner managers of unincorporated enterprises	M	80
Kempsey (A)	65-69		F	5
Kempsey (A)	65-69		M	6
Kempsey (A)	65-69	Contributing family workers	F	23
Kempsey (A)	65-69	Contributing family workers	M	30
Kempsey (A)	65-69	Employee	F	106
Kempsey (A)	65-69	Employee	M	110
Kempsey (A)	65-69	Owner managers of incorporated enterprises	F	14
Kempsey (A)	65-69	Owner managers of incorporated enterprises	M	24
Kempsey (A)	65-69	Owner managers of unincorporated enterprises	F	22
Kempsey (A)	65-69	Owner managers of unincorporated enterprises	M	62
Kempsey (A)	70-74		M	6
Kempsey (A)	70-74	Contributing family workers	F	9
Kempsey (A)	70-74	Contributing family workers	M	16
Kempsey (A)	70-74	Employee	F	20
Kempsey (A)	70-74	Employee	M	19
Kempsey (A)	70-74	Owner managers of incorporated enterprises	F	3
Kempsey (A)	70-74	Owner managers of incorporated enterprises	M	11
Kempsey (A)	70-74	Owner managers of unincorporated enterprises	F	13
Kempsey (A)	70-74	Owner managers of unincorporated enterprises	M	31
Kempsey (A)	75+		F	5
Kempsey (A)	75+		M	3
Kempsey (A)	75+	Contributing family workers	F	14
Kempsey (A)	75+	Contributing family workers	M	18
Kempsey (A)	75+	Employee	F	13
Kempsey (A)	75+	Employee	M	15
Kempsey (A)	75+	Owner managers of incorporated enterprises	M	5
Kempsey (A)	75+	Owner managers of unincorporated enterprises	F	4
Kempsey (A)	75+	Owner managers of unincorporated enterprises	M	19
Kiama (A)	15-19		M	3
Kiama (A)	15-19	Employee	F	241
Kiama (A)	15-19	Employee	M	229
Kiama (A)	20-24	Contributing family workers	F	7
Kiama (A)	20-24	Contributing family workers	M	3
Kiama (A)	20-24	Employee	F	262
Kiama (A)	20-24	Employee	M	245
Kiama (A)	20-24	Owner managers of incorporated enterprises	F	3
Kiama (A)	20-24	Owner managers of incorporated enterprises	M	4
Kiama (A)	20-24	Owner managers of unincorporated enterprises	F	11
Kiama (A)	20-24	Owner managers of unincorporated enterprises	M	19
Kiama (A)	25-29	Contributing family workers	F	3
Kiama (A)	25-29	Contributing family workers	M	4
Kiama (A)	25-29	Employee	F	171
Kiama (A)	25-29	Employee	M	165
Kiama (A)	25-29	Owner managers of incorporated enterprises	F	5
Kiama (A)	25-29	Owner managers of incorporated enterprises	M	10
Kiama (A)	25-29	Owner managers of unincorporated enterprises	F	12
Kiama (A)	25-29	Owner managers of unincorporated enterprises	M	20
Kiama (A)	30-34		M	5
Kiama (A)	30-34	Contributing family workers	F	3
Kiama (A)	30-34	Employee	F	171
Kiama (A)	30-34	Employee	M	133
Kiama (A)	30-34	Owner managers of incorporated enterprises	F	7
Kiama (A)	30-34	Owner managers of incorporated enterprises	M	25
Kiama (A)	30-34	Owner managers of unincorporated enterprises	F	25
Kiama (A)	30-34	Owner managers of unincorporated enterprises	M	40
Kiama (A)	35-39		F	3
Kiama (A)	35-39	Contributing family workers	F	4
Kiama (A)	35-39	Employee	F	179
Kiama (A)	35-39	Employee	M	118
Kiama (A)	35-39	Owner managers of incorporated enterprises	F	16
Kiama (A)	35-39	Owner managers of incorporated enterprises	M	35
Kiama (A)	35-39	Owner managers of unincorporated enterprises	F	45
Kiama (A)	35-39	Owner managers of unincorporated enterprises	M	47
Kiama (A)	40-44		F	3
Kiama (A)	40-44	Contributing family workers	F	12
Kiama (A)	40-44	Contributing family workers	M	4
Kiama (A)	40-44	Employee	F	240
Kiama (A)	40-44	Employee	M	121
Kiama (A)	40-44	Owner managers of incorporated enterprises	F	32
Kiama (A)	40-44	Owner managers of incorporated enterprises	M	35
Kiama (A)	40-44	Owner managers of unincorporated enterprises	F	54
Kiama (A)	40-44	Owner managers of unincorporated enterprises	M	51
Kiama (A)	45-49		F	3
Kiama (A)	45-49		M	4
Kiama (A)	45-49	Contributing family workers	F	12
Kiama (A)	45-49	Contributing family workers	M	4
Kiama (A)	45-49	Employee	F	223
Kiama (A)	45-49	Employee	M	108
Kiama (A)	45-49	Owner managers of incorporated enterprises	F	25
Kiama (A)	45-49	Owner managers of incorporated enterprises	M	44
Kiama (A)	45-49	Owner managers of unincorporated enterprises	F	55
Kiama (A)	45-49	Owner managers of unincorporated enterprises	M	48
Kiama (A)	50-54		F	4
Kiama (A)	50-54		M	9
Kiama (A)	50-54	Contributing family workers	F	8
Kiama (A)	50-54	Contributing family workers	M	3
Kiama (A)	50-54	Employee	F	263
Kiama (A)	50-54	Employee	M	138
Kiama (A)	50-54	Owner managers of incorporated enterprises	F	28
Kiama (A)	50-54	Owner managers of incorporated enterprises	M	38
Kiama (A)	50-54	Owner managers of unincorporated enterprises	F	49
Kiama (A)	50-54	Owner managers of unincorporated enterprises	M	53
Kiama (A)	55-59		F	4
Kiama (A)	55-59		M	3
Kiama (A)	55-59	Contributing family workers	F	9
Kiama (A)	55-59	Contributing family workers	M	8
Kiama (A)	55-59	Employee	F	256
Kiama (A)	55-59	Employee	M	126
Kiama (A)	55-59	Owner managers of incorporated enterprises	F	27
Kiama (A)	55-59	Owner managers of incorporated enterprises	M	38
Kiama (A)	55-59	Owner managers of unincorporated enterprises	F	51
Kiama (A)	55-59	Owner managers of unincorporated enterprises	M	48
Kiama (A)	60-64		F	3
Kiama (A)	60-64		M	3
Kiama (A)	60-64	Contributing family workers	F	17
Kiama (A)	60-64	Contributing family workers	M	15
Kiama (A)	60-64	Employee	F	139
Kiama (A)	60-64	Employee	M	110
Kiama (A)	60-64	Owner managers of incorporated enterprises	F	28
Kiama (A)	60-64	Owner managers of incorporated enterprises	M	46
Kiama (A)	60-64	Owner managers of unincorporated enterprises	F	30
Kiama (A)	60-64	Owner managers of unincorporated enterprises	M	67
Kiama (A)	65-69	Contributing family workers	F	10
Kiama (A)	65-69	Contributing family workers	M	9
Kiama (A)	65-69	Employee	F	48
Kiama (A)	65-69	Employee	M	49
Kiama (A)	65-69	Owner managers of incorporated enterprises	F	10
Kiama (A)	65-69	Owner managers of incorporated enterprises	M	20
Kiama (A)	65-69	Owner managers of unincorporated enterprises	F	19
Kiama (A)	65-69	Owner managers of unincorporated enterprises	M	43
Kiama (A)	70-74		M	3
Kiama (A)	70-74	Contributing family workers	F	4
Kiama (A)	70-74	Contributing family workers	M	13
Kiama (A)	70-74	Employee	F	14
Kiama (A)	70-74	Employee	M	14
Kiama (A)	70-74	Owner managers of incorporated enterprises	F	8
Kiama (A)	70-74	Owner managers of incorporated enterprises	M	15
Kiama (A)	70-74	Owner managers of unincorporated enterprises	F	6
Kiama (A)	70-74	Owner managers of unincorporated enterprises	M	18
Kiama (A)	75+	Contributing family workers	F	6
Kiama (A)	75+	Contributing family workers	M	7
Kiama (A)	75+	Employee	F	3
Kiama (A)	75+	Employee	M	12
Kiama (A)	75+	Owner managers of incorporated enterprises	M	9
Kiama (A)	75+	Owner managers of unincorporated enterprises	F	3
Kiama (A)	75+	Owner managers of unincorporated enterprises	M	9
Ku-ring-gai (A)	15-19		F	4
Ku-ring-gai (A)	15-19	Contributing family workers	F	7
Ku-ring-gai (A)	15-19	Contributing family workers	M	5
Ku-ring-gai (A)	15-19	Employee	F	974
Ku-ring-gai (A)	15-19	Employee	M	686
Ku-ring-gai (A)	15-19	Owner managers of incorporated enterprises	F	3
Ku-ring-gai (A)	15-19	Owner managers of unincorporated enterprises	F	20
Ku-ring-gai (A)	15-19	Owner managers of unincorporated enterprises	M	21
Ku-ring-gai (A)	20-24		F	6
Ku-ring-gai (A)	20-24		M	6
Ku-ring-gai (A)	20-24	Contributing family workers	F	3
Ku-ring-gai (A)	20-24	Contributing family workers	M	6
Ku-ring-gai (A)	20-24	Employee	F	1404
Ku-ring-gai (A)	20-24	Employee	M	1125
Ku-ring-gai (A)	20-24	Owner managers of incorporated enterprises	F	7
Ku-ring-gai (A)	20-24	Owner managers of incorporated enterprises	M	16
Ku-ring-gai (A)	20-24	Owner managers of unincorporated enterprises	F	46
Ku-ring-gai (A)	20-24	Owner managers of unincorporated enterprises	M	43
Ku-ring-gai (A)	25-29		F	6
Ku-ring-gai (A)	25-29		M	7
Ku-ring-gai (A)	25-29	Contributing family workers	F	12
Ku-ring-gai (A)	25-29	Contributing family workers	M	7
Ku-ring-gai (A)	25-29	Employee	F	1360
Ku-ring-gai (A)	25-29	Employee	M	1020
Ku-ring-gai (A)	25-29	Owner managers of incorporated enterprises	F	20
Ku-ring-gai (A)	25-29	Owner managers of incorporated enterprises	M	63
Ku-ring-gai (A)	25-29	Owner managers of unincorporated enterprises	F	50
Ku-ring-gai (A)	25-29	Owner managers of unincorporated enterprises	M	74
Ku-ring-gai (A)	30-34		F	8
Ku-ring-gai (A)	30-34		M	7
Ku-ring-gai (A)	30-34	Contributing family workers	F	20
Ku-ring-gai (A)	30-34	Contributing family workers	M	15
Ku-ring-gai (A)	30-34	Employee	F	1291
Ku-ring-gai (A)	30-34	Employee	M	958
Ku-ring-gai (A)	30-34	Owner managers of incorporated enterprises	F	66
Ku-ring-gai (A)	30-34	Owner managers of incorporated enterprises	M	110
Ku-ring-gai (A)	30-34	Owner managers of unincorporated enterprises	F	84
Ku-ring-gai (A)	30-34	Owner managers of unincorporated enterprises	M	91
Ku-ring-gai (A)	35-39		F	5
Ku-ring-gai (A)	35-39		M	10
Ku-ring-gai (A)	35-39	Contributing family workers	F	20
Ku-ring-gai (A)	35-39	Contributing family workers	M	14
Ku-ring-gai (A)	35-39	Employee	F	1155
Ku-ring-gai (A)	35-39	Employee	M	783
Ku-ring-gai (A)	35-39	Owner managers of incorporated enterprises	F	125
Ku-ring-gai (A)	35-39	Owner managers of incorporated enterprises	M	180
Ku-ring-gai (A)	35-39	Owner managers of unincorporated enterprises	F	148
Ku-ring-gai (A)	35-39	Owner managers of unincorporated enterprises	M	102
Ku-ring-gai (A)	40-44		F	7
Ku-ring-gai (A)	40-44		M	9
Ku-ring-gai (A)	40-44	Contributing family workers	F	41
Ku-ring-gai (A)	40-44	Contributing family workers	M	24
Ku-ring-gai (A)	40-44	Employee	F	1401
Ku-ring-gai (A)	40-44	Employee	M	751
Ku-ring-gai (A)	40-44	Owner managers of incorporated enterprises	F	190
Ku-ring-gai (A)	40-44	Owner managers of incorporated enterprises	M	276
Ku-ring-gai (A)	40-44	Owner managers of unincorporated enterprises	F	199
Ku-ring-gai (A)	40-44	Owner managers of unincorporated enterprises	M	149
Ku-ring-gai (A)	45-49		F	16
Ku-ring-gai (A)	45-49		M	12
Ku-ring-gai (A)	45-49	Contributing family workers	F	44
Ku-ring-gai (A)	45-49	Contributing family workers	M	49
Ku-ring-gai (A)	45-49	Employee	F	1709
Ku-ring-gai (A)	45-49	Employee	M	788
Ku-ring-gai (A)	45-49	Owner managers of incorporated enterprises	F	233
Ku-ring-gai (A)	45-49	Owner managers of incorporated enterprises	M	326
Ku-ring-gai (A)	45-49	Owner managers of unincorporated enterprises	F	277
Ku-ring-gai (A)	45-49	Owner managers of unincorporated enterprises	M	155
Ku-ring-gai (A)	50-54		F	13
Ku-ring-gai (A)	50-54		M	13
Ku-ring-gai (A)	50-54	Contributing family workers	F	30
Ku-ring-gai (A)	50-54	Contributing family workers	M	32
Ku-ring-gai (A)	50-54	Employee	F	1728
Ku-ring-gai (A)	50-54	Employee	M	748
Ku-ring-gai (A)	50-54	Owner managers of incorporated enterprises	F	246
Ku-ring-gai (A)	50-54	Owner managers of incorporated enterprises	M	403
Ku-ring-gai (A)	50-54	Owner managers of unincorporated enterprises	F	189
Ku-ring-gai (A)	50-54	Owner managers of unincorporated enterprises	M	215
Ku-ring-gai (A)	55-59		F	16
Ku-ring-gai (A)	55-59		M	18
Ku-ring-gai (A)	55-59	Contributing family workers	F	42
Ku-ring-gai (A)	55-59	Contributing family workers	M	31
Ku-ring-gai (A)	55-59	Employee	F	1445
Ku-ring-gai (A)	55-59	Employee	M	597
Ku-ring-gai (A)	55-59	Owner managers of incorporated enterprises	F	167
Ku-ring-gai (A)	55-59	Owner managers of incorporated enterprises	M	355
Ku-ring-gai (A)	55-59	Owner managers of unincorporated enterprises	F	196
Ku-ring-gai (A)	55-59	Owner managers of unincorporated enterprises	M	198
Ku-ring-gai (A)	60-64		F	7
Ku-ring-gai (A)	60-64		M	8
Ku-ring-gai (A)	60-64	Contributing family workers	F	21
Ku-ring-gai (A)	60-64	Contributing family workers	M	33
Ku-ring-gai (A)	60-64	Employee	F	988
Ku-ring-gai (A)	60-64	Employee	M	434
Ku-ring-gai (A)	60-64	Owner managers of incorporated enterprises	F	121
Ku-ring-gai (A)	60-64	Owner managers of incorporated enterprises	M	259
Ku-ring-gai (A)	60-64	Owner managers of unincorporated enterprises	F	128
Ku-ring-gai (A)	60-64	Owner managers of unincorporated enterprises	M	183
Ku-ring-gai (A)	65-69		F	6
Ku-ring-gai (A)	65-69		M	3
Ku-ring-gai (A)	65-69	Contributing family workers	F	34
Ku-ring-gai (A)	65-69	Contributing family workers	M	28
Ku-ring-gai (A)	65-69	Employee	F	519
Ku-ring-gai (A)	65-69	Employee	M	271
Ku-ring-gai (A)	65-69	Owner managers of incorporated enterprises	F	80
Ku-ring-gai (A)	65-69	Owner managers of incorporated enterprises	M	248
Ku-ring-gai (A)	65-69	Owner managers of unincorporated enterprises	F	91
Ku-ring-gai (A)	65-69	Owner managers of unincorporated enterprises	M	143
Ku-ring-gai (A)	70-74		M	3
Ku-ring-gai (A)	70-74	Contributing family workers	F	28
Ku-ring-gai (A)	70-74	Contributing family workers	M	17
Ku-ring-gai (A)	70-74	Employee	F	182
Ku-ring-gai (A)	70-74	Employee	M	113
Ku-ring-gai (A)	70-74	Owner managers of incorporated enterprises	F	48
Ku-ring-gai (A)	70-74	Owner managers of incorporated enterprises	M	127
Ku-ring-gai (A)	70-74	Owner managers of unincorporated enterprises	F	55
Ku-ring-gai (A)	70-74	Owner managers of unincorporated enterprises	M	91
Ku-ring-gai (A)	75+		F	4
Ku-ring-gai (A)	75+		M	10
Ku-ring-gai (A)	75+	Contributing family workers	F	13
Ku-ring-gai (A)	75+	Contributing family workers	M	36
Ku-ring-gai (A)	75+	Employee	F	80
Ku-ring-gai (A)	75+	Employee	M	68
Ku-ring-gai (A)	75+	Owner managers of incorporated enterprises	F	30
Ku-ring-gai (A)	75+	Owner managers of incorporated enterprises	M	78
Ku-ring-gai (A)	75+	Owner managers of unincorporated enterprises	F	28
Ku-ring-gai (A)	75+	Owner managers of unincorporated enterprises	M	68
Kyogle (A)	15-19		F	3
Kyogle (A)	15-19	Contributing family workers	M	4
Kyogle (A)	15-19	Employee	F	61
Kyogle (A)	15-19	Employee	M	76
Kyogle (A)	20-24	Employee	F	39
Kyogle (A)	20-24	Employee	M	81
Kyogle (A)	20-24	Owner managers of unincorporated enterprises	F	9
Kyogle (A)	20-24	Owner managers of unincorporated enterprises	M	4
Kyogle (A)	25-29	Contributing family workers	F	4
Kyogle (A)	25-29	Employee	F	53
Kyogle (A)	25-29	Employee	M	64
Kyogle (A)	25-29	Owner managers of incorporated enterprises	M	3
Kyogle (A)	25-29	Owner managers of unincorporated enterprises	F	6
Kyogle (A)	25-29	Owner managers of unincorporated enterprises	M	3
Kyogle (A)	30-34	Contributing family workers	F	3
Kyogle (A)	30-34	Employee	F	71
Kyogle (A)	30-34	Employee	M	98
Kyogle (A)	30-34	Owner managers of incorporated enterprises	F	3
Kyogle (A)	30-34	Owner managers of incorporated enterprises	M	4
Kyogle (A)	30-34	Owner managers of unincorporated enterprises	F	15
Kyogle (A)	30-34	Owner managers of unincorporated enterprises	M	16
Kyogle (A)	35-39		M	4
Kyogle (A)	35-39	Contributing family workers	F	4
Kyogle (A)	35-39	Contributing family workers	M	6
Kyogle (A)	35-39	Employee	F	65
Kyogle (A)	35-39	Employee	M	74
Kyogle (A)	35-39	Owner managers of incorporated enterprises	F	5
Kyogle (A)	35-39	Owner managers of incorporated enterprises	M	10
Kyogle (A)	35-39	Owner managers of unincorporated enterprises	F	14
Kyogle (A)	35-39	Owner managers of unincorporated enterprises	M	15
Kyogle (A)	40-44		M	4
Kyogle (A)	40-44	Contributing family workers	F	4
Kyogle (A)	40-44	Contributing family workers	M	5
Kyogle (A)	40-44	Employee	F	91
Kyogle (A)	40-44	Employee	M	72
Kyogle (A)	40-44	Owner managers of incorporated enterprises	F	3
Kyogle (A)	40-44	Owner managers of incorporated enterprises	M	9
Kyogle (A)	40-44	Owner managers of unincorporated enterprises	F	21
Kyogle (A)	40-44	Owner managers of unincorporated enterprises	M	21
Kyogle (A)	45-49	Contributing family workers	F	9
Kyogle (A)	45-49	Contributing family workers	M	9
Kyogle (A)	45-49	Employee	F	94
Kyogle (A)	45-49	Employee	M	82
Kyogle (A)	45-49	Owner managers of incorporated enterprises	F	7
Kyogle (A)	45-49	Owner managers of incorporated enterprises	M	18
Kyogle (A)	45-49	Owner managers of unincorporated enterprises	F	14
Kyogle (A)	45-49	Owner managers of unincorporated enterprises	M	33
Kyogle (A)	50-54		F	5
Kyogle (A)	50-54		M	5
Kyogle (A)	50-54	Contributing family workers	F	8
Kyogle (A)	50-54	Contributing family workers	M	6
Kyogle (A)	50-54	Employee	F	134
Kyogle (A)	50-54	Employee	M	121
Kyogle (A)	50-54	Owner managers of incorporated enterprises	F	9
Kyogle (A)	50-54	Owner managers of incorporated enterprises	M	9
Kyogle (A)	50-54	Owner managers of unincorporated enterprises	F	28
Kyogle (A)	50-54	Owner managers of unincorporated enterprises	M	54
Kyogle (A)	55-59		M	3
Kyogle (A)	55-59	Contributing family workers	F	14
Kyogle (A)	55-59	Contributing family workers	M	21
Kyogle (A)	55-59	Employee	F	141
Kyogle (A)	55-59	Employee	M	99
Kyogle (A)	55-59	Owner managers of incorporated enterprises	F	11
Kyogle (A)	55-59	Owner managers of incorporated enterprises	M	21
Kyogle (A)	55-59	Owner managers of unincorporated enterprises	F	34
Kyogle (A)	55-59	Owner managers of unincorporated enterprises	M	59
Kyogle (A)	60-64		F	3
Kyogle (A)	60-64		M	8
Kyogle (A)	60-64	Contributing family workers	F	10
Kyogle (A)	60-64	Contributing family workers	M	20
Kyogle (A)	60-64	Employee	F	81
Kyogle (A)	60-64	Employee	M	90
Kyogle (A)	60-64	Owner managers of incorporated enterprises	F	6
Kyogle (A)	60-64	Owner managers of incorporated enterprises	M	17
Kyogle (A)	60-64	Owner managers of unincorporated enterprises	F	22
Kyogle (A)	60-64	Owner managers of unincorporated enterprises	M	58
Kyogle (A)	65-69		F	3
Kyogle (A)	65-69		M	3
Kyogle (A)	65-69	Contributing family workers	F	13
Kyogle (A)	65-69	Contributing family workers	M	23
Kyogle (A)	65-69	Employee	F	22
Kyogle (A)	65-69	Employee	M	27
Kyogle (A)	65-69	Owner managers of incorporated enterprises	F	5
Kyogle (A)	65-69	Owner managers of incorporated enterprises	M	10
Kyogle (A)	65-69	Owner managers of unincorporated enterprises	F	19
Kyogle (A)	65-69	Owner managers of unincorporated enterprises	M	33
Kyogle (A)	70-74	Contributing family workers	F	6
Kyogle (A)	70-74	Contributing family workers	M	5
Kyogle (A)	70-74	Employee	F	7
Kyogle (A)	70-74	Employee	M	16
Kyogle (A)	70-74	Owner managers of incorporated enterprises	M	3
Kyogle (A)	70-74	Owner managers of unincorporated enterprises	F	9
Kyogle (A)	70-74	Owner managers of unincorporated enterprises	M	23
Kyogle (A)	75+		M	10
Kyogle (A)	75+	Contributing family workers	F	10
Kyogle (A)	75+	Contributing family workers	M	18
Kyogle (A)	75+	Owner managers of incorporated enterprises	F	3
Kyogle (A)	75+	Owner managers of unincorporated enterprises	F	7
Kyogle (A)	75+	Owner managers of unincorporated enterprises	M	22
Lachlan (A)	15-19	Contributing family workers	F	3
Lachlan (A)	15-19	Employee	F	48
Lachlan (A)	15-19	Employee	M	34
Lachlan (A)	20-24		M	3
Lachlan (A)	20-24	Contributing family workers	M	3
Lachlan (A)	20-24	Employee	F	89
Lachlan (A)	20-24	Employee	M	98
Lachlan (A)	20-24	Owner managers of unincorporated enterprises	F	4
Lachlan (A)	20-24	Owner managers of unincorporated enterprises	M	10
Lachlan (A)	25-29	Contributing family workers	F	6
Lachlan (A)	25-29	Employee	F	93
Lachlan (A)	25-29	Employee	M	72
Lachlan (A)	25-29	Owner managers of incorporated enterprises	F	4
Lachlan (A)	25-29	Owner managers of incorporated enterprises	M	7
Lachlan (A)	25-29	Owner managers of unincorporated enterprises	F	3
Lachlan (A)	25-29	Owner managers of unincorporated enterprises	M	8
Lachlan (A)	30-34		F	3
Lachlan (A)	30-34		M	4
Lachlan (A)	30-34	Contributing family workers	F	4
Lachlan (A)	30-34	Contributing family workers	M	10
Lachlan (A)	30-34	Employee	F	91
Lachlan (A)	30-34	Employee	M	79
Lachlan (A)	30-34	Owner managers of incorporated enterprises	M	14
Lachlan (A)	30-34	Owner managers of unincorporated enterprises	F	8
Lachlan (A)	30-34	Owner managers of unincorporated enterprises	M	24
Lachlan (A)	35-39		M	3
Lachlan (A)	35-39	Contributing family workers	F	3
Lachlan (A)	35-39	Contributing family workers	M	5
Lachlan (A)	35-39	Employee	F	74
Lachlan (A)	35-39	Employee	M	69
Lachlan (A)	35-39	Owner managers of incorporated enterprises	F	4
Lachlan (A)	35-39	Owner managers of incorporated enterprises	M	16
Lachlan (A)	35-39	Owner managers of unincorporated enterprises	F	11
Lachlan (A)	35-39	Owner managers of unincorporated enterprises	M	19
Lachlan (A)	40-44		M	4
Lachlan (A)	40-44	Contributing family workers	F	9
Lachlan (A)	40-44	Contributing family workers	M	6
Lachlan (A)	40-44	Employee	F	91
Lachlan (A)	40-44	Employee	M	55
Lachlan (A)	40-44	Owner managers of incorporated enterprises	M	7
Lachlan (A)	40-44	Owner managers of unincorporated enterprises	F	11
Lachlan (A)	40-44	Owner managers of unincorporated enterprises	M	26
Lachlan (A)	45-49		F	3
Lachlan (A)	45-49	Contributing family workers	F	5
Lachlan (A)	45-49	Contributing family workers	M	8
Lachlan (A)	45-49	Employee	F	87
Lachlan (A)	45-49	Employee	M	75
Lachlan (A)	45-49	Owner managers of incorporated enterprises	F	12
Lachlan (A)	45-49	Owner managers of incorporated enterprises	M	21
Lachlan (A)	45-49	Owner managers of unincorporated enterprises	F	6
Lachlan (A)	45-49	Owner managers of unincorporated enterprises	M	18
Lachlan (A)	50-54		F	3
Lachlan (A)	50-54		M	7
Lachlan (A)	50-54	Contributing family workers	F	5
Lachlan (A)	50-54	Contributing family workers	M	18
Lachlan (A)	50-54	Employee	F	95
Lachlan (A)	50-54	Employee	M	69
Lachlan (A)	50-54	Owner managers of incorporated enterprises	F	9
Lachlan (A)	50-54	Owner managers of incorporated enterprises	M	10
Lachlan (A)	50-54	Owner managers of unincorporated enterprises	F	18
Lachlan (A)	50-54	Owner managers of unincorporated enterprises	M	26
Lachlan (A)	55-59		F	3
