LGA_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Clarence Valley (A)	NLD	Owner managers of incorporated enterprises	F	5
Clarence Valley (A)	NLD	Owner managers of incorporated enterprises	M	3
Clarence Valley (A)	NLD	Owner managers of unincorporated enterprises	F	3
Clarence Valley (A)	NZL	Contributing family workers	M	4
Clarence Valley (A)	NZL	Employee	F	72
Clarence Valley (A)	NZL	Employee	M	75
Clarence Valley (A)	NZL	Owner managers of incorporated enterprises	M	11
Clarence Valley (A)	NZL	Owner managers of unincorporated enterprises	F	12
Clarence Valley (A)	NZL	Owner managers of unincorporated enterprises	M	22
Clarence Valley (A)	NZL	Status in employment not stated	F	3
Clarence Valley (A)	PAK	Employee	M	5
Clarence Valley (A)	PHL	Employee	F	34
Clarence Valley (A)	PHL	Employee	M	8
Clarence Valley (A)	PHL	Owner managers of unincorporated enterprises	F	8
Clarence Valley (A)	SGP	Employee	F	3
Clarence Valley (A)	ZAF	Contributing family workers	M	4
Clarence Valley (A)	ZAF	Employee	F	10
Clarence Valley (A)	ZAF	Employee	M	25
Clarence Valley (A)	ZAF	Owner managers of incorporated enterprises	F	3
Clarence Valley (A)	ZAF	Owner managers of incorporated enterprises	M	3
Clarence Valley (A)	ZAF	Owner managers of unincorporated enterprises	M	3
Clarence Valley (A)	LKA	Employee	F	3
Clarence Valley (A)	LKA	Employee	M	9
Clarence Valley (A)	THA	Employee	F	6
Clarence Valley (A)	THA	Employee	M	3
Clarence Valley (A)	THA	Owner managers of unincorporated enterprises	F	3
Clarence Valley (A)	GBR	Contributing family workers	F	5
Clarence Valley (A)	GBR	Contributing family workers	M	6
Clarence Valley (A)	GBR	Employee	F	162
Clarence Valley (A)	GBR	Employee	M	149
Clarence Valley (A)	GBR	Owner managers of incorporated enterprises	F	22
Clarence Valley (A)	GBR	Owner managers of incorporated enterprises	M	20
Clarence Valley (A)	GBR	Owner managers of unincorporated enterprises	F	25
Clarence Valley (A)	GBR	Owner managers of unincorporated enterprises	M	31
Clarence Valley (A)	GBR	Status in employment not stated	F	7
Clarence Valley (A)	GBR	Status in employment not stated	M	3
Clarence Valley (A)	USA	Employee	F	13
Clarence Valley (A)	USA	Employee	M	11
Clarence Valley (A)	USA	Owner managers of incorporated enterprises	M	3
Clarence Valley (A)	USA	Owner managers of unincorporated enterprises	F	10
Clarence Valley (A)	VNM	Employee	F	5
Clarence Valley (A)	VNM	Employee	M	3
Clarence Valley (A)	VNM	Owner managers of unincorporated enterprises	F	3
Clarence Valley (A)	ZWE	Employee	F	4
Clarence Valley (A)	ZWE	Employee	M	12
Clarence Valley (A)	ZWE	Owner managers of unincorporated enterprises	M	3
Cobar (A)		Contributing family workers	M	3
Cobar (A)		Employee	F	47
Cobar (A)		Employee	M	54
Cobar (A)		Owner managers of incorporated enterprises	M	3
Cobar (A)		Owner managers of unincorporated enterprises	M	4
Cobar (A)		Status in employment not stated	F	4
Cobar (A)		Status in employment not stated	M	3
Cobar (A)	AUS	Contributing family workers	F	49
Cobar (A)	AUS	Contributing family workers	M	59
Cobar (A)	AUS	Employee	F	599
Cobar (A)	AUS	Employee	M	979
Cobar (A)	AUS	Owner managers of incorporated enterprises	F	27
Cobar (A)	AUS	Owner managers of incorporated enterprises	M	55
Cobar (A)	AUS	Owner managers of unincorporated enterprises	F	63
Cobar (A)	AUS	Owner managers of unincorporated enterprises	M	106
Cobar (A)	AUS	Status in employment not stated	F	11
Cobar (A)	AUS	Status in employment not stated	M	21
Cobar (A)	CAN	Employee	F	4
Cobar (A)	CAN	Employee	M	3
Cobar (A)	FJI	Employee	F	3
Cobar (A)	FJI	Employee	M	4
Cobar (A)	DEU	Employee	F	3
Cobar (A)	IND	Employee	M	3
Cobar (A)	IRL	Employee	F	4
Cobar (A)	IRL	Employee	M	4
Cobar (A)	NLD	Employee	M	4
Cobar (A)	NZL	Employee	F	21
Cobar (A)	NZL	Employee	M	36
Cobar (A)	PHL	Employee	F	6
Cobar (A)	PHL	Employee	M	3
Cobar (A)	ZAF	Employee	F	3
Cobar (A)	ZAF	Employee	M	14
Cobar (A)	LKA	Employee	F	4
Cobar (A)	LKA	Employee	M	5
Cobar (A)	GBR	Employee	F	11
Cobar (A)	GBR	Employee	M	11
Cobar (A)	ZWE	Employee	M	3
Coffs Harbour (C)		Contributing family workers	F	10
Coffs Harbour (C)		Contributing family workers	M	4
Coffs Harbour (C)		Employee	F	563
Coffs Harbour (C)		Employee	M	487
Coffs Harbour (C)		Owner managers of incorporated enterprises	F	32
Coffs Harbour (C)		Owner managers of incorporated enterprises	M	29
Coffs Harbour (C)		Owner managers of unincorporated enterprises	F	61
Coffs Harbour (C)		Owner managers of unincorporated enterprises	M	67
Coffs Harbour (C)		Status in employment not stated	F	18
Coffs Harbour (C)		Status in employment not stated	M	20
Coffs Harbour (C)	AUS	Contributing family workers	F	216
Coffs Harbour (C)	AUS	Contributing family workers	M	223
Coffs Harbour (C)	AUS	Employee	F	10886
Coffs Harbour (C)	AUS	Employee	M	8943
Coffs Harbour (C)	AUS	Owner managers of incorporated enterprises	F	419
Coffs Harbour (C)	AUS	Owner managers of incorporated enterprises	M	913
Coffs Harbour (C)	AUS	Owner managers of unincorporated enterprises	F	861
Coffs Harbour (C)	AUS	Owner managers of unincorporated enterprises	M	1231
Coffs Harbour (C)	AUS	Status in employment not stated	F	129
Coffs Harbour (C)	AUS	Status in employment not stated	M	128
Coffs Harbour (C)	CAN	Contributing family workers	F	3
Coffs Harbour (C)	CAN	Employee	F	42
Coffs Harbour (C)	CAN	Employee	M	28
Coffs Harbour (C)	CAN	Owner managers of incorporated enterprises	M	4
Coffs Harbour (C)	CAN	Owner managers of unincorporated enterprises	M	7
Coffs Harbour (C)	CHN	Contributing family workers	F	3
Coffs Harbour (C)	CHN	Employee	F	27
Coffs Harbour (C)	CHN	Employee	M	20
Coffs Harbour (C)	CHN	Owner managers of incorporated enterprises	F	7
Coffs Harbour (C)	CHN	Owner managers of incorporated enterprises	M	3
Coffs Harbour (C)	CHN	Owner managers of unincorporated enterprises	F	3
Coffs Harbour (C)	CHN	Owner managers of unincorporated enterprises	M	3
Coffs Harbour (C)	EGY	Employee	F	4
Coffs Harbour (C)	EGY	Employee	M	3
Coffs Harbour (C)	EGY	Owner managers of incorporated enterprises	M	3
Coffs Harbour (C)	EGY	Owner managers of unincorporated enterprises	M	4
Coffs Harbour (C)	FJI	Employee	F	15
Coffs Harbour (C)	FJI	Employee	M	19
Coffs Harbour (C)	FJI	Owner managers of incorporated enterprises	F	3
Coffs Harbour (C)	FJI	Owner managers of incorporated enterprises	M	4
Coffs Harbour (C)	DEU	Contributing family workers	M	4
Coffs Harbour (C)	DEU	Employee	F	57
Coffs Harbour (C)	DEU	Employee	M	24
Coffs Harbour (C)	DEU	Owner managers of incorporated enterprises	F	9
Coffs Harbour (C)	DEU	Owner managers of incorporated enterprises	M	6
Coffs Harbour (C)	DEU	Owner managers of unincorporated enterprises	F	4
Coffs Harbour (C)	DEU	Owner managers of unincorporated enterprises	M	13
Coffs Harbour (C)	DEU	Status in employment not stated	M	4
Coffs Harbour (C)	GRC	Employee	M	3
Coffs Harbour (C)	HKG	Employee	F	12
Coffs Harbour (C)	HKG	Employee	M	15
Coffs Harbour (C)	HKG	Owner managers of unincorporated enterprises	F	6
Coffs Harbour (C)	HKG	Owner managers of unincorporated enterprises	M	4
Coffs Harbour (C)	IND	Contributing family workers	F	36
Coffs Harbour (C)	IND	Contributing family workers	M	40
Coffs Harbour (C)	IND	Employee	F	183
Coffs Harbour (C)	IND	Employee	M	226
Coffs Harbour (C)	IND	Owner managers of incorporated enterprises	F	13
Coffs Harbour (C)	IND	Owner managers of incorporated enterprises	M	28
Coffs Harbour (C)	IND	Owner managers of unincorporated enterprises	F	41
Coffs Harbour (C)	IND	Owner managers of unincorporated enterprises	M	47
Coffs Harbour (C)	IND	Status in employment not stated	M	8
Coffs Harbour (C)	IDN	Employee	F	10
Coffs Harbour (C)	IRN	Employee	F	5
Coffs Harbour (C)	IRN	Employee	M	3
Coffs Harbour (C)	IRQ	Employee	F	3
Coffs Harbour (C)	IRQ	Employee	M	3
Coffs Harbour (C)	IRL	Employee	F	39
Coffs Harbour (C)	IRL	Employee	M	24
Coffs Harbour (C)	IRL	Owner managers of incorporated enterprises	M	5
Coffs Harbour (C)	IRL	Owner managers of unincorporated enterprises	F	3
Coffs Harbour (C)	IRL	Status in employment not stated	M	3
Coffs Harbour (C)	ITA	Employee	F	12
Coffs Harbour (C)	ITA	Employee	M	13
Coffs Harbour (C)	ITA	Owner managers of incorporated enterprises	F	3
Coffs Harbour (C)	ITA	Owner managers of unincorporated enterprises	F	3
Coffs Harbour (C)	ITA	Owner managers of unincorporated enterprises	M	7
Coffs Harbour (C)	JPN	Employee	F	14
Coffs Harbour (C)	JPN	Employee	M	10
Coffs Harbour (C)	JPN	Owner managers of unincorporated enterprises	F	3
Coffs Harbour (C)	LBN	Employee	F	3
Coffs Harbour (C)	MYS	Employee	F	19
Coffs Harbour (C)	MYS	Employee	M	12
Coffs Harbour (C)	MYS	Owner managers of incorporated enterprises	M	4
Coffs Harbour (C)	MYS	Owner managers of unincorporated enterprises	M	3
Coffs Harbour (C)	MLT	Employee	F	6
Coffs Harbour (C)	NLD	Employee	F	37
Coffs Harbour (C)	NLD	Employee	M	18
Coffs Harbour (C)	NLD	Owner managers of unincorporated enterprises	M	5
Coffs Harbour (C)	NZL	Contributing family workers	F	7
Coffs Harbour (C)	NZL	Employee	F	238
Coffs Harbour (C)	NZL	Employee	M	172
Coffs Harbour (C)	NZL	Owner managers of incorporated enterprises	F	12
Coffs Harbour (C)	NZL	Owner managers of incorporated enterprises	M	30
Coffs Harbour (C)	NZL	Owner managers of unincorporated enterprises	F	36
Coffs Harbour (C)	NZL	Owner managers of unincorporated enterprises	M	36
Coffs Harbour (C)	PAK	Employee	F	3
Coffs Harbour (C)	PAK	Employee	M	5
Coffs Harbour (C)	PAK	Owner managers of incorporated enterprises	M	3
Coffs Harbour (C)	PHL	Employee	F	120
Coffs Harbour (C)	PHL	Employee	M	27
Coffs Harbour (C)	PHL	Owner managers of incorporated enterprises	F	6
Coffs Harbour (C)	PHL	Owner managers of unincorporated enterprises	F	12
Coffs Harbour (C)	POL	Employee	F	7
Coffs Harbour (C)	POL	Employee	M	3
Coffs Harbour (C)	SGP	Employee	F	4
Coffs Harbour (C)	SGP	Employee	M	3
Coffs Harbour (C)	SGP	Owner managers of incorporated enterprises	M	3
Coffs Harbour (C)	ZAF	Employee	F	71
Coffs Harbour (C)	ZAF	Employee	M	66
Coffs Harbour (C)	ZAF	Owner managers of incorporated enterprises	M	19
Coffs Harbour (C)	ZAF	Owner managers of unincorporated enterprises	F	6
Coffs Harbour (C)	ZAF	Owner managers of unincorporated enterprises	M	11
Coffs Harbour (C)	KOR	Contributing family workers	F	3
Coffs Harbour (C)	KOR	Employee	F	11
Coffs Harbour (C)	KOR	Employee	M	16
Coffs Harbour (C)	KOR	Owner managers of incorporated enterprises	F	3
Coffs Harbour (C)	LKA	Employee	F	3
Coffs Harbour (C)	LKA	Employee	M	3
Coffs Harbour (C)	LKA	Owner managers of incorporated enterprises	F	3
Coffs Harbour (C)	THA	Employee	F	32
Coffs Harbour (C)	THA	Employee	M	11
Coffs Harbour (C)	THA	Owner managers of unincorporated enterprises	F	5
Coffs Harbour (C)	THA	Status in employment not stated	F	4
Coffs Harbour (C)	TUR	Employee	F	3
Coffs Harbour (C)	GBR	Contributing family workers	F	7
Coffs Harbour (C)	GBR	Contributing family workers	M	23
Coffs Harbour (C)	GBR	Employee	F	456
Coffs Harbour (C)	GBR	Employee	M	427
Coffs Harbour (C)	GBR	Owner managers of incorporated enterprises	F	23
Coffs Harbour (C)	GBR	Owner managers of incorporated enterprises	M	53
Coffs Harbour (C)	GBR	Owner managers of unincorporated enterprises	F	60
Coffs Harbour (C)	GBR	Owner managers of unincorporated enterprises	M	67
Coffs Harbour (C)	GBR	Status in employment not stated	F	7
Coffs Harbour (C)	GBR	Status in employment not stated	M	5
Coffs Harbour (C)	USA	Employee	F	51
Coffs Harbour (C)	USA	Employee	M	38
Coffs Harbour (C)	USA	Owner managers of incorporated enterprises	M	4
Coffs Harbour (C)	USA	Owner managers of unincorporated enterprises	F	3
Coffs Harbour (C)	USA	Owner managers of unincorporated enterprises	M	11
Coffs Harbour (C)	VNM	Employee	F	17
Coffs Harbour (C)	VNM	Employee	M	9
Coffs Harbour (C)	VNM	Owner managers of unincorporated enterprises	M	6
Coffs Harbour (C)	ZWE	Employee	F	9
Coffs Harbour (C)	ZWE	Employee	M	12
Coffs Harbour (C)	ZWE	Owner managers of incorporated enterprises	M	4
Coolamon (A)		Contributing family workers	M	3
Coolamon (A)		Employee	F	7
Coolamon (A)		Employee	M	11
Coolamon (A)		Owner managers of unincorporated enterprises	F	3
Coolamon (A)		Owner managers of unincorporated enterprises	M	6
Coolamon (A)		Status in employment not stated	F	3
Coolamon (A)	AUS	Contributing family workers	F	40
Coolamon (A)	AUS	Contributing family workers	M	65
Coolamon (A)	AUS	Employee	F	324
Coolamon (A)	AUS	Employee	M	280
Coolamon (A)	AUS	Owner managers of incorporated enterprises	F	24
Coolamon (A)	AUS	Owner managers of incorporated enterprises	M	41
Coolamon (A)	AUS	Owner managers of unincorporated enterprises	F	75
Coolamon (A)	AUS	Owner managers of unincorporated enterprises	M	159
Coolamon (A)	AUS	Status in employment not stated	F	7
Coolamon (A)	AUS	Status in employment not stated	M	11
Coolamon (A)	CAN	Employee	F	4
Coolamon (A)	IND	Employee	M	3
Coolamon (A)	NZL	Employee	F	3
Coolamon (A)	ZAF	Employee	M	3
Coolamon (A)	GBR	Employee	F	3
Coolamon (A)	GBR	Employee	M	3
Coonamble (A)		Contributing family workers	F	3
Coonamble (A)		Contributing family workers	M	3
Coonamble (A)		Employee	F	19
Coonamble (A)		Employee	M	13
Coonamble (A)		Owner managers of unincorporated enterprises	F	3
Coonamble (A)		Owner managers of unincorporated enterprises	M	6
Coonamble (A)		Status in employment not stated	F	6
Coonamble (A)	AUS	Contributing family workers	F	50
Coonamble (A)	AUS	Contributing family workers	M	79
Coonamble (A)	AUS	Employee	F	489
Coonamble (A)	AUS	Employee	M	371
Coonamble (A)	AUS	Owner managers of incorporated enterprises	F	18
Coonamble (A)	AUS	Owner managers of incorporated enterprises	M	66
Coonamble (A)	AUS	Owner managers of unincorporated enterprises	F	64
Coonamble (A)	AUS	Owner managers of unincorporated enterprises	M	146
Coonamble (A)	AUS	Status in employment not stated	F	17
Coonamble (A)	AUS	Status in employment not stated	M	20
Coonamble (A)	IND	Employee	F	5
Coonamble (A)	IND	Employee	M	4
Coonamble (A)	IRL	Employee	F	3
Coonamble (A)	NZL	Employee	F	3
Coonamble (A)	NZL	Employee	M	3
Coonamble (A)	ZAF	Employee	F	3
Coonamble (A)	GBR	Employee	F	8
Coonamble (A)	GBR	Employee	M	3
Coonamble (A)	GBR	Owner managers of unincorporated enterprises	F	5
Cowra (A)		Contributing family workers	F	11
Cowra (A)		Contributing family workers	M	5
Cowra (A)		Employee	F	54
Cowra (A)		Employee	M	44
Cowra (A)		Owner managers of incorporated enterprises	F	3
Cowra (A)		Owner managers of incorporated enterprises	M	10
Cowra (A)		Owner managers of unincorporated enterprises	F	6
Cowra (A)		Owner managers of unincorporated enterprises	M	15
Cowra (A)	AUS	Contributing family workers	F	85
Cowra (A)	AUS	Contributing family workers	M	97
Cowra (A)	AUS	Employee	F	1573
Cowra (A)	AUS	Employee	M	1520
Cowra (A)	AUS	Owner managers of incorporated enterprises	F	68
Cowra (A)	AUS	Owner managers of incorporated enterprises	M	146
Cowra (A)	AUS	Owner managers of unincorporated enterprises	F	234
Cowra (A)	AUS	Owner managers of unincorporated enterprises	M	373
Cowra (A)	AUS	Status in employment not stated	F	35
Cowra (A)	AUS	Status in employment not stated	M	52
Cowra (A)	CHN	Contributing family workers	M	4
Cowra (A)	CHN	Employee	F	5
Cowra (A)	CHN	Owner managers of unincorporated enterprises	F	4
Cowra (A)	CHN	Owner managers of unincorporated enterprises	M	3
Cowra (A)	DEU	Employee	M	6
Cowra (A)	IND	Employee	F	3
Cowra (A)	IND	Employee	M	4
Cowra (A)	IND	Owner managers of incorporated enterprises	F	3
Cowra (A)	IRL	Employee	F	3
Cowra (A)	MYS	Employee	M	3
Cowra (A)	NLD	Contributing family workers	M	3
Cowra (A)	NLD	Employee	F	4
Cowra (A)	NLD	Employee	M	4
Cowra (A)	NZL	Employee	F	7
Cowra (A)	NZL	Employee	M	17
Cowra (A)	NZL	Owner managers of incorporated enterprises	M	3
Cowra (A)	NZL	Owner managers of unincorporated enterprises	M	3
Cowra (A)	NZL	Status in employment not stated	F	3
Cowra (A)	PHL	Employee	F	7
Cowra (A)	ZAF	Employee	F	4
Cowra (A)	ZAF	Employee	M	7
Cowra (A)	ZAF	Owner managers of unincorporated enterprises	F	3
Cowra (A)	ZAF	Owner managers of unincorporated enterprises	M	3
Cowra (A)	ZAF	Status in employment not stated	M	3
Cowra (A)	LKA	Employee	F	3
Cowra (A)	LKA	Employee	M	3
Cowra (A)	GBR	Contributing family workers	M	3
Cowra (A)	GBR	Employee	F	48
Cowra (A)	GBR	Employee	M	10
Cowra (A)	GBR	Owner managers of incorporated enterprises	M	3
Cowra (A)	GBR	Owner managers of unincorporated enterprises	F	4
Cowra (A)	GBR	Owner managers of unincorporated enterprises	M	8
Cowra (A)	GBR	Status in employment not stated	F	3
Cowra (A)	USA	Employee	F	3
Cowra (A)	USA	Employee	M	3
Cowra (A)	ZWE	Employee	M	3
Cumberland (A)		Contributing family workers	F	29
Cumberland (A)		Contributing family workers	M	60
Cumberland (A)		Employee	F	2687
Cumberland (A)		Employee	M	4120
Cumberland (A)		Owner managers of incorporated enterprises	F	138
Cumberland (A)		Owner managers of incorporated enterprises	M	418
Cumberland (A)		Owner managers of unincorporated enterprises	F	199
Cumberland (A)		Owner managers of unincorporated enterprises	M	389
Cumberland (A)		Status in employment not stated	F	64
Cumberland (A)		Status in employment not stated	M	108
Cumberland (A)	AUS	Contributing family workers	F	94
Cumberland (A)	AUS	Contributing family workers	M	128
Cumberland (A)	AUS	Employee	F	12333
Cumberland (A)	AUS	Employee	M	16632
Cumberland (A)	AUS	Owner managers of incorporated enterprises	F	397
Cumberland (A)	AUS	Owner managers of incorporated enterprises	M	1421
Cumberland (A)	AUS	Owner managers of unincorporated enterprises	F	389
Cumberland (A)	AUS	Owner managers of unincorporated enterprises	M	912
Cumberland (A)	AUS	Status in employment not stated	F	131
Cumberland (A)	AUS	Status in employment not stated	M	199
Cumberland (A)	CAN	Employee	F	28
Cumberland (A)	CAN	Employee	M	47
Cumberland (A)	CAN	Owner managers of incorporated enterprises	M	7
Cumberland (A)	CAN	Owner managers of unincorporated enterprises	F	6
Cumberland (A)	CHN	Contributing family workers	F	63
Cumberland (A)	CHN	Contributing family workers	M	54
Cumberland (A)	CHN	Employee	F	1505
Cumberland (A)	CHN	Employee	M	1724
Cumberland (A)	CHN	Owner managers of incorporated enterprises	F	173
Cumberland (A)	CHN	Owner managers of incorporated enterprises	M	434
Cumberland (A)	CHN	Owner managers of unincorporated enterprises	F	149
Cumberland (A)	CHN	Owner managers of unincorporated enterprises	M	242
Cumberland (A)	CHN	Status in employment not stated	F	18
Cumberland (A)	CHN	Status in employment not stated	M	18
Cumberland (A)	HRV	Contributing family workers	F	3
Cumberland (A)	HRV	Contributing family workers	M	3
Cumberland (A)	HRV	Employee	F	74
Cumberland (A)	HRV	Employee	M	97
Cumberland (A)	HRV	Owner managers of incorporated enterprises	M	14
Cumberland (A)	HRV	Owner managers of unincorporated enterprises	M	6
Cumberland (A)	EGY	Employee	F	81
Cumberland (A)	EGY	Employee	M	170
Cumberland (A)	EGY	Owner managers of incorporated enterprises	F	13
Cumberland (A)	EGY	Owner managers of incorporated enterprises	M	35
Cumberland (A)	EGY	Owner managers of unincorporated enterprises	F	10
Cumberland (A)	EGY	Owner managers of unincorporated enterprises	M	28
Cumberland (A)	EGY	Status in employment not stated	F	3
Cumberland (A)	EGY	Status in employment not stated	M	3
Cumberland (A)	FJI	Contributing family workers	F	4
Cumberland (A)	FJI	Employee	F	449
Cumberland (A)	FJI	Employee	M	506
Cumberland (A)	FJI	Owner managers of incorporated enterprises	F	7
Cumberland (A)	FJI	Owner managers of incorporated enterprises	M	32
Cumberland (A)	FJI	Owner managers of unincorporated enterprises	F	14
Cumberland (A)	FJI	Owner managers of unincorporated enterprises	M	24
Cumberland (A)	FJI	Status in employment not stated	F	6
Cumberland (A)	FJI	Status in employment not stated	M	8
Cumberland (A)	MKD	Employee	F	53
Cumberland (A)	MKD	Employee	M	121
Cumberland (A)	MKD	Owner managers of incorporated enterprises	M	14
Cumberland (A)	MKD	Owner managers of unincorporated enterprises	M	7
Cumberland (A)	DEU	Employee	F	48
Cumberland (A)	DEU	Employee	M	106
Cumberland (A)	DEU	Owner managers of incorporated enterprises	M	6
Cumberland (A)	DEU	Owner managers of unincorporated enterprises	F	3
Cumberland (A)	DEU	Owner managers of unincorporated enterprises	M	8
Cumberland (A)	DEU	Status in employment not stated	M	4
Cumberland (A)	GRC	Employee	F	42
Cumberland (A)	GRC	Employee	M	65
Cumberland (A)	GRC	Owner managers of incorporated enterprises	F	9
Cumberland (A)	GRC	Owner managers of incorporated enterprises	M	8
Cumberland (A)	GRC	Owner managers of unincorporated enterprises	F	7
Cumberland (A)	GRC	Owner managers of unincorporated enterprises	M	11
Cumberland (A)	GRC	Status in employment not stated	M	10
Cumberland (A)	HKG	Contributing family workers	F	3
Cumberland (A)	HKG	Employee	F	180
Cumberland (A)	HKG	Employee	M	269
Cumberland (A)	HKG	Owner managers of incorporated enterprises	F	12
Cumberland (A)	HKG	Owner managers of incorporated enterprises	M	41
Cumberland (A)	HKG	Owner managers of unincorporated enterprises	F	13
Cumberland (A)	HKG	Owner managers of unincorporated enterprises	M	17
Cumberland (A)	HKG	Status in employment not stated	M	3
Cumberland (A)	IND	Contributing family workers	F	18
Cumberland (A)	IND	Contributing family workers	M	18
Cumberland (A)	IND	Employee	F	1393
Cumberland (A)	IND	Employee	M	2201
Cumberland (A)	IND	Owner managers of incorporated enterprises	F	66
Cumberland (A)	IND	Owner managers of incorporated enterprises	M	257
Cumberland (A)	IND	Owner managers of unincorporated enterprises	F	81
Cumberland (A)	IND	Owner managers of unincorporated enterprises	M	172
Cumberland (A)	IND	Status in employment not stated	F	14
Cumberland (A)	IND	Status in employment not stated	M	24
Cumberland (A)	IDN	Employee	F	177
Cumberland (A)	IDN	Employee	M	211
Cumberland (A)	IDN	Owner managers of incorporated enterprises	F	4
Cumberland (A)	IDN	Owner managers of incorporated enterprises	M	17
Cumberland (A)	IDN	Owner managers of unincorporated enterprises	F	8
Cumberland (A)	IDN	Owner managers of unincorporated enterprises	M	12
Cumberland (A)	IDN	Status in employment not stated	F	9
Cumberland (A)	IRN	Contributing family workers	F	7
Cumberland (A)	IRN	Contributing family workers	M	3
Cumberland (A)	IRN	Employee	F	160
Cumberland (A)	IRN	Employee	M	238
Cumberland (A)	IRN	Owner managers of incorporated enterprises	F	4
Cumberland (A)	IRN	Owner managers of incorporated enterprises	M	39
Cumberland (A)	IRN	Owner managers of unincorporated enterprises	F	7
Cumberland (A)	IRN	Owner managers of unincorporated enterprises	M	41
Cumberland (A)	IRN	Status in employment not stated	M	5
Cumberland (A)	IRQ	Contributing family workers	M	9
Cumberland (A)	IRQ	Employee	F	257
Cumberland (A)	IRQ	Employee	M	512
Cumberland (A)	IRQ	Owner managers of incorporated enterprises	F	25
Cumberland (A)	IRQ	Owner managers of incorporated enterprises	M	87
Cumberland (A)	IRQ	Owner managers of unincorporated enterprises	F	35
Cumberland (A)	IRQ	Owner managers of unincorporated enterprises	M	69
Cumberland (A)	IRQ	Status in employment not stated	F	11
Cumberland (A)	IRQ	Status in employment not stated	M	17
Cumberland (A)	IRL	Employee	F	75
Cumberland (A)	IRL	Employee	M	123
Cumberland (A)	IRL	Owner managers of incorporated enterprises	F	3
Cumberland (A)	IRL	Owner managers of incorporated enterprises	M	10
Cumberland (A)	IRL	Owner managers of unincorporated enterprises	M	6
Cumberland (A)	ITA	Contributing family workers	F	3
Cumberland (A)	ITA	Contributing family workers	M	8
Cumberland (A)	ITA	Employee	F	84
Cumberland (A)	ITA	Employee	M	195
Cumberland (A)	ITA	Owner managers of incorporated enterprises	F	10
Cumberland (A)	ITA	Owner managers of incorporated enterprises	M	39
Cumberland (A)	ITA	Owner managers of unincorporated enterprises	F	6
Cumberland (A)	ITA	Owner managers of unincorporated enterprises	M	14
Cumberland (A)	JPN	Employee	F	21
Cumberland (A)	JPN	Employee	M	21
Cumberland (A)	JPN	Owner managers of incorporated enterprises	F	3
Cumberland (A)	LBN	Contributing family workers	F	31
Cumberland (A)	LBN	Contributing family workers	M	44
Cumberland (A)	LBN	Employee	F	510
Cumberland (A)	LBN	Employee	M	678
Cumberland (A)	LBN	Owner managers of incorporated enterprises	F	78
Cumberland (A)	LBN	Owner managers of incorporated enterprises	M	339
Cumberland (A)	LBN	Owner managers of unincorporated enterprises	F	135
Cumberland (A)	LBN	Owner managers of unincorporated enterprises	M	315
Cumberland (A)	LBN	Status in employment not stated	F	23
Cumberland (A)	LBN	Status in employment not stated	M	34
Cumberland (A)	MYS	Contributing family workers	F	4
Cumberland (A)	MYS	Contributing family workers	M	3
Cumberland (A)	MYS	Employee	F	148
Cumberland (A)	MYS	Employee	M	167
Cumberland (A)	MYS	Owner managers of incorporated enterprises	F	9
Cumberland (A)	MYS	Owner managers of incorporated enterprises	M	15
Cumberland (A)	MYS	Owner managers of unincorporated enterprises	F	9
Cumberland (A)	MYS	Owner managers of unincorporated enterprises	M	4
Cumberland (A)	MLT	Employee	F	48
Cumberland (A)	MLT	Employee	M	112
Cumberland (A)	MLT	Owner managers of incorporated enterprises	F	4
Cumberland (A)	MLT	Owner managers of incorporated enterprises	M	15
Cumberland (A)	MLT	Owner managers of unincorporated enterprises	F	3
Cumberland (A)	MLT	Owner managers of unincorporated enterprises	M	11
Cumberland (A)	MLT	Status in employment not stated	F	3
Cumberland (A)	MLT	Status in employment not stated	M	5
Cumberland (A)	NLD	Employee	F	21
Cumberland (A)	NLD	Employee	M	38
Cumberland (A)	NLD	Owner managers of incorporated enterprises	M	5
Cumberland (A)	NLD	Owner managers of unincorporated enterprises	M	3
Cumberland (A)	NZL	Contributing family workers	F	3
Cumberland (A)	NZL	Employee	F	591
Cumberland (A)	NZL	Employee	M	946
Cumberland (A)	NZL	Owner managers of incorporated enterprises	F	9
Cumberland (A)	NZL	Owner managers of incorporated enterprises	M	39
Cumberland (A)	NZL	Owner managers of unincorporated enterprises	F	11
Cumberland (A)	NZL	Owner managers of unincorporated enterprises	M	19
Cumberland (A)	NZL	Status in employment not stated	F	12
Cumberland (A)	NZL	Status in employment not stated	M	17
Cumberland (A)	PAK	Contributing family workers	F	3
Cumberland (A)	PAK	Contributing family workers	M	7
Cumberland (A)	PAK	Employee	F	133
Cumberland (A)	PAK	Employee	M	424
Cumberland (A)	PAK	Owner managers of incorporated enterprises	F	13
Cumberland (A)	PAK	Owner managers of incorporated enterprises	M	72
Cumberland (A)	PAK	Owner managers of unincorporated enterprises	F	28
Cumberland (A)	PAK	Owner managers of unincorporated enterprises	M	106
Cumberland (A)	PAK	Status in employment not stated	F	4
Cumberland (A)	PAK	Status in employment not stated	M	13
Cumberland (A)	PHL	Contributing family workers	F	8
Cumberland (A)	PHL	Contributing family workers	M	9
Cumberland (A)	PHL	Employee	F	1017
Cumberland (A)	PHL	Employee	M	1056
Cumberland (A)	PHL	Owner managers of incorporated enterprises	F	3
