LGA_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Tenterfield (A)	Owner managers of unincorporated enterprises	26250	38
Tenterfield (A)	Owner managers of unincorporated enterprises	34125	57
Tenterfield (A)	Owner managers of unincorporated enterprises	42000	43
Tenterfield (A)	Owner managers of unincorporated enterprises	52500	45
Tenterfield (A)	Owner managers of unincorporated enterprises	65625	39
Tenterfield (A)	Owner managers of unincorporated enterprises	78750	22
Tenterfield (A)	Owner managers of unincorporated enterprises	91875	10
Tenterfield (A)	Owner managers of unincorporated enterprises	105000	5
Tenterfield (A)	Owner managers of unincorporated enterprises	157500	17
Tenterfield (A)	Owner managers of unincorporated enterprises	Inf	7
Tenterfield (A)	Status in employment not stated	0	3
Tenterfield (A)	Status in employment not stated	7875	4
Tenterfield (A)	Status in employment not stated	15750	3
Tenterfield (A)	Status in employment not stated	21000	5
Tenterfield (A)	Status in employment not stated	26250	4
Tenterfield (A)	Status in employment not stated	34125	5
Tenterfield (A)	Status in employment not stated	42000	5
Tenterfield (A)	Status in employment not stated	52500	5
Tenterfield (A)	Status in employment not stated	65625	3
Tenterfield (A)	Status in employment not stated	91875	3
The Hills Shire (A)	Contributing family workers	0	172
The Hills Shire (A)	Contributing family workers	7875	75
The Hills Shire (A)	Contributing family workers	15750	87
The Hills Shire (A)	Contributing family workers	21000	88
The Hills Shire (A)	Contributing family workers	26250	59
The Hills Shire (A)	Contributing family workers	34125	84
The Hills Shire (A)	Contributing family workers	42000	68
The Hills Shire (A)	Contributing family workers	52500	51
The Hills Shire (A)	Contributing family workers	65625	54
The Hills Shire (A)	Contributing family workers	78750	30
The Hills Shire (A)	Contributing family workers	91875	26
The Hills Shire (A)	Contributing family workers	105000	15
The Hills Shire (A)	Contributing family workers	157500	16
The Hills Shire (A)	Contributing family workers	Inf	22
The Hills Shire (A)	Employee	0	183
The Hills Shire (A)	Employee	7875	2825
The Hills Shire (A)	Employee	15750	2707
The Hills Shire (A)	Employee	21000	2525
The Hills Shire (A)	Employee	26250	2754
The Hills Shire (A)	Employee	34125	3972
The Hills Shire (A)	Employee	42000	4850
The Hills Shire (A)	Employee	52500	5901
The Hills Shire (A)	Employee	65625	6395
The Hills Shire (A)	Employee	78750	4583
The Hills Shire (A)	Employee	91875	4003
The Hills Shire (A)	Employee	105000	3125
The Hills Shire (A)	Employee	157500	4984
The Hills Shire (A)	Employee	Inf	2552
The Hills Shire (A)	Owner managers of incorporated enterprises	0	45
The Hills Shire (A)	Owner managers of incorporated enterprises	7875	49
The Hills Shire (A)	Owner managers of incorporated enterprises	15750	104
The Hills Shire (A)	Owner managers of incorporated enterprises	21000	176
The Hills Shire (A)	Owner managers of incorporated enterprises	26250	206
The Hills Shire (A)	Owner managers of incorporated enterprises	34125	377
The Hills Shire (A)	Owner managers of incorporated enterprises	42000	468
The Hills Shire (A)	Owner managers of incorporated enterprises	52500	586
The Hills Shire (A)	Owner managers of incorporated enterprises	65625	720
The Hills Shire (A)	Owner managers of incorporated enterprises	78750	652
The Hills Shire (A)	Owner managers of incorporated enterprises	91875	705
The Hills Shire (A)	Owner managers of incorporated enterprises	105000	439
The Hills Shire (A)	Owner managers of incorporated enterprises	157500	822
The Hills Shire (A)	Owner managers of incorporated enterprises	Inf	881
The Hills Shire (A)	Owner managers of unincorporated enterprises	0	35
The Hills Shire (A)	Owner managers of unincorporated enterprises	7875	173
The Hills Shire (A)	Owner managers of unincorporated enterprises	15750	260
The Hills Shire (A)	Owner managers of unincorporated enterprises	21000	252
The Hills Shire (A)	Owner managers of unincorporated enterprises	26250	299
The Hills Shire (A)	Owner managers of unincorporated enterprises	34125	409
The Hills Shire (A)	Owner managers of unincorporated enterprises	42000	418
The Hills Shire (A)	Owner managers of unincorporated enterprises	52500	435
The Hills Shire (A)	Owner managers of unincorporated enterprises	65625	482
The Hills Shire (A)	Owner managers of unincorporated enterprises	78750	360
The Hills Shire (A)	Owner managers of unincorporated enterprises	91875	246
The Hills Shire (A)	Owner managers of unincorporated enterprises	105000	179
The Hills Shire (A)	Owner managers of unincorporated enterprises	157500	250
The Hills Shire (A)	Owner managers of unincorporated enterprises	Inf	279
The Hills Shire (A)	Status in employment not stated	0	11
The Hills Shire (A)	Status in employment not stated	7875	21
The Hills Shire (A)	Status in employment not stated	15750	20
The Hills Shire (A)	Status in employment not stated	21000	23
The Hills Shire (A)	Status in employment not stated	26250	26
The Hills Shire (A)	Status in employment not stated	34125	40
The Hills Shire (A)	Status in employment not stated	42000	57
The Hills Shire (A)	Status in employment not stated	52500	61
The Hills Shire (A)	Status in employment not stated	65625	52
The Hills Shire (A)	Status in employment not stated	78750	29
The Hills Shire (A)	Status in employment not stated	91875	25
The Hills Shire (A)	Status in employment not stated	105000	17
The Hills Shire (A)	Status in employment not stated	157500	24
The Hills Shire (A)	Status in employment not stated	Inf	18
Tweed (A)	Contributing family workers	0	102
Tweed (A)	Contributing family workers	7875	53
Tweed (A)	Contributing family workers	15750	84
Tweed (A)	Contributing family workers	21000	87
Tweed (A)	Contributing family workers	26250	70
Tweed (A)	Contributing family workers	34125	52
Tweed (A)	Contributing family workers	42000	38
Tweed (A)	Contributing family workers	52500	37
Tweed (A)	Contributing family workers	65625	39
Tweed (A)	Contributing family workers	78750	12
Tweed (A)	Contributing family workers	91875	13
Tweed (A)	Contributing family workers	105000	12
Tweed (A)	Contributing family workers	157500	12
Tweed (A)	Contributing family workers	Inf	11
Tweed (A)	Employee	0	63
Tweed (A)	Employee	7875	1014
Tweed (A)	Employee	15750	1019
Tweed (A)	Employee	21000	1056
Tweed (A)	Employee	26250	1518
Tweed (A)	Employee	34125	2611
Tweed (A)	Employee	42000	3069
Tweed (A)	Employee	52500	3316
Tweed (A)	Employee	65625	2843
Tweed (A)	Employee	78750	1657
Tweed (A)	Employee	91875	1294
Tweed (A)	Employee	105000	943
Tweed (A)	Employee	157500	816
Tweed (A)	Employee	Inf	281
Tweed (A)	Owner managers of incorporated enterprises	0	13
Tweed (A)	Owner managers of incorporated enterprises	7875	22
Tweed (A)	Owner managers of incorporated enterprises	15750	53
Tweed (A)	Owner managers of incorporated enterprises	21000	65
Tweed (A)	Owner managers of incorporated enterprises	26250	93
Tweed (A)	Owner managers of incorporated enterprises	34125	168
Tweed (A)	Owner managers of incorporated enterprises	42000	178
Tweed (A)	Owner managers of incorporated enterprises	52500	213
Tweed (A)	Owner managers of incorporated enterprises	65625	319
Tweed (A)	Owner managers of incorporated enterprises	78750	191
Tweed (A)	Owner managers of incorporated enterprises	91875	228
Tweed (A)	Owner managers of incorporated enterprises	105000	113
Tweed (A)	Owner managers of incorporated enterprises	157500	182
Tweed (A)	Owner managers of incorporated enterprises	Inf	180
Tweed (A)	Owner managers of unincorporated enterprises	0	27
Tweed (A)	Owner managers of unincorporated enterprises	7875	87
Tweed (A)	Owner managers of unincorporated enterprises	15750	210
Tweed (A)	Owner managers of unincorporated enterprises	21000	282
Tweed (A)	Owner managers of unincorporated enterprises	26250	320
Tweed (A)	Owner managers of unincorporated enterprises	34125	441
Tweed (A)	Owner managers of unincorporated enterprises	42000	393
Tweed (A)	Owner managers of unincorporated enterprises	52500	364
Tweed (A)	Owner managers of unincorporated enterprises	65625	404
Tweed (A)	Owner managers of unincorporated enterprises	78750	187
Tweed (A)	Owner managers of unincorporated enterprises	91875	140
Tweed (A)	Owner managers of unincorporated enterprises	105000	98
Tweed (A)	Owner managers of unincorporated enterprises	157500	116
Tweed (A)	Owner managers of unincorporated enterprises	Inf	90
Tweed (A)	Status in employment not stated	0	4
Tweed (A)	Status in employment not stated	7875	26
Tweed (A)	Status in employment not stated	15750	32
Tweed (A)	Status in employment not stated	21000	43
Tweed (A)	Status in employment not stated	26250	38
Tweed (A)	Status in employment not stated	34125	47
Tweed (A)	Status in employment not stated	42000	38
Tweed (A)	Status in employment not stated	52500	47
Tweed (A)	Status in employment not stated	65625	23
Tweed (A)	Status in employment not stated	78750	23
Tweed (A)	Status in employment not stated	91875	8
Tweed (A)	Status in employment not stated	105000	13
Tweed (A)	Status in employment not stated	157500	7
Tweed (A)	Status in employment not stated	Inf	7
Upper Hunter Shire (A)	Contributing family workers	0	51
Upper Hunter Shire (A)	Contributing family workers	7875	13
Upper Hunter Shire (A)	Contributing family workers	15750	31
Upper Hunter Shire (A)	Contributing family workers	21000	28
Upper Hunter Shire (A)	Contributing family workers	26250	25
Upper Hunter Shire (A)	Contributing family workers	34125	31
Upper Hunter Shire (A)	Contributing family workers	42000	19
Upper Hunter Shire (A)	Contributing family workers	52500	11
Upper Hunter Shire (A)	Contributing family workers	65625	14
Upper Hunter Shire (A)	Contributing family workers	78750	8
Upper Hunter Shire (A)	Contributing family workers	91875	9
Upper Hunter Shire (A)	Contributing family workers	105000	3
Upper Hunter Shire (A)	Contributing family workers	157500	8
Upper Hunter Shire (A)	Contributing family workers	Inf	7
Upper Hunter Shire (A)	Employee	0	11
Upper Hunter Shire (A)	Employee	7875	170
Upper Hunter Shire (A)	Employee	15750	181
Upper Hunter Shire (A)	Employee	21000	181
Upper Hunter Shire (A)	Employee	26250	246
Upper Hunter Shire (A)	Employee	34125	421
Upper Hunter Shire (A)	Employee	42000	608
Upper Hunter Shire (A)	Employee	52500	628
Upper Hunter Shire (A)	Employee	65625	476
Upper Hunter Shire (A)	Employee	78750	259
Upper Hunter Shire (A)	Employee	91875	190
Upper Hunter Shire (A)	Employee	105000	143
Upper Hunter Shire (A)	Employee	157500	142
Upper Hunter Shire (A)	Employee	Inf	57
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	0	4
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	15750	7
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	21000	24
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	26250	12
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	34125	29
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	42000	27
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	52500	34
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	65625	39
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	78750	25
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	91875	23
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	105000	10
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	157500	32
Upper Hunter Shire (A)	Owner managers of incorporated enterprises	Inf	37
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	0	14
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	7875	19
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	15750	36
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	21000	46
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	26250	48
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	34125	68
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	42000	77
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	52500	53
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	65625	59
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	78750	49
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	91875	23
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	105000	17
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	157500	22
Upper Hunter Shire (A)	Owner managers of unincorporated enterprises	Inf	31
Upper Hunter Shire (A)	Status in employment not stated	7875	6
Upper Hunter Shire (A)	Status in employment not stated	15750	4
Upper Hunter Shire (A)	Status in employment not stated	21000	3
Upper Hunter Shire (A)	Status in employment not stated	26250	6
Upper Hunter Shire (A)	Status in employment not stated	34125	8
Upper Hunter Shire (A)	Status in employment not stated	42000	6
Upper Hunter Shire (A)	Status in employment not stated	52500	16
Upper Hunter Shire (A)	Status in employment not stated	65625	6
Upper Hunter Shire (A)	Status in employment not stated	78750	4
Upper Hunter Shire (A)	Status in employment not stated	91875	8
Upper Hunter Shire (A)	Status in employment not stated	105000	3
Upper Hunter Shire (A)	Status in employment not stated	157500	5
Upper Hunter Shire (A)	Status in employment not stated	Inf	3
Upper Lachlan Shire (A)	Contributing family workers	0	36
Upper Lachlan Shire (A)	Contributing family workers	7875	24
Upper Lachlan Shire (A)	Contributing family workers	15750	34
Upper Lachlan Shire (A)	Contributing family workers	21000	29
Upper Lachlan Shire (A)	Contributing family workers	26250	29
Upper Lachlan Shire (A)	Contributing family workers	34125	51
Upper Lachlan Shire (A)	Contributing family workers	42000	40
Upper Lachlan Shire (A)	Contributing family workers	52500	24
Upper Lachlan Shire (A)	Contributing family workers	65625	18
Upper Lachlan Shire (A)	Contributing family workers	78750	10
Upper Lachlan Shire (A)	Contributing family workers	91875	9
Upper Lachlan Shire (A)	Contributing family workers	105000	6
Upper Lachlan Shire (A)	Contributing family workers	157500	16
Upper Lachlan Shire (A)	Contributing family workers	Inf	7
Upper Lachlan Shire (A)	Employee	0	8
Upper Lachlan Shire (A)	Employee	7875	65
Upper Lachlan Shire (A)	Employee	15750	81
Upper Lachlan Shire (A)	Employee	21000	92
Upper Lachlan Shire (A)	Employee	26250	103
Upper Lachlan Shire (A)	Employee	34125	155
Upper Lachlan Shire (A)	Employee	42000	175
Upper Lachlan Shire (A)	Employee	52500	190
Upper Lachlan Shire (A)	Employee	65625	165
Upper Lachlan Shire (A)	Employee	78750	94
Upper Lachlan Shire (A)	Employee	91875	84
Upper Lachlan Shire (A)	Employee	105000	45
Upper Lachlan Shire (A)	Employee	157500	73
Upper Lachlan Shire (A)	Employee	Inf	24
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	0	3
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	15750	5
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	21000	7
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	26250	7
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	34125	22
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	42000	22
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	52500	24
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	65625	24
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	78750	17
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	91875	11
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	105000	9
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	157500	14
Upper Lachlan Shire (A)	Owner managers of incorporated enterprises	Inf	10
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	0	12
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	7875	8
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	15750	29
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	21000	39
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	26250	44
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	34125	62
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	42000	56
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	52500	63
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	65625	76
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	78750	29
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	91875	39
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	105000	12
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	157500	24
Upper Lachlan Shire (A)	Owner managers of unincorporated enterprises	Inf	32
Upper Lachlan Shire (A)	Status in employment not stated	7875	4
Upper Lachlan Shire (A)	Status in employment not stated	21000	3
Upper Lachlan Shire (A)	Status in employment not stated	26250	9
Upper Lachlan Shire (A)	Status in employment not stated	42000	10
Upper Lachlan Shire (A)	Status in employment not stated	52500	8
Upper Lachlan Shire (A)	Status in employment not stated	65625	3
Upper Lachlan Shire (A)	Status in employment not stated	Inf	3
Uralla (A)	Contributing family workers	0	14
Uralla (A)	Contributing family workers	7875	10
Uralla (A)	Contributing family workers	15750	18
Uralla (A)	Contributing family workers	21000	17
Uralla (A)	Contributing family workers	26250	10
Uralla (A)	Contributing family workers	34125	16
Uralla (A)	Contributing family workers	42000	8
Uralla (A)	Contributing family workers	52500	11
Uralla (A)	Contributing family workers	65625	4
Uralla (A)	Contributing family workers	78750	3
Uralla (A)	Contributing family workers	91875	9
Uralla (A)	Contributing family workers	105000	4
Uralla (A)	Contributing family workers	157500	4
Uralla (A)	Employee	7875	27
Uralla (A)	Employee	15750	44
Uralla (A)	Employee	21000	44
Uralla (A)	Employee	26250	54
Uralla (A)	Employee	34125	100
Uralla (A)	Employee	42000	125
Uralla (A)	Employee	52500	116
Uralla (A)	Employee	65625	103
Uralla (A)	Employee	78750	44
Uralla (A)	Employee	91875	31
Uralla (A)	Employee	105000	32
Uralla (A)	Employee	157500	34
Uralla (A)	Employee	Inf	3
Uralla (A)	Owner managers of incorporated enterprises	15750	3
Uralla (A)	Owner managers of incorporated enterprises	21000	7
Uralla (A)	Owner managers of incorporated enterprises	26250	12
Uralla (A)	Owner managers of incorporated enterprises	34125	12
Uralla (A)	Owner managers of incorporated enterprises	42000	12
Uralla (A)	Owner managers of incorporated enterprises	52500	11
Uralla (A)	Owner managers of incorporated enterprises	65625	10
Uralla (A)	Owner managers of incorporated enterprises	78750	3
Uralla (A)	Owner managers of incorporated enterprises	91875	4
Uralla (A)	Owner managers of incorporated enterprises	105000	3
Uralla (A)	Owner managers of incorporated enterprises	157500	8
Uralla (A)	Owner managers of incorporated enterprises	Inf	4
Uralla (A)	Owner managers of unincorporated enterprises	0	6
Uralla (A)	Owner managers of unincorporated enterprises	7875	7
Uralla (A)	Owner managers of unincorporated enterprises	15750	18
Uralla (A)	Owner managers of unincorporated enterprises	21000	32
Uralla (A)	Owner managers of unincorporated enterprises	26250	19
Uralla (A)	Owner managers of unincorporated enterprises	34125	48
Uralla (A)	Owner managers of unincorporated enterprises	42000	46
Uralla (A)	Owner managers of unincorporated enterprises	52500	33
Uralla (A)	Owner managers of unincorporated enterprises	65625	32
Uralla (A)	Owner managers of unincorporated enterprises	78750	27
Uralla (A)	Owner managers of unincorporated enterprises	91875	14
Uralla (A)	Owner managers of unincorporated enterprises	105000	10
Uralla (A)	Owner managers of unincorporated enterprises	157500	14
Uralla (A)	Owner managers of unincorporated enterprises	Inf	8
Uralla (A)	Status in employment not stated	15750	3
Uralla (A)	Status in employment not stated	21000	6
Uralla (A)	Status in employment not stated	34125	4
Uralla (A)	Status in employment not stated	42000	4
Uralla (A)	Status in employment not stated	52500	3
Uralla (A)	Status in employment not stated	65625	3
Wagga Wagga (C)	Contributing family workers	0	68
Wagga Wagga (C)	Contributing family workers	7875	45
Wagga Wagga (C)	Contributing family workers	15750	53
Wagga Wagga (C)	Contributing family workers	21000	51
Wagga Wagga (C)	Contributing family workers	26250	27
Wagga Wagga (C)	Contributing family workers	34125	57
Wagga Wagga (C)	Contributing family workers	42000	40
Wagga Wagga (C)	Contributing family workers	52500	34
Wagga Wagga (C)	Contributing family workers	65625	40
Wagga Wagga (C)	Contributing family workers	78750	23
Wagga Wagga (C)	Contributing family workers	91875	21
Wagga Wagga (C)	Contributing family workers	105000	6
Wagga Wagga (C)	Contributing family workers	157500	7
Wagga Wagga (C)	Contributing family workers	Inf	7
Wagga Wagga (C)	Employee	0	80
Wagga Wagga (C)	Employee	7875	1046
Wagga Wagga (C)	Employee	15750	869
Wagga Wagga (C)	Employee	21000	1004
Wagga Wagga (C)	Employee	26250	1350
Wagga Wagga (C)	Employee	34125	2389
Wagga Wagga (C)	Employee	42000	3623
Wagga Wagga (C)	Employee	52500	3964
Wagga Wagga (C)	Employee	65625	3703
Wagga Wagga (C)	Employee	78750	2493
Wagga Wagga (C)	Employee	91875	1895
Wagga Wagga (C)	Employee	105000	1459
Wagga Wagga (C)	Employee	157500	1590
Wagga Wagga (C)	Employee	Inf	380
Wagga Wagga (C)	Owner managers of incorporated enterprises	0	7
Wagga Wagga (C)	Owner managers of incorporated enterprises	7875	11
Wagga Wagga (C)	Owner managers of incorporated enterprises	15750	23
Wagga Wagga (C)	Owner managers of incorporated enterprises	21000	41
Wagga Wagga (C)	Owner managers of incorporated enterprises	26250	44
Wagga Wagga (C)	Owner managers of incorporated enterprises	34125	104
Wagga Wagga (C)	Owner managers of incorporated enterprises	42000	93
Wagga Wagga (C)	Owner managers of incorporated enterprises	52500	186
Wagga Wagga (C)	Owner managers of incorporated enterprises	65625	203
Wagga Wagga (C)	Owner managers of incorporated enterprises	78750	143
Wagga Wagga (C)	Owner managers of incorporated enterprises	91875	162
Wagga Wagga (C)	Owner managers of incorporated enterprises	105000	95
Wagga Wagga (C)	Owner managers of incorporated enterprises	157500	150
Wagga Wagga (C)	Owner managers of incorporated enterprises	Inf	225
Wagga Wagga (C)	Owner managers of unincorporated enterprises	0	29
Wagga Wagga (C)	Owner managers of unincorporated enterprises	7875	39
Wagga Wagga (C)	Owner managers of unincorporated enterprises	15750	81
Wagga Wagga (C)	Owner managers of unincorporated enterprises	21000	101
Wagga Wagga (C)	Owner managers of unincorporated enterprises	26250	127
Wagga Wagga (C)	Owner managers of unincorporated enterprises	34125	226
Wagga Wagga (C)	Owner managers of unincorporated enterprises	42000	243
Wagga Wagga (C)	Owner managers of unincorporated enterprises	52500	298
Wagga Wagga (C)	Owner managers of unincorporated enterprises	65625	248
Wagga Wagga (C)	Owner managers of unincorporated enterprises	78750	193
Wagga Wagga (C)	Owner managers of unincorporated enterprises	91875	120
Wagga Wagga (C)	Owner managers of unincorporated enterprises	105000	80
Wagga Wagga (C)	Owner managers of unincorporated enterprises	157500	98
Wagga Wagga (C)	Owner managers of unincorporated enterprises	Inf	129
Wagga Wagga (C)	Status in employment not stated	0	9
Wagga Wagga (C)	Status in employment not stated	7875	17
Wagga Wagga (C)	Status in employment not stated	15750	14
Wagga Wagga (C)	Status in employment not stated	21000	19
Wagga Wagga (C)	Status in employment not stated	26250	15
Wagga Wagga (C)	Status in employment not stated	34125	39
Wagga Wagga (C)	Status in employment not stated	42000	30
Wagga Wagga (C)	Status in employment not stated	52500	42
Wagga Wagga (C)	Status in employment not stated	65625	35
Wagga Wagga (C)	Status in employment not stated	78750	20
Wagga Wagga (C)	Status in employment not stated	91875	14
Wagga Wagga (C)	Status in employment not stated	105000	9
Wagga Wagga (C)	Status in employment not stated	157500	6
Wagga Wagga (C)	Status in employment not stated	Inf	7
Walcha (A)	Contributing family workers	0	19
Walcha (A)	Contributing family workers	7875	12
Walcha (A)	Contributing family workers	15750	15
Walcha (A)	Contributing family workers	21000	23
Walcha (A)	Contributing family workers	26250	7
Walcha (A)	Contributing family workers	34125	19
Walcha (A)	Contributing family workers	42000	13
Walcha (A)	Contributing family workers	52500	11
Walcha (A)	Contributing family workers	65625	11
Walcha (A)	Contributing family workers	91875	11
Walcha (A)	Contributing family workers	105000	8
Walcha (A)	Contributing family workers	Inf	6
Walcha (A)	Employee	0	9
Walcha (A)	Employee	7875	31
Walcha (A)	Employee	15750	39
Walcha (A)	Employee	21000	31
Walcha (A)	Employee	26250	46
Walcha (A)	Employee	34125	108
Walcha (A)	Employee	42000	116
Walcha (A)	Employee	52500	104
Walcha (A)	Employee	65625	111
Walcha (A)	Employee	78750	57
Walcha (A)	Employee	91875	45
Walcha (A)	Employee	105000	25
Walcha (A)	Employee	157500	26
Walcha (A)	Employee	Inf	7
Walcha (A)	Owner managers of incorporated enterprises	15750	3
Walcha (A)	Owner managers of incorporated enterprises	21000	8
Walcha (A)	Owner managers of incorporated enterprises	26250	8
Walcha (A)	Owner managers of incorporated enterprises	34125	7
Walcha (A)	Owner managers of incorporated enterprises	42000	9
Walcha (A)	Owner managers of incorporated enterprises	52500	14
Walcha (A)	Owner managers of incorporated enterprises	65625	10
Walcha (A)	Owner managers of incorporated enterprises	78750	4
Walcha (A)	Owner managers of incorporated enterprises	91875	6
Walcha (A)	Owner managers of incorporated enterprises	105000	5
Walcha (A)	Owner managers of incorporated enterprises	157500	6
Walcha (A)	Owner managers of incorporated enterprises	Inf	9
Walcha (A)	Owner managers of unincorporated enterprises	0	7
Walcha (A)	Owner managers of unincorporated enterprises	7875	7
Walcha (A)	Owner managers of unincorporated enterprises	15750	23
Walcha (A)	Owner managers of unincorporated enterprises	21000	13
Walcha (A)	Owner managers of unincorporated enterprises	26250	27
Walcha (A)	Owner managers of unincorporated enterprises	34125	37
Walcha (A)	Owner managers of unincorporated enterprises	42000	31
Walcha (A)	Owner managers of unincorporated enterprises	52500	29
Walcha (A)	Owner managers of unincorporated enterprises	65625	36
Walcha (A)	Owner managers of unincorporated enterprises	78750	23
Walcha (A)	Owner managers of unincorporated enterprises	91875	25
Walcha (A)	Owner managers of unincorporated enterprises	105000	15
Walcha (A)	Owner managers of unincorporated enterprises	157500	20
Walcha (A)	Owner managers of unincorporated enterprises	Inf	6
Walcha (A)	Status in employment not stated	15750	3
Walcha (A)	Status in employment not stated	26250	3
Walcha (A)	Status in employment not stated	34125	7
Walcha (A)	Status in employment not stated	52500	7
Walcha (A)	Status in employment not stated	65625	3
Walcha (A)	Status in employment not stated	78750	3
Walcha (A)	Status in employment not stated	157500	3
Walgett (A)	Contributing family workers	0	58
Walgett (A)	Contributing family workers	7875	10
Walgett (A)	Contributing family workers	15750	22
Walgett (A)	Contributing family workers	21000	12
Walgett (A)	Contributing family workers	26250	32
Walgett (A)	Contributing family workers	34125	20
Walgett (A)	Contributing family workers	42000	12
Walgett (A)	Contributing family workers	52500	15
Walgett (A)	Contributing family workers	65625	13
Walgett (A)	Contributing family workers	78750	3
Walgett (A)	Contributing family workers	105000	3
Walgett (A)	Contributing family workers	157500	3
Walgett (A)	Contributing family workers	Inf	7
Walgett (A)	Employee	0	5
Walgett (A)	Employee	7875	36
Walgett (A)	Employee	15750	51
Walgett (A)	Employee	21000	75
Walgett (A)	Employee	26250	73
Walgett (A)	Employee	34125	164
Walgett (A)	Employee	42000	204
Walgett (A)	Employee	52500	210
Walgett (A)	Employee	65625	199
Walgett (A)	Employee	78750	132
Walgett (A)	Employee	91875	89
Walgett (A)	Employee	105000	59
Walgett (A)	Employee	157500	79
Walgett (A)	Employee	Inf	23
Walgett (A)	Owner managers of incorporated enterprises	0	4
Walgett (A)	Owner managers of incorporated enterprises	15750	3
Walgett (A)	Owner managers of incorporated enterprises	21000	5
Walgett (A)	Owner managers of incorporated enterprises	26250	4
Walgett (A)	Owner managers of incorporated enterprises	34125	11
Walgett (A)	Owner managers of incorporated enterprises	42000	10
Walgett (A)	Owner managers of incorporated enterprises	52500	9
Walgett (A)	Owner managers of incorporated enterprises	65625	14
Walgett (A)	Owner managers of incorporated enterprises	78750	10
Walgett (A)	Owner managers of incorporated enterprises	91875	11
Walgett (A)	Owner managers of incorporated enterprises	105000	9
Walgett (A)	Owner managers of incorporated enterprises	157500	7
Walgett (A)	Owner managers of incorporated enterprises	Inf	10
Walgett (A)	Owner managers of unincorporated enterprises	0	20
Walgett (A)	Owner managers of unincorporated enterprises	7875	9
Walgett (A)	Owner managers of unincorporated enterprises	15750	17
Walgett (A)	Owner managers of unincorporated enterprises	21000	10
Walgett (A)	Owner managers of unincorporated enterprises	26250	23
Walgett (A)	Owner managers of unincorporated enterprises	34125	28
Walgett (A)	Owner managers of unincorporated enterprises	42000	33
Walgett (A)	Owner managers of unincorporated enterprises	52500	19
Walgett (A)	Owner managers of unincorporated enterprises	65625	34
Walgett (A)	Owner managers of unincorporated enterprises	78750	18
Walgett (A)	Owner managers of unincorporated enterprises	91875	17
Walgett (A)	Owner managers of unincorporated enterprises	105000	5
Walgett (A)	Owner managers of unincorporated enterprises	157500	13
Walgett (A)	Owner managers of unincorporated enterprises	Inf	12
Walgett (A)	Status in employment not stated	21000	10
Walgett (A)	Status in employment not stated	26250	6
