LGA_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Federation (A)	50-54	Employed (full-time)		3
Federation (A)	50-54	Employed (full-time)	0	396
Federation (A)	50-54	Employed (part-time)		3
Federation (A)	50-54	Employed (part-time)	0	144
Federation (A)	50-54	Employed (part-time)	1	3
Federation (A)	55-59		0	6
Federation (A)	55-59	Employed (away from work)	0	39
Federation (A)	55-59	Employed (full-time)		6
Federation (A)	55-59	Employed (full-time)	0	377
Federation (A)	55-59	Employed (full-time)	1	4
Federation (A)	55-59	Employed (part-time)		4
Federation (A)	55-59	Employed (part-time)	0	150
Federation (A)	60-64		0	7
Federation (A)	60-64	Employed (away from work)	0	29
Federation (A)	60-64	Employed (full-time)		3
Federation (A)	60-64	Employed (full-time)	0	232
Federation (A)	60-64	Employed (part-time)		4
Federation (A)	60-64	Employed (part-time)	0	161
Federation (A)	60-64	Employed (part-time)	1	3
Federation (A)	65-69		0	9
Federation (A)	65-69	Employed (away from work)	0	7
Federation (A)	65-69	Employed (full-time)	0	90
Federation (A)	65-69	Employed (part-time)	0	89
Federation (A)	70-74		0	7
Federation (A)	70-74	Employed (away from work)		3
Federation (A)	70-74	Employed (away from work)	0	13
Federation (A)	70-74	Employed (full-time)		4
Federation (A)	70-74	Employed (full-time)	0	41
Federation (A)	70-74	Employed (part-time)	0	39
Federation (A)	75+		0	4
Federation (A)	75+	Employed (away from work)	0	5
Federation (A)	75+	Employed (full-time)	0	18
Federation (A)	75+	Employed (part-time)	0	20
Forbes (A)	15-19		0	6
Forbes (A)	15-19	Employed (away from work)	0	20
Forbes (A)	15-19	Employed (full-time)	0	74
Forbes (A)	15-19	Employed (part-time)	0	125
Forbes (A)	20-24		0	12
Forbes (A)	20-24	Employed (away from work)	0	10
Forbes (A)	20-24	Employed (full-time)		4
Forbes (A)	20-24	Employed (full-time)	0	233
Forbes (A)	20-24	Employed (part-time)		3
Forbes (A)	20-24	Employed (part-time)	0	68
Forbes (A)	20-24	Employed (part-time)	1	3
Forbes (A)	25-29		0	7
Forbes (A)	25-29	Employed (away from work)	0	26
Forbes (A)	25-29	Employed (full-time)	0	239
Forbes (A)	25-29	Employed (part-time)		3
Forbes (A)	25-29	Employed (part-time)	0	87
Forbes (A)	30-34		0	8
Forbes (A)	30-34	Employed (away from work)	0	25
Forbes (A)	30-34	Employed (full-time)	0	205
Forbes (A)	30-34	Employed (part-time)		8
Forbes (A)	30-34	Employed (part-time)	0	95
Forbes (A)	35-39		0	6
Forbes (A)	35-39	Employed (away from work)	0	9
Forbes (A)	35-39	Employed (full-time)		3
Forbes (A)	35-39	Employed (full-time)	0	221
Forbes (A)	35-39	Employed (part-time)		3
Forbes (A)	35-39	Employed (part-time)	0	110
Forbes (A)	35-39	Employed (part-time)	1	4
Forbes (A)	40-44		0	6
Forbes (A)	40-44	Employed (away from work)	0	11
Forbes (A)	40-44	Employed (full-time)		4
Forbes (A)	40-44	Employed (full-time)	0	230
Forbes (A)	40-44	Employed (full-time)	1	6
Forbes (A)	40-44	Employed (part-time)		7
Forbes (A)	40-44	Employed (part-time)	0	95
Forbes (A)	40-44	Employed (part-time)	1	4
Forbes (A)	45-49		0	5
Forbes (A)	45-49	Employed (away from work)	0	9
Forbes (A)	45-49	Employed (full-time)		3
Forbes (A)	45-49	Employed (full-time)	0	255
Forbes (A)	45-49	Employed (full-time)	1	4
Forbes (A)	45-49	Employed (part-time)	0	114
Forbes (A)	50-54		0	5
Forbes (A)	50-54	Employed (away from work)	0	10
Forbes (A)	50-54	Employed (away from work)	1	3
Forbes (A)	50-54	Employed (full-time)		9
Forbes (A)	50-54	Employed (full-time)	0	303
Forbes (A)	50-54	Employed (part-time)	0	118
Forbes (A)	55-59		0	4
Forbes (A)	55-59	Employed (away from work)	0	17
Forbes (A)	55-59	Employed (full-time)		3
Forbes (A)	55-59	Employed (full-time)	0	269
Forbes (A)	55-59	Employed (full-time)	1	3
Forbes (A)	55-59	Employed (part-time)	0	110
Forbes (A)	60-64		0	6
Forbes (A)	60-64	Employed (away from work)	0	13
Forbes (A)	60-64	Employed (full-time)	0	186
Forbes (A)	60-64	Employed (full-time)	1	3
Forbes (A)	60-64	Employed (part-time)	0	97
Forbes (A)	65-69	Employed (away from work)	0	3
Forbes (A)	65-69	Employed (full-time)	0	84
Forbes (A)	65-69	Employed (part-time)	0	58
Forbes (A)	70-74		0	4
Forbes (A)	70-74	Employed (away from work)	0	6
Forbes (A)	70-74	Employed (full-time)	0	29
Forbes (A)	70-74	Employed (part-time)	0	35
Forbes (A)	75+		0	8
Forbes (A)	75+	Employed (away from work)	0	8
Forbes (A)	75+	Employed (full-time)	0	33
Forbes (A)	75+	Employed (part-time)	0	26
Georges River (A)	15-19		0	52
Georges River (A)	15-19		1	6
Georges River (A)	15-19	Employed (away from work)	0	96
Georges River (A)	15-19	Employed (full-time)		3
Georges River (A)	15-19	Employed (full-time)	0	263
Georges River (A)	15-19	Employed (part-time)		13
Georges River (A)	15-19	Employed (part-time)	0	1648
Georges River (A)	15-19	Employed (part-time)	1	10
Georges River (A)	20-24			6
Georges River (A)	20-24		0	106
Georges River (A)	20-24	Employed (away from work)	0	88
Georges River (A)	20-24	Employed (full-time)		11
Georges River (A)	20-24	Employed (full-time)	0	1693
Georges River (A)	20-24	Employed (full-time)	1	4
Georges River (A)	20-24	Employed (part-time)		15
Georges River (A)	20-24	Employed (part-time)	0	1923
Georges River (A)	20-24	Employed (part-time)	1	22
Georges River (A)	25-29			4
Georges River (A)	25-29		0	112
Georges River (A)	25-29		1	3
Georges River (A)	25-29	Employed (away from work)	0	165
Georges River (A)	25-29	Employed (full-time)		18
Georges River (A)	25-29	Employed (full-time)	0	3069
Georges River (A)	25-29	Employed (full-time)	1	4
Georges River (A)	25-29	Employed (part-time)		9
Georges River (A)	25-29	Employed (part-time)	0	1273
Georges River (A)	25-29	Employed (part-time)	1	10
Georges River (A)	30-34			3
Georges River (A)	30-34		0	102
Georges River (A)	30-34	Employed (away from work)		3
Georges River (A)	30-34	Employed (away from work)	0	226
Georges River (A)	30-34	Employed (full-time)		20
Georges River (A)	30-34	Employed (full-time)	0	3092
Georges River (A)	30-34	Employed (full-time)	1	3
Georges River (A)	30-34	Employed (part-time)		8
Georges River (A)	30-34	Employed (part-time)	0	1327
Georges River (A)	30-34	Employed (part-time)	1	4
Georges River (A)	35-39		0	83
Georges River (A)	35-39	Employed (away from work)	0	174
Georges River (A)	35-39	Employed (full-time)		22
Georges River (A)	35-39	Employed (full-time)	0	2673
Georges River (A)	35-39	Employed (full-time)	1	9
Georges River (A)	35-39	Employed (part-time)		19
Georges River (A)	35-39	Employed (part-time)	0	1384
Georges River (A)	35-39	Employed (part-time)	1	13
Georges River (A)	40-44			5
Georges River (A)	40-44		0	70
Georges River (A)	40-44	Employed (away from work)	0	92
Georges River (A)	40-44	Employed (away from work)	1	3
Georges River (A)	40-44	Employed (full-time)		19
Georges River (A)	40-44	Employed (full-time)	0	2930
Georges River (A)	40-44	Employed (full-time)	1	10
Georges River (A)	40-44	Employed (part-time)		20
Georges River (A)	40-44	Employed (part-time)	0	1545
Georges River (A)	40-44	Employed (part-time)	1	18
Georges River (A)	45-49			3
Georges River (A)	45-49		0	71
Georges River (A)	45-49	Employed (away from work)	0	97
Georges River (A)	45-49	Employed (full-time)		37
Georges River (A)	45-49	Employed (full-time)	0	2980
Georges River (A)	45-49	Employed (full-time)	1	5
Georges River (A)	45-49	Employed (part-time)		18
Georges River (A)	45-49	Employed (part-time)	0	1526
Georges River (A)	45-49	Employed (part-time)	1	10
Georges River (A)	50-54		0	81
Georges River (A)	50-54	Employed (away from work)	0	104
Georges River (A)	50-54	Employed (away from work)	1	4
Georges River (A)	50-54	Employed (full-time)		25
Georges River (A)	50-54	Employed (full-time)	0	2991
Georges River (A)	50-54	Employed (full-time)	1	17
Georges River (A)	50-54	Employed (part-time)		17
Georges River (A)	50-54	Employed (part-time)	0	1444
Georges River (A)	50-54	Employed (part-time)	1	22
Georges River (A)	55-59			5
Georges River (A)	55-59		0	68
Georges River (A)	55-59	Employed (away from work)	0	105
Georges River (A)	55-59	Employed (away from work)	1	8
Georges River (A)	55-59	Employed (full-time)		23
Georges River (A)	55-59	Employed (full-time)	0	2383
Georges River (A)	55-59	Employed (full-time)	1	12
Georges River (A)	55-59	Employed (part-time)		15
Georges River (A)	55-59	Employed (part-time)	0	1416
Georges River (A)	55-59	Employed (part-time)	1	13
Georges River (A)	60-64		0	40
Georges River (A)	60-64		1	3
Georges River (A)	60-64	Employed (away from work)	0	90
Georges River (A)	60-64	Employed (away from work)	1	3
Georges River (A)	60-64	Employed (full-time)		18
Georges River (A)	60-64	Employed (full-time)	0	1295
Georges River (A)	60-64	Employed (full-time)	1	8
Georges River (A)	60-64	Employed (part-time)		11
Georges River (A)	60-64	Employed (part-time)	0	1071
Georges River (A)	60-64	Employed (part-time)	1	15
Georges River (A)	65-69		0	26
Georges River (A)	65-69	Employed (away from work)	0	49
Georges River (A)	65-69	Employed (away from work)	1	3
Georges River (A)	65-69	Employed (full-time)		9
Georges River (A)	65-69	Employed (full-time)	0	530
Georges River (A)	65-69	Employed (part-time)		9
Georges River (A)	65-69	Employed (part-time)	0	644
Georges River (A)	65-69	Employed (part-time)	1	10
Georges River (A)	70-74		0	10
Georges River (A)	70-74	Employed (away from work)	0	12
Georges River (A)	70-74	Employed (full-time)	0	125
Georges River (A)	70-74	Employed (full-time)	1	4
Georges River (A)	70-74	Employed (part-time)		4
Georges River (A)	70-74	Employed (part-time)	0	272
Georges River (A)	70-74	Employed (part-time)	1	4
Georges River (A)	75+		0	5
Georges River (A)	75+	Employed (away from work)	0	10
Georges River (A)	75+	Employed (full-time)	0	53
Georges River (A)	75+	Employed (full-time)	1	3
Georges River (A)	75+	Employed (part-time)	0	149
Georges River (A)	75+	Employed (part-time)	1	4
Gilgandra (A)	15-19		0	6
Gilgandra (A)	15-19	Employed (full-time)	0	6
Gilgandra (A)	15-19	Employed (part-time)	0	54
Gilgandra (A)	20-24		0	3
Gilgandra (A)	20-24	Employed (away from work)	0	5
Gilgandra (A)	20-24	Employed (full-time)	0	74
Gilgandra (A)	20-24	Employed (part-time)	0	33
Gilgandra (A)	25-29		0	3
Gilgandra (A)	25-29	Employed (away from work)	0	7
Gilgandra (A)	25-29	Employed (full-time)	0	84
Gilgandra (A)	25-29	Employed (part-time)	0	37
Gilgandra (A)	30-34		0	3
Gilgandra (A)	30-34	Employed (away from work)	0	11
Gilgandra (A)	30-34	Employed (full-time)	0	63
Gilgandra (A)	30-34	Employed (part-time)	0	34
Gilgandra (A)	35-39		0	5
Gilgandra (A)	35-39	Employed (full-time)		3
Gilgandra (A)	35-39	Employed (full-time)	0	75
Gilgandra (A)	35-39	Employed (part-time)	0	46
Gilgandra (A)	40-44		0	3
Gilgandra (A)	40-44	Employed (away from work)	0	3
Gilgandra (A)	40-44	Employed (full-time)		3
Gilgandra (A)	40-44	Employed (full-time)	0	82
Gilgandra (A)	40-44	Employed (part-time)	0	31
Gilgandra (A)	40-44	Employed (part-time)	1	3
Gilgandra (A)	45-49		0	3
Gilgandra (A)	45-49	Employed (full-time)		3
Gilgandra (A)	45-49	Employed (full-time)	0	113
Gilgandra (A)	45-49	Employed (full-time)	1	3
Gilgandra (A)	45-49	Employed (part-time)	0	33
Gilgandra (A)	50-54		0	3
Gilgandra (A)	50-54	Employed (away from work)	0	10
Gilgandra (A)	50-54	Employed (full-time)		4
Gilgandra (A)	50-54	Employed (full-time)	0	126
Gilgandra (A)	50-54	Employed (part-time)		3
Gilgandra (A)	50-54	Employed (part-time)	0	46
Gilgandra (A)	50-54	Employed (part-time)	1	3
Gilgandra (A)	55-59		0	3
Gilgandra (A)	55-59	Employed (away from work)	0	3
Gilgandra (A)	55-59	Employed (full-time)		3
Gilgandra (A)	55-59	Employed (full-time)	0	117
Gilgandra (A)	55-59	Employed (part-time)	0	64
Gilgandra (A)	55-59	Employed (part-time)	1	3
Gilgandra (A)	60-64	Employed (away from work)	0	8
Gilgandra (A)	60-64	Employed (full-time)		3
Gilgandra (A)	60-64	Employed (full-time)	0	91
Gilgandra (A)	60-64	Employed (part-time)		3
Gilgandra (A)	60-64	Employed (part-time)	0	47
Gilgandra (A)	65-69		0	6
Gilgandra (A)	65-69	Employed (away from work)	0	3
Gilgandra (A)	65-69	Employed (full-time)	0	51
Gilgandra (A)	65-69	Employed (part-time)		3
Gilgandra (A)	65-69	Employed (part-time)	0	22
Gilgandra (A)	70-74		0	4
Gilgandra (A)	70-74	Employed (full-time)	0	33
Gilgandra (A)	70-74	Employed (part-time)	0	11
Gilgandra (A)	75+	Employed (full-time)		4
Gilgandra (A)	75+	Employed (full-time)	0	33
Gilgandra (A)	75+	Employed (full-time)	1	3
Gilgandra (A)	75+	Employed (part-time)	0	12
Gilgandra (A)	75+	Employed (part-time)	1	3
Glen Innes Severn (A)	15-19		0	3
Glen Innes Severn (A)	15-19	Employed (away from work)	0	3
Glen Innes Severn (A)	15-19	Employed (full-time)	0	51
Glen Innes Severn (A)	15-19	Employed (part-time)	0	118
Glen Innes Severn (A)	15-19	Employed (part-time)	1	3
Glen Innes Severn (A)	20-24		0	5
Glen Innes Severn (A)	20-24	Employed (away from work)	0	12
Glen Innes Severn (A)	20-24	Employed (full-time)	0	133
Glen Innes Severn (A)	20-24	Employed (part-time)	0	62
Glen Innes Severn (A)	20-24	Employed (part-time)	1	4
Glen Innes Severn (A)	25-29	Employed (away from work)	0	10
Glen Innes Severn (A)	25-29	Employed (full-time)		3
Glen Innes Severn (A)	25-29	Employed (full-time)	0	123
Glen Innes Severn (A)	25-29	Employed (part-time)	0	64
Glen Innes Severn (A)	30-34		0	3
Glen Innes Severn (A)	30-34	Employed (away from work)	0	3
Glen Innes Severn (A)	30-34	Employed (away from work)	1	3
Glen Innes Severn (A)	30-34	Employed (full-time)	0	126
Glen Innes Severn (A)	30-34	Employed (part-time)	0	75
Glen Innes Severn (A)	30-34	Employed (part-time)	1	3
Glen Innes Severn (A)	35-39		0	13
Glen Innes Severn (A)	35-39	Employed (away from work)	0	6
Glen Innes Severn (A)	35-39	Employed (full-time)	0	156
Glen Innes Severn (A)	35-39	Employed (full-time)	1	3
Glen Innes Severn (A)	35-39	Employed (part-time)		3
Glen Innes Severn (A)	35-39	Employed (part-time)	0	79
Glen Innes Severn (A)	40-44		0	3
Glen Innes Severn (A)	40-44	Employed (away from work)	0	3
Glen Innes Severn (A)	40-44	Employed (full-time)		3
Glen Innes Severn (A)	40-44	Employed (full-time)	0	178
Glen Innes Severn (A)	40-44	Employed (part-time)		3
Glen Innes Severn (A)	40-44	Employed (part-time)	0	84
Glen Innes Severn (A)	45-49		0	6
Glen Innes Severn (A)	45-49	Employed (away from work)	0	13
Glen Innes Severn (A)	45-49	Employed (full-time)	0	195
Glen Innes Severn (A)	45-49	Employed (part-time)		3
Glen Innes Severn (A)	45-49	Employed (part-time)	0	106
Glen Innes Severn (A)	45-49	Employed (part-time)	1	4
Glen Innes Severn (A)	50-54		0	3
Glen Innes Severn (A)	50-54	Employed (away from work)	0	10
Glen Innes Severn (A)	50-54	Employed (full-time)		3
Glen Innes Severn (A)	50-54	Employed (full-time)	0	212
Glen Innes Severn (A)	50-54	Employed (part-time)	0	105
Glen Innes Severn (A)	50-54	Employed (part-time)	1	4
Glen Innes Severn (A)	55-59		0	6
Glen Innes Severn (A)	55-59	Employed (away from work)	0	14
Glen Innes Severn (A)	55-59	Employed (full-time)		3
Glen Innes Severn (A)	55-59	Employed (full-time)	0	240
Glen Innes Severn (A)	55-59	Employed (part-time)	0	132
Glen Innes Severn (A)	60-64		0	3
Glen Innes Severn (A)	60-64	Employed (away from work)	0	13
Glen Innes Severn (A)	60-64	Employed (full-time)	0	130
Glen Innes Severn (A)	60-64	Employed (part-time)	0	106
Glen Innes Severn (A)	65-69		0	7
Glen Innes Severn (A)	65-69	Employed (away from work)	0	7
Glen Innes Severn (A)	65-69	Employed (full-time)		4
Glen Innes Severn (A)	65-69	Employed (full-time)	0	84
Glen Innes Severn (A)	65-69	Employed (part-time)	0	60
Glen Innes Severn (A)	70-74		0	9
Glen Innes Severn (A)	70-74	Employed (full-time)	0	50
Glen Innes Severn (A)	70-74	Employed (full-time)	1	4
Glen Innes Severn (A)	70-74	Employed (part-time)	0	44
Glen Innes Severn (A)	75+		0	6
Glen Innes Severn (A)	75+	Employed (away from work)	0	10
Glen Innes Severn (A)	75+	Employed (full-time)	0	32
Glen Innes Severn (A)	75+	Employed (part-time)		3
Glen Innes Severn (A)	75+	Employed (part-time)	0	33
Goulburn Mulwaree (A)	15-19		0	27
Goulburn Mulwaree (A)	15-19	Employed (away from work)	0	28
Goulburn Mulwaree (A)	15-19	Employed (full-time)		3
Goulburn Mulwaree (A)	15-19	Employed (full-time)	0	196
Goulburn Mulwaree (A)	15-19	Employed (part-time)	0	516
Goulburn Mulwaree (A)	20-24		0	25
Goulburn Mulwaree (A)	20-24	Employed (away from work)	0	27
Goulburn Mulwaree (A)	20-24	Employed (away from work)	1	3
Goulburn Mulwaree (A)	20-24	Employed (full-time)		8
Goulburn Mulwaree (A)	20-24	Employed (full-time)	0	595
Goulburn Mulwaree (A)	20-24	Employed (part-time)		3
Goulburn Mulwaree (A)	20-24	Employed (part-time)	0	315
Goulburn Mulwaree (A)	20-24	Employed (part-time)	1	9
Goulburn Mulwaree (A)	25-29		0	20
Goulburn Mulwaree (A)	25-29	Employed (away from work)		4
Goulburn Mulwaree (A)	25-29	Employed (away from work)	0	54
Goulburn Mulwaree (A)	25-29	Employed (full-time)		12
Goulburn Mulwaree (A)	25-29	Employed (full-time)	0	691
Goulburn Mulwaree (A)	25-29	Employed (part-time)		5
Goulburn Mulwaree (A)	25-29	Employed (part-time)	0	273
Goulburn Mulwaree (A)	25-29	Employed (part-time)	1	3
Goulburn Mulwaree (A)	30-34		0	23
Goulburn Mulwaree (A)	30-34	Employed (away from work)		4
Goulburn Mulwaree (A)	30-34	Employed (away from work)	0	49
Goulburn Mulwaree (A)	30-34	Employed (full-time)		15
Goulburn Mulwaree (A)	30-34	Employed (full-time)	0	649
Goulburn Mulwaree (A)	30-34	Employed (part-time)		9
Goulburn Mulwaree (A)	30-34	Employed (part-time)	0	342
Goulburn Mulwaree (A)	30-34	Employed (part-time)	1	7
Goulburn Mulwaree (A)	35-39		0	27
Goulburn Mulwaree (A)	35-39	Employed (away from work)	0	29
Goulburn Mulwaree (A)	35-39	Employed (full-time)		6
Goulburn Mulwaree (A)	35-39	Employed (full-time)	0	708
Goulburn Mulwaree (A)	35-39	Employed (full-time)	1	8
Goulburn Mulwaree (A)	35-39	Employed (part-time)		3
Goulburn Mulwaree (A)	35-39	Employed (part-time)	0	295
Goulburn Mulwaree (A)	40-44		0	19
Goulburn Mulwaree (A)	40-44	Employed (away from work)	0	26
Goulburn Mulwaree (A)	40-44	Employed (full-time)		13
Goulburn Mulwaree (A)	40-44	Employed (full-time)	0	793
Goulburn Mulwaree (A)	40-44	Employed (full-time)	1	3
Goulburn Mulwaree (A)	40-44	Employed (part-time)		7
Goulburn Mulwaree (A)	40-44	Employed (part-time)	0	319
Goulburn Mulwaree (A)	40-44	Employed (part-time)	1	7
Goulburn Mulwaree (A)	45-49		0	15
Goulburn Mulwaree (A)	45-49	Employed (away from work)	0	38
Goulburn Mulwaree (A)	45-49	Employed (full-time)		18
Goulburn Mulwaree (A)	45-49	Employed (full-time)	0	880
Goulburn Mulwaree (A)	45-49	Employed (full-time)	1	5
Goulburn Mulwaree (A)	45-49	Employed (part-time)		3
Goulburn Mulwaree (A)	45-49	Employed (part-time)	0	338
Goulburn Mulwaree (A)	45-49	Employed (part-time)	1	4
Goulburn Mulwaree (A)	50-54		0	18
Goulburn Mulwaree (A)	50-54	Employed (away from work)	0	35
Goulburn Mulwaree (A)	50-54	Employed (full-time)		14
Goulburn Mulwaree (A)	50-54	Employed (full-time)	0	903
Goulburn Mulwaree (A)	50-54	Employed (full-time)	1	8
Goulburn Mulwaree (A)	50-54	Employed (part-time)		4
Goulburn Mulwaree (A)	50-54	Employed (part-time)	0	393
Goulburn Mulwaree (A)	50-54	Employed (part-time)	1	6
Goulburn Mulwaree (A)	55-59		0	13
Goulburn Mulwaree (A)	55-59	Employed (away from work)	0	66
Goulburn Mulwaree (A)	55-59	Employed (full-time)		5
Goulburn Mulwaree (A)	55-59	Employed (full-time)	0	765
Goulburn Mulwaree (A)	55-59	Employed (full-time)	1	3
Goulburn Mulwaree (A)	55-59	Employed (part-time)		3
Goulburn Mulwaree (A)	55-59	Employed (part-time)	0	337
Goulburn Mulwaree (A)	55-59	Employed (part-time)	1	11
Goulburn Mulwaree (A)	60-64		0	11
Goulburn Mulwaree (A)	60-64	Employed (away from work)	0	36
Goulburn Mulwaree (A)	60-64	Employed (full-time)		13
Goulburn Mulwaree (A)	60-64	Employed (full-time)	0	448
Goulburn Mulwaree (A)	60-64	Employed (part-time)		10
Goulburn Mulwaree (A)	60-64	Employed (part-time)	0	295
Goulburn Mulwaree (A)	60-64	Employed (part-time)	1	9
Goulburn Mulwaree (A)	65-69		0	9
Goulburn Mulwaree (A)	65-69	Employed (away from work)	0	27
Goulburn Mulwaree (A)	65-69	Employed (full-time)		7
Goulburn Mulwaree (A)	65-69	Employed (full-time)	0	160
Goulburn Mulwaree (A)	65-69	Employed (part-time)	0	173
Goulburn Mulwaree (A)	65-69	Employed (part-time)	1	8
Goulburn Mulwaree (A)	70-74			3
Goulburn Mulwaree (A)	70-74	Employed (away from work)	0	4
Goulburn Mulwaree (A)	70-74	Employed (full-time)	0	57
Goulburn Mulwaree (A)	70-74	Employed (part-time)		3
Goulburn Mulwaree (A)	70-74	Employed (part-time)	0	93
Goulburn Mulwaree (A)	75+		0	9
Goulburn Mulwaree (A)	75+		1	3
Goulburn Mulwaree (A)	75+	Employed (away from work)	0	4
Goulburn Mulwaree (A)	75+	Employed (full-time)	0	27
Goulburn Mulwaree (A)	75+	Employed (part-time)	0	46
Goulburn Mulwaree (A)	75+	Employed (part-time)	1	3
Greater Hume Shire (A)	15-19		0	12
Greater Hume Shire (A)	15-19	Employed (away from work)	0	10
Greater Hume Shire (A)	15-19	Employed (full-time)	0	59
Greater Hume Shire (A)	15-19	Employed (part-time)	0	103
Greater Hume Shire (A)	20-24		0	4
Greater Hume Shire (A)	20-24	Employed (away from work)	0	7
Greater Hume Shire (A)	20-24	Employed (full-time)	0	121
Greater Hume Shire (A)	20-24	Employed (part-time)	0	63
Greater Hume Shire (A)	25-29		0	6
Greater Hume Shire (A)	25-29	Employed (away from work)	0	10
Greater Hume Shire (A)	25-29	Employed (full-time)		3
Greater Hume Shire (A)	25-29	Employed (full-time)	0	163
Greater Hume Shire (A)	25-29	Employed (part-time)	0	46
Greater Hume Shire (A)	30-34		0	5
Greater Hume Shire (A)	30-34	Employed (away from work)	0	13
Greater Hume Shire (A)	30-34	Employed (full-time)		3
Greater Hume Shire (A)	30-34	Employed (full-time)	0	172
Greater Hume Shire (A)	30-34	Employed (part-time)	0	73
Greater Hume Shire (A)	35-39		0	4
Greater Hume Shire (A)	35-39	Employed (away from work)	0	11
Greater Hume Shire (A)	35-39	Employed (full-time)	0	156
Greater Hume Shire (A)	35-39	Employed (part-time)		3
Greater Hume Shire (A)	35-39	Employed (part-time)	0	73
Greater Hume Shire (A)	40-44	Employed (away from work)	0	12
Greater Hume Shire (A)	40-44	Employed (full-time)	0	193
Greater Hume Shire (A)	40-44	Employed (part-time)		6
Greater Hume Shire (A)	40-44	Employed (part-time)	0	84
Greater Hume Shire (A)	45-49		0	6
Greater Hume Shire (A)	45-49	Employed (away from work)	0	7
Greater Hume Shire (A)	45-49	Employed (full-time)		7
Greater Hume Shire (A)	45-49	Employed (full-time)	0	231
Greater Hume Shire (A)	45-49	Employed (full-time)	1	3
Greater Hume Shire (A)	45-49	Employed (part-time)		3
Greater Hume Shire (A)	45-49	Employed (part-time)	0	109
Greater Hume Shire (A)	50-54		0	3
Greater Hume Shire (A)	50-54	Employed (away from work)	0	18
Greater Hume Shire (A)	50-54	Employed (full-time)		6
Greater Hume Shire (A)	50-54	Employed (full-time)	0	271
Greater Hume Shire (A)	50-54	Employed (full-time)	1	3
Greater Hume Shire (A)	50-54	Employed (part-time)	0	110
Greater Hume Shire (A)	50-54	Employed (part-time)	1	3
Greater Hume Shire (A)	55-59		0	5
Greater Hume Shire (A)	55-59	Employed (away from work)	0	25
Greater Hume Shire (A)	55-59	Employed (away from work)	1	3
Greater Hume Shire (A)	55-59	Employed (full-time)	0	249
Greater Hume Shire (A)	55-59	Employed (part-time)	0	121
Greater Hume Shire (A)	60-64			3
Greater Hume Shire (A)	60-64		0	8
Greater Hume Shire (A)	60-64	Employed (away from work)	0	11
Greater Hume Shire (A)	60-64	Employed (full-time)		6
Greater Hume Shire (A)	60-64	Employed (full-time)	0	182
Greater Hume Shire (A)	60-64	Employed (part-time)		6
Greater Hume Shire (A)	60-64	Employed (part-time)	0	104
Greater Hume Shire (A)	60-64	Employed (part-time)	1	5
Greater Hume Shire (A)	65-69		0	4
Greater Hume Shire (A)	65-69	Employed (away from work)	0	11
Greater Hume Shire (A)	65-69	Employed (full-time)	0	101
Greater Hume Shire (A)	65-69	Employed (part-time)	0	71
Greater Hume Shire (A)	70-74		0	6
Greater Hume Shire (A)	70-74	Employed (away from work)	0	11
Greater Hume Shire (A)	70-74	Employed (full-time)		3
Greater Hume Shire (A)	70-74	Employed (full-time)	0	52
Greater Hume Shire (A)	70-74	Employed (full-time)	1	4
Greater Hume Shire (A)	70-74	Employed (part-time)	0	43
Greater Hume Shire (A)	75+		0	7
Greater Hume Shire (A)	75+	Employed (away from work)	0	8
Greater Hume Shire (A)	75+	Employed (away from work)	1	3
Greater Hume Shire (A)	75+	Employed (full-time)	0	32
Greater Hume Shire (A)	75+	Employed (full-time)	1	4
Greater Hume Shire (A)	75+	Employed (part-time)	0	36
Griffith (C)	15-19		0	29
Griffith (C)	15-19	Employed (away from work)	0	36
Griffith (C)	15-19	Employed (full-time)	0	291
Griffith (C)	15-19	Employed (full-time)	1	3
Griffith (C)	15-19	Employed (part-time)		6
Griffith (C)	15-19	Employed (part-time)	0	466
Griffith (C)	15-19	Employed (part-time)	1	3
Griffith (C)	20-24		0	39
Griffith (C)	20-24	Employed (away from work)	0	28
Griffith (C)	20-24	Employed (full-time)		3
Griffith (C)	20-24	Employed (full-time)	0	742
Griffith (C)	20-24	Employed (full-time)	1	3
Griffith (C)	20-24	Employed (part-time)	0	259
Griffith (C)	20-24	Employed (part-time)	1	6
Griffith (C)	25-29		0	31
Griffith (C)	25-29	Employed (away from work)		3
Griffith (C)	25-29	Employed (away from work)	0	47
Griffith (C)	25-29	Employed (full-time)		9
Griffith (C)	25-29	Employed (full-time)	0	979
Griffith (C)	25-29	Employed (part-time)	0	282
Griffith (C)	25-29	Employed (part-time)	1	3
Griffith (C)	30-34		0	26
Griffith (C)	30-34	Employed (away from work)	0	51
Griffith (C)	30-34	Employed (full-time)		13
Griffith (C)	30-34	Employed (full-time)	0	823
Griffith (C)	30-34	Employed (full-time)	1	3
Griffith (C)	30-34	Employed (part-time)		4
Griffith (C)	30-34	Employed (part-time)	0	319
Griffith (C)	30-34	Employed (part-time)	1	5
Griffith (C)	35-39		0	18
Griffith (C)	35-39	Employed (away from work)	0	38
Griffith (C)	35-39	Employed (away from work)	1	3
Griffith (C)	35-39	Employed (full-time)		16
Griffith (C)	35-39	Employed (full-time)	0	718
Griffith (C)	35-39	Employed (full-time)	1	5
Griffith (C)	35-39	Employed (part-time)		9
Griffith (C)	35-39	Employed (part-time)	0	343
Griffith (C)	35-39	Employed (part-time)	1	3
