LGA_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Broken Hill (C)	Bicycle	1	Labourers	8
Broken Hill (C)	Bicycle	1	Machinery operators and drivers	3
Broken Hill (C)	Bicycle	1	Professionals	15
Broken Hill (C)	Bicycle	1	Technicians and trades workers	4
Broken Hill (C)	Bus	1	Community and personal service workers	5
Broken Hill (C)	Bus	1	Labourers	3
Broken Hill (C)	Bus	1	Machinery operators and drivers	8
Broken Hill (C)	Bus	1	Professionals	3
Broken Hill (C)	Car as driver	1		59
Broken Hill (C)	Car as driver	1	Clerical and administrative workers	575
Broken Hill (C)	Car as driver	1	Community and personal service workers	724
Broken Hill (C)	Car as driver	1	Labourers	436
Broken Hill (C)	Car as driver	1	Machinery operators and drivers	479
Broken Hill (C)	Car as driver	1	Managers	480
Broken Hill (C)	Car as driver	1	Professionals	807
Broken Hill (C)	Car as driver	1	Sales workers	442
Broken Hill (C)	Car as driver	1	Technicians and trades workers	769
Broken Hill (C)	Car as passenger	1		8
Broken Hill (C)	Car as passenger	1	Clerical and administrative workers	37
Broken Hill (C)	Car as passenger	1	Community and personal service workers	58
Broken Hill (C)	Car as passenger	1	Labourers	84
Broken Hill (C)	Car as passenger	1	Machinery operators and drivers	17
Broken Hill (C)	Car as passenger	1	Managers	25
Broken Hill (C)	Car as passenger	1	Professionals	53
Broken Hill (C)	Car as passenger	1	Sales workers	81
Broken Hill (C)	Car as passenger	1	Technicians and trades workers	33
Broken Hill (C)	Did not go to work			14
Broken Hill (C)	Did not go to work		Clerical and administrative workers	71
Broken Hill (C)	Did not go to work		Community and personal service workers	158
Broken Hill (C)	Did not go to work		Labourers	98
Broken Hill (C)	Did not go to work		Machinery operators and drivers	126
Broken Hill (C)	Did not go to work		Managers	38
Broken Hill (C)	Did not go to work		Professionals	128
Broken Hill (C)	Did not go to work		Sales workers	122
Broken Hill (C)	Did not go to work		Technicians and trades workers	91
Broken Hill (C)	Method of travel not stated			38
Broken Hill (C)	Method of travel not stated		Clerical and administrative workers	7
Broken Hill (C)	Method of travel not stated		Community and personal service workers	3
Broken Hill (C)	Method of travel not stated		Labourers	16
Broken Hill (C)	Method of travel not stated		Machinery operators and drivers	5
Broken Hill (C)	Method of travel not stated		Managers	3
Broken Hill (C)	Method of travel not stated		Professionals	10
Broken Hill (C)	Method of travel not stated		Sales workers	10
Broken Hill (C)	Method of travel not stated		Technicians and trades workers	6
Broken Hill (C)	Motorbike scooter	1	Clerical and administrative workers	3
Broken Hill (C)	Motorbike scooter	1	Community and personal service workers	6
Broken Hill (C)	Motorbike scooter	1	Labourers	10
Broken Hill (C)	Motorbike scooter	1	Machinery operators and drivers	12
Broken Hill (C)	Motorbike scooter	1	Managers	6
Broken Hill (C)	Motorbike scooter	1	Professionals	4
Broken Hill (C)	Motorbike scooter	1	Sales workers	3
Broken Hill (C)	Motorbike scooter	1	Technicians and trades workers	13
Broken Hill (C)	(Other)	1	Community and personal service workers	3
Broken Hill (C)	(Other)	1	Labourers	3
Broken Hill (C)	(Other)	1	Managers	9
Broken Hill (C)	(Other)	1	Professionals	5
Broken Hill (C)	(Other)	1	Technicians and trades workers	6
Broken Hill (C)	Other two methods	2	Labourers	3
Broken Hill (C)	Other two methods	2	Machinery operators and drivers	7
Broken Hill (C)	Other two methods	2	Managers	3
Broken Hill (C)	Other two methods	2	Professionals	5
Broken Hill (C)	Other two methods	2	Sales workers	7
Broken Hill (C)	Other two methods	2	Technicians and trades workers	4
Broken Hill (C)	Taxi	1	Community and personal service workers	3
Broken Hill (C)	Taxi	1	Technicians and trades workers	3
Broken Hill (C)	Train and two other methods	3	Managers	3
Broken Hill (C)	Truck	1	Labourers	4
Broken Hill (C)	Truck	1	Machinery operators and drivers	13
Broken Hill (C)	Truck	1	Technicians and trades workers	8
Broken Hill (C)	Walked only	1		5
Broken Hill (C)	Walked only	1	Clerical and administrative workers	20
Broken Hill (C)	Walked only	1	Community and personal service workers	38
Broken Hill (C)	Walked only	1	Labourers	48
Broken Hill (C)	Walked only	1	Machinery operators and drivers	13
Broken Hill (C)	Walked only	1	Managers	45
Broken Hill (C)	Walked only	1	Professionals	109
Broken Hill (C)	Walked only	1	Sales workers	27
Broken Hill (C)	Walked only	1	Technicians and trades workers	27
Broken Hill (C)	Worked at home			3
Broken Hill (C)	Worked at home		Clerical and administrative workers	32
Broken Hill (C)	Worked at home		Community and personal service workers	24
Broken Hill (C)	Worked at home		Labourers	14
Broken Hill (C)	Worked at home		Machinery operators and drivers	4
Broken Hill (C)	Worked at home		Managers	64
Broken Hill (C)	Worked at home		Professionals	30
Broken Hill (C)	Worked at home		Sales workers	11
Broken Hill (C)	Worked at home		Technicians and trades workers	12
Burwood (A)	Bicycle	1	Clerical and administrative workers	6
Burwood (A)	Bicycle	1	Community and personal service workers	10
Burwood (A)	Bicycle	1	Labourers	3
Burwood (A)	Bicycle	1	Machinery operators and drivers	5
Burwood (A)	Bicycle	1	Managers	7
Burwood (A)	Bicycle	1	Professionals	28
Burwood (A)	Bicycle	1	Sales workers	3
Burwood (A)	Bicycle	1	Technicians and trades workers	6
Burwood (A)	Bus	1		12
Burwood (A)	Bus	1	Clerical and administrative workers	110
Burwood (A)	Bus	1	Community and personal service workers	92
Burwood (A)	Bus	1	Labourers	37
Burwood (A)	Bus	1	Machinery operators and drivers	11
Burwood (A)	Bus	1	Managers	40
Burwood (A)	Bus	1	Professionals	100
Burwood (A)	Bus	1	Sales workers	157
Burwood (A)	Bus	1	Technicians and trades workers	29
Burwood (A)	Bus and car as driver	2	Clerical and administrative workers	7
Burwood (A)	Bus and car as driver	2	Community and personal service workers	3
Burwood (A)	Bus and car as driver	2	Professionals	3
Burwood (A)	Bus and car as driver	2	Sales workers	8
Burwood (A)	Bus and car as passenger	2	Clerical and administrative workers	3
Burwood (A)	Bus and car as passenger	2	Community and personal service workers	5
Burwood (A)	Bus and car as passenger	2	Labourers	8
Burwood (A)	Bus and car as passenger	2	Professionals	3
Burwood (A)	Bus and car as passenger	2	Sales workers	7
Burwood (A)	Bus and other	2	Professionals	4
Burwood (A)	Bus and two other methods excludes train	3	Clerical and administrative workers	4
Burwood (A)	Car as driver	1		118
Burwood (A)	Car as driver	1	Clerical and administrative workers	1043
Burwood (A)	Car as driver	1	Community and personal service workers	904
Burwood (A)	Car as driver	1	Labourers	458
Burwood (A)	Car as driver	1	Machinery operators and drivers	350
Burwood (A)	Car as driver	1	Managers	1033
Burwood (A)	Car as driver	1	Professionals	2432
Burwood (A)	Car as driver	1	Sales workers	858
Burwood (A)	Car as driver	1	Technicians and trades workers	785
Burwood (A)	Car as passenger	1		11
Burwood (A)	Car as passenger	1	Clerical and administrative workers	94
Burwood (A)	Car as passenger	1	Community and personal service workers	78
Burwood (A)	Car as passenger	1	Labourers	65
Burwood (A)	Car as passenger	1	Machinery operators and drivers	6
Burwood (A)	Car as passenger	1	Managers	50
Burwood (A)	Car as passenger	1	Professionals	109
Burwood (A)	Car as passenger	1	Sales workers	134
Burwood (A)	Car as passenger	1	Technicians and trades workers	64
Burwood (A)	Did not go to work			12
Burwood (A)	Did not go to work		Clerical and administrative workers	183
Burwood (A)	Did not go to work		Community and personal service workers	217
Burwood (A)	Did not go to work		Labourers	100
Burwood (A)	Did not go to work		Machinery operators and drivers	30
Burwood (A)	Did not go to work		Managers	86
Burwood (A)	Did not go to work		Professionals	388
Burwood (A)	Did not go to work		Sales workers	330
Burwood (A)	Did not go to work		Technicians and trades workers	76
Burwood (A)	Method of travel not stated			53
Burwood (A)	Method of travel not stated		Clerical and administrative workers	13
Burwood (A)	Method of travel not stated		Community and personal service workers	13
Burwood (A)	Method of travel not stated		Labourers	11
Burwood (A)	Method of travel not stated		Machinery operators and drivers	10
Burwood (A)	Method of travel not stated		Managers	14
Burwood (A)	Method of travel not stated		Professionals	19
Burwood (A)	Method of travel not stated		Sales workers	24
Burwood (A)	Method of travel not stated		Technicians and trades workers	4
Burwood (A)	Motorbike scooter	1	Clerical and administrative workers	8
Burwood (A)	Motorbike scooter	1	Community and personal service workers	3
Burwood (A)	Motorbike scooter	1	Machinery operators and drivers	3
Burwood (A)	Motorbike scooter	1	Managers	7
Burwood (A)	Motorbike scooter	1	Professionals	15
Burwood (A)	Motorbike scooter	1	Technicians and trades workers	7
Burwood (A)	(Other)	1		4
Burwood (A)	(Other)	1	Clerical and administrative workers	3
Burwood (A)	(Other)	1	Community and personal service workers	13
Burwood (A)	(Other)	1	Labourers	7
Burwood (A)	(Other)	1	Machinery operators and drivers	4
Burwood (A)	(Other)	1	Managers	12
Burwood (A)	(Other)	1	Professionals	11
Burwood (A)	(Other)	1	Technicians and trades workers	4
Burwood (A)	Other three methods	3	Professionals	3
Burwood (A)	Other two methods	2		3
Burwood (A)	Other two methods	2	Clerical and administrative workers	7
Burwood (A)	Other two methods	2	Community and personal service workers	8
Burwood (A)	Other two methods	2	Labourers	3
Burwood (A)	Other two methods	2	Managers	5
Burwood (A)	Other two methods	2	Professionals	14
Burwood (A)	Other two methods	2	Sales workers	9
Burwood (A)	Other two methods	2	Technicians and trades workers	5
Burwood (A)	Taxi	1	Community and personal service workers	4
Burwood (A)	Taxi	1	Machinery operators and drivers	3
Burwood (A)	Taxi	1	Professionals	6
Burwood (A)	Train	1		55
Burwood (A)	Train	1	Clerical and administrative workers	561
Burwood (A)	Train	1	Community and personal service workers	252
Burwood (A)	Train	1	Labourers	176
Burwood (A)	Train	1	Machinery operators and drivers	50
Burwood (A)	Train	1	Managers	260
Burwood (A)	Train	1	Professionals	831
Burwood (A)	Train	1	Sales workers	339
Burwood (A)	Train	1	Technicians and trades workers	185
Burwood (A)	Train and bus	2		12
Burwood (A)	Train and bus	2	Clerical and administrative workers	128
Burwood (A)	Train and bus	2	Community and personal service workers	79
Burwood (A)	Train and bus	2	Labourers	36
Burwood (A)	Train and bus	2	Machinery operators and drivers	14
Burwood (A)	Train and bus	2	Managers	49
Burwood (A)	Train and bus	2	Professionals	161
Burwood (A)	Train and bus	2	Sales workers	75
Burwood (A)	Train and bus	2	Technicians and trades workers	23
Burwood (A)	Train and car as driver	2		3
Burwood (A)	Train and car as driver	2	Clerical and administrative workers	89
Burwood (A)	Train and car as driver	2	Community and personal service workers	20
Burwood (A)	Train and car as driver	2	Labourers	5
Burwood (A)	Train and car as driver	2	Machinery operators and drivers	13
Burwood (A)	Train and car as driver	2	Managers	57
Burwood (A)	Train and car as driver	2	Professionals	122
Burwood (A)	Train and car as driver	2	Sales workers	24
Burwood (A)	Train and car as driver	2	Technicians and trades workers	22
Burwood (A)	Train and car as passenger	2		3
Burwood (A)	Train and car as passenger	2	Clerical and administrative workers	28
Burwood (A)	Train and car as passenger	2	Community and personal service workers	16
Burwood (A)	Train and car as passenger	2	Managers	5
Burwood (A)	Train and car as passenger	2	Professionals	32
Burwood (A)	Train and car as passenger	2	Sales workers	16
Burwood (A)	Train and car as passenger	2	Technicians and trades workers	12
Burwood (A)	Train and ferry	2	Managers	3
Burwood (A)	Train and ferry	2	Professionals	8
Burwood (A)	Train and other	2	Clerical and administrative workers	3
Burwood (A)	Train and other	2	Community and personal service workers	4
Burwood (A)	Train and other	2	Machinery operators and drivers	3
Burwood (A)	Train and other	2	Managers	3
Burwood (A)	Train and other	2	Professionals	19
Burwood (A)	Train and other	2	Sales workers	3
Burwood (A)	Train and other	2	Technicians and trades workers	5
Burwood (A)	Train and tram includes light rail	2	Clerical and administrative workers	3
Burwood (A)	Train and tram includes light rail	2	Professionals	4
Burwood (A)	Train and tram includes light rail	2	Sales workers	3
Burwood (A)	Train and two other methods	3	Clerical and administrative workers	20
Burwood (A)	Train and two other methods	3	Community and personal service workers	16
Burwood (A)	Train and two other methods	3	Labourers	8
Burwood (A)	Train and two other methods	3	Managers	15
Burwood (A)	Train and two other methods	3	Professionals	45
Burwood (A)	Train and two other methods	3	Sales workers	16
Burwood (A)	Train and two other methods	3	Technicians and trades workers	12
Burwood (A)	Tram includes light rail	1	Professionals	4
Burwood (A)	Truck	1		3
Burwood (A)	Truck	1	Labourers	15
Burwood (A)	Truck	1	Machinery operators and drivers	14
Burwood (A)	Truck	1	Managers	5
Burwood (A)	Truck	1	Sales workers	3
Burwood (A)	Truck	1	Technicians and trades workers	24
Burwood (A)	Walked only	1		17
Burwood (A)	Walked only	1	Clerical and administrative workers	127
Burwood (A)	Walked only	1	Community and personal service workers	168
Burwood (A)	Walked only	1	Labourers	81
Burwood (A)	Walked only	1	Machinery operators and drivers	19
Burwood (A)	Walked only	1	Managers	86
Burwood (A)	Walked only	1	Professionals	214
Burwood (A)	Walked only	1	Sales workers	171
Burwood (A)	Walked only	1	Technicians and trades workers	71
Burwood (A)	Worked at home			15
Burwood (A)	Worked at home		Clerical and administrative workers	120
Burwood (A)	Worked at home		Community and personal service workers	43
Burwood (A)	Worked at home		Labourers	12
Burwood (A)	Worked at home		Machinery operators and drivers	5
Burwood (A)	Worked at home		Managers	91
Burwood (A)	Worked at home		Professionals	207
Burwood (A)	Worked at home		Sales workers	23
Burwood (A)	Worked at home		Technicians and trades workers	31
Byron (A)	Bicycle	1		3
Byron (A)	Bicycle	1	Clerical and administrative workers	19
Byron (A)	Bicycle	1	Community and personal service workers	72
Byron (A)	Bicycle	1	Labourers	57
Byron (A)	Bicycle	1	Machinery operators and drivers	15
Byron (A)	Bicycle	1	Managers	32
Byron (A)	Bicycle	1	Professionals	46
Byron (A)	Bicycle	1	Sales workers	34
Byron (A)	Bicycle	1	Technicians and trades workers	45
Byron (A)	Bus	1		3
Byron (A)	Bus	1	Clerical and administrative workers	3
Byron (A)	Bus	1	Community and personal service workers	5
Byron (A)	Bus	1	Labourers	14
Byron (A)	Bus	1	Machinery operators and drivers	6
Byron (A)	Bus	1	Managers	6
Byron (A)	Bus	1	Professionals	4
Byron (A)	Bus	1	Sales workers	13
Byron (A)	Bus	1	Technicians and trades workers	5
Byron (A)	Bus and car as passenger	2	Labourers	3
Byron (A)	Bus and car as passenger	2	Sales workers	6
Byron (A)	Bus and other	2	Technicians and trades workers	3
Byron (A)	Bus and two other methods excludes train	3	Labourers	3
Byron (A)	Car as driver	1		79
Byron (A)	Car as driver	1	Clerical and administrative workers	901
Byron (A)	Car as driver	1	Community and personal service workers	986
Byron (A)	Car as driver	1	Labourers	810
Byron (A)	Car as driver	1	Machinery operators and drivers	371
Byron (A)	Car as driver	1	Managers	1186
Byron (A)	Car as driver	1	Professionals	1471
Byron (A)	Car as driver	1	Sales workers	881
Byron (A)	Car as driver	1	Technicians and trades workers	1227
Byron (A)	Car as passenger	1		7
Byron (A)	Car as passenger	1	Clerical and administrative workers	40
Byron (A)	Car as passenger	1	Community and personal service workers	49
Byron (A)	Car as passenger	1	Labourers	96
Byron (A)	Car as passenger	1	Machinery operators and drivers	14
Byron (A)	Car as passenger	1	Managers	54
Byron (A)	Car as passenger	1	Professionals	43
Byron (A)	Car as passenger	1	Sales workers	100
Byron (A)	Car as passenger	1	Technicians and trades workers	72
Byron (A)	Did not go to work			18
Byron (A)	Did not go to work		Clerical and administrative workers	147
Byron (A)	Did not go to work		Community and personal service workers	250
Byron (A)	Did not go to work		Labourers	153
Byron (A)	Did not go to work		Machinery operators and drivers	54
Byron (A)	Did not go to work		Managers	121
Byron (A)	Did not go to work		Professionals	199
Byron (A)	Did not go to work		Sales workers	241
Byron (A)	Did not go to work		Technicians and trades workers	117
Byron (A)	Method of travel not stated			52
Byron (A)	Method of travel not stated		Clerical and administrative workers	6
Byron (A)	Method of travel not stated		Community and personal service workers	17
Byron (A)	Method of travel not stated		Labourers	19
Byron (A)	Method of travel not stated		Machinery operators and drivers	6
Byron (A)	Method of travel not stated		Managers	24
Byron (A)	Method of travel not stated		Professionals	30
Byron (A)	Method of travel not stated		Sales workers	13
Byron (A)	Method of travel not stated		Technicians and trades workers	33
Byron (A)	Motorbike scooter	1		6
Byron (A)	Motorbike scooter	1	Clerical and administrative workers	8
Byron (A)	Motorbike scooter	1	Community and personal service workers	8
Byron (A)	Motorbike scooter	1	Labourers	10
Byron (A)	Motorbike scooter	1	Machinery operators and drivers	3
Byron (A)	Motorbike scooter	1	Managers	13
Byron (A)	Motorbike scooter	1	Professionals	13
Byron (A)	Motorbike scooter	1	Sales workers	9
Byron (A)	Motorbike scooter	1	Technicians and trades workers	24
Byron (A)	(Other)	1		3
Byron (A)	(Other)	1	Clerical and administrative workers	15
Byron (A)	(Other)	1	Community and personal service workers	5
Byron (A)	(Other)	1	Labourers	5
Byron (A)	(Other)	1	Managers	30
Byron (A)	(Other)	1	Professionals	25
Byron (A)	(Other)	1	Sales workers	4
Byron (A)	(Other)	1	Technicians and trades workers	10
Byron (A)	Other three methods	3	Community and personal service workers	3
Byron (A)	Other two methods	2	Community and personal service workers	7
Byron (A)	Other two methods	2	Labourers	4
Byron (A)	Other two methods	2	Managers	6
Byron (A)	Other two methods	2	Professionals	17
Byron (A)	Other two methods	2	Sales workers	4
Byron (A)	Other two methods	2	Technicians and trades workers	13
Byron (A)	Taxi	1	Labourers	5
Byron (A)	Taxi	1	Technicians and trades workers	3
Byron (A)	Train	1	Professionals	3
Byron (A)	Train and two other methods	3	Professionals	3
Byron (A)	Truck	1		5
Byron (A)	Truck	1	Clerical and administrative workers	3
Byron (A)	Truck	1	Labourers	26
Byron (A)	Truck	1	Machinery operators and drivers	33
Byron (A)	Truck	1	Managers	15
Byron (A)	Truck	1	Sales workers	5
Byron (A)	Truck	1	Technicians and trades workers	24
Byron (A)	Walked only	1		3
Byron (A)	Walked only	1	Clerical and administrative workers	50
Byron (A)	Walked only	1	Community and personal service workers	79
Byron (A)	Walked only	1	Labourers	64
Byron (A)	Walked only	1	Machinery operators and drivers	13
Byron (A)	Walked only	1	Managers	122
Byron (A)	Walked only	1	Professionals	48
Byron (A)	Walked only	1	Sales workers	66
Byron (A)	Walked only	1	Technicians and trades workers	66
Byron (A)	Worked at home			38
Byron (A)	Worked at home		Clerical and administrative workers	221
Byron (A)	Worked at home		Community and personal service workers	114
Byron (A)	Worked at home		Labourers	44
Byron (A)	Worked at home		Machinery operators and drivers	9
Byron (A)	Worked at home		Managers	440
Byron (A)	Worked at home		Professionals	655
Byron (A)	Worked at home		Sales workers	85
Byron (A)	Worked at home		Technicians and trades workers	134
Cabonne (A)	Bus	1	Labourers	3
Cabonne (A)	Bus	1	Machinery operators and drivers	6
Cabonne (A)	Car as driver	1		33
Cabonne (A)	Car as driver	1	Clerical and administrative workers	213
Cabonne (A)	Car as driver	1	Community and personal service workers	190
Cabonne (A)	Car as driver	1	Labourers	433
Cabonne (A)	Car as driver	1	Machinery operators and drivers	286
Cabonne (A)	Car as driver	1	Managers	442
Cabonne (A)	Car as driver	1	Professionals	443
Cabonne (A)	Car as driver	1	Sales workers	107
Cabonne (A)	Car as driver	1	Technicians and trades workers	431
Cabonne (A)	Car as passenger	1		3
Cabonne (A)	Car as passenger	1	Clerical and administrative workers	10
Cabonne (A)	Car as passenger	1	Community and personal service workers	3
Cabonne (A)	Car as passenger	1	Labourers	39
Cabonne (A)	Car as passenger	1	Machinery operators and drivers	18
Cabonne (A)	Car as passenger	1	Managers	13
Cabonne (A)	Car as passenger	1	Professionals	22
Cabonne (A)	Car as passenger	1	Sales workers	8
Cabonne (A)	Car as passenger	1	Technicians and trades workers	36
Cabonne (A)	Did not go to work			4
Cabonne (A)	Did not go to work		Clerical and administrative workers	38
Cabonne (A)	Did not go to work		Community and personal service workers	51
Cabonne (A)	Did not go to work		Labourers	71
Cabonne (A)	Did not go to work		Machinery operators and drivers	48
Cabonne (A)	Did not go to work		Managers	61
Cabonne (A)	Did not go to work		Professionals	61
Cabonne (A)	Did not go to work		Sales workers	22
Cabonne (A)	Did not go to work		Technicians and trades workers	61
Cabonne (A)	Method of travel not stated			25
Cabonne (A)	Method of travel not stated		Clerical and administrative workers	4
Cabonne (A)	Method of travel not stated		Labourers	4
Cabonne (A)	Method of travel not stated		Machinery operators and drivers	6
Cabonne (A)	Method of travel not stated		Managers	12
Cabonne (A)	Method of travel not stated		Sales workers	9
Cabonne (A)	Method of travel not stated		Technicians and trades workers	5
Cabonne (A)	Motorbike scooter	1	Labourers	8
Cabonne (A)	Motorbike scooter	1	Managers	11
Cabonne (A)	Motorbike scooter	1	Technicians and trades workers	3
Cabonne (A)	(Other)	1	Community and personal service workers	4
Cabonne (A)	(Other)	1	Labourers	3
Cabonne (A)	(Other)	1	Managers	17
Cabonne (A)	(Other)	1	Professionals	3
Cabonne (A)	(Other)	1	Technicians and trades workers	4
Cabonne (A)	Other three methods	3	Managers	3
Cabonne (A)	Other two methods	2	Labourers	3
Cabonne (A)	Other two methods	2	Managers	9
Cabonne (A)	Other two methods	2	Professionals	7
Cabonne (A)	Other two methods	2	Technicians and trades workers	3
Cabonne (A)	Truck	1	Labourers	15
Cabonne (A)	Truck	1	Machinery operators and drivers	16
Cabonne (A)	Truck	1	Managers	46
Cabonne (A)	Truck	1	Technicians and trades workers	7
Cabonne (A)	Walked only	1		8
Cabonne (A)	Walked only	1	Clerical and administrative workers	17
Cabonne (A)	Walked only	1	Community and personal service workers	13
Cabonne (A)	Walked only	1	Labourers	36
Cabonne (A)	Walked only	1	Machinery operators and drivers	21
Cabonne (A)	Walked only	1	Managers	102
Cabonne (A)	Walked only	1	Professionals	24
Cabonne (A)	Walked only	1	Sales workers	11
Cabonne (A)	Walked only	1	Technicians and trades workers	18
Cabonne (A)	Worked at home			7
Cabonne (A)	Worked at home		Clerical and administrative workers	81
Cabonne (A)	Worked at home		Community and personal service workers	15
Cabonne (A)	Worked at home		Labourers	32
Cabonne (A)	Worked at home		Machinery operators and drivers	11
Cabonne (A)	Worked at home		Managers	390
Cabonne (A)	Worked at home		Professionals	64
Cabonne (A)	Worked at home		Sales workers	11
Cabonne (A)	Worked at home		Technicians and trades workers	29
Camden (A)	Bicycle	1	Community and personal service workers	6
Camden (A)	Bicycle	1	Labourers	13
Camden (A)	Bicycle	1	Machinery operators and drivers	10
Camden (A)	Bicycle	1	Managers	5
Camden (A)	Bicycle	1	Professionals	13
Camden (A)	Bicycle	1	Technicians and trades workers	4
Camden (A)	Bus	1		4
Camden (A)	Bus	1	Clerical and administrative workers	15
Camden (A)	Bus	1	Community and personal service workers	29
Camden (A)	Bus	1	Labourers	39
Camden (A)	Bus	1	Machinery operators and drivers	15
Camden (A)	Bus	1	Managers	3
Camden (A)	Bus	1	Professionals	19
Camden (A)	Bus	1	Sales workers	52
Camden (A)	Bus	1	Technicians and trades workers	25
Camden (A)	Bus and car as driver	2	Professionals	3
Camden (A)	Bus and car as passenger	2	Community and personal service workers	11
Camden (A)	Bus and car as passenger	2	Labourers	6
Camden (A)	Bus and car as passenger	2	Machinery operators and drivers	3
Camden (A)	Bus and car as passenger	2	Sales workers	11
Camden (A)	Bus and car as passenger	2	Technicians and trades workers	4
Camden (A)	Car as driver	1		240
Camden (A)	Car as driver	1	Clerical and administrative workers	2268
Camden (A)	Car as driver	1	Community and personal service workers	1832
Camden (A)	Car as driver	1	Labourers	1632
Camden (A)	Car as driver	1	Machinery operators and drivers	1918
Camden (A)	Car as driver	1	Managers	2017
Camden (A)	Car as driver	1	Professionals	2893
Camden (A)	Car as driver	1	Sales workers	1830
Camden (A)	Car as driver	1	Technicians and trades workers	3307
Camden (A)	Car as passenger	1		24
Camden (A)	Car as passenger	1	Clerical and administrative workers	105
Camden (A)	Car as passenger	1	Community and personal service workers	145
Camden (A)	Car as passenger	1	Labourers	309
Camden (A)	Car as passenger	1	Machinery operators and drivers	98
Camden (A)	Car as passenger	1	Managers	51
Camden (A)	Car as passenger	1	Professionals	75
Camden (A)	Car as passenger	1	Sales workers	274
Camden (A)	Car as passenger	1	Technicians and trades workers	222
Camden (A)	Did not go to work			24
Camden (A)	Did not go to work		Clerical and administrative workers	231
Camden (A)	Did not go to work		Community and personal service workers	346
Camden (A)	Did not go to work		Labourers	254
Camden (A)	Did not go to work		Machinery operators and drivers	169
Camden (A)	Did not go to work		Managers	97
Camden (A)	Did not go to work		Professionals	277
Camden (A)	Did not go to work		Sales workers	453
Camden (A)	Did not go to work		Technicians and trades workers	203
Camden (A)	Method of travel not stated			75
Camden (A)	Method of travel not stated		Clerical and administrative workers	24
Camden (A)	Method of travel not stated		Community and personal service workers	20
Camden (A)	Method of travel not stated		Labourers	24
Camden (A)	Method of travel not stated		Machinery operators and drivers	25
Camden (A)	Method of travel not stated		Managers	18
Camden (A)	Method of travel not stated		Professionals	14
Camden (A)	Method of travel not stated		Sales workers	19
Camden (A)	Method of travel not stated		Technicians and trades workers	39
Camden (A)	Motorbike scooter	1	Clerical and administrative workers	3
Camden (A)	Motorbike scooter	1	Community and personal service workers	3
Camden (A)	Motorbike scooter	1	Labourers	10
Camden (A)	Motorbike scooter	1	Machinery operators and drivers	24
Camden (A)	Motorbike scooter	1	Managers	9
Camden (A)	Motorbike scooter	1	Professionals	5
Camden (A)	Motorbike scooter	1	Sales workers	9
Camden (A)	Motorbike scooter	1	Technicians and trades workers	21
Camden (A)	(Other)	1		4
Camden (A)	(Other)	1	Clerical and administrative workers	7
Camden (A)	(Other)	1	Community and personal service workers	5
Camden (A)	(Other)	1	Labourers	8
Camden (A)	(Other)	1	Machinery operators and drivers	9
Camden (A)	(Other)	1	Managers	23
Camden (A)	(Other)	1	Professionals	15
Camden (A)	(Other)	1	Sales workers	3
Camden (A)	(Other)	1	Technicians and trades workers	15
Camden (A)	Other two methods	2	Clerical and administrative workers	4
Camden (A)	Other two methods	2	Community and personal service workers	14
Camden (A)	Other two methods	2	Labourers	13
Camden (A)	Other two methods	2	Machinery operators and drivers	28
Camden (A)	Other two methods	2	Managers	17
Camden (A)	Other two methods	2	Professionals	16
Camden (A)	Other two methods	2	Sales workers	11
Camden (A)	Other two methods	2	Technicians and trades workers	26
Camden (A)	Taxi	1	Machinery operators and drivers	7
Camden (A)	Taxi	1	Professionals	3
Camden (A)	Train	1	Clerical and administrative workers	3
Camden (A)	Train	1	Community and personal service workers	3
Camden (A)	Train	1	Labourers	19
Camden (A)	Train	1	Machinery operators and drivers	4
Camden (A)	Train	1	Managers	3
Camden (A)	Train	1	Professionals	12
Camden (A)	Train	1	Technicians and trades workers	20
Camden (A)	Train and bus	2	Clerical and administrative workers	9
Camden (A)	Train and bus	2	Community and personal service workers	9
Camden (A)	Train and bus	2	Labourers	10
Camden (A)	Train and bus	2	Machinery operators and drivers	6
Camden (A)	Train and bus	2	Managers	8
Camden (A)	Train and bus	2	Sales workers	5
Camden (A)	Train and bus	2	Technicians and trades workers	10
Camden (A)	Train and car as driver	2	Community and personal service workers	8
Camden (A)	Train and car as driver	2	Managers	6
Camden (A)	Train and car as driver	2	Professionals	10
Camden (A)	Train and car as driver	2	Sales workers	5
Camden (A)	Train and car as driver	2	Technicians and trades workers	8
Camden (A)	Train and car as passenger	2	Labourers	3
Camden (A)	Train and two other methods	3	Community and personal service workers	4
Camden (A)	Train and two other methods	3	Labourers	5
Camden (A)	Train and two other methods	3	Professionals	10
Camden (A)	Train and two other methods	3	Technicians and trades workers	3
Camden (A)	Truck	1	Clerical and administrative workers	12
Camden (A)	Truck	1	Labourers	66
Camden (A)	Truck	1	Machinery operators and drivers	139
Camden (A)	Truck	1	Managers	50
Camden (A)	Truck	1	Sales workers	8
Camden (A)	Truck	1	Technicians and trades workers	127
Camden (A)	Walked only	1		5
Camden (A)	Walked only	1	Clerical and administrative workers	41
Camden (A)	Walked only	1	Community and personal service workers	37
Camden (A)	Walked only	1	Labourers	43
Camden (A)	Walked only	1	Machinery operators and drivers	18
Camden (A)	Walked only	1	Managers	56
Camden (A)	Walked only	1	Professionals	52
Camden (A)	Walked only	1	Sales workers	39
Camden (A)	Walked only	1	Technicians and trades workers	33
