LGA_NAME16	Age	LabourForceStatus	Sex	workers
Goulburn Mulwaree (A)	20-24	Employed (full-time)	F	214
Goulburn Mulwaree (A)	20-24	Employed (full-time)	M	385
Goulburn Mulwaree (A)	20-24	Employed (part-time)	F	205
Goulburn Mulwaree (A)	20-24	Employed (part-time)	M	125
Goulburn Mulwaree (A)	25-29		F	13
Goulburn Mulwaree (A)	25-29		M	10
Goulburn Mulwaree (A)	25-29	Employed (away from work)	F	39
Goulburn Mulwaree (A)	25-29	Employed (away from work)	M	15
Goulburn Mulwaree (A)	25-29	Employed (full-time)	F	283
Goulburn Mulwaree (A)	25-29	Employed (full-time)	M	422
Goulburn Mulwaree (A)	25-29	Employed (part-time)	F	207
Goulburn Mulwaree (A)	25-29	Employed (part-time)	M	73
Goulburn Mulwaree (A)	30-34		F	3
Goulburn Mulwaree (A)	30-34		M	22
Goulburn Mulwaree (A)	30-34	Employed (away from work)	F	36
Goulburn Mulwaree (A)	30-34	Employed (away from work)	M	21
Goulburn Mulwaree (A)	30-34	Employed (full-time)	F	246
Goulburn Mulwaree (A)	30-34	Employed (full-time)	M	423
Goulburn Mulwaree (A)	30-34	Employed (part-time)	F	275
Goulburn Mulwaree (A)	30-34	Employed (part-time)	M	80
Goulburn Mulwaree (A)	35-39		F	9
Goulburn Mulwaree (A)	35-39		M	16
Goulburn Mulwaree (A)	35-39	Employed (away from work)	F	17
Goulburn Mulwaree (A)	35-39	Employed (away from work)	M	11
Goulburn Mulwaree (A)	35-39	Employed (full-time)	F	254
Goulburn Mulwaree (A)	35-39	Employed (full-time)	M	459
Goulburn Mulwaree (A)	35-39	Employed (part-time)	F	248
Goulburn Mulwaree (A)	35-39	Employed (part-time)	M	54
Goulburn Mulwaree (A)	40-44		F	11
Goulburn Mulwaree (A)	40-44		M	14
Goulburn Mulwaree (A)	40-44	Employed (away from work)	F	20
Goulburn Mulwaree (A)	40-44	Employed (away from work)	M	7
Goulburn Mulwaree (A)	40-44	Employed (full-time)	F	321
Goulburn Mulwaree (A)	40-44	Employed (full-time)	M	486
Goulburn Mulwaree (A)	40-44	Employed (part-time)	F	269
Goulburn Mulwaree (A)	40-44	Employed (part-time)	M	68
Goulburn Mulwaree (A)	45-49		F	4
Goulburn Mulwaree (A)	45-49		M	9
Goulburn Mulwaree (A)	45-49	Employed (away from work)	F	27
Goulburn Mulwaree (A)	45-49	Employed (away from work)	M	12
Goulburn Mulwaree (A)	45-49	Employed (full-time)	F	375
Goulburn Mulwaree (A)	45-49	Employed (full-time)	M	525
Goulburn Mulwaree (A)	45-49	Employed (part-time)	F	271
Goulburn Mulwaree (A)	45-49	Employed (part-time)	M	73
Goulburn Mulwaree (A)	50-54		F	10
Goulburn Mulwaree (A)	50-54		M	12
Goulburn Mulwaree (A)	50-54	Employed (away from work)	F	12
Goulburn Mulwaree (A)	50-54	Employed (away from work)	M	23
Goulburn Mulwaree (A)	50-54	Employed (full-time)	F	387
Goulburn Mulwaree (A)	50-54	Employed (full-time)	M	531
Goulburn Mulwaree (A)	50-54	Employed (part-time)	F	320
Goulburn Mulwaree (A)	50-54	Employed (part-time)	M	90
Goulburn Mulwaree (A)	55-59		F	10
Goulburn Mulwaree (A)	55-59		M	5
Goulburn Mulwaree (A)	55-59	Employed (away from work)	F	36
Goulburn Mulwaree (A)	55-59	Employed (away from work)	M	29
Goulburn Mulwaree (A)	55-59	Employed (full-time)	F	291
Goulburn Mulwaree (A)	55-59	Employed (full-time)	M	480
Goulburn Mulwaree (A)	55-59	Employed (part-time)	F	270
Goulburn Mulwaree (A)	55-59	Employed (part-time)	M	83
Goulburn Mulwaree (A)	60-64		F	3
Goulburn Mulwaree (A)	60-64		M	5
Goulburn Mulwaree (A)	60-64	Employed (away from work)	F	23
Goulburn Mulwaree (A)	60-64	Employed (away from work)	M	15
Goulburn Mulwaree (A)	60-64	Employed (full-time)	F	180
Goulburn Mulwaree (A)	60-64	Employed (full-time)	M	284
Goulburn Mulwaree (A)	60-64	Employed (part-time)	F	198
Goulburn Mulwaree (A)	60-64	Employed (part-time)	M	112
Goulburn Mulwaree (A)	65-69		M	7
Goulburn Mulwaree (A)	65-69	Employed (away from work)	F	7
Goulburn Mulwaree (A)	65-69	Employed (away from work)	M	15
Goulburn Mulwaree (A)	65-69	Employed (full-time)	F	46
Goulburn Mulwaree (A)	65-69	Employed (full-time)	M	118
Goulburn Mulwaree (A)	65-69	Employed (part-time)	F	98
Goulburn Mulwaree (A)	65-69	Employed (part-time)	M	91
Goulburn Mulwaree (A)	70-74		F	3
Goulburn Mulwaree (A)	70-74	Employed (away from work)	M	4
Goulburn Mulwaree (A)	70-74	Employed (full-time)	F	12
Goulburn Mulwaree (A)	70-74	Employed (full-time)	M	44
Goulburn Mulwaree (A)	70-74	Employed (part-time)	F	51
Goulburn Mulwaree (A)	70-74	Employed (part-time)	M	53
Goulburn Mulwaree (A)	75+		F	3
Goulburn Mulwaree (A)	75+		M	8
Goulburn Mulwaree (A)	75+	Employed (full-time)	F	9
Goulburn Mulwaree (A)	75+	Employed (full-time)	M	25
Goulburn Mulwaree (A)	75+	Employed (part-time)	F	21
Goulburn Mulwaree (A)	75+	Employed (part-time)	M	33
Greater Hume Shire (A)	15-19		F	10
Greater Hume Shire (A)	15-19		M	3
Greater Hume Shire (A)	15-19	Employed (away from work)	F	4
Greater Hume Shire (A)	15-19	Employed (full-time)	F	10
Greater Hume Shire (A)	15-19	Employed (full-time)	M	47
Greater Hume Shire (A)	15-19	Employed (part-time)	F	61
Greater Hume Shire (A)	15-19	Employed (part-time)	M	40
Greater Hume Shire (A)	20-24		F	4
Greater Hume Shire (A)	20-24		M	3
Greater Hume Shire (A)	20-24	Employed (away from work)	F	3
Greater Hume Shire (A)	20-24	Employed (away from work)	M	3
Greater Hume Shire (A)	20-24	Employed (full-time)	F	27
Greater Hume Shire (A)	20-24	Employed (full-time)	M	96
Greater Hume Shire (A)	20-24	Employed (part-time)	F	43
Greater Hume Shire (A)	20-24	Employed (part-time)	M	21
Greater Hume Shire (A)	25-29		M	6
Greater Hume Shire (A)	25-29	Employed (away from work)	F	4
Greater Hume Shire (A)	25-29	Employed (away from work)	M	3
Greater Hume Shire (A)	25-29	Employed (full-time)	F	59
Greater Hume Shire (A)	25-29	Employed (full-time)	M	106
Greater Hume Shire (A)	25-29	Employed (part-time)	F	28
Greater Hume Shire (A)	25-29	Employed (part-time)	M	19
Greater Hume Shire (A)	30-34		F	4
Greater Hume Shire (A)	30-34	Employed (away from work)	F	10
Greater Hume Shire (A)	30-34	Employed (away from work)	M	4
Greater Hume Shire (A)	30-34	Employed (full-time)	F	38
Greater Hume Shire (A)	30-34	Employed (full-time)	M	145
Greater Hume Shire (A)	30-34	Employed (part-time)	F	63
Greater Hume Shire (A)	30-34	Employed (part-time)	M	11
Greater Hume Shire (A)	35-39		M	3
Greater Hume Shire (A)	35-39	Employed (away from work)	F	5
Greater Hume Shire (A)	35-39	Employed (away from work)	M	3
Greater Hume Shire (A)	35-39	Employed (full-time)	F	43
Greater Hume Shire (A)	35-39	Employed (full-time)	M	116
Greater Hume Shire (A)	35-39	Employed (part-time)	F	64
Greater Hume Shire (A)	35-39	Employed (part-time)	M	16
Greater Hume Shire (A)	40-44	Employed (away from work)	F	9
Greater Hume Shire (A)	40-44	Employed (full-time)	F	54
Greater Hume Shire (A)	40-44	Employed (full-time)	M	135
Greater Hume Shire (A)	40-44	Employed (part-time)	F	71
Greater Hume Shire (A)	40-44	Employed (part-time)	M	14
Greater Hume Shire (A)	45-49	Employed (away from work)	F	6
Greater Hume Shire (A)	45-49	Employed (away from work)	M	4
Greater Hume Shire (A)	45-49	Employed (full-time)	F	80
Greater Hume Shire (A)	45-49	Employed (full-time)	M	161
Greater Hume Shire (A)	45-49	Employed (part-time)	F	89
Greater Hume Shire (A)	45-49	Employed (part-time)	M	25
Greater Hume Shire (A)	50-54		F	4
Greater Hume Shire (A)	50-54		M	3
Greater Hume Shire (A)	50-54	Employed (away from work)	F	8
Greater Hume Shire (A)	50-54	Employed (away from work)	M	12
Greater Hume Shire (A)	50-54	Employed (full-time)	F	81
Greater Hume Shire (A)	50-54	Employed (full-time)	M	194
Greater Hume Shire (A)	50-54	Employed (part-time)	F	95
Greater Hume Shire (A)	50-54	Employed (part-time)	M	24
Greater Hume Shire (A)	55-59		F	6
Greater Hume Shire (A)	55-59		M	3
Greater Hume Shire (A)	55-59	Employed (away from work)	F	15
Greater Hume Shire (A)	55-59	Employed (away from work)	M	14
Greater Hume Shire (A)	55-59	Employed (full-time)	F	80
Greater Hume Shire (A)	55-59	Employed (full-time)	M	174
Greater Hume Shire (A)	55-59	Employed (part-time)	F	86
Greater Hume Shire (A)	55-59	Employed (part-time)	M	36
Greater Hume Shire (A)	60-64		F	4
Greater Hume Shire (A)	60-64		M	8
Greater Hume Shire (A)	60-64	Employed (away from work)	F	3
Greater Hume Shire (A)	60-64	Employed (away from work)	M	3
Greater Hume Shire (A)	60-64	Employed (full-time)	F	55
Greater Hume Shire (A)	60-64	Employed (full-time)	M	131
Greater Hume Shire (A)	60-64	Employed (part-time)	F	74
Greater Hume Shire (A)	60-64	Employed (part-time)	M	34
Greater Hume Shire (A)	65-69		M	3
Greater Hume Shire (A)	65-69	Employed (away from work)	F	8
Greater Hume Shire (A)	65-69	Employed (away from work)	M	6
Greater Hume Shire (A)	65-69	Employed (full-time)	F	31
Greater Hume Shire (A)	65-69	Employed (full-time)	M	73
Greater Hume Shire (A)	65-69	Employed (part-time)	F	42
Greater Hume Shire (A)	65-69	Employed (part-time)	M	30
Greater Hume Shire (A)	70-74		M	3
Greater Hume Shire (A)	70-74	Employed (away from work)	F	8
Greater Hume Shire (A)	70-74	Employed (full-time)	F	12
Greater Hume Shire (A)	70-74	Employed (full-time)	M	41
Greater Hume Shire (A)	70-74	Employed (part-time)	F	20
Greater Hume Shire (A)	70-74	Employed (part-time)	M	24
Greater Hume Shire (A)	75+		F	3
Greater Hume Shire (A)	75+		M	4
Greater Hume Shire (A)	75+	Employed (away from work)	F	8
Greater Hume Shire (A)	75+	Employed (away from work)	M	8
Greater Hume Shire (A)	75+	Employed (full-time)	F	8
Greater Hume Shire (A)	75+	Employed (full-time)	M	29
Greater Hume Shire (A)	75+	Employed (part-time)	F	10
Greater Hume Shire (A)	75+	Employed (part-time)	M	26
Griffith (C)	15-19		F	13
Griffith (C)	15-19		M	16
Griffith (C)	15-19	Employed (away from work)	F	17
Griffith (C)	15-19	Employed (away from work)	M	18
Griffith (C)	15-19	Employed (full-time)	F	88
Griffith (C)	15-19	Employed (full-time)	M	199
Griffith (C)	15-19	Employed (part-time)	F	281
Griffith (C)	15-19	Employed (part-time)	M	195
Griffith (C)	20-24		F	14
Griffith (C)	20-24		M	26
Griffith (C)	20-24	Employed (away from work)	F	20
Griffith (C)	20-24	Employed (away from work)	M	8
Griffith (C)	20-24	Employed (full-time)	F	313
Griffith (C)	20-24	Employed (full-time)	M	443
Griffith (C)	20-24	Employed (part-time)	F	165
Griffith (C)	20-24	Employed (part-time)	M	105
Griffith (C)	25-29		F	14
Griffith (C)	25-29		M	12
Griffith (C)	25-29	Employed (away from work)	F	30
Griffith (C)	25-29	Employed (away from work)	M	14
Griffith (C)	25-29	Employed (full-time)	F	410
Griffith (C)	25-29	Employed (full-time)	M	582
Griffith (C)	25-29	Employed (part-time)	F	213
Griffith (C)	25-29	Employed (part-time)	M	73
Griffith (C)	30-34		F	8
Griffith (C)	30-34		M	18
Griffith (C)	30-34	Employed (away from work)	F	39
Griffith (C)	30-34	Employed (away from work)	M	11
Griffith (C)	30-34	Employed (full-time)	F	256
Griffith (C)	30-34	Employed (full-time)	M	590
Griffith (C)	30-34	Employed (part-time)	F	267
Griffith (C)	30-34	Employed (part-time)	M	60
Griffith (C)	35-39		F	7
Griffith (C)	35-39		M	13
Griffith (C)	35-39	Employed (away from work)	F	30
Griffith (C)	35-39	Employed (away from work)	M	11
Griffith (C)	35-39	Employed (full-time)	F	200
Griffith (C)	35-39	Employed (full-time)	M	539
Griffith (C)	35-39	Employed (part-time)	F	291
Griffith (C)	35-39	Employed (part-time)	M	60
Griffith (C)	40-44		F	9
Griffith (C)	40-44		M	8
Griffith (C)	40-44	Employed (away from work)	F	17
Griffith (C)	40-44	Employed (away from work)	M	17
Griffith (C)	40-44	Employed (full-time)	F	286
Griffith (C)	40-44	Employed (full-time)	M	541
Griffith (C)	40-44	Employed (part-time)	F	283
Griffith (C)	40-44	Employed (part-time)	M	51
Griffith (C)	45-49		F	13
Griffith (C)	45-49		M	10
Griffith (C)	45-49	Employed (away from work)	F	9
Griffith (C)	45-49	Employed (away from work)	M	17
Griffith (C)	45-49	Employed (full-time)	F	344
Griffith (C)	45-49	Employed (full-time)	M	564
Griffith (C)	45-49	Employed (part-time)	F	290
Griffith (C)	45-49	Employed (part-time)	M	54
Griffith (C)	50-54		F	11
Griffith (C)	50-54		M	14
Griffith (C)	50-54	Employed (away from work)	F	15
Griffith (C)	50-54	Employed (away from work)	M	13
Griffith (C)	50-54	Employed (full-time)	F	347
Griffith (C)	50-54	Employed (full-time)	M	557
Griffith (C)	50-54	Employed (part-time)	F	270
Griffith (C)	50-54	Employed (part-time)	M	74
Griffith (C)	55-59		F	8
Griffith (C)	55-59		M	19
Griffith (C)	55-59	Employed (away from work)	F	12
Griffith (C)	55-59	Employed (away from work)	M	17
Griffith (C)	55-59	Employed (full-time)	F	270
Griffith (C)	55-59	Employed (full-time)	M	520
Griffith (C)	55-59	Employed (part-time)	F	242
Griffith (C)	55-59	Employed (part-time)	M	67
Griffith (C)	60-64		F	9
Griffith (C)	60-64		M	4
Griffith (C)	60-64	Employed (away from work)	F	22
Griffith (C)	60-64	Employed (away from work)	M	12
Griffith (C)	60-64	Employed (full-time)	F	167
Griffith (C)	60-64	Employed (full-time)	M	347
Griffith (C)	60-64	Employed (part-time)	F	182
Griffith (C)	60-64	Employed (part-time)	M	83
Griffith (C)	65-69		F	6
Griffith (C)	65-69		M	7
Griffith (C)	65-69	Employed (away from work)	F	13
Griffith (C)	65-69	Employed (away from work)	M	18
Griffith (C)	65-69	Employed (full-time)	F	50
Griffith (C)	65-69	Employed (full-time)	M	139
Griffith (C)	65-69	Employed (part-time)	F	84
Griffith (C)	65-69	Employed (part-time)	M	67
Griffith (C)	70-74		F	3
Griffith (C)	70-74		M	3
Griffith (C)	70-74	Employed (away from work)	F	5
Griffith (C)	70-74	Employed (away from work)	M	6
Griffith (C)	70-74	Employed (full-time)	F	10
Griffith (C)	70-74	Employed (full-time)	M	49
Griffith (C)	70-74	Employed (part-time)	F	39
Griffith (C)	70-74	Employed (part-time)	M	50
Griffith (C)	75+		F	4
Griffith (C)	75+		M	8
Griffith (C)	75+	Employed (full-time)	F	4
Griffith (C)	75+	Employed (full-time)	M	19
Griffith (C)	75+	Employed (part-time)	F	21
Griffith (C)	75+	Employed (part-time)	M	33
Gundagai (A)	15-19		F	7
Gundagai (A)	15-19	Employed (away from work)	F	7
Gundagai (A)	15-19	Employed (away from work)	M	4
Gundagai (A)	15-19	Employed (full-time)	F	27
Gundagai (A)	15-19	Employed (full-time)	M	55
Gundagai (A)	15-19	Employed (part-time)	F	93
Gundagai (A)	15-19	Employed (part-time)	M	45
Gundagai (A)	20-24		F	4
Gundagai (A)	20-24		M	11
Gundagai (A)	20-24	Employed (away from work)	F	7
Gundagai (A)	20-24	Employed (away from work)	M	3
Gundagai (A)	20-24	Employed (full-time)	F	74
Gundagai (A)	20-24	Employed (full-time)	M	118
Gundagai (A)	20-24	Employed (part-time)	F	64
Gundagai (A)	20-24	Employed (part-time)	M	36
Gundagai (A)	25-29		F	4
Gundagai (A)	25-29		M	5
Gundagai (A)	25-29	Employed (away from work)	F	9
Gundagai (A)	25-29	Employed (away from work)	M	3
Gundagai (A)	25-29	Employed (full-time)	F	81
Gundagai (A)	25-29	Employed (full-time)	M	127
Gundagai (A)	25-29	Employed (part-time)	F	52
Gundagai (A)	25-29	Employed (part-time)	M	22
Gundagai (A)	30-34		F	4
Gundagai (A)	30-34		M	9
Gundagai (A)	30-34	Employed (away from work)	F	10
Gundagai (A)	30-34	Employed (full-time)	F	72
Gundagai (A)	30-34	Employed (full-time)	M	140
Gundagai (A)	30-34	Employed (part-time)	F	77
Gundagai (A)	30-34	Employed (part-time)	M	30
Gundagai (A)	35-39		F	3
Gundagai (A)	35-39		M	3
Gundagai (A)	35-39	Employed (away from work)	F	6
Gundagai (A)	35-39	Employed (away from work)	M	9
Gundagai (A)	35-39	Employed (full-time)	F	70
Gundagai (A)	35-39	Employed (full-time)	M	148
Gundagai (A)	35-39	Employed (part-time)	F	109
Gundagai (A)	35-39	Employed (part-time)	M	30
Gundagai (A)	40-44		F	4
Gundagai (A)	40-44		M	4
Gundagai (A)	40-44	Employed (away from work)	F	12
Gundagai (A)	40-44	Employed (away from work)	M	7
Gundagai (A)	40-44	Employed (full-time)	F	98
Gundagai (A)	40-44	Employed (full-time)	M	151
Gundagai (A)	40-44	Employed (part-time)	F	102
Gundagai (A)	40-44	Employed (part-time)	M	40
Gundagai (A)	45-49		F	3
Gundagai (A)	45-49		M	5
Gundagai (A)	45-49	Employed (away from work)	F	4
Gundagai (A)	45-49	Employed (away from work)	M	3
Gundagai (A)	45-49	Employed (full-time)	F	116
Gundagai (A)	45-49	Employed (full-time)	M	185
Gundagai (A)	45-49	Employed (part-time)	F	98
Gundagai (A)	45-49	Employed (part-time)	M	28
Gundagai (A)	50-54		M	6
Gundagai (A)	50-54	Employed (away from work)	F	11
Gundagai (A)	50-54	Employed (away from work)	M	7
Gundagai (A)	50-54	Employed (full-time)	F	124
Gundagai (A)	50-54	Employed (full-time)	M	205
Gundagai (A)	50-54	Employed (part-time)	F	111
Gundagai (A)	50-54	Employed (part-time)	M	43
Gundagai (A)	55-59		F	3
Gundagai (A)	55-59	Employed (away from work)	F	11
Gundagai (A)	55-59	Employed (away from work)	M	8
Gundagai (A)	55-59	Employed (full-time)	F	108
Gundagai (A)	55-59	Employed (full-time)	M	204
Gundagai (A)	55-59	Employed (part-time)	F	115
Gundagai (A)	55-59	Employed (part-time)	M	39
Gundagai (A)	60-64		F	3
Gundagai (A)	60-64		M	10
Gundagai (A)	60-64	Employed (away from work)	F	13
Gundagai (A)	60-64	Employed (away from work)	M	4
Gundagai (A)	60-64	Employed (full-time)	F	66
Gundagai (A)	60-64	Employed (full-time)	M	148
Gundagai (A)	60-64	Employed (part-time)	F	87
Gundagai (A)	60-64	Employed (part-time)	M	43
Gundagai (A)	65-69		F	6
Gundagai (A)	65-69		M	5
Gundagai (A)	65-69	Employed (away from work)	F	4
Gundagai (A)	65-69	Employed (full-time)	F	25
Gundagai (A)	65-69	Employed (full-time)	M	56
Gundagai (A)	65-69	Employed (part-time)	F	42
Gundagai (A)	65-69	Employed (part-time)	M	39
Gundagai (A)	70-74		F	3
Gundagai (A)	70-74		M	4
Gundagai (A)	70-74	Employed (away from work)	F	3
Gundagai (A)	70-74	Employed (away from work)	M	3
Gundagai (A)	70-74	Employed (full-time)	F	4
Gundagai (A)	70-74	Employed (full-time)	M	30
Gundagai (A)	70-74	Employed (part-time)	F	17
Gundagai (A)	70-74	Employed (part-time)	M	23
Gundagai (A)	75+		F	3
Gundagai (A)	75+		M	4
Gundagai (A)	75+	Employed (full-time)	F	4
Gundagai (A)	75+	Employed (full-time)	M	29
Gundagai (A)	75+	Employed (part-time)	F	13
Gundagai (A)	75+	Employed (part-time)	M	24
Gunnedah (A)	15-19		F	3
Gunnedah (A)	15-19		M	5
Gunnedah (A)	15-19	Employed (away from work)	F	5
Gunnedah (A)	15-19	Employed (away from work)	M	4
Gunnedah (A)	15-19	Employed (full-time)	F	25
Gunnedah (A)	15-19	Employed (full-time)	M	78
Gunnedah (A)	15-19	Employed (part-time)	F	117
Gunnedah (A)	15-19	Employed (part-time)	M	81
Gunnedah (A)	20-24		F	4
Gunnedah (A)	20-24		M	11
Gunnedah (A)	20-24	Employed (away from work)	F	14
Gunnedah (A)	20-24	Employed (away from work)	M	3
Gunnedah (A)	20-24	Employed (full-time)	F	87
Gunnedah (A)	20-24	Employed (full-time)	M	164
Gunnedah (A)	20-24	Employed (part-time)	F	95
Gunnedah (A)	20-24	Employed (part-time)	M	35
Gunnedah (A)	25-29		M	4
Gunnedah (A)	25-29	Employed (away from work)	F	18
Gunnedah (A)	25-29	Employed (away from work)	M	3
Gunnedah (A)	25-29	Employed (full-time)	F	126
Gunnedah (A)	25-29	Employed (full-time)	M	204
Gunnedah (A)	25-29	Employed (part-time)	F	76
Gunnedah (A)	25-29	Employed (part-time)	M	17
Gunnedah (A)	30-34		F	8
Gunnedah (A)	30-34		M	7
Gunnedah (A)	30-34	Employed (away from work)	F	9
Gunnedah (A)	30-34	Employed (away from work)	M	4
Gunnedah (A)	30-34	Employed (full-time)	F	91
Gunnedah (A)	30-34	Employed (full-time)	M	186
Gunnedah (A)	30-34	Employed (part-time)	F	125
Gunnedah (A)	30-34	Employed (part-time)	M	26
Gunnedah (A)	35-39		F	4
Gunnedah (A)	35-39		M	6
Gunnedah (A)	35-39	Employed (away from work)	F	13
Gunnedah (A)	35-39	Employed (away from work)	M	5
Gunnedah (A)	35-39	Employed (full-time)	F	111
Gunnedah (A)	35-39	Employed (full-time)	M	206
Gunnedah (A)	35-39	Employed (part-time)	F	109
Gunnedah (A)	35-39	Employed (part-time)	M	15
Gunnedah (A)	40-44		F	3
Gunnedah (A)	40-44		M	3
Gunnedah (A)	40-44	Employed (away from work)	F	3
Gunnedah (A)	40-44	Employed (away from work)	M	5
Gunnedah (A)	40-44	Employed (full-time)	F	113
Gunnedah (A)	40-44	Employed (full-time)	M	202
Gunnedah (A)	40-44	Employed (part-time)	F	109
Gunnedah (A)	40-44	Employed (part-time)	M	21
Gunnedah (A)	45-49		F	5
Gunnedah (A)	45-49		M	8
Gunnedah (A)	45-49	Employed (away from work)	F	7
Gunnedah (A)	45-49	Employed (full-time)	F	122
Gunnedah (A)	45-49	Employed (full-time)	M	181
Gunnedah (A)	45-49	Employed (part-time)	F	128
Gunnedah (A)	45-49	Employed (part-time)	M	26
Gunnedah (A)	50-54		F	4
Gunnedah (A)	50-54		M	3
Gunnedah (A)	50-54	Employed (away from work)	F	8
Gunnedah (A)	50-54	Employed (away from work)	M	3
Gunnedah (A)	50-54	Employed (full-time)	F	126
Gunnedah (A)	50-54	Employed (full-time)	M	218
Gunnedah (A)	50-54	Employed (part-time)	F	99
Gunnedah (A)	50-54	Employed (part-time)	M	34
Gunnedah (A)	55-59		F	8
Gunnedah (A)	55-59		M	13
Gunnedah (A)	55-59	Employed (away from work)	F	7
Gunnedah (A)	55-59	Employed (away from work)	M	4
Gunnedah (A)	55-59	Employed (full-time)	F	131
Gunnedah (A)	55-59	Employed (full-time)	M	248
Gunnedah (A)	55-59	Employed (part-time)	F	104
Gunnedah (A)	55-59	Employed (part-time)	M	38
Gunnedah (A)	60-64		M	4
Gunnedah (A)	60-64	Employed (away from work)	F	8
Gunnedah (A)	60-64	Employed (away from work)	M	7
Gunnedah (A)	60-64	Employed (full-time)	F	82
Gunnedah (A)	60-64	Employed (full-time)	M	185
Gunnedah (A)	60-64	Employed (part-time)	F	85
Gunnedah (A)	60-64	Employed (part-time)	M	46
Gunnedah (A)	65-69	Employed (away from work)	F	3
Gunnedah (A)	65-69	Employed (away from work)	M	5
Gunnedah (A)	65-69	Employed (full-time)	F	29
Gunnedah (A)	65-69	Employed (full-time)	M	70
Gunnedah (A)	65-69	Employed (part-time)	F	45
Gunnedah (A)	65-69	Employed (part-time)	M	41
Gunnedah (A)	70-74		M	5
Gunnedah (A)	70-74	Employed (away from work)	F	4
Gunnedah (A)	70-74	Employed (full-time)	F	8
Gunnedah (A)	70-74	Employed (full-time)	M	27
Gunnedah (A)	70-74	Employed (part-time)	F	18
Gunnedah (A)	70-74	Employed (part-time)	M	22
Gunnedah (A)	75+		F	4
Gunnedah (A)	75+		M	7
Gunnedah (A)	75+	Employed (full-time)	F	9
Gunnedah (A)	75+	Employed (full-time)	M	24
Gunnedah (A)	75+	Employed (part-time)	F	11
Gunnedah (A)	75+	Employed (part-time)	M	14
Gwydir (A)	15-19		M	3
Gwydir (A)	15-19	Employed (away from work)	F	4
Gwydir (A)	15-19	Employed (full-time)	F	9
Gwydir (A)	15-19	Employed (full-time)	M	17
Gwydir (A)	15-19	Employed (part-time)	F	22
Gwydir (A)	15-19	Employed (part-time)	M	16
Gwydir (A)	20-24		F	3
Gwydir (A)	20-24	Employed (away from work)	F	3
Gwydir (A)	20-24	Employed (away from work)	M	3
Gwydir (A)	20-24	Employed (full-time)	F	21
Gwydir (A)	20-24	Employed (full-time)	M	53
Gwydir (A)	20-24	Employed (part-time)	F	20
Gwydir (A)	20-24	Employed (part-time)	M	5
Gwydir (A)	25-29	Employed (away from work)	M	3
Gwydir (A)	25-29	Employed (full-time)	F	19
Gwydir (A)	25-29	Employed (full-time)	M	70
Gwydir (A)	25-29	Employed (part-time)	F	36
Gwydir (A)	25-29	Employed (part-time)	M	12
Gwydir (A)	30-34	Employed (away from work)	F	4
Gwydir (A)	30-34	Employed (full-time)	F	12
Gwydir (A)	30-34	Employed (full-time)	M	64
Gwydir (A)	30-34	Employed (part-time)	F	41
Gwydir (A)	30-34	Employed (part-time)	M	4
Gwydir (A)	35-39		F	6
Gwydir (A)	35-39	Employed (full-time)	F	27
Gwydir (A)	35-39	Employed (full-time)	M	69
Gwydir (A)	35-39	Employed (part-time)	F	27
Gwydir (A)	35-39	Employed (part-time)	M	11
Gwydir (A)	40-44		M	3
Gwydir (A)	40-44	Employed (away from work)	F	3
Gwydir (A)	40-44	Employed (away from work)	M	3
Gwydir (A)	40-44	Employed (full-time)	F	32
Gwydir (A)	40-44	Employed (full-time)	M	78
Gwydir (A)	40-44	Employed (part-time)	F	41
Gwydir (A)	40-44	Employed (part-time)	M	7
Gwydir (A)	45-49	Employed (away from work)	F	3
Gwydir (A)	45-49	Employed (full-time)	F	57
Gwydir (A)	45-49	Employed (full-time)	M	100
Gwydir (A)	45-49	Employed (part-time)	F	42
Gwydir (A)	45-49	Employed (part-time)	M	12
Gwydir (A)	50-54		M	3
Gwydir (A)	50-54	Employed (away from work)	F	4
Gwydir (A)	50-54	Employed (away from work)	M	5
Gwydir (A)	50-54	Employed (full-time)	F	68
Gwydir (A)	50-54	Employed (full-time)	M	114
Gwydir (A)	50-54	Employed (part-time)	F	40
Gwydir (A)	50-54	Employed (part-time)	M	15
Gwydir (A)	55-59		M	3
Gwydir (A)	55-59	Employed (away from work)	F	3
Gwydir (A)	55-59	Employed (away from work)	M	4
Gwydir (A)	55-59	Employed (full-time)	F	44
Gwydir (A)	55-59	Employed (full-time)	M	93
Gwydir (A)	55-59	Employed (part-time)	F	33
Gwydir (A)	55-59	Employed (part-time)	M	13
Gwydir (A)	60-64	Employed (away from work)	F	3
Gwydir (A)	60-64	Employed (away from work)	M	9
Gwydir (A)	60-64	Employed (full-time)	F	32
Gwydir (A)	60-64	Employed (full-time)	M	67
Gwydir (A)	60-64	Employed (part-time)	F	31
Gwydir (A)	60-64	Employed (part-time)	M	15
Gwydir (A)	65-69		F	3
Gwydir (A)	65-69		M	3
Gwydir (A)	65-69	Employed (away from work)	M	4
Gwydir (A)	65-69	Employed (full-time)	F	24
Gwydir (A)	65-69	Employed (full-time)	M	36
Gwydir (A)	65-69	Employed (part-time)	F	13
Gwydir (A)	65-69	Employed (part-time)	M	23
Gwydir (A)	70-74	Employed (full-time)	F	11
Gwydir (A)	70-74	Employed (full-time)	M	30
Gwydir (A)	70-74	Employed (part-time)	F	14
Gwydir (A)	70-74	Employed (part-time)	M	10
