LGA_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Cessnock (C)	45-54	Walked only	1	F	46
Cessnock (C)	45-54	Walked only	1	M	45
Cessnock (C)	45-54	Worked at home		F	118
Cessnock (C)	45-54	Worked at home		M	79
Cessnock (C)	55-64	Car as driver	1	F	828
Cessnock (C)	55-64	Car as driver	1	M	798
Cessnock (C)	55-64	Car as passenger	1	F	50
Cessnock (C)	55-64	Car as passenger	1	M	22
Cessnock (C)	55-64	Did not go to work		F	216
Cessnock (C)	55-64	Did not go to work		M	109
Cessnock (C)	55-64	Method of travel not stated		F	4
Cessnock (C)	55-64	Method of travel not stated		M	16
Cessnock (C)	55-64	Motorbike scooter	1	M	4
Cessnock (C)	55-64	(Other)	1	F	6
Cessnock (C)	55-64	(Other)	1	M	5
Cessnock (C)	55-64	Other two methods	2	F	3
Cessnock (C)	55-64	Other two methods	2	M	8
Cessnock (C)	55-64	Taxi	1	F	3
Cessnock (C)	55-64	Taxi	1	M	3
Cessnock (C)	55-64	Train and car as driver	2	M	3
Cessnock (C)	55-64	Truck	1	M	46
Cessnock (C)	55-64	Walked only	1	F	42
Cessnock (C)	55-64	Walked only	1	M	35
Cessnock (C)	55-64	Worked at home		F	110
Cessnock (C)	55-64	Worked at home		M	84
Cessnock (C)	65-74	Car as driver	1	F	110
Cessnock (C)	65-74	Car as driver	1	M	161
Cessnock (C)	65-74	Car as passenger	1	F	9
Cessnock (C)	65-74	Car as passenger	1	M	3
Cessnock (C)	65-74	Did not go to work		F	37
Cessnock (C)	65-74	Did not go to work		M	29
Cessnock (C)	65-74	Method of travel not stated		F	3
Cessnock (C)	65-74	Method of travel not stated		M	3
Cessnock (C)	65-74	(Other)	1	F	3
Cessnock (C)	65-74	(Other)	1	M	6
Cessnock (C)	65-74	Other two methods	2	M	3
Cessnock (C)	65-74	Truck	1	M	8
Cessnock (C)	65-74	Walked only	1	F	18
Cessnock (C)	65-74	Walked only	1	M	26
Cessnock (C)	65-74	Worked at home		F	57
Cessnock (C)	65-74	Worked at home		M	58
Cessnock (C)	75+	Car as driver	1	F	3
Cessnock (C)	75+	Car as driver	1	M	21
Cessnock (C)	75+	Did not go to work		F	4
Cessnock (C)	75+	Did not go to work		M	6
Cessnock (C)	75+	Method of travel not stated		F	3
Cessnock (C)	75+	Method of travel not stated		M	4
Cessnock (C)	75+	Walked only	1	F	8
Cessnock (C)	75+	Walked only	1	M	7
Cessnock (C)	75+	Worked at home		F	10
Cessnock (C)	75+	Worked at home		M	18
Clarence Valley (A)	15-24	Bicycle	1	F	8
Clarence Valley (A)	15-24	Bicycle	1	M	11
Clarence Valley (A)	15-24	Bus	1	F	5
Clarence Valley (A)	15-24	Bus	1	M	3
Clarence Valley (A)	15-24	Bus and car as passenger	2	F	3
Clarence Valley (A)	15-24	Car as driver	1	F	574
Clarence Valley (A)	15-24	Car as driver	1	M	648
Clarence Valley (A)	15-24	Car as passenger	1	F	156
Clarence Valley (A)	15-24	Car as passenger	1	M	171
Clarence Valley (A)	15-24	Did not go to work		F	221
Clarence Valley (A)	15-24	Did not go to work		M	145
Clarence Valley (A)	15-24	Method of travel not stated		F	17
Clarence Valley (A)	15-24	Method of travel not stated		M	22
Clarence Valley (A)	15-24	Motorbike scooter	1	M	10
Clarence Valley (A)	15-24	(Other)	1	M	9
Clarence Valley (A)	15-24	Other two methods	2	F	7
Clarence Valley (A)	15-24	Other two methods	2	M	15
Clarence Valley (A)	15-24	Taxi	1	F	3
Clarence Valley (A)	15-24	Truck	1	M	8
Clarence Valley (A)	15-24	Walked only	1	F	45
Clarence Valley (A)	15-24	Walked only	1	M	47
Clarence Valley (A)	15-24	Worked at home		F	10
Clarence Valley (A)	15-24	Worked at home		M	5
Clarence Valley (A)	25-34	Bicycle	1	F	5
Clarence Valley (A)	25-34	Bicycle	1	M	17
Clarence Valley (A)	25-34	Bus	1	F	7
Clarence Valley (A)	25-34	Bus	1	M	5
Clarence Valley (A)	25-34	Car as driver	1	F	769
Clarence Valley (A)	25-34	Car as driver	1	M	915
Clarence Valley (A)	25-34	Car as passenger	1	F	51
Clarence Valley (A)	25-34	Car as passenger	1	M	75
Clarence Valley (A)	25-34	Did not go to work		F	182
Clarence Valley (A)	25-34	Did not go to work		M	83
Clarence Valley (A)	25-34	Method of travel not stated		F	9
Clarence Valley (A)	25-34	Method of travel not stated		M	8
Clarence Valley (A)	25-34	Motorbike scooter	1	M	7
Clarence Valley (A)	25-34	(Other)	1	F	3
Clarence Valley (A)	25-34	(Other)	1	M	5
Clarence Valley (A)	25-34	Other two methods	2	F	6
Clarence Valley (A)	25-34	Other two methods	2	M	12
Clarence Valley (A)	25-34	Truck	1	M	20
Clarence Valley (A)	25-34	Walked only	1	F	41
Clarence Valley (A)	25-34	Walked only	1	M	54
Clarence Valley (A)	25-34	Worked at home		F	37
Clarence Valley (A)	25-34	Worked at home		M	18
Clarence Valley (A)	35-44	Bicycle	1	F	11
Clarence Valley (A)	35-44	Bicycle	1	M	20
Clarence Valley (A)	35-44	Bus	1	F	5
Clarence Valley (A)	35-44	Bus	1	M	3
Clarence Valley (A)	35-44	Car as driver	1	F	1194
Clarence Valley (A)	35-44	Car as driver	1	M	1186
Clarence Valley (A)	35-44	Car as passenger	1	F	65
Clarence Valley (A)	35-44	Car as passenger	1	M	43
Clarence Valley (A)	35-44	Did not go to work		F	178
Clarence Valley (A)	35-44	Did not go to work		M	86
Clarence Valley (A)	35-44	Method of travel not stated		F	13
Clarence Valley (A)	35-44	Method of travel not stated		M	10
Clarence Valley (A)	35-44	Motorbike scooter	1	M	12
Clarence Valley (A)	35-44	(Other)	1	F	8
Clarence Valley (A)	35-44	(Other)	1	M	9
Clarence Valley (A)	35-44	Other three methods	3	M	3
Clarence Valley (A)	35-44	Other two methods	2	F	10
Clarence Valley (A)	35-44	Other two methods	2	M	8
Clarence Valley (A)	35-44	Taxi	1	F	3
Clarence Valley (A)	35-44	Taxi	1	M	5
Clarence Valley (A)	35-44	Truck	1	M	38
Clarence Valley (A)	35-44	Walked only	1	F	50
Clarence Valley (A)	35-44	Walked only	1	M	61
Clarence Valley (A)	35-44	Worked at home		F	104
Clarence Valley (A)	35-44	Worked at home		M	58
Clarence Valley (A)	45-54	Bicycle	1	F	18
Clarence Valley (A)	45-54	Bicycle	1	M	37
Clarence Valley (A)	45-54	Bus	1	F	3
Clarence Valley (A)	45-54	Bus	1	M	4
Clarence Valley (A)	45-54	Bus and car as passenger	2	F	4
Clarence Valley (A)	45-54	Car as driver	1	F	1530
Clarence Valley (A)	45-54	Car as driver	1	M	1376
Clarence Valley (A)	45-54	Car as passenger	1	F	88
Clarence Valley (A)	45-54	Car as passenger	1	M	41
Clarence Valley (A)	45-54	Did not go to work		F	213
Clarence Valley (A)	45-54	Did not go to work		M	112
Clarence Valley (A)	45-54	Method of travel not stated		F	20
Clarence Valley (A)	45-54	Method of travel not stated		M	18
Clarence Valley (A)	45-54	Motorbike scooter	1	M	25
Clarence Valley (A)	45-54	(Other)	1	F	8
Clarence Valley (A)	45-54	(Other)	1	M	18
Clarence Valley (A)	45-54	Other two methods	2	F	6
Clarence Valley (A)	45-54	Other two methods	2	M	14
Clarence Valley (A)	45-54	Taxi	1	M	4
Clarence Valley (A)	45-54	Truck	1	M	38
Clarence Valley (A)	45-54	Walked only	1	F	98
Clarence Valley (A)	45-54	Walked only	1	M	83
Clarence Valley (A)	45-54	Worked at home		F	155
Clarence Valley (A)	45-54	Worked at home		M	94
Clarence Valley (A)	55-64	Bicycle	1	F	14
Clarence Valley (A)	55-64	Bicycle	1	M	26
Clarence Valley (A)	55-64	Bus	1	F	4
Clarence Valley (A)	55-64	Bus	1	M	6
Clarence Valley (A)	55-64	Car as driver	1	F	1156
Clarence Valley (A)	55-64	Car as driver	1	M	1135
Clarence Valley (A)	55-64	Car as passenger	1	F	82
Clarence Valley (A)	55-64	Car as passenger	1	M	32
Clarence Valley (A)	55-64	Did not go to work		F	287
Clarence Valley (A)	55-64	Did not go to work		M	169
Clarence Valley (A)	55-64	Method of travel not stated		F	14
Clarence Valley (A)	55-64	Method of travel not stated		M	32
Clarence Valley (A)	55-64	Motorbike scooter	1	F	4
Clarence Valley (A)	55-64	Motorbike scooter	1	M	15
Clarence Valley (A)	55-64	(Other)	1	F	14
Clarence Valley (A)	55-64	(Other)	1	M	17
Clarence Valley (A)	55-64	Other two methods	2	F	8
Clarence Valley (A)	55-64	Other two methods	2	M	11
Clarence Valley (A)	55-64	Truck	1	F	4
Clarence Valley (A)	55-64	Truck	1	M	65
Clarence Valley (A)	55-64	Walked only	1	F	107
Clarence Valley (A)	55-64	Walked only	1	M	102
Clarence Valley (A)	55-64	Worked at home		F	179
Clarence Valley (A)	55-64	Worked at home		M	157
Clarence Valley (A)	65-74	Bicycle	1	M	6
Clarence Valley (A)	65-74	Bus	1	F	5
Clarence Valley (A)	65-74	Car as driver	1	F	156
Clarence Valley (A)	65-74	Car as driver	1	M	242
Clarence Valley (A)	65-74	Car as passenger	1	F	21
Clarence Valley (A)	65-74	Car as passenger	1	M	10
Clarence Valley (A)	65-74	Did not go to work		F	54
Clarence Valley (A)	65-74	Did not go to work		M	52
Clarence Valley (A)	65-74	Method of travel not stated		F	10
Clarence Valley (A)	65-74	Method of travel not stated		M	14
Clarence Valley (A)	65-74	(Other)	1	F	4
Clarence Valley (A)	65-74	(Other)	1	M	8
Clarence Valley (A)	65-74	Other two methods	2	M	10
Clarence Valley (A)	65-74	Truck	1	M	20
Clarence Valley (A)	65-74	Walked only	1	F	17
Clarence Valley (A)	65-74	Walked only	1	M	44
Clarence Valley (A)	65-74	Worked at home		F	67
Clarence Valley (A)	65-74	Worked at home		M	95
Clarence Valley (A)	75+	Car as driver	1	F	19
Clarence Valley (A)	75+	Car as driver	1	M	40
Clarence Valley (A)	75+	Car as passenger	1	F	6
Clarence Valley (A)	75+	Car as passenger	1	M	6
Clarence Valley (A)	75+	Did not go to work		F	4
Clarence Valley (A)	75+	Did not go to work		M	10
Clarence Valley (A)	75+	Method of travel not stated		F	5
Clarence Valley (A)	75+	Method of travel not stated		M	10
Clarence Valley (A)	75+	(Other)	1	M	4
Clarence Valley (A)	75+	Truck	1	M	14
Clarence Valley (A)	75+	Walked only	1	M	9
Clarence Valley (A)	75+	Worked at home		F	23
Clarence Valley (A)	75+	Worked at home		M	43
Cobar (A)	15-24	Bus	1	M	3
Cobar (A)	15-24	Car as driver	1	F	62
Cobar (A)	15-24	Car as driver	1	M	85
Cobar (A)	15-24	Car as passenger	1	F	19
Cobar (A)	15-24	Car as passenger	1	M	18
Cobar (A)	15-24	Did not go to work		F	13
Cobar (A)	15-24	Did not go to work		M	24
Cobar (A)	15-24	Method of travel not stated		F	3
Cobar (A)	15-24	(Other)	1	F	3
Cobar (A)	15-24	Walked only	1	F	16
Cobar (A)	15-24	Walked only	1	M	3
Cobar (A)	15-24	Worked at home		F	4
Cobar (A)	25-34	Bus	1	M	3
Cobar (A)	25-34	Car as driver	1	F	162
Cobar (A)	25-34	Car as driver	1	M	219
Cobar (A)	25-34	Car as passenger	1	F	7
Cobar (A)	25-34	Car as passenger	1	M	25
Cobar (A)	25-34	Did not go to work		F	35
Cobar (A)	25-34	Did not go to work		M	54
Cobar (A)	25-34	Method of travel not stated		F	3
Cobar (A)	25-34	Method of travel not stated		M	3
Cobar (A)	25-34	Motorbike scooter	1	M	6
Cobar (A)	25-34	(Other)	1	F	3
Cobar (A)	25-34	(Other)	1	M	4
Cobar (A)	25-34	Other two methods	2	M	6
Cobar (A)	25-34	Train	1	M	4
Cobar (A)	25-34	Train and two other methods	3	M	3
Cobar (A)	25-34	Truck	1	M	3
Cobar (A)	25-34	Walked only	1	F	13
Cobar (A)	25-34	Walked only	1	M	13
Cobar (A)	25-34	Worked at home		F	18
Cobar (A)	25-34	Worked at home		M	3
Cobar (A)	35-44	Bicycle	1	F	3
Cobar (A)	35-44	Bicycle	1	M	3
Cobar (A)	35-44	Bus	1	M	4
Cobar (A)	35-44	Car as driver	1	F	109
Cobar (A)	35-44	Car as driver	1	M	201
Cobar (A)	35-44	Car as passenger	1	F	10
Cobar (A)	35-44	Car as passenger	1	M	14
Cobar (A)	35-44	Did not go to work		F	21
Cobar (A)	35-44	Did not go to work		M	34
Cobar (A)	35-44	Method of travel not stated		F	3
Cobar (A)	35-44	Method of travel not stated		M	7
Cobar (A)	35-44	Motorbike scooter	1	M	3
Cobar (A)	35-44	(Other)	1	F	3
Cobar (A)	35-44	(Other)	1	M	5
Cobar (A)	35-44	Other two methods	2	M	7
Cobar (A)	35-44	Truck	1	M	4
Cobar (A)	35-44	Walked only	1	F	14
Cobar (A)	35-44	Walked only	1	M	19
Cobar (A)	35-44	Worked at home		F	11
Cobar (A)	35-44	Worked at home		M	13
Cobar (A)	45-54	Bicycle	1	M	3
Cobar (A)	45-54	Car as driver	1	F	109
Cobar (A)	45-54	Car as driver	1	M	181
Cobar (A)	45-54	Car as passenger	1	F	10
Cobar (A)	45-54	Car as passenger	1	M	13
Cobar (A)	45-54	Did not go to work		F	23
Cobar (A)	45-54	Did not go to work		M	33
Cobar (A)	45-54	Method of travel not stated		F	3
Cobar (A)	45-54	Method of travel not stated		M	4
Cobar (A)	45-54	Motorbike scooter	1	M	6
Cobar (A)	45-54	(Other)	1	F	3
Cobar (A)	45-54	(Other)	1	M	9
Cobar (A)	45-54	Other three methods	3	M	3
Cobar (A)	45-54	Other two methods	2	M	5
Cobar (A)	45-54	Truck	1	M	5
Cobar (A)	45-54	Walked only	1	F	11
Cobar (A)	45-54	Walked only	1	M	19
Cobar (A)	45-54	Worked at home		F	14
Cobar (A)	45-54	Worked at home		M	11
Cobar (A)	55-64	Bicycle	1	M	5
Cobar (A)	55-64	Bus	1	M	3
Cobar (A)	55-64	Car as driver	1	F	77
Cobar (A)	55-64	Car as driver	1	M	137
Cobar (A)	55-64	Car as passenger	1	F	3
Cobar (A)	55-64	Car as passenger	1	M	5
Cobar (A)	55-64	Did not go to work		F	15
Cobar (A)	55-64	Did not go to work		M	35
Cobar (A)	55-64	Method of travel not stated		F	4
Cobar (A)	55-64	Method of travel not stated		M	3
Cobar (A)	55-64	Motorbike scooter	1	M	6
Cobar (A)	55-64	(Other)	1	F	5
Cobar (A)	55-64	(Other)	1	M	3
Cobar (A)	55-64	Truck	1	M	7
Cobar (A)	55-64	Walked only	1	F	14
Cobar (A)	55-64	Walked only	1	M	17
Cobar (A)	55-64	Worked at home		F	11
Cobar (A)	55-64	Worked at home		M	17
Cobar (A)	65-74	Car as driver	1	F	10
Cobar (A)	65-74	Car as driver	1	M	26
Cobar (A)	65-74	Car as passenger	1	F	3
Cobar (A)	65-74	Did not go to work		F	5
Cobar (A)	65-74	Did not go to work		M	5
Cobar (A)	65-74	Motorbike scooter	1	M	3
Cobar (A)	65-74	Truck	1	M	4
Cobar (A)	65-74	Walked only	1	F	3
Cobar (A)	65-74	Walked only	1	M	5
Cobar (A)	65-74	Worked at home		F	7
Cobar (A)	65-74	Worked at home		M	9
Cobar (A)	75+	Car as driver	1	M	4
Cobar (A)	75+	Method of travel not stated		F	3
Cobar (A)	75+	Motorbike scooter	1	M	4
Cobar (A)	75+	Worked at home		F	3
Cobar (A)	75+	Worked at home		M	3
Coffs Harbour (C)	15-24	Bicycle	1	F	4
Coffs Harbour (C)	15-24	Bicycle	1	M	35
Coffs Harbour (C)	15-24	Bus	1	F	27
Coffs Harbour (C)	15-24	Bus	1	M	21
Coffs Harbour (C)	15-24	Bus and car as passenger	2	F	5
Coffs Harbour (C)	15-24	Bus and car as passenger	2	M	10
Coffs Harbour (C)	15-24	Car as driver	1	F	1251
Coffs Harbour (C)	15-24	Car as driver	1	M	1198
Coffs Harbour (C)	15-24	Car as passenger	1	F	394
Coffs Harbour (C)	15-24	Car as passenger	1	M	340
Coffs Harbour (C)	15-24	Did not go to work		F	363
Coffs Harbour (C)	15-24	Did not go to work		M	276
Coffs Harbour (C)	15-24	Method of travel not stated		F	38
Coffs Harbour (C)	15-24	Method of travel not stated		M	38
Coffs Harbour (C)	15-24	Motorbike scooter	1	F	3
Coffs Harbour (C)	15-24	Motorbike scooter	1	M	29
Coffs Harbour (C)	15-24	(Other)	1	F	4
Coffs Harbour (C)	15-24	(Other)	1	M	4
Coffs Harbour (C)	15-24	Other three methods	3	M	3
Coffs Harbour (C)	15-24	Other two methods	2	F	9
Coffs Harbour (C)	15-24	Other two methods	2	M	24
Coffs Harbour (C)	15-24	Taxi	1	F	3
Coffs Harbour (C)	15-24	Truck	1	M	7
Coffs Harbour (C)	15-24	Walked only	1	F	81
Coffs Harbour (C)	15-24	Walked only	1	M	72
Coffs Harbour (C)	15-24	Worked at home		F	24
Coffs Harbour (C)	15-24	Worked at home		M	10
Coffs Harbour (C)	25-34	Bicycle	1	F	8
Coffs Harbour (C)	25-34	Bicycle	1	M	31
Coffs Harbour (C)	25-34	Bus	1	F	6
Coffs Harbour (C)	25-34	Bus	1	M	3
Coffs Harbour (C)	25-34	Bus and car as driver	2	M	3
Coffs Harbour (C)	25-34	Bus and car as passenger	2	M	3
Coffs Harbour (C)	25-34	Car as driver	1	F	1766
Coffs Harbour (C)	25-34	Car as driver	1	M	1935
Coffs Harbour (C)	25-34	Car as passenger	1	F	193
Coffs Harbour (C)	25-34	Car as passenger	1	M	147
Coffs Harbour (C)	25-34	Did not go to work		F	375
Coffs Harbour (C)	25-34	Did not go to work		M	150
Coffs Harbour (C)	25-34	Method of travel not stated		F	21
Coffs Harbour (C)	25-34	Method of travel not stated		M	30
Coffs Harbour (C)	25-34	Motorbike scooter	1	F	8
Coffs Harbour (C)	25-34	Motorbike scooter	1	M	30
Coffs Harbour (C)	25-34	(Other)	1	F	10
Coffs Harbour (C)	25-34	(Other)	1	M	16
Coffs Harbour (C)	25-34	Other three methods	3	M	4
Coffs Harbour (C)	25-34	Other two methods	2	F	10
Coffs Harbour (C)	25-34	Other two methods	2	M	19
Coffs Harbour (C)	25-34	Taxi	1	F	7
Coffs Harbour (C)	25-34	Taxi	1	M	3
Coffs Harbour (C)	25-34	Truck	1	M	38
Coffs Harbour (C)	25-34	Walked only	1	F	72
Coffs Harbour (C)	25-34	Walked only	1	M	80
Coffs Harbour (C)	25-34	Worked at home		F	108
Coffs Harbour (C)	25-34	Worked at home		M	37
Coffs Harbour (C)	35-44	Bicycle	1	F	14
Coffs Harbour (C)	35-44	Bicycle	1	M	38
Coffs Harbour (C)	35-44	Bus	1	F	10
Coffs Harbour (C)	35-44	Bus	1	M	7
Coffs Harbour (C)	35-44	Car as driver	1	F	2294
Coffs Harbour (C)	35-44	Car as driver	1	M	2133
Coffs Harbour (C)	35-44	Car as passenger	1	F	113
Coffs Harbour (C)	35-44	Car as passenger	1	M	90
Coffs Harbour (C)	35-44	Did not go to work		F	323
Coffs Harbour (C)	35-44	Did not go to work		M	160
Coffs Harbour (C)	35-44	Ferry	1	M	3
Coffs Harbour (C)	35-44	Method of travel not stated		F	29
Coffs Harbour (C)	35-44	Method of travel not stated		M	23
Coffs Harbour (C)	35-44	Motorbike scooter	1	F	7
Coffs Harbour (C)	35-44	Motorbike scooter	1	M	36
Coffs Harbour (C)	35-44	(Other)	1	F	13
Coffs Harbour (C)	35-44	(Other)	1	M	15
Coffs Harbour (C)	35-44	Other three methods	3	M	3
Coffs Harbour (C)	35-44	Other two methods	2	F	10
Coffs Harbour (C)	35-44	Other two methods	2	M	17
Coffs Harbour (C)	35-44	Taxi	1	F	3
Coffs Harbour (C)	35-44	Taxi	1	M	3
Coffs Harbour (C)	35-44	Truck	1	F	3
Coffs Harbour (C)	35-44	Truck	1	M	50
Coffs Harbour (C)	35-44	Walked only	1	F	68
Coffs Harbour (C)	35-44	Walked only	1	M	57
Coffs Harbour (C)	35-44	Worked at home		F	221
Coffs Harbour (C)	35-44	Worked at home		M	114
Coffs Harbour (C)	45-54	Bicycle	1	F	18
Coffs Harbour (C)	45-54	Bicycle	1	M	34
Coffs Harbour (C)	45-54	Bus	1	F	11
Coffs Harbour (C)	45-54	Bus and car as driver	2	F	3
Coffs Harbour (C)	45-54	Car as driver	1	F	2807
Coffs Harbour (C)	45-54	Car as driver	1	M	2377
Coffs Harbour (C)	45-54	Car as passenger	1	F	173
Coffs Harbour (C)	45-54	Car as passenger	1	M	75
Coffs Harbour (C)	45-54	Did not go to work		F	346
Coffs Harbour (C)	45-54	Did not go to work		M	153
Coffs Harbour (C)	45-54	Method of travel not stated		F	39
Coffs Harbour (C)	45-54	Method of travel not stated		M	29
Coffs Harbour (C)	45-54	Motorbike scooter	1	M	57
Coffs Harbour (C)	45-54	(Other)	1	F	19
Coffs Harbour (C)	45-54	(Other)	1	M	18
Coffs Harbour (C)	45-54	Other two methods	2	F	20
Coffs Harbour (C)	45-54	Other two methods	2	M	19
Coffs Harbour (C)	45-54	Taxi	1	F	3
Coffs Harbour (C)	45-54	Taxi	1	M	4
Coffs Harbour (C)	45-54	Train	1	F	3
Coffs Harbour (C)	45-54	Truck	1	M	61
Coffs Harbour (C)	45-54	Walked only	1	F	89
Coffs Harbour (C)	45-54	Walked only	1	M	72
Coffs Harbour (C)	45-54	Worked at home		F	226
Coffs Harbour (C)	45-54	Worked at home		M	134
Coffs Harbour (C)	55-64	Bicycle	1	F	11
Coffs Harbour (C)	55-64	Bicycle	1	M	40
Coffs Harbour (C)	55-64	Bus	1	F	12
Coffs Harbour (C)	55-64	Bus	1	M	8
Coffs Harbour (C)	55-64	Bus and car as passenger	2	M	3
Coffs Harbour (C)	55-64	Car as driver	1	F	1985
Coffs Harbour (C)	55-64	Car as driver	1	M	1942
Coffs Harbour (C)	55-64	Car as passenger	1	F	153
Coffs Harbour (C)	55-64	Car as passenger	1	M	53
Coffs Harbour (C)	55-64	Did not go to work		F	380
Coffs Harbour (C)	55-64	Did not go to work		M	201
Coffs Harbour (C)	55-64	Method of travel not stated		F	17
Coffs Harbour (C)	55-64	Method of travel not stated		M	15
Coffs Harbour (C)	55-64	Motorbike scooter	1	F	5
Coffs Harbour (C)	55-64	Motorbike scooter	1	M	38
Coffs Harbour (C)	55-64	(Other)	1	F	15
Coffs Harbour (C)	55-64	(Other)	1	M	13
Coffs Harbour (C)	55-64	Other two methods	2	F	7
Coffs Harbour (C)	55-64	Other two methods	2	M	23
Coffs Harbour (C)	55-64	Taxi	1	F	3
Coffs Harbour (C)	55-64	Taxi	1	M	3
Coffs Harbour (C)	55-64	Train	1	M	3
Coffs Harbour (C)	55-64	Truck	1	F	3
Coffs Harbour (C)	55-64	Truck	1	M	82
Coffs Harbour (C)	55-64	Walked only	1	F	81
Coffs Harbour (C)	55-64	Walked only	1	M	75
Coffs Harbour (C)	55-64	Worked at home		F	194
Coffs Harbour (C)	55-64	Worked at home		M	185
Coffs Harbour (C)	65-74	Bicycle	1	M	3
Coffs Harbour (C)	65-74	Car as driver	1	F	287
Coffs Harbour (C)	65-74	Car as driver	1	M	403
Coffs Harbour (C)	65-74	Car as passenger	1	F	22
Coffs Harbour (C)	65-74	Car as passenger	1	M	10
Coffs Harbour (C)	65-74	Did not go to work		F	69
Coffs Harbour (C)	65-74	Did not go to work		M	64
Coffs Harbour (C)	65-74	Method of travel not stated		F	9
Coffs Harbour (C)	65-74	Method of travel not stated		M	6
Coffs Harbour (C)	65-74	Motorbike scooter	1	M	4
Coffs Harbour (C)	65-74	(Other)	1	F	3
Coffs Harbour (C)	65-74	(Other)	1	M	6
Coffs Harbour (C)	65-74	Taxi	1	F	4
Coffs Harbour (C)	65-74	Truck	1	M	18
Coffs Harbour (C)	65-74	Walked only	1	F	14
Coffs Harbour (C)	65-74	Walked only	1	M	32
Coffs Harbour (C)	65-74	Worked at home		F	79
Coffs Harbour (C)	65-74	Worked at home		M	102
Coffs Harbour (C)	75+	Car as driver	1	F	16
Coffs Harbour (C)	75+	Car as driver	1	M	39
Coffs Harbour (C)	75+	Car as passenger	1	M	3
Coffs Harbour (C)	75+	Did not go to work		F	6
Coffs Harbour (C)	75+	Did not go to work		M	4
Coffs Harbour (C)	75+	Method of travel not stated		F	8
Coffs Harbour (C)	75+	Method of travel not stated		M	10
Coffs Harbour (C)	75+	Truck	1	M	3
Coffs Harbour (C)	75+	Walked only	1	F	3
Coffs Harbour (C)	75+	Worked at home		F	16
Coffs Harbour (C)	75+	Worked at home		M	13
Coolamon (A)	15-24	Car as driver	1	F	36
Coolamon (A)	15-24	Car as driver	1	M	40
Coolamon (A)	15-24	Car as passenger	1	F	16
Coolamon (A)	15-24	Car as passenger	1	M	16
Coolamon (A)	15-24	Did not go to work		F	20
Coolamon (A)	15-24	Did not go to work		M	7
Coolamon (A)	15-24	Walked only	1	F	3
Coolamon (A)	15-24	Worked at home		M	7
Coolamon (A)	25-34	Car as driver	1	F	52
Coolamon (A)	25-34	Car as driver	1	M	63
Coolamon (A)	25-34	Car as passenger	1	M	5
Coolamon (A)	25-34	Did not go to work		F	4
Coolamon (A)	25-34	Did not go to work		M	5
Coolamon (A)	25-34	Truck	1	M	3
Coolamon (A)	25-34	Walked only	1	F	4
Coolamon (A)	25-34	Walked only	1	M	4
Coolamon (A)	25-34	Worked at home		M	6
Coolamon (A)	35-44	Car as driver	1	F	55
Coolamon (A)	35-44	Car as driver	1	M	68
Coolamon (A)	35-44	Car as passenger	1	M	3
Coolamon (A)	35-44	Did not go to work		F	15
Coolamon (A)	35-44	Did not go to work		M	4
Coolamon (A)	35-44	(Other)	1	M	3
Coolamon (A)	35-44	Walked only	1	F	9
Coolamon (A)	35-44	Walked only	1	M	5
Coolamon (A)	35-44	Worked at home		F	13
Coolamon (A)	35-44	Worked at home		M	11
Coolamon (A)	45-54	Car as driver	1	F	80
Coolamon (A)	45-54	Car as driver	1	M	67
Coolamon (A)	45-54	Car as passenger	1	F	10
Coolamon (A)	45-54	Car as passenger	1	M	6
Coolamon (A)	45-54	Did not go to work		F	11
Coolamon (A)	45-54	Did not go to work		M	11
Coolamon (A)	45-54	Method of travel not stated		F	3
Coolamon (A)	45-54	(Other)	1	F	3
Coolamon (A)	45-54	Other two methods	2	M	3
Coolamon (A)	45-54	Truck	1	M	8
Coolamon (A)	45-54	Walked only	1	F	6
Coolamon (A)	45-54	Walked only	1	M	8
Coolamon (A)	45-54	Worked at home		F	26
Coolamon (A)	45-54	Worked at home		M	31
Coolamon (A)	55-64	Car as driver	1	F	48
Coolamon (A)	55-64	Car as driver	1	M	78
Coolamon (A)	55-64	Car as passenger	1	F	3
Coolamon (A)	55-64	Car as passenger	1	M	3
Coolamon (A)	55-64	Did not go to work		F	13
Coolamon (A)	55-64	Did not go to work		M	4
Coolamon (A)	55-64	Motorbike scooter	1	M	3
Coolamon (A)	55-64	(Other)	1	M	6
Coolamon (A)	55-64	Walked only	1	F	9
Coolamon (A)	55-64	Walked only	1	M	15
Coolamon (A)	55-64	Worked at home		F	22
Coolamon (A)	55-64	Worked at home		M	28
Coolamon (A)	65-74	Car as driver	1	F	11
Coolamon (A)	65-74	Car as driver	1	M	20
Coolamon (A)	65-74	Did not go to work		F	10
Coolamon (A)	65-74	Did not go to work		M	3
Coolamon (A)	65-74	Method of travel not stated		M	3
Coolamon (A)	65-74	(Other)	1	M	3
Coolamon (A)	65-74	Walked only	1	F	3
Coolamon (A)	65-74	Walked only	1	M	8
Coolamon (A)	65-74	Worked at home		F	18
Coolamon (A)	65-74	Worked at home		M	22
Coolamon (A)	75+	Car as driver	1	M	4
Coolamon (A)	75+	Method of travel not stated		F	3
Coolamon (A)	75+	Walked only	1	F	3
Coolamon (A)	75+	Walked only	1	M	3
Coolamon (A)	75+	Worked at home		F	10
Coolamon (A)	75+	Worked at home		M	9
Coonamble (A)	15-24	Car as driver	1	F	46
