STE_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Western Australia	45-49	Employed (part-time)	0	35157
Western Australia	45-49	Employed (part-time)	1	472
Western Australia	50-54			69
Western Australia	50-54		0	1658
Western Australia	50-54		1	16
Western Australia	50-54	Employed (away from work)		53
Western Australia	50-54	Employed (away from work)	0	4397
Western Australia	50-54	Employed (away from work)	1	81
Western Australia	50-54	Employed (full-time)		941
Western Australia	50-54	Employed (full-time)	0	81020
Western Australia	50-54	Employed (full-time)	1	363
Western Australia	50-54	Employed (part-time)		385
Western Australia	50-54	Employed (part-time)	0	31685
Western Australia	50-54	Employed (part-time)	1	450
Western Australia	55-59			56
Western Australia	55-59		0	1374
Western Australia	55-59		1	13
Western Australia	55-59	Employed (away from work)		49
Western Australia	55-59	Employed (away from work)	0	4536
Western Australia	55-59	Employed (away from work)	1	101
Western Australia	55-59	Employed (full-time)		787
Western Australia	55-59	Employed (full-time)	0	65291
Western Australia	55-59	Employed (full-time)	1	309
Western Australia	55-59	Employed (part-time)		367
Western Australia	55-59	Employed (part-time)	0	29469
Western Australia	55-59	Employed (part-time)	1	467
Western Australia	60-64			43
Western Australia	60-64		0	917
Western Australia	60-64		1	18
Western Australia	60-64	Employed (away from work)		54
Western Australia	60-64	Employed (away from work)	0	3652
Western Australia	60-64	Employed (away from work)	1	82
Western Australia	60-64	Employed (full-time)		506
Western Australia	60-64	Employed (full-time)	0	39024
Western Australia	60-64	Employed (full-time)	1	199
Western Australia	60-64	Employed (part-time)		337
Western Australia	60-64	Employed (part-time)	0	25524
Western Australia	60-64	Employed (part-time)	1	377
Western Australia	65-69			20
Western Australia	65-69		0	489
Western Australia	65-69		1	16
Western Australia	65-69	Employed (away from work)		22
Western Australia	65-69	Employed (away from work)	0	1726
Western Australia	65-69	Employed (away from work)	1	40
Western Australia	65-69	Employed (full-time)		195
Western Australia	65-69	Employed (full-time)	0	13753
Western Australia	65-69	Employed (full-time)	1	110
Western Australia	65-69	Employed (part-time)		200
Western Australia	65-69	Employed (part-time)	0	15017
Western Australia	65-69	Employed (part-time)	1	239
Western Australia	70-74			12
Western Australia	70-74		0	270
Western Australia	70-74		1	27
Western Australia	70-74	Employed (away from work)		12
Western Australia	70-74	Employed (away from work)	0	592
Western Australia	70-74	Employed (away from work)	1	23
Western Australia	70-74	Employed (full-time)		60
Western Australia	70-74	Employed (full-time)	0	3384
Western Australia	70-74	Employed (full-time)	1	45
Western Australia	70-74	Employed (part-time)		104
Western Australia	70-74	Employed (part-time)	0	6219
Western Australia	70-74	Employed (part-time)	1	137
Western Australia	75+			21
Western Australia	75+		0	306
Western Australia	75+		1	30
Western Australia	75+	Employed (away from work)		7
Western Australia	75+	Employed (away from work)	0	287
Western Australia	75+	Employed (away from work)	1	29
Western Australia	75+	Employed (full-time)		32
Western Australia	75+	Employed (full-time)	0	1453
Western Australia	75+	Employed (full-time)	1	38
Western Australia	75+	Employed (part-time)		62
Western Australia	75+	Employed (part-time)	0	3075
Western Australia	75+	Employed (part-time)	1	181
Tasmania	15-19			12
Tasmania	15-19		0	330
Tasmania	15-19		1	3
Tasmania	15-19	Employed (away from work)	0	487
Tasmania	15-19	Employed (away from work)	1	6
Tasmania	15-19	Employed (full-time)		30
Tasmania	15-19	Employed (full-time)	0	2430
Tasmania	15-19	Employed (full-time)	1	6
Tasmania	15-19	Employed (part-time)		118
Tasmania	15-19	Employed (part-time)	0	8420
Tasmania	15-19	Employed (part-time)	1	76
Tasmania	20-24			7
Tasmania	20-24		0	359
Tasmania	20-24	Employed (away from work)		10
Tasmania	20-24	Employed (away from work)	0	690
Tasmania	20-24	Employed (away from work)	1	8
Tasmania	20-24	Employed (full-time)		115
Tasmania	20-24	Employed (full-time)	0	9429
Tasmania	20-24	Employed (full-time)	1	27
Tasmania	20-24	Employed (part-time)		96
Tasmania	20-24	Employed (part-time)	0	7866
Tasmania	20-24	Employed (part-time)	1	119
Tasmania	25-29			13
Tasmania	25-29		0	327
Tasmania	25-29		1	3
Tasmania	25-29	Employed (away from work)		13
Tasmania	25-29	Employed (away from work)	0	852
Tasmania	25-29	Employed (away from work)	1	12
Tasmania	25-29	Employed (full-time)		145
Tasmania	25-29	Employed (full-time)	0	12256
Tasmania	25-29	Employed (full-time)	1	36
Tasmania	25-29	Employed (part-time)		73
Tasmania	25-29	Employed (part-time)	0	5797
Tasmania	25-29	Employed (part-time)	1	100
Tasmania	30-34			17
Tasmania	30-34		0	323
Tasmania	30-34		1	6
Tasmania	30-34	Employed (away from work)		18
Tasmania	30-34	Employed (away from work)	0	1145
Tasmania	30-34	Employed (away from work)	1	17
Tasmania	30-34	Employed (full-time)		156
Tasmania	30-34	Employed (full-time)	0	12522
Tasmania	30-34	Employed (full-time)	1	44
Tasmania	30-34	Employed (part-time)		110
Tasmania	30-34	Employed (part-time)	0	6530
Tasmania	30-34	Employed (part-time)	1	95
Tasmania	35-39			12
Tasmania	35-39		0	281
Tasmania	35-39		1	3
Tasmania	35-39	Employed (away from work)		16
Tasmania	35-39	Employed (away from work)	0	822
Tasmania	35-39	Employed (away from work)	1	17
Tasmania	35-39	Employed (full-time)		174
Tasmania	35-39	Employed (full-time)	0	11930
Tasmania	35-39	Employed (full-time)	1	40
Tasmania	35-39	Employed (part-time)		125
Tasmania	35-39	Employed (part-time)	0	6987
Tasmania	35-39	Employed (part-time)	1	89
Tasmania	40-44			9
Tasmania	40-44		0	309
Tasmania	40-44		1	8
Tasmania	40-44	Employed (away from work)		14
Tasmania	40-44	Employed (away from work)	0	698
Tasmania	40-44	Employed (away from work)	1	15
Tasmania	40-44	Employed (full-time)		205
Tasmania	40-44	Employed (full-time)	0	13960
Tasmania	40-44	Employed (full-time)	1	55
Tasmania	40-44	Employed (part-time)		126
Tasmania	40-44	Employed (part-time)	0	7805
Tasmania	40-44	Employed (part-time)	1	111
Tasmania	45-49			27
Tasmania	45-49		0	358
Tasmania	45-49		1	10
Tasmania	45-49	Employed (away from work)		13
Tasmania	45-49	Employed (away from work)	0	749
Tasmania	45-49	Employed (away from work)	1	26
Tasmania	45-49	Employed (full-time)		270
Tasmania	45-49	Employed (full-time)	0	15723
Tasmania	45-49	Employed (full-time)	1	80
Tasmania	45-49	Employed (part-time)		124
Tasmania	45-49	Employed (part-time)	0	7907
Tasmania	45-49	Employed (part-time)	1	152
Tasmania	50-54			15
Tasmania	50-54		0	331
Tasmania	50-54		1	8
Tasmania	50-54	Employed (away from work)		18
Tasmania	50-54	Employed (away from work)	0	910
Tasmania	50-54	Employed (away from work)	1	35
Tasmania	50-54	Employed (full-time)		258
Tasmania	50-54	Employed (full-time)	0	15626
Tasmania	50-54	Employed (full-time)	1	98
Tasmania	50-54	Employed (part-time)		125
Tasmania	50-54	Employed (part-time)	0	7756
Tasmania	50-54	Employed (part-time)	1	146
Tasmania	55-59			17
Tasmania	55-59		0	317
Tasmania	55-59		1	7
Tasmania	55-59	Employed (away from work)		17
Tasmania	55-59	Employed (away from work)	0	1088
Tasmania	55-59	Employed (away from work)	1	32
Tasmania	55-59	Employed (full-time)		212
Tasmania	55-59	Employed (full-time)	0	13683
Tasmania	55-59	Employed (full-time)	1	76
Tasmania	55-59	Employed (part-time)		130
Tasmania	55-59	Employed (part-time)	0	7927
Tasmania	55-59	Employed (part-time)	1	128
Tasmania	60-64			11
Tasmania	60-64		0	210
Tasmania	60-64		1	16
Tasmania	60-64	Employed (away from work)		14
Tasmania	60-64	Employed (away from work)	0	873
Tasmania	60-64	Employed (away from work)	1	16
Tasmania	60-64	Employed (full-time)		121
Tasmania	60-64	Employed (full-time)	0	7750
Tasmania	60-64	Employed (full-time)	1	54
Tasmania	60-64	Employed (part-time)		113
Tasmania	60-64	Employed (part-time)	0	6451
Tasmania	60-64	Employed (part-time)	1	109
Tasmania	65-69			9
Tasmania	65-69		0	135
Tasmania	65-69		1	3
Tasmania	65-69	Employed (away from work)		9
Tasmania	65-69	Employed (away from work)	0	368
Tasmania	65-69	Employed (away from work)	1	6
Tasmania	65-69	Employed (full-time)		39
Tasmania	65-69	Employed (full-time)	0	2453
Tasmania	65-69	Employed (full-time)	1	22
Tasmania	65-69	Employed (part-time)		60
Tasmania	65-69	Employed (part-time)	0	3343
Tasmania	65-69	Employed (part-time)	1	89
Tasmania	70-74			6
Tasmania	70-74		0	78
Tasmania	70-74		1	11
Tasmania	70-74	Employed (away from work)	0	115
Tasmania	70-74	Employed (away from work)	1	13
Tasmania	70-74	Employed (full-time)		3
Tasmania	70-74	Employed (full-time)	0	656
Tasmania	70-74	Employed (full-time)	1	16
Tasmania	70-74	Employed (part-time)		19
Tasmania	70-74	Employed (part-time)	0	1322
Tasmania	70-74	Employed (part-time)	1	41
Tasmania	75+			7
Tasmania	75+		0	100
Tasmania	75+		1	24
Tasmania	75+	Employed (away from work)		3
Tasmania	75+	Employed (away from work)	0	68
Tasmania	75+	Employed (away from work)	1	6
Tasmania	75+	Employed (full-time)		11
Tasmania	75+	Employed (full-time)	0	316
Tasmania	75+	Employed (full-time)	1	13
Tasmania	75+	Employed (part-time)		21
Tasmania	75+	Employed (part-time)	0	717
Tasmania	75+	Employed (part-time)	1	43
Northern Territory	15-19			18
Northern Territory	15-19		0	202
Northern Territory	15-19	Employed (away from work)		3
Northern Territory	15-19	Employed (away from work)	0	159
Northern Territory	15-19	Employed (full-time)		28
Northern Territory	15-19	Employed (full-time)	0	1534
Northern Territory	15-19	Employed (full-time)	1	3
Northern Territory	15-19	Employed (part-time)		31
Northern Territory	15-19	Employed (part-time)	0	2654
Northern Territory	15-19	Employed (part-time)	1	30
Northern Territory	20-24			32
Northern Territory	20-24		0	331
Northern Territory	20-24		1	3
Northern Territory	20-24	Employed (away from work)		4
Northern Territory	20-24	Employed (away from work)	0	372
Northern Territory	20-24	Employed (away from work)	1	5
Northern Territory	20-24	Employed (full-time)		81
Northern Territory	20-24	Employed (full-time)	0	6550
Northern Territory	20-24	Employed (full-time)	1	10
Northern Territory	20-24	Employed (part-time)		31
Northern Territory	20-24	Employed (part-time)	0	2181
Northern Territory	20-24	Employed (part-time)	1	33
Northern Territory	25-29			37
Northern Territory	25-29		0	341
Northern Territory	25-29	Employed (away from work)		11
Northern Territory	25-29	Employed (away from work)	0	620
Northern Territory	25-29	Employed (away from work)	1	5
Northern Territory	25-29	Employed (full-time)		104
Northern Territory	25-29	Employed (full-time)	0	10784
Northern Territory	25-29	Employed (full-time)	1	18
Northern Territory	25-29	Employed (part-time)		30
Northern Territory	25-29	Employed (part-time)	0	2325
Northern Territory	25-29	Employed (part-time)	1	34
Northern Territory	30-34			26
Northern Territory	30-34		0	325
Northern Territory	30-34		1	7
Northern Territory	30-34	Employed (away from work)		9
Northern Territory	30-34	Employed (away from work)	0	777
Northern Territory	30-34	Employed (away from work)	1	6
Northern Territory	30-34	Employed (full-time)		149
Northern Territory	30-34	Employed (full-time)	0	10757
Northern Territory	30-34	Employed (full-time)	1	32
Northern Territory	30-34	Employed (part-time)		48
Northern Territory	30-34	Employed (part-time)	0	2507
Northern Territory	30-34	Employed (part-time)	1	24
Northern Territory	35-39			23
Northern Territory	35-39		0	246
Northern Territory	35-39	Employed (away from work)		15
Northern Territory	35-39	Employed (away from work)	0	580
Northern Territory	35-39	Employed (away from work)	1	6
Northern Territory	35-39	Employed (full-time)		122
Northern Territory	35-39	Employed (full-time)	0	9266
Northern Territory	35-39	Employed (full-time)	1	18
Northern Territory	35-39	Employed (part-time)		45
Northern Territory	35-39	Employed (part-time)	0	2270
Northern Territory	35-39	Employed (part-time)	1	21
Northern Territory	40-44			17
Northern Territory	40-44		0	223
Northern Territory	40-44		1	9
Northern Territory	40-44	Employed (away from work)		5
Northern Territory	40-44	Employed (away from work)	0	453
Northern Territory	40-44	Employed (away from work)	1	8
Northern Territory	40-44	Employed (full-time)		115
Northern Territory	40-44	Employed (full-time)	0	8997
Northern Territory	40-44	Employed (full-time)	1	36
Northern Territory	40-44	Employed (part-time)		52
Northern Territory	40-44	Employed (part-time)	0	2049
Northern Territory	40-44	Employed (part-time)	1	32
Northern Territory	45-49			17
Northern Territory	45-49		0	229
Northern Territory	45-49	Employed (away from work)		8
Northern Territory	45-49	Employed (away from work)	0	439
Northern Territory	45-49	Employed (away from work)	1	6
Northern Territory	45-49	Employed (full-time)		126
Northern Territory	45-49	Employed (full-time)	0	9077
Northern Territory	45-49	Employed (full-time)	1	62
Northern Territory	45-49	Employed (part-time)		29
Northern Territory	45-49	Employed (part-time)	0	1870
Northern Territory	45-49	Employed (part-time)	1	42
Northern Territory	50-54			19
Northern Territory	50-54		0	226
Northern Territory	50-54		1	3
Northern Territory	50-54	Employed (away from work)		3
Northern Territory	50-54	Employed (away from work)	0	505
Northern Territory	50-54	Employed (away from work)	1	11
Northern Territory	50-54	Employed (full-time)		130
Northern Territory	50-54	Employed (full-time)	0	8266
Northern Territory	50-54	Employed (full-time)	1	56
Northern Territory	50-54	Employed (part-time)		30
Northern Territory	50-54	Employed (part-time)	0	1584
Northern Territory	50-54	Employed (part-time)	1	43
Northern Territory	55-59			20
Northern Territory	55-59		0	149
Northern Territory	55-59		1	9
Northern Territory	55-59	Employed (away from work)		10
Northern Territory	55-59	Employed (away from work)	0	498
Northern Territory	55-59	Employed (away from work)	1	18
Northern Territory	55-59	Employed (full-time)		85
Northern Territory	55-59	Employed (full-time)	0	6791
Northern Territory	55-59	Employed (full-time)	1	55
Northern Territory	55-59	Employed (part-time)		30
Northern Territory	55-59	Employed (part-time)	0	1503
Northern Territory	55-59	Employed (part-time)	1	44
Northern Territory	60-64			5
Northern Territory	60-64		0	116
Northern Territory	60-64		1	3
Northern Territory	60-64	Employed (away from work)		3
Northern Territory	60-64	Employed (away from work)	0	312
Northern Territory	60-64	Employed (away from work)	1	19
Northern Territory	60-64	Employed (full-time)		69
Northern Territory	60-64	Employed (full-time)	0	4276
Northern Territory	60-64	Employed (full-time)	1	33
Northern Territory	60-64	Employed (part-time)		16
Northern Territory	60-64	Employed (part-time)	0	1221
Northern Territory	60-64	Employed (part-time)	1	27
Northern Territory	65-69		0	59
Northern Territory	65-69		1	3
Northern Territory	65-69	Employed (away from work)		3
Northern Territory	65-69	Employed (away from work)	0	145
Northern Territory	65-69	Employed (away from work)	1	3
Northern Territory	65-69	Employed (full-time)		25
Northern Territory	65-69	Employed (full-time)	0	1599
Northern Territory	65-69	Employed (full-time)	1	25
Northern Territory	65-69	Employed (part-time)		10
Northern Territory	65-69	Employed (part-time)	0	760
Northern Territory	65-69	Employed (part-time)	1	22
Northern Territory	70-74			4
Northern Territory	70-74		0	20
Northern Territory	70-74		1	3
Northern Territory	70-74	Employed (away from work)	0	41
Northern Territory	70-74	Employed (away from work)	1	3
Northern Territory	70-74	Employed (full-time)		3
Northern Territory	70-74	Employed (full-time)	0	396
Northern Territory	70-74	Employed (full-time)	1	5
Northern Territory	70-74	Employed (part-time)		6
Northern Territory	70-74	Employed (part-time)	0	286
Northern Territory	70-74	Employed (part-time)	1	16
Northern Territory	75+			3
Northern Territory	75+		0	18
Northern Territory	75+		1	11
Northern Territory	75+	Employed (away from work)	0	18
Northern Territory	75+	Employed (away from work)	1	6
Northern Territory	75+	Employed (full-time)		5
Northern Territory	75+	Employed (full-time)	0	143
Northern Territory	75+	Employed (full-time)	1	3
Northern Territory	75+	Employed (part-time)	0	136
Northern Territory	75+	Employed (part-time)	1	9
Australian Capital Territory	15-19			13
Australian Capital Territory	15-19		0	372
Australian Capital Territory	15-19		1	4
Australian Capital Territory	15-19	Employed (away from work)		3
Australian Capital Territory	15-19	Employed (away from work)	0	427
Australian Capital Territory	15-19	Employed (away from work)	1	7
Australian Capital Territory	15-19	Employed (full-time)		15
Australian Capital Territory	15-19	Employed (full-time)	0	2170
Australian Capital Territory	15-19	Employed (full-time)	1	14
Australian Capital Territory	15-19	Employed (part-time)		63
Australian Capital Territory	15-19	Employed (part-time)	0	8419
Australian Capital Territory	15-19	Employed (part-time)	1	102
Australian Capital Territory	20-24			12
Australian Capital Territory	20-24		0	554
Australian Capital Territory	20-24		1	4
Australian Capital Territory	20-24	Employed (away from work)		4
Australian Capital Territory	20-24	Employed (away from work)	0	706
Australian Capital Territory	20-24	Employed (away from work)	1	3
Australian Capital Territory	20-24	Employed (full-time)		110
Australian Capital Territory	20-24	Employed (full-time)	0	11621
Australian Capital Territory	20-24	Employed (full-time)	1	47
Australian Capital Territory	20-24	Employed (part-time)		64
Australian Capital Territory	20-24	Employed (part-time)	0	9179
Australian Capital Territory	20-24	Employed (part-time)	1	105
Australian Capital Territory	25-29			7
Australian Capital Territory	25-29		0	391
Australian Capital Territory	25-29	Employed (away from work)		4
Australian Capital Territory	25-29	Employed (away from work)	0	1140
Australian Capital Territory	25-29	Employed (away from work)	1	28
Australian Capital Territory	25-29	Employed (full-time)		150
Australian Capital Territory	25-29	Employed (full-time)	0	20100
Australian Capital Territory	25-29	Employed (full-time)	1	73
Australian Capital Territory	25-29	Employed (part-time)		37
Australian Capital Territory	25-29	Employed (part-time)	0	5143
Australian Capital Territory	25-29	Employed (part-time)	1	95
Australian Capital Territory	30-34			8
Australian Capital Territory	30-34		0	372
Australian Capital Territory	30-34		1	3
Australian Capital Territory	30-34	Employed (away from work)		15
Australian Capital Territory	30-34	Employed (away from work)	0	1885
Australian Capital Territory	30-34	Employed (away from work)	1	25
Australian Capital Territory	30-34	Employed (full-time)		149
Australian Capital Territory	30-34	Employed (full-time)	0	20702
Australian Capital Territory	30-34	Employed (full-time)	1	87
Australian Capital Territory	30-34	Employed (part-time)		56
Australian Capital Territory	30-34	Employed (part-time)	0	5983
Australian Capital Territory	30-34	Employed (part-time)	1	108
Australian Capital Territory	35-39			9
Australian Capital Territory	35-39		0	363
Australian Capital Territory	35-39		1	3
Australian Capital Territory	35-39	Employed (away from work)		12
Australian Capital Territory	35-39	Employed (away from work)	0	1312
Australian Capital Territory	35-39	Employed (away from work)	1	26
Australian Capital Territory	35-39	Employed (full-time)		208
Australian Capital Territory	35-39	Employed (full-time)	0	18759
Australian Capital Territory	35-39	Employed (full-time)	1	93
Australian Capital Territory	35-39	Employed (part-time)		66
Australian Capital Territory	35-39	Employed (part-time)	0	6132
Australian Capital Territory	35-39	Employed (part-time)	1	103
Australian Capital Territory	40-44			11
Australian Capital Territory	40-44		0	268
Australian Capital Territory	40-44		1	5
Australian Capital Territory	40-44	Employed (away from work)		5
Australian Capital Territory	40-44	Employed (away from work)	0	781
Australian Capital Territory	40-44	Employed (away from work)	1	34
Australian Capital Territory	40-44	Employed (full-time)		193
Australian Capital Territory	40-44	Employed (full-time)	0	19088
Australian Capital Territory	40-44	Employed (full-time)	1	134
Australian Capital Territory	40-44	Employed (part-time)		71
Australian Capital Territory	40-44	Employed (part-time)	0	5598
Australian Capital Territory	40-44	Employed (part-time)	1	95
Australian Capital Territory	45-49			8
Australian Capital Territory	45-49		0	276
Australian Capital Territory	45-49		1	7
Australian Capital Territory	45-49	Employed (away from work)		7
Australian Capital Territory	45-49	Employed (away from work)	0	646
Australian Capital Territory	45-49	Employed (away from work)	1	43
Australian Capital Territory	45-49	Employed (full-time)		205
Australian Capital Territory	45-49	Employed (full-time)	0	19070
Australian Capital Territory	45-49	Employed (full-time)	1	152
Australian Capital Territory	45-49	Employed (part-time)		50
Australian Capital Territory	45-49	Employed (part-time)	0	4875
Australian Capital Territory	45-49	Employed (part-time)	1	104
Australian Capital Territory	50-54			16
Australian Capital Territory	50-54		0	227
Australian Capital Territory	50-54		1	5
Australian Capital Territory	50-54	Employed (away from work)		13
Australian Capital Territory	50-54	Employed (away from work)	0	804
Australian Capital Territory	50-54	Employed (away from work)	1	38
Australian Capital Territory	50-54	Employed (full-time)		187
Australian Capital Territory	50-54	Employed (full-time)	0	16948
Australian Capital Territory	50-54	Employed (full-time)	1	136
Australian Capital Territory	50-54	Employed (part-time)		52
Australian Capital Territory	50-54	Employed (part-time)	0	4096
Australian Capital Territory	50-54	Employed (part-time)	1	105
Australian Capital Territory	55-59			4
Australian Capital Territory	55-59		0	196
Australian Capital Territory	55-59		1	7
Australian Capital Territory	55-59	Employed (away from work)		3
Australian Capital Territory	55-59	Employed (away from work)	0	749
Australian Capital Territory	55-59	Employed (away from work)	1	28
Australian Capital Territory	55-59	Employed (full-time)		125
Australian Capital Territory	55-59	Employed (full-time)	0	12544
Australian Capital Territory	55-59	Employed (full-time)	1	108
Australian Capital Territory	55-59	Employed (part-time)		40
Australian Capital Territory	55-59	Employed (part-time)	0	3779
Australian Capital Territory	55-59	Employed (part-time)	1	79
Australian Capital Territory	60-64			6
Australian Capital Territory	60-64		0	115
Australian Capital Territory	60-64		1	3
Australian Capital Territory	60-64	Employed (away from work)		7
Australian Capital Territory	60-64	Employed (away from work)	0	527
Australian Capital Territory	60-64	Employed (away from work)	1	14
Australian Capital Territory	60-64	Employed (full-time)		88
Australian Capital Territory	60-64	Employed (full-time)	0	6489
Australian Capital Territory	60-64	Employed (full-time)	1	55
Australian Capital Territory	60-64	Employed (part-time)		44
Australian Capital Territory	60-64	Employed (part-time)	0	3299
Australian Capital Territory	60-64	Employed (part-time)	1	73
Australian Capital Territory	65-69			3
Australian Capital Territory	65-69		0	67
Australian Capital Territory	65-69	Employed (away from work)		3
Australian Capital Territory	65-69	Employed (away from work)	0	269
Australian Capital Territory	65-69	Employed (away from work)	1	11
Australian Capital Territory	65-69	Employed (full-time)		34
Australian Capital Territory	65-69	Employed (full-time)	0	2249
Australian Capital Territory	65-69	Employed (full-time)	1	45
Australian Capital Territory	65-69	Employed (part-time)		26
Australian Capital Territory	65-69	Employed (part-time)	0	2135
Australian Capital Territory	65-69	Employed (part-time)	1	42
Australian Capital Territory	70-74			3
Australian Capital Territory	70-74		0	35
Australian Capital Territory	70-74		1	3
Australian Capital Territory	70-74	Employed (away from work)	0	81
Australian Capital Territory	70-74	Employed (away from work)	1	3
Australian Capital Territory	70-74	Employed (full-time)		8
Australian Capital Territory	70-74	Employed (full-time)	0	506
Australian Capital Territory	70-74	Employed (full-time)	1	4
Australian Capital Territory	70-74	Employed (part-time)		13
Australian Capital Territory	70-74	Employed (part-time)	0	815
Australian Capital Territory	70-74	Employed (part-time)	1	20
Australian Capital Territory	75+			3
Australian Capital Territory	75+		0	45
Australian Capital Territory	75+		1	5
Australian Capital Territory	75+	Employed (away from work)		3
Australian Capital Territory	75+	Employed (away from work)	0	47
Australian Capital Territory	75+	Employed (away from work)	1	8
Australian Capital Territory	75+	Employed (full-time)		3
Australian Capital Territory	75+	Employed (full-time)	0	166
Australian Capital Territory	75+	Employed (full-time)	1	12
Australian Capital Territory	75+	Employed (part-time)		13
Australian Capital Territory	75+	Employed (part-time)	0	371
Australian Capital Territory	75+	Employed (part-time)	1	30
Other Territories	15-19		0	10
Other Territories	15-19	Employed (away from work)	0	3
Other Territories	15-19	Employed (full-time)	0	26
Other Territories	15-19	Employed (part-time)	0	41
Other Territories	20-24		0	3
Other Territories	20-24	Employed (away from work)	0	12
Other Territories	20-24	Employed (full-time)	0	107
Other Territories	20-24	Employed (part-time)		3
Other Territories	20-24	Employed (part-time)	0	38
Other Territories	25-29		0	5
Other Territories	25-29	Employed (away from work)	0	19
Other Territories	25-29	Employed (full-time)		3
Other Territories	25-29	Employed (full-time)	0	158
Other Territories	25-29	Employed (part-time)	0	36
Other Territories	30-34		0	3
Other Territories	30-34	Employed (away from work)	0	23
Other Territories	30-34	Employed (full-time)		3
Other Territories	30-34	Employed (full-time)	0	175
Other Territories	30-34	Employed (part-time)	0	62
Other Territories	35-39		0	9
Other Territories	35-39	Employed (away from work)	0	21
Other Territories	35-39	Employed (full-time)		6
Other Territories	35-39	Employed (full-time)	0	201
Other Territories	35-39	Employed (part-time)	0	62
Other Territories	40-44		0	6
Other Territories	40-44	Employed (away from work)	0	24
Other Territories	40-44	Employed (full-time)		3
Other Territories	40-44	Employed (full-time)	0	192
Other Territories	40-44	Employed (part-time)	0	54
Other Territories	45-49		0	7
Other Territories	45-49	Employed (away from work)	0	20
Other Territories	45-49	Employed (full-time)		3
Other Territories	45-49	Employed (full-time)	0	205
Other Territories	45-49	Employed (full-time)	1	3
Other Territories	45-49	Employed (part-time)	0	62
Other Territories	50-54		0	10
Other Territories	50-54	Employed (away from work)	0	16
Other Territories	50-54	Employed (full-time)		3
Other Territories	50-54	Employed (full-time)	0	240
Other Territories	50-54	Employed (part-time)	0	78
Other Territories	55-59		0	7
Other Territories	55-59	Employed (away from work)	0	28
Other Territories	55-59	Employed (full-time)		4
Other Territories	55-59	Employed (full-time)	0	223
Other Territories	55-59	Employed (part-time)		3
Other Territories	55-59	Employed (part-time)	0	60
Other Territories	60-64		0	6
Other Territories	60-64	Employed (away from work)	0	20
Other Territories	60-64	Employed (full-time)		5
Other Territories	60-64	Employed (full-time)	0	140
Other Territories	60-64	Employed (part-time)		3
Other Territories	60-64	Employed (part-time)	0	62
Other Territories	65-69		0	6
Other Territories	65-69	Employed (away from work)	0	12
Other Territories	65-69	Employed (full-time)		5
Other Territories	65-69	Employed (full-time)	0	101
Other Territories	65-69	Employed (part-time)		4
Other Territories	65-69	Employed (part-time)	0	53
Other Territories	70-74	Employed (full-time)		3
Other Territories	70-74	Employed (full-time)	0	29
Other Territories	70-74	Employed (part-time)	0	18
Other Territories	75+		0	3
Other Territories	75+	Employed (full-time)	0	6
Other Territories	75+	Employed (full-time)	1	3
Other Territories	75+	Employed (part-time)	0	16
Other Territories	75+	Employed (part-time)	1	5
