STE_NAME16	Age	EmploymentStatus	Sex	workers
Western Australia	60-64	Owner managers of unincorporated enterprises	F	2823
Western Australia	60-64	Owner managers of unincorporated enterprises	M	6333
Western Australia	65-69		F	217
Western Australia	65-69		M	331
Western Australia	65-69	Contributing family workers	F	782
Western Australia	65-69	Contributing family workers	M	1002
Western Australia	65-69	Employee	F	9452
Western Australia	65-69	Employee	M	10882
Western Australia	65-69	Owner managers of incorporated enterprises	F	996
Western Australia	65-69	Owner managers of incorporated enterprises	M	2862
Western Australia	65-69	Owner managers of unincorporated enterprises	F	1560
Western Australia	65-69	Owner managers of unincorporated enterprises	M	3761
Western Australia	70-74		F	129
Western Australia	70-74		M	161
Western Australia	70-74	Contributing family workers	F	465
Western Australia	70-74	Contributing family workers	M	740
Western Australia	70-74	Employee	F	2313
Western Australia	70-74	Employee	M	3246
Western Australia	70-74	Owner managers of incorporated enterprises	F	362
Western Australia	70-74	Owner managers of incorporated enterprises	M	1231
Western Australia	70-74	Owner managers of unincorporated enterprises	F	677
Western Australia	70-74	Owner managers of unincorporated enterprises	M	1561
Western Australia	75+		F	128
Western Australia	75+		M	176
Western Australia	75+	Contributing family workers	F	293
Western Australia	75+	Contributing family workers	M	677
Western Australia	75+	Employee	F	806
Western Australia	75+	Employee	M	1313
Western Australia	75+	Owner managers of incorporated enterprises	F	201
Western Australia	75+	Owner managers of incorporated enterprises	M	619
Western Australia	75+	Owner managers of unincorporated enterprises	F	343
Western Australia	75+	Owner managers of unincorporated enterprises	M	969
Tasmania	15-19		F	73
Tasmania	15-19		M	94
Tasmania	15-19	Contributing family workers	F	46
Tasmania	15-19	Contributing family workers	M	36
Tasmania	15-19	Employee	F	6243
Tasmania	15-19	Employee	M	5324
Tasmania	15-19	Owner managers of incorporated enterprises	F	13
Tasmania	15-19	Owner managers of incorporated enterprises	M	10
Tasmania	15-19	Owner managers of unincorporated enterprises	F	35
Tasmania	15-19	Owner managers of unincorporated enterprises	M	36
Tasmania	20-24		F	80
Tasmania	20-24		M	120
Tasmania	20-24	Contributing family workers	F	23
Tasmania	20-24	Contributing family workers	M	43
Tasmania	20-24	Employee	F	8887
Tasmania	20-24	Employee	M	9103
Tasmania	20-24	Owner managers of incorporated enterprises	F	25
Tasmania	20-24	Owner managers of incorporated enterprises	M	60
Tasmania	20-24	Owner managers of unincorporated enterprises	F	125
Tasmania	20-24	Owner managers of unincorporated enterprises	M	267
Tasmania	25-29		F	82
Tasmania	25-29		M	87
Tasmania	25-29	Contributing family workers	F	46
Tasmania	25-29	Contributing family workers	M	48
Tasmania	25-29	Employee	F	8919
Tasmania	25-29	Employee	M	9165
Tasmania	25-29	Owner managers of incorporated enterprises	F	84
Tasmania	25-29	Owner managers of incorporated enterprises	M	249
Tasmania	25-29	Owner managers of unincorporated enterprises	F	325
Tasmania	25-29	Owner managers of unincorporated enterprises	M	626
Tasmania	30-34		F	72
Tasmania	30-34		M	103
Tasmania	30-34	Contributing family workers	F	144
Tasmania	30-34	Contributing family workers	M	75
Tasmania	30-34	Employee	F	9093
Tasmania	30-34	Employee	M	9290
Tasmania	30-34	Owner managers of incorporated enterprises	F	174
Tasmania	30-34	Owner managers of incorporated enterprises	M	518
Tasmania	30-34	Owner managers of unincorporated enterprises	F	574
Tasmania	30-34	Owner managers of unincorporated enterprises	M	933
Tasmania	35-39		F	70
Tasmania	35-39		M	103
Tasmania	35-39	Contributing family workers	F	136
Tasmania	35-39	Contributing family workers	M	101
Tasmania	35-39	Employee	F	8923
Tasmania	35-39	Employee	M	8528
Tasmania	35-39	Owner managers of incorporated enterprises	F	270
Tasmania	35-39	Owner managers of incorporated enterprises	M	662
Tasmania	35-39	Owner managers of unincorporated enterprises	F	712
Tasmania	35-39	Owner managers of unincorporated enterprises	M	996
Tasmania	40-44		F	107
Tasmania	40-44		M	121
Tasmania	40-44	Contributing family workers	F	172
Tasmania	40-44	Contributing family workers	M	115
Tasmania	40-44	Employee	F	10283
Tasmania	40-44	Employee	M	9047
Tasmania	40-44	Owner managers of incorporated enterprises	F	421
Tasmania	40-44	Owner managers of incorporated enterprises	M	868
Tasmania	40-44	Owner managers of unincorporated enterprises	F	888
Tasmania	40-44	Owner managers of unincorporated enterprises	M	1300
Tasmania	45-49		F	121
Tasmania	45-49		M	168
Tasmania	45-49	Contributing family workers	F	193
Tasmania	45-49	Contributing family workers	M	151
Tasmania	45-49	Employee	F	11167
Tasmania	45-49	Employee	M	9571
Tasmania	45-49	Owner managers of incorporated enterprises	F	499
Tasmania	45-49	Owner managers of incorporated enterprises	M	1084
Tasmania	45-49	Owner managers of unincorporated enterprises	F	946
Tasmania	45-49	Owner managers of unincorporated enterprises	M	1530
Tasmania	50-54		F	135
Tasmania	50-54		M	163
Tasmania	50-54	Contributing family workers	F	233
Tasmania	50-54	Contributing family workers	M	189
Tasmania	50-54	Employee	F	10978
Tasmania	50-54	Employee	M	9468
Tasmania	50-54	Owner managers of incorporated enterprises	F	502
Tasmania	50-54	Owner managers of incorporated enterprises	M	1098
Tasmania	50-54	Owner managers of unincorporated enterprises	F	923
Tasmania	50-54	Owner managers of unincorporated enterprises	M	1653
Tasmania	55-59		F	129
Tasmania	55-59		M	157
Tasmania	55-59	Contributing family workers	F	254
Tasmania	55-59	Contributing family workers	M	265
Tasmania	55-59	Employee	F	9994
Tasmania	55-59	Employee	M	8582
Tasmania	55-59	Owner managers of incorporated enterprises	F	457
Tasmania	55-59	Owner managers of incorporated enterprises	M	1054
Tasmania	55-59	Owner managers of unincorporated enterprises	F	906
Tasmania	55-59	Owner managers of unincorporated enterprises	M	1835
Tasmania	60-64		F	105
Tasmania	60-64		M	139
Tasmania	60-64	Contributing family workers	F	246
Tasmania	60-64	Contributing family workers	M	237
Tasmania	60-64	Employee	F	5965
Tasmania	60-64	Employee	M	5616
Tasmania	60-64	Owner managers of incorporated enterprises	F	320
Tasmania	60-64	Owner managers of incorporated enterprises	M	836
Tasmania	60-64	Owner managers of unincorporated enterprises	F	688
Tasmania	60-64	Owner managers of unincorporated enterprises	M	1590
Tasmania	65-69		F	65
Tasmania	65-69		M	75
Tasmania	65-69	Contributing family workers	F	165
Tasmania	65-69	Contributing family workers	M	263
Tasmania	65-69	Employee	F	1857
Tasmania	65-69	Employee	M	2013
Tasmania	65-69	Owner managers of incorporated enterprises	F	208
Tasmania	65-69	Owner managers of incorporated enterprises	M	540
Tasmania	65-69	Owner managers of unincorporated enterprises	F	430
Tasmania	65-69	Owner managers of unincorporated enterprises	M	930
Tasmania	70-74		F	38
Tasmania	70-74		M	38
Tasmania	70-74	Contributing family workers	F	112
Tasmania	70-74	Contributing family workers	M	195
Tasmania	70-74	Employee	F	454
Tasmania	70-74	Employee	M	587
Tasmania	70-74	Owner managers of incorporated enterprises	F	67
Tasmania	70-74	Owner managers of incorporated enterprises	M	216
Tasmania	70-74	Owner managers of unincorporated enterprises	F	180
Tasmania	70-74	Owner managers of unincorporated enterprises	M	399
Tasmania	75+		F	52
Tasmania	75+		M	60
Tasmania	75+	Contributing family workers	F	65
Tasmania	75+	Contributing family workers	M	180
Tasmania	75+	Employee	F	165
Tasmania	75+	Employee	M	238
Tasmania	75+	Owner managers of incorporated enterprises	F	47
Tasmania	75+	Owner managers of incorporated enterprises	M	127
Tasmania	75+	Owner managers of unincorporated enterprises	F	99
Tasmania	75+	Owner managers of unincorporated enterprises	M	286
Northern Territory	15-19		F	31
Northern Territory	15-19		M	41
Northern Territory	15-19	Contributing family workers	F	12
Northern Territory	15-19	Contributing family workers	M	25
Northern Territory	15-19	Employee	F	2173
Northern Territory	15-19	Employee	M	2320
Northern Territory	15-19	Owner managers of incorporated enterprises	F	8
Northern Territory	15-19	Owner managers of incorporated enterprises	M	6
Northern Territory	15-19	Owner managers of unincorporated enterprises	F	15
Northern Territory	15-19	Owner managers of unincorporated enterprises	M	19
Northern Territory	20-24		F	40
Northern Territory	20-24		M	53
Northern Territory	20-24	Contributing family workers	F	12
Northern Territory	20-24	Contributing family workers	M	14
Northern Territory	20-24	Employee	F	4218
Northern Territory	20-24	Employee	M	5131
Northern Territory	20-24	Owner managers of incorporated enterprises	F	15
Northern Territory	20-24	Owner managers of incorporated enterprises	M	41
Northern Territory	20-24	Owner managers of unincorporated enterprises	F	40
Northern Territory	20-24	Owner managers of unincorporated enterprises	M	85
Northern Territory	25-29		F	38
Northern Territory	25-29		M	70
Northern Territory	25-29	Contributing family workers	F	22
Northern Territory	25-29	Contributing family workers	M	20
Northern Territory	25-29	Employee	F	6246
Northern Territory	25-29	Employee	M	7401
Northern Territory	25-29	Owner managers of incorporated enterprises	F	64
Northern Territory	25-29	Owner managers of incorporated enterprises	M	122
Northern Territory	25-29	Owner managers of unincorporated enterprises	F	123
Northern Territory	25-29	Owner managers of unincorporated enterprises	M	200
Northern Territory	30-34		F	52
Northern Territory	30-34		M	72
Northern Territory	30-34	Contributing family workers	F	33
Northern Territory	30-34	Contributing family workers	M	19
Northern Territory	30-34	Employee	F	6087
Northern Territory	30-34	Employee	M	7528
Northern Territory	30-34	Owner managers of incorporated enterprises	F	129
Northern Territory	30-34	Owner managers of incorporated enterprises	M	265
Northern Territory	30-34	Owner managers of unincorporated enterprises	F	223
Northern Territory	30-34	Owner managers of unincorporated enterprises	M	264
Northern Territory	35-39		F	61
Northern Territory	35-39		M	63
Northern Territory	35-39	Contributing family workers	F	48
Northern Territory	35-39	Contributing family workers	M	34
Northern Territory	35-39	Employee	F	5048
Northern Territory	35-39	Employee	M	6291
Northern Territory	35-39	Owner managers of incorporated enterprises	F	150
Northern Territory	35-39	Owner managers of incorporated enterprises	M	375
Northern Territory	35-39	Owner managers of unincorporated enterprises	F	221
Northern Territory	35-39	Owner managers of unincorporated enterprises	M	317
Northern Territory	40-44		F	52
Northern Territory	40-44		M	69
Northern Territory	40-44	Contributing family workers	F	48
Northern Territory	40-44	Contributing family workers	M	28
Northern Territory	40-44	Employee	F	4750
Northern Territory	40-44	Employee	M	5782
Northern Territory	40-44	Owner managers of incorporated enterprises	F	242
Northern Territory	40-44	Owner managers of incorporated enterprises	M	433
Northern Territory	40-44	Owner managers of unincorporated enterprises	F	258
Northern Territory	40-44	Owner managers of unincorporated enterprises	M	327
Northern Territory	45-49		F	49
Northern Territory	45-49		M	67
Northern Territory	45-49	Contributing family workers	F	52
Northern Territory	45-49	Contributing family workers	M	31
Northern Territory	45-49	Employee	F	4789
Northern Territory	45-49	Employee	M	5535
Northern Territory	45-49	Owner managers of incorporated enterprises	F	236
Northern Territory	45-49	Owner managers of incorporated enterprises	M	482
Northern Territory	45-49	Owner managers of unincorporated enterprises	F	263
Northern Territory	45-49	Owner managers of unincorporated enterprises	M	400
Northern Territory	50-54		F	51
Northern Territory	50-54		M	71
Northern Territory	50-54	Contributing family workers	F	50
Northern Territory	50-54	Contributing family workers	M	61
Northern Territory	50-54	Employee	F	4268
Northern Territory	50-54	Employee	M	4989
Northern Territory	50-54	Owner managers of incorporated enterprises	F	221
Northern Territory	50-54	Owner managers of incorporated enterprises	M	490
Northern Territory	50-54	Owner managers of unincorporated enterprises	F	270
Northern Territory	50-54	Owner managers of unincorporated enterprises	M	405
Northern Territory	55-59		F	42
Northern Territory	55-59		M	44
Northern Territory	55-59	Contributing family workers	F	46
Northern Territory	55-59	Contributing family workers	M	48
Northern Territory	55-59	Employee	F	3604
Northern Territory	55-59	Employee	M	4223
Northern Territory	55-59	Owner managers of incorporated enterprises	F	201
Northern Territory	55-59	Owner managers of incorporated enterprises	M	409
Northern Territory	55-59	Owner managers of unincorporated enterprises	F	194
Northern Territory	55-59	Owner managers of unincorporated enterprises	M	384
Northern Territory	60-64		F	32
Northern Territory	60-64		M	51
Northern Territory	60-64	Contributing family workers	F	51
Northern Territory	60-64	Contributing family workers	M	53
Northern Territory	60-64	Employee	F	2197
Northern Territory	60-64	Employee	M	2800
Northern Territory	60-64	Owner managers of incorporated enterprises	F	121
Northern Territory	60-64	Owner managers of incorporated enterprises	M	318
Northern Territory	60-64	Owner managers of unincorporated enterprises	F	155
Northern Territory	60-64	Owner managers of unincorporated enterprises	M	316
Northern Territory	65-69		F	20
Northern Territory	65-69		M	18
Northern Territory	65-69	Contributing family workers	F	35
Northern Territory	65-69	Contributing family workers	M	44
Northern Territory	65-69	Employee	F	889
Northern Territory	65-69	Employee	M	1122
Northern Territory	65-69	Owner managers of incorporated enterprises	F	58
Northern Territory	65-69	Owner managers of incorporated enterprises	M	185
Northern Territory	65-69	Owner managers of unincorporated enterprises	F	73
Northern Territory	65-69	Owner managers of unincorporated enterprises	M	194
Northern Territory	70-74		F	13
Northern Territory	70-74		M	13
Northern Territory	70-74	Contributing family workers	F	20
Northern Territory	70-74	Contributing family workers	M	39
Northern Territory	70-74	Employee	F	195
Northern Territory	70-74	Employee	M	291
Northern Territory	70-74	Owner managers of incorporated enterprises	F	29
Northern Territory	70-74	Owner managers of incorporated enterprises	M	72
Northern Territory	70-74	Owner managers of unincorporated enterprises	F	37
Northern Territory	70-74	Owner managers of unincorporated enterprises	M	78
Northern Territory	75+		F	7
Northern Territory	75+		M	14
Northern Territory	75+	Contributing family workers	F	15
Northern Territory	75+	Contributing family workers	M	28
Northern Territory	75+	Employee	F	71
Northern Territory	75+	Employee	M	111
Northern Territory	75+	Owner managers of incorporated enterprises	F	10
Northern Territory	75+	Owner managers of incorporated enterprises	M	31
Northern Territory	75+	Owner managers of unincorporated enterprises	F	22
Northern Territory	75+	Owner managers of unincorporated enterprises	M	39
Australian Capital Territory	15-19		F	45
Australian Capital Territory	15-19		M	37
Australian Capital Territory	15-19	Contributing family workers	F	17
Australian Capital Territory	15-19	Contributing family workers	M	33
Australian Capital Territory	15-19	Employee	F	6122
Australian Capital Territory	15-19	Employee	M	5206
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	F	14
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	M	18
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	F	53
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	M	48
Australian Capital Territory	20-24		F	45
Australian Capital Territory	20-24		M	64
Australian Capital Territory	20-24	Contributing family workers	F	17
Australian Capital Territory	20-24	Contributing family workers	M	30
Australian Capital Territory	20-24	Employee	F	11137
Australian Capital Territory	20-24	Employee	M	10602
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	F	36
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	M	106
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	F	133
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	M	239
Australian Capital Territory	25-29		F	45
Australian Capital Territory	25-29		M	64
Australian Capital Territory	25-29	Contributing family workers	F	38
Australian Capital Territory	25-29	Contributing family workers	M	33
Australian Capital Territory	25-29	Employee	F	13408
Australian Capital Territory	25-29	Employee	M	12451
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	F	116
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	M	406
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	F	192
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	M	420
Australian Capital Territory	30-34		F	51
Australian Capital Territory	30-34		M	63
Australian Capital Territory	30-34	Contributing family workers	F	67
Australian Capital Territory	30-34	Contributing family workers	M	44
Australian Capital Territory	30-34	Employee	F	13741
Australian Capital Territory	30-34	Employee	M	13542
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	F	232
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	M	756
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	F	338
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	M	563
Australian Capital Territory	35-39		F	46
Australian Capital Territory	35-39		M	61
Australian Capital Territory	35-39	Contributing family workers	F	70
Australian Capital Territory	35-39	Contributing family workers	M	52
Australian Capital Territory	35-39	Employee	F	12274
Australian Capital Territory	35-39	Employee	M	12374
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	F	328
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	M	896
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	F	418
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	M	572
Australian Capital Territory	40-44		F	53
Australian Capital Territory	40-44		M	79
Australian Capital Territory	40-44	Contributing family workers	F	72
Australian Capital Territory	40-44	Contributing family workers	M	55
Australian Capital Territory	40-44	Employee	F	12057
Australian Capital Territory	40-44	Employee	M	11495
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	F	379
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	M	1041
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	F	434
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	M	621
Australian Capital Territory	45-49		F	59
Australian Capital Territory	45-49		M	72
Australian Capital Territory	45-49	Contributing family workers	F	86
Australian Capital Territory	45-49	Contributing family workers	M	70
Australian Capital Territory	45-49	Employee	F	11617
Australian Capital Territory	45-49	Employee	M	10856
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	F	442
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	M	1117
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	F	464
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	M	672
Australian Capital Territory	50-54		F	41
Australian Capital Territory	50-54		M	72
Australian Capital Territory	50-54	Contributing family workers	F	76
Australian Capital Territory	50-54	Contributing family workers	M	63
Australian Capital Territory	50-54	Employee	F	10331
Australian Capital Territory	50-54	Employee	M	9556
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	F	370
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	M	968
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	F	447
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	M	699
Australian Capital Territory	55-59		F	45
Australian Capital Territory	55-59		M	53
Australian Capital Territory	55-59	Contributing family workers	F	70
Australian Capital Territory	55-59	Contributing family workers	M	66
Australian Capital Territory	55-59	Employee	F	7796
Australian Capital Territory	55-59	Employee	M	7470
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	F	302
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	M	808
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	F	396
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	M	654
Australian Capital Territory	60-64		F	42
Australian Capital Territory	60-64		M	49
Australian Capital Territory	60-64	Contributing family workers	F	52
Australian Capital Territory	60-64	Contributing family workers	M	67
Australian Capital Territory	60-64	Employee	F	4501
Australian Capital Territory	60-64	Employee	M	4309
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	F	203
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	M	611
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	F	300
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	M	592
Australian Capital Territory	65-69		F	37
Australian Capital Territory	65-69		M	30
Australian Capital Territory	65-69	Contributing family workers	F	55
Australian Capital Territory	65-69	Contributing family workers	M	72
Australian Capital Territory	65-69	Employee	F	1602
Australian Capital Territory	65-69	Employee	M	1935
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	F	127
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	M	404
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	F	212
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	M	406
Australian Capital Territory	70-74		F	15
Australian Capital Territory	70-74		M	19
Australian Capital Territory	70-74	Contributing family workers	F	31
Australian Capital Territory	70-74	Contributing family workers	M	48
Australian Capital Territory	70-74	Employee	F	391
Australian Capital Territory	70-74	Employee	M	513
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	F	49
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	M	169
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	F	77
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	M	174
Australian Capital Territory	75+		F	23
Australian Capital Territory	75+		M	17
Australian Capital Territory	75+	Contributing family workers	F	30
Australian Capital Territory	75+	Contributing family workers	M	50
Australian Capital Territory	75+	Employee	F	133
Australian Capital Territory	75+	Employee	M	209
Australian Capital Territory	75+	Owner managers of incorporated enterprises	F	24
Australian Capital Territory	75+	Owner managers of incorporated enterprises	M	84
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	F	40
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	M	88
Other Territories	15-19	Employee	F	33
Other Territories	15-19	Employee	M	37
Other Territories	20-24	Employee	F	67
Other Territories	20-24	Employee	M	98
Other Territories	25-29	Employee	F	90
Other Territories	25-29	Employee	M	118
Other Territories	25-29	Owner managers of incorporated enterprises	M	4
Other Territories	25-29	Owner managers of unincorporated enterprises	M	10
Other Territories	30-34		F	3
Other Territories	30-34		M	3
Other Territories	30-34	Employee	F	101
Other Territories	30-34	Employee	M	127
Other Territories	30-34	Owner managers of incorporated enterprises	F	4
Other Territories	30-34	Owner managers of incorporated enterprises	M	5
Other Territories	30-34	Owner managers of unincorporated enterprises	F	15
Other Territories	30-34	Owner managers of unincorporated enterprises	M	13
Other Territories	35-39		F	3
Other Territories	35-39		M	3
Other Territories	35-39	Contributing family workers	F	3
Other Territories	35-39	Employee	F	99
Other Territories	35-39	Employee	M	158
Other Territories	35-39	Owner managers of incorporated enterprises	F	3
Other Territories	35-39	Owner managers of incorporated enterprises	M	7
Other Territories	35-39	Owner managers of unincorporated enterprises	F	9
Other Territories	35-39	Owner managers of unincorporated enterprises	M	7
Other Territories	40-44		F	3
Other Territories	40-44		M	3
Other Territories	40-44	Employee	F	112
Other Territories	40-44	Employee	M	132
Other Territories	40-44	Owner managers of incorporated enterprises	F	3
Other Territories	40-44	Owner managers of incorporated enterprises	M	10
Other Territories	40-44	Owner managers of unincorporated enterprises	F	9
Other Territories	40-44	Owner managers of unincorporated enterprises	M	11
Other Territories	45-49		M	3
Other Territories	45-49	Contributing family workers	M	3
Other Territories	45-49	Employee	F	102
Other Territories	45-49	Employee	M	134
Other Territories	45-49	Owner managers of incorporated enterprises	F	4
Other Territories	45-49	Owner managers of incorporated enterprises	M	8
Other Territories	45-49	Owner managers of unincorporated enterprises	F	19
Other Territories	45-49	Owner managers of unincorporated enterprises	M	26
Other Territories	50-54		F	3
Other Territories	50-54		M	6
Other Territories	50-54	Contributing family workers	F	3
Other Territories	50-54	Contributing family workers	M	3
Other Territories	50-54	Employee	F	118
Other Territories	50-54	Employee	M	163
Other Territories	50-54	Owner managers of incorporated enterprises	F	3
Other Territories	50-54	Owner managers of incorporated enterprises	M	5
Other Territories	50-54	Owner managers of unincorporated enterprises	F	15
Other Territories	50-54	Owner managers of unincorporated enterprises	M	19
Other Territories	55-59		M	7
Other Territories	55-59	Contributing family workers	F	3
Other Territories	55-59	Contributing family workers	M	5
Other Territories	55-59	Employee	F	110
Other Territories	55-59	Employee	M	136
Other Territories	55-59	Owner managers of incorporated enterprises	F	7
Other Territories	55-59	Owner managers of incorporated enterprises	M	20
Other Territories	55-59	Owner managers of unincorporated enterprises	F	19
Other Territories	55-59	Owner managers of unincorporated enterprises	M	29
Other Territories	60-64		M	3
Other Territories	60-64	Contributing family workers	F	7
Other Territories	60-64	Contributing family workers	M	8
Other Territories	60-64	Employee	F	77
Other Territories	60-64	Employee	M	106
Other Territories	60-64	Owner managers of incorporated enterprises	F	4
Other Territories	60-64	Owner managers of incorporated enterprises	M	6
Other Territories	60-64	Owner managers of unincorporated enterprises	F	4
Other Territories	60-64	Owner managers of unincorporated enterprises	M	25
Other Territories	65-69		M	3
Other Territories	65-69	Contributing family workers	F	3
Other Territories	65-69	Contributing family workers	M	3
Other Territories	65-69	Employee	F	50
Other Territories	65-69	Employee	M	75
Other Territories	65-69	Owner managers of incorporated enterprises	M	9
Other Territories	65-69	Owner managers of unincorporated enterprises	F	12
Other Territories	65-69	Owner managers of unincorporated enterprises	M	13
Other Territories	70-74		F	3
Other Territories	70-74		M	3
Other Territories	70-74	Contributing family workers	M	3
Other Territories	70-74	Employee	F	11
Other Territories	70-74	Employee	M	16
Other Territories	70-74	Owner managers of unincorporated enterprises	F	11
Other Territories	70-74	Owner managers of unincorporated enterprises	M	5
Other Territories	75+	Contributing family workers	M	3
Other Territories	75+	Employee	F	4
Other Territories	75+	Employee	M	4
Other Territories	75+	Owner managers of incorporated enterprises	F	6
Other Territories	75+	Owner managers of unincorporated enterprises	F	3
Other Territories	75+	Owner managers of unincorporated enterprises	M	14
