STE_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Victoria	NLD	Owner managers of incorporated enterprises	M	546
Victoria	NLD	Owner managers of unincorporated enterprises	F	271
Victoria	NLD	Owner managers of unincorporated enterprises	M	567
Victoria	NLD	Status in employment not stated	F	37
Victoria	NLD	Status in employment not stated	M	62
Victoria	NZL	Contributing family workers	F	301
Victoria	NZL	Contributing family workers	M	252
Victoria	NZL	Employee	F	24759
Victoria	NZL	Employee	M	26163
Victoria	NZL	Owner managers of incorporated enterprises	F	956
Victoria	NZL	Owner managers of incorporated enterprises	M	2240
Victoria	NZL	Owner managers of unincorporated enterprises	F	1486
Victoria	NZL	Owner managers of unincorporated enterprises	M	2255
Victoria	NZL	Status in employment not stated	F	256
Victoria	NZL	Status in employment not stated	M	312
Victoria	PAK	Contributing family workers	F	32
Victoria	PAK	Contributing family workers	M	55
Victoria	PAK	Employee	F	1552
Victoria	PAK	Employee	M	7115
Victoria	PAK	Owner managers of incorporated enterprises	F	122
Victoria	PAK	Owner managers of incorporated enterprises	M	523
Victoria	PAK	Owner managers of unincorporated enterprises	F	254
Victoria	PAK	Owner managers of unincorporated enterprises	M	697
Victoria	PAK	Status in employment not stated	F	22
Victoria	PAK	Status in employment not stated	M	100
Victoria	PHL	Contributing family workers	F	112
Victoria	PHL	Contributing family workers	M	75
Victoria	PHL	Employee	F	17889
Victoria	PHL	Employee	M	12974
Victoria	PHL	Owner managers of incorporated enterprises	F	220
Victoria	PHL	Owner managers of incorporated enterprises	M	266
Victoria	PHL	Owner managers of unincorporated enterprises	F	349
Victoria	PHL	Owner managers of unincorporated enterprises	M	325
Victoria	PHL	Status in employment not stated	F	162
Victoria	PHL	Status in employment not stated	M	105
Victoria	POL	Contributing family workers	F	64
Victoria	POL	Contributing family workers	M	58
Victoria	POL	Employee	F	2867
Victoria	POL	Employee	M	2215
Victoria	POL	Owner managers of incorporated enterprises	F	193
Victoria	POL	Owner managers of incorporated enterprises	M	468
Victoria	POL	Owner managers of unincorporated enterprises	F	321
Victoria	POL	Owner managers of unincorporated enterprises	M	500
Victoria	POL	Status in employment not stated	F	29
Victoria	POL	Status in employment not stated	M	46
Victoria	SGP	Contributing family workers	F	31
Victoria	SGP	Contributing family workers	M	37
Victoria	SGP	Employee	F	3736
Victoria	SGP	Employee	M	3136
Victoria	SGP	Owner managers of incorporated enterprises	F	175
Victoria	SGP	Owner managers of incorporated enterprises	M	298
Victoria	SGP	Owner managers of unincorporated enterprises	F	226
Victoria	SGP	Owner managers of unincorporated enterprises	M	246
Victoria	SGP	Status in employment not stated	F	15
Victoria	SGP	Status in employment not stated	M	16
Victoria	ZAF	Contributing family workers	F	112
Victoria	ZAF	Contributing family workers	M	82
Victoria	ZAF	Employee	F	7493
Victoria	ZAF	Employee	M	7560
Victoria	ZAF	Owner managers of incorporated enterprises	F	358
Victoria	ZAF	Owner managers of incorporated enterprises	M	1129
Victoria	ZAF	Owner managers of unincorporated enterprises	F	576
Victoria	ZAF	Owner managers of unincorporated enterprises	M	704
Victoria	ZAF	Status in employment not stated	F	37
Victoria	ZAF	Status in employment not stated	M	56
Victoria	KOR	Contributing family workers	F	90
Victoria	KOR	Contributing family workers	M	84
Victoria	KOR	Employee	F	3211
Victoria	KOR	Employee	M	3234
Victoria	KOR	Owner managers of incorporated enterprises	F	190
Victoria	KOR	Owner managers of incorporated enterprises	M	400
Victoria	KOR	Owner managers of unincorporated enterprises	F	243
Victoria	KOR	Owner managers of unincorporated enterprises	M	393
Victoria	KOR	Status in employment not stated	F	38
Victoria	KOR	Status in employment not stated	M	38
Victoria	LKA	Contributing family workers	F	165
Victoria	LKA	Contributing family workers	M	177
Victoria	LKA	Employee	F	12704
Victoria	LKA	Employee	M	17389
Victoria	LKA	Owner managers of incorporated enterprises	F	434
Victoria	LKA	Owner managers of incorporated enterprises	M	1423
Victoria	LKA	Owner managers of unincorporated enterprises	F	809
Victoria	LKA	Owner managers of unincorporated enterprises	M	934
Victoria	LKA	Status in employment not stated	F	117
Victoria	LKA	Status in employment not stated	M	190
Victoria	THA	Contributing family workers	F	93
Victoria	THA	Contributing family workers	M	40
Victoria	THA	Employee	F	4374
Victoria	THA	Employee	M	2308
Victoria	THA	Owner managers of incorporated enterprises	F	258
Victoria	THA	Owner managers of incorporated enterprises	M	153
Victoria	THA	Owner managers of unincorporated enterprises	F	445
Victoria	THA	Owner managers of unincorporated enterprises	M	157
Victoria	THA	Status in employment not stated	F	60
Victoria	THA	Status in employment not stated	M	24
Victoria	TUR	Contributing family workers	F	62
Victoria	TUR	Contributing family workers	M	110
Victoria	TUR	Employee	F	1752
Victoria	TUR	Employee	M	2595
Victoria	TUR	Owner managers of incorporated enterprises	F	169
Victoria	TUR	Owner managers of incorporated enterprises	M	730
Victoria	TUR	Owner managers of unincorporated enterprises	F	139
Victoria	TUR	Owner managers of unincorporated enterprises	M	652
Victoria	TUR	Status in employment not stated	F	30
Victoria	TUR	Status in employment not stated	M	88
Victoria	GBR	Contributing family workers	F	691
Victoria	GBR	Contributing family workers	M	687
Victoria	GBR	Employee	F	41359
Victoria	GBR	Employee	M	46319
Victoria	GBR	Owner managers of incorporated enterprises	F	2096
Victoria	GBR	Owner managers of incorporated enterprises	M	5864
Victoria	GBR	Owner managers of unincorporated enterprises	F	3213
Victoria	GBR	Owner managers of unincorporated enterprises	M	5626
Victoria	GBR	Status in employment not stated	F	374
Victoria	GBR	Status in employment not stated	M	442
Victoria	USA	Contributing family workers	F	96
Victoria	USA	Contributing family workers	M	53
Victoria	USA	Employee	F	4663
Victoria	USA	Employee	M	4500
Victoria	USA	Owner managers of incorporated enterprises	F	319
Victoria	USA	Owner managers of incorporated enterprises	M	433
Victoria	USA	Owner managers of unincorporated enterprises	F	422
Victoria	USA	Owner managers of unincorporated enterprises	M	410
Victoria	USA	Status in employment not stated	F	37
Victoria	USA	Status in employment not stated	M	37
Victoria	VNM	Contributing family workers	F	417
Victoria	VNM	Contributing family workers	M	413
Victoria	VNM	Employee	F	17097
Victoria	VNM	Employee	M	17246
Victoria	VNM	Owner managers of incorporated enterprises	F	1043
Victoria	VNM	Owner managers of incorporated enterprises	M	1827
Victoria	VNM	Owner managers of unincorporated enterprises	F	1552
Victoria	VNM	Owner managers of unincorporated enterprises	M	1815
Victoria	VNM	Status in employment not stated	F	241
Victoria	VNM	Status in employment not stated	M	273
Victoria	ZWE	Contributing family workers	F	18
Victoria	ZWE	Contributing family workers	M	15
Victoria	ZWE	Employee	F	1552
Victoria	ZWE	Employee	M	1518
Victoria	ZWE	Owner managers of incorporated enterprises	F	37
Victoria	ZWE	Owner managers of incorporated enterprises	M	115
Victoria	ZWE	Owner managers of unincorporated enterprises	F	63
Victoria	ZWE	Owner managers of unincorporated enterprises	M	84
Victoria	ZWE	Status in employment not stated	F	22
Victoria	ZWE	Status in employment not stated	M	13
Queensland		Contributing family workers	F	1124
Queensland		Contributing family workers	M	1047
Queensland		Employee	F	45997
Queensland		Employee	M	46553
Queensland		Owner managers of incorporated enterprises	F	2385
Queensland		Owner managers of incorporated enterprises	M	4854
Queensland		Owner managers of unincorporated enterprises	F	3818
Queensland		Owner managers of unincorporated enterprises	M	5463
Queensland		Status in employment not stated	F	985
Queensland		Status in employment not stated	M	1246
Queensland	AUS	Contributing family workers	F	13993
Queensland	AUS	Contributing family workers	M	13235
Queensland	AUS	Employee	F	656681
Queensland	AUS	Employee	M	643646
Queensland	AUS	Owner managers of incorporated enterprises	F	30521
Queensland	AUS	Owner managers of incorporated enterprises	M	68890
Queensland	AUS	Owner managers of unincorporated enterprises	F	44341
Queensland	AUS	Owner managers of unincorporated enterprises	M	72948
Queensland	AUS	Status in employment not stated	F	5659
Queensland	AUS	Status in employment not stated	M	7498
Queensland	CAN	Contributing family workers	F	47
Queensland	CAN	Contributing family workers	M	43
Queensland	CAN	Employee	F	3041
Queensland	CAN	Employee	M	2490
Queensland	CAN	Owner managers of incorporated enterprises	F	173
Queensland	CAN	Owner managers of incorporated enterprises	M	278
Queensland	CAN	Owner managers of unincorporated enterprises	F	265
Queensland	CAN	Owner managers of unincorporated enterprises	M	285
Queensland	CAN	Status in employment not stated	F	22
Queensland	CAN	Status in employment not stated	M	15
Queensland	CHN	Contributing family workers	F	432
Queensland	CHN	Contributing family workers	M	401
Queensland	CHN	Employee	F	8803
Queensland	CHN	Employee	M	6614
Queensland	CHN	Owner managers of incorporated enterprises	F	1049
Queensland	CHN	Owner managers of incorporated enterprises	M	1521
Queensland	CHN	Owner managers of unincorporated enterprises	F	784
Queensland	CHN	Owner managers of unincorporated enterprises	M	793
Queensland	CHN	Status in employment not stated	F	67
Queensland	CHN	Status in employment not stated	M	40
Queensland	HRV	Contributing family workers	F	17
Queensland	HRV	Contributing family workers	M	27
Queensland	HRV	Employee	F	537
Queensland	HRV	Employee	M	467
Queensland	HRV	Owner managers of incorporated enterprises	F	51
Queensland	HRV	Owner managers of incorporated enterprises	M	102
Queensland	HRV	Owner managers of unincorporated enterprises	F	48
Queensland	HRV	Owner managers of unincorporated enterprises	M	119
Queensland	HRV	Status in employment not stated	F	10
Queensland	HRV	Status in employment not stated	M	10
Queensland	EGY	Contributing family workers	F	7
Queensland	EGY	Contributing family workers	M	9
Queensland	EGY	Employee	F	238
Queensland	EGY	Employee	M	372
Queensland	EGY	Owner managers of incorporated enterprises	F	38
Queensland	EGY	Owner managers of incorporated enterprises	M	104
Queensland	EGY	Owner managers of unincorporated enterprises	F	20
Queensland	EGY	Owner managers of unincorporated enterprises	M	67
Queensland	EGY	Status in employment not stated	F	3
Queensland	EGY	Status in employment not stated	M	4
Queensland	FJI	Contributing family workers	F	63
Queensland	FJI	Contributing family workers	M	61
Queensland	FJI	Employee	F	3453
Queensland	FJI	Employee	M	3166
Queensland	FJI	Owner managers of incorporated enterprises	F	157
Queensland	FJI	Owner managers of incorporated enterprises	M	395
Queensland	FJI	Owner managers of unincorporated enterprises	F	147
Queensland	FJI	Owner managers of unincorporated enterprises	M	278
Queensland	FJI	Status in employment not stated	F	45
Queensland	FJI	Status in employment not stated	M	30
Queensland	MKD	Contributing family workers	F	8
Queensland	MKD	Contributing family workers	M	8
Queensland	MKD	Employee	F	228
Queensland	MKD	Employee	M	188
Queensland	MKD	Owner managers of incorporated enterprises	F	7
Queensland	MKD	Owner managers of incorporated enterprises	M	26
Queensland	MKD	Owner managers of unincorporated enterprises	F	14
Queensland	MKD	Owner managers of unincorporated enterprises	M	29
Queensland	MKD	Status in employment not stated	M	3
Queensland	DEU	Contributing family workers	F	105
Queensland	DEU	Contributing family workers	M	90
Queensland	DEU	Employee	F	3525
Queensland	DEU	Employee	M	2964
Queensland	DEU	Owner managers of incorporated enterprises	F	263
Queensland	DEU	Owner managers of incorporated enterprises	M	431
Queensland	DEU	Owner managers of unincorporated enterprises	F	474
Queensland	DEU	Owner managers of unincorporated enterprises	M	588
Queensland	DEU	Status in employment not stated	F	41
Queensland	DEU	Status in employment not stated	M	48
Queensland	GRC	Contributing family workers	F	21
Queensland	GRC	Contributing family workers	M	28
Queensland	GRC	Employee	F	237
Queensland	GRC	Employee	M	369
Queensland	GRC	Owner managers of incorporated enterprises	F	30
Queensland	GRC	Owner managers of incorporated enterprises	M	101
Queensland	GRC	Owner managers of unincorporated enterprises	F	36
Queensland	GRC	Owner managers of unincorporated enterprises	M	111
Queensland	GRC	Status in employment not stated	F	5
Queensland	GRC	Status in employment not stated	M	12
Queensland	HKG	Contributing family workers	F	43
Queensland	HKG	Contributing family workers	M	38
Queensland	HKG	Employee	F	2420
Queensland	HKG	Employee	M	2243
Queensland	HKG	Owner managers of incorporated enterprises	F	171
Queensland	HKG	Owner managers of incorporated enterprises	M	318
Queensland	HKG	Owner managers of unincorporated enterprises	F	166
Queensland	HKG	Owner managers of unincorporated enterprises	M	258
Queensland	HKG	Status in employment not stated	F	12
Queensland	HKG	Status in employment not stated	M	9
Queensland	IND	Contributing family workers	F	171
Queensland	IND	Contributing family workers	M	229
Queensland	IND	Employee	F	10518
Queensland	IND	Employee	M	16625
Queensland	IND	Owner managers of incorporated enterprises	F	527
Queensland	IND	Owner managers of incorporated enterprises	M	1629
Queensland	IND	Owner managers of unincorporated enterprises	F	367
Queensland	IND	Owner managers of unincorporated enterprises	M	1168
Queensland	IND	Status in employment not stated	F	115
Queensland	IND	Status in employment not stated	M	217
Queensland	IDN	Contributing family workers	F	43
Queensland	IDN	Contributing family workers	M	13
Queensland	IDN	Employee	F	1639
Queensland	IDN	Employee	M	1157
Queensland	IDN	Owner managers of incorporated enterprises	F	70
Queensland	IDN	Owner managers of incorporated enterprises	M	112
Queensland	IDN	Owner managers of unincorporated enterprises	F	101
Queensland	IDN	Owner managers of unincorporated enterprises	M	104
Queensland	IDN	Status in employment not stated	F	23
Queensland	IDN	Status in employment not stated	M	16
Queensland	IRN	Contributing family workers	F	25
Queensland	IRN	Contributing family workers	M	31
Queensland	IRN	Employee	F	979
Queensland	IRN	Employee	M	1467
Queensland	IRN	Owner managers of incorporated enterprises	F	65
Queensland	IRN	Owner managers of incorporated enterprises	M	192
Queensland	IRN	Owner managers of unincorporated enterprises	F	74
Queensland	IRN	Owner managers of unincorporated enterprises	M	249
Queensland	IRN	Status in employment not stated	F	5
Queensland	IRN	Status in employment not stated	M	20
Queensland	IRQ	Contributing family workers	M	4
Queensland	IRQ	Employee	F	165
Queensland	IRQ	Employee	M	328
Queensland	IRQ	Owner managers of incorporated enterprises	F	15
Queensland	IRQ	Owner managers of incorporated enterprises	M	65
Queensland	IRQ	Owner managers of unincorporated enterprises	F	18
Queensland	IRQ	Owner managers of unincorporated enterprises	M	58
Queensland	IRQ	Status in employment not stated	F	3
Queensland	IRQ	Status in employment not stated	M	7
Queensland	IRL	Contributing family workers	F	49
Queensland	IRL	Contributing family workers	M	31
Queensland	IRL	Employee	F	2652
Queensland	IRL	Employee	M	3089
Queensland	IRL	Owner managers of incorporated enterprises	F	124
Queensland	IRL	Owner managers of incorporated enterprises	M	450
Queensland	IRL	Owner managers of unincorporated enterprises	F	141
Queensland	IRL	Owner managers of unincorporated enterprises	M	313
Queensland	IRL	Status in employment not stated	F	16
Queensland	IRL	Status in employment not stated	M	34
Queensland	ITA	Contributing family workers	F	88
Queensland	ITA	Contributing family workers	M	177
Queensland	ITA	Employee	F	1238
Queensland	ITA	Employee	M	1792
Queensland	ITA	Owner managers of incorporated enterprises	F	94
Queensland	ITA	Owner managers of incorporated enterprises	M	370
Queensland	ITA	Owner managers of unincorporated enterprises	F	153
Queensland	ITA	Owner managers of unincorporated enterprises	M	408
Queensland	ITA	Status in employment not stated	F	35
Queensland	ITA	Status in employment not stated	M	49
Queensland	JPN	Contributing family workers	F	88
Queensland	JPN	Contributing family workers	M	35
Queensland	JPN	Employee	F	3886
Queensland	JPN	Employee	M	1819
Queensland	JPN	Owner managers of incorporated enterprises	F	210
Queensland	JPN	Owner managers of incorporated enterprises	M	238
Queensland	JPN	Owner managers of unincorporated enterprises	F	359
Queensland	JPN	Owner managers of unincorporated enterprises	M	176
Queensland	JPN	Status in employment not stated	F	45
Queensland	JPN	Status in employment not stated	M	18
Queensland	LBN	Contributing family workers	F	6
Queensland	LBN	Contributing family workers	M	21
Queensland	LBN	Employee	F	164
Queensland	LBN	Employee	M	249
Queensland	LBN	Owner managers of incorporated enterprises	F	22
Queensland	LBN	Owner managers of incorporated enterprises	M	95
Queensland	LBN	Owner managers of unincorporated enterprises	F	20
Queensland	LBN	Owner managers of unincorporated enterprises	M	76
Queensland	LBN	Status in employment not stated	F	3
Queensland	LBN	Status in employment not stated	M	6
Queensland	MYS	Contributing family workers	F	46
Queensland	MYS	Contributing family workers	M	53
Queensland	MYS	Employee	F	3736
Queensland	MYS	Employee	M	3193
Queensland	MYS	Owner managers of incorporated enterprises	F	242
Queensland	MYS	Owner managers of incorporated enterprises	M	416
Queensland	MYS	Owner managers of unincorporated enterprises	F	234
Queensland	MYS	Owner managers of unincorporated enterprises	M	352
Queensland	MYS	Status in employment not stated	F	25
Queensland	MYS	Status in employment not stated	M	23
Queensland	MLT	Contributing family workers	F	23
Queensland	MLT	Contributing family workers	M	22
Queensland	MLT	Employee	F	211
Queensland	MLT	Employee	M	267
Queensland	MLT	Owner managers of incorporated enterprises	F	22
Queensland	MLT	Owner managers of incorporated enterprises	M	47
Queensland	MLT	Owner managers of unincorporated enterprises	F	38
Queensland	MLT	Owner managers of unincorporated enterprises	M	75
Queensland	MLT	Status in employment not stated	F	10
Queensland	MLT	Status in employment not stated	M	12
Queensland	NLD	Contributing family workers	F	59
Queensland	NLD	Contributing family workers	M	55
Queensland	NLD	Employee	F	1747
Queensland	NLD	Employee	M	1920
Queensland	NLD	Owner managers of incorporated enterprises	F	146
Queensland	NLD	Owner managers of incorporated enterprises	M	363
Queensland	NLD	Owner managers of unincorporated enterprises	F	235
Queensland	NLD	Owner managers of unincorporated enterprises	M	383
Queensland	NLD	Status in employment not stated	F	18
Queensland	NLD	Status in employment not stated	M	25
Queensland	NZL	Contributing family workers	F	800
Queensland	NZL	Contributing family workers	M	645
Queensland	NZL	Employee	F	51360
Queensland	NZL	Employee	M	52639
Queensland	NZL	Owner managers of incorporated enterprises	F	2303
Queensland	NZL	Owner managers of incorporated enterprises	M	5321
Queensland	NZL	Owner managers of unincorporated enterprises	F	3486
Queensland	NZL	Owner managers of unincorporated enterprises	M	5712
Queensland	NZL	Status in employment not stated	F	555
Queensland	NZL	Status in employment not stated	M	662
Queensland	PAK	Contributing family workers	F	12
Queensland	PAK	Contributing family workers	M	21
Queensland	PAK	Employee	F	375
Queensland	PAK	Employee	M	1326
Queensland	PAK	Owner managers of incorporated enterprises	F	55
Queensland	PAK	Owner managers of incorporated enterprises	M	213
Queensland	PAK	Owner managers of unincorporated enterprises	F	30
Queensland	PAK	Owner managers of unincorporated enterprises	M	162
Queensland	PAK	Status in employment not stated	M	23
Queensland	PHL	Contributing family workers	F	127
Queensland	PHL	Contributing family workers	M	33
Queensland	PHL	Employee	F	13902
Queensland	PHL	Employee	M	7823
Queensland	PHL	Owner managers of incorporated enterprises	F	270
Queensland	PHL	Owner managers of incorporated enterprises	M	185
Queensland	PHL	Owner managers of unincorporated enterprises	F	494
Queensland	PHL	Owner managers of unincorporated enterprises	M	212
Queensland	PHL	Status in employment not stated	F	131
Queensland	PHL	Status in employment not stated	M	75
Queensland	POL	Contributing family workers	F	16
Queensland	POL	Contributing family workers	M	6
Queensland	POL	Employee	F	1114
Queensland	POL	Employee	M	860
Queensland	POL	Owner managers of incorporated enterprises	F	74
Queensland	POL	Owner managers of incorporated enterprises	M	120
Queensland	POL	Owner managers of unincorporated enterprises	F	128
Queensland	POL	Owner managers of unincorporated enterprises	M	155
Queensland	POL	Status in employment not stated	F	17
Queensland	POL	Status in employment not stated	M	11
Queensland	SGP	Contributing family workers	F	33
Queensland	SGP	Contributing family workers	M	17
Queensland	SGP	Employee	F	1533
Queensland	SGP	Employee	M	1327
Queensland	SGP	Owner managers of incorporated enterprises	F	91
Queensland	SGP	Owner managers of incorporated enterprises	M	133
Queensland	SGP	Owner managers of unincorporated enterprises	F	111
Queensland	SGP	Owner managers of unincorporated enterprises	M	100
Queensland	SGP	Status in employment not stated	F	7
Queensland	SGP	Status in employment not stated	M	9
Queensland	ZAF	Contributing family workers	F	188
Queensland	ZAF	Contributing family workers	M	175
Queensland	ZAF	Employee	F	10629
Queensland	ZAF	Employee	M	10933
Queensland	ZAF	Owner managers of incorporated enterprises	F	656
Queensland	ZAF	Owner managers of incorporated enterprises	M	1570
Queensland	ZAF	Owner managers of unincorporated enterprises	F	814
Queensland	ZAF	Owner managers of unincorporated enterprises	M	1046
Queensland	ZAF	Status in employment not stated	F	61
Queensland	ZAF	Status in employment not stated	M	70
Queensland	KOR	Contributing family workers	F	126
Queensland	KOR	Contributing family workers	M	126
Queensland	KOR	Employee	F	3806
Queensland	KOR	Employee	M	4156
Queensland	KOR	Owner managers of incorporated enterprises	F	287
Queensland	KOR	Owner managers of incorporated enterprises	M	600
Queensland	KOR	Owner managers of unincorporated enterprises	F	392
Queensland	KOR	Owner managers of unincorporated enterprises	M	570
Queensland	KOR	Status in employment not stated	F	44
Queensland	KOR	Status in employment not stated	M	53
Queensland	LKA	Contributing family workers	F	18
Queensland	LKA	Contributing family workers	M	36
Queensland	LKA	Employee	F	1932
Queensland	LKA	Employee	M	2814
Queensland	LKA	Owner managers of incorporated enterprises	F	111
Queensland	LKA	Owner managers of incorporated enterprises	M	236
Queensland	LKA	Owner managers of unincorporated enterprises	F	166
Queensland	LKA	Owner managers of unincorporated enterprises	M	171
Queensland	LKA	Status in employment not stated	F	20
Queensland	LKA	Status in employment not stated	M	15
Queensland	THA	Contributing family workers	F	97
Queensland	THA	Contributing family workers	M	32
Queensland	THA	Employee	F	3040
Queensland	THA	Employee	M	1217
Queensland	THA	Owner managers of incorporated enterprises	F	206
Queensland	THA	Owner managers of incorporated enterprises	M	93
Queensland	THA	Owner managers of unincorporated enterprises	F	428
Queensland	THA	Owner managers of unincorporated enterprises	M	102
Queensland	THA	Status in employment not stated	F	45
Queensland	THA	Status in employment not stated	M	22
Queensland	TUR	Contributing family workers	F	13
Queensland	TUR	Contributing family workers	M	16
Queensland	TUR	Employee	F	157
Queensland	TUR	Employee	M	335
Queensland	TUR	Owner managers of incorporated enterprises	F	23
Queensland	TUR	Owner managers of incorporated enterprises	M	93
Queensland	TUR	Owner managers of unincorporated enterprises	F	18
Queensland	TUR	Owner managers of unincorporated enterprises	M	85
Queensland	TUR	Status in employment not stated	M	3
Queensland	GBR	Contributing family workers	F	883
Queensland	GBR	Contributing family workers	M	765
Queensland	GBR	Employee	F	42325
Queensland	GBR	Employee	M	44238
Queensland	GBR	Owner managers of incorporated enterprises	F	2527
Queensland	GBR	Owner managers of incorporated enterprises	M	5856
Queensland	GBR	Owner managers of unincorporated enterprises	F	3741
Queensland	GBR	Owner managers of unincorporated enterprises	M	6302
Queensland	GBR	Status in employment not stated	F	358
Queensland	GBR	Status in employment not stated	M	473
Queensland	USA	Contributing family workers	F	96
Queensland	USA	Contributing family workers	M	80
Queensland	USA	Employee	F	3694
Queensland	USA	Employee	M	3631
Queensland	USA	Owner managers of incorporated enterprises	F	216
Queensland	USA	Owner managers of incorporated enterprises	M	355
Queensland	USA	Owner managers of unincorporated enterprises	F	368
Queensland	USA	Owner managers of unincorporated enterprises	M	420
Queensland	USA	Status in employment not stated	F	21
Queensland	USA	Status in employment not stated	M	23
Queensland	VNM	Contributing family workers	F	174
Queensland	VNM	Contributing family workers	M	158
Queensland	VNM	Employee	F	3919
Queensland	VNM	Employee	M	3612
Queensland	VNM	Owner managers of incorporated enterprises	F	328
Queensland	VNM	Owner managers of incorporated enterprises	M	426
Queensland	VNM	Owner managers of unincorporated enterprises	F	707
Queensland	VNM	Owner managers of unincorporated enterprises	M	748
Queensland	VNM	Status in employment not stated	F	81
Queensland	VNM	Status in employment not stated	M	68
Queensland	ZWE	Contributing family workers	F	39
Queensland	ZWE	Contributing family workers	M	29
Queensland	ZWE	Employee	F	2670
Queensland	ZWE	Employee	M	2709
Queensland	ZWE	Owner managers of incorporated enterprises	F	158
Queensland	ZWE	Owner managers of incorporated enterprises	M	360
Queensland	ZWE	Owner managers of unincorporated enterprises	F	169
Queensland	ZWE	Owner managers of unincorporated enterprises	M	222
Queensland	ZWE	Status in employment not stated	F	17
Queensland	ZWE	Status in employment not stated	M	27
South Australia		Contributing family workers	F	315
South Australia		Contributing family workers	M	365
South Australia		Employee	F	14018
South Australia		Employee	M	15479
South Australia		Owner managers of incorporated enterprises	F	556
South Australia		Owner managers of incorporated enterprises	M	1365
South Australia		Owner managers of unincorporated enterprises	F	1092
South Australia		Owner managers of unincorporated enterprises	M	2184
South Australia		Status in employment not stated	F	391
South Australia		Status in employment not stated	M	559
South Australia	AUS	Contributing family workers	F	4535
South Australia	AUS	Contributing family workers	M	5118
South Australia	AUS	Employee	F	240544
South Australia	AUS	Employee	M	226890
South Australia	AUS	Owner managers of incorporated enterprises	F	8408
South Australia	AUS	Owner managers of incorporated enterprises	M	21618
South Australia	AUS	Owner managers of unincorporated enterprises	F	16195
South Australia	AUS	Owner managers of unincorporated enterprises	M	31895
South Australia	AUS	Status in employment not stated	F	2314
South Australia	AUS	Status in employment not stated	M	3045
South Australia	CAN	Contributing family workers	F	17
South Australia	CAN	Contributing family workers	M	4
South Australia	CAN	Employee	F	603
South Australia	CAN	Employee	M	510
South Australia	CAN	Owner managers of incorporated enterprises	F	35
South Australia	CAN	Owner managers of incorporated enterprises	M	66
South Australia	CAN	Owner managers of unincorporated enterprises	F	50
South Australia	CAN	Owner managers of unincorporated enterprises	M	72
South Australia	CAN	Status in employment not stated	F	5
South Australia	CAN	Status in employment not stated	M	3
South Australia	CHN	Contributing family workers	F	241
South Australia	CHN	Contributing family workers	M	218
South Australia	CHN	Employee	F	4141
South Australia	CHN	Employee	M	3167
South Australia	CHN	Owner managers of incorporated enterprises	F	360
South Australia	CHN	Owner managers of incorporated enterprises	M	584
South Australia	CHN	Owner managers of unincorporated enterprises	F	285
South Australia	CHN	Owner managers of unincorporated enterprises	M	406
South Australia	CHN	Status in employment not stated	F	32
South Australia	CHN	Status in employment not stated	M	26
South Australia	HRV	Contributing family workers	F	6
South Australia	HRV	Contributing family workers	M	10
South Australia	HRV	Employee	F	356
South Australia	HRV	Employee	M	298
South Australia	HRV	Owner managers of incorporated enterprises	F	32
South Australia	HRV	Owner managers of incorporated enterprises	M	67
South Australia	HRV	Owner managers of unincorporated enterprises	F	37
South Australia	HRV	Owner managers of unincorporated enterprises	M	108
South Australia	HRV	Status in employment not stated	F	11
South Australia	HRV	Status in employment not stated	M	11
South Australia	EGY	Contributing family workers	F	3
South Australia	EGY	Contributing family workers	M	5
South Australia	EGY	Employee	F	125
South Australia	EGY	Employee	M	230
South Australia	EGY	Owner managers of incorporated enterprises	F	14
South Australia	EGY	Owner managers of incorporated enterprises	M	51
South Australia	EGY	Owner managers of unincorporated enterprises	F	15
South Australia	EGY	Owner managers of unincorporated enterprises	M	35
South Australia	EGY	Status in employment not stated	M	3
South Australia	FJI	Contributing family workers	F	3
South Australia	FJI	Contributing family workers	M	6
South Australia	FJI	Employee	F	343
South Australia	FJI	Employee	M	313
South Australia	FJI	Owner managers of incorporated enterprises	F	12
South Australia	FJI	Owner managers of incorporated enterprises	M	22
South Australia	FJI	Owner managers of unincorporated enterprises	F	12
South Australia	FJI	Owner managers of unincorporated enterprises	M	25
South Australia	FJI	Status in employment not stated	F	7
South Australia	FJI	Status in employment not stated	M	3
South Australia	MKD	Contributing family workers	M	5
South Australia	MKD	Employee	F	53
South Australia	MKD	Employee	M	49
South Australia	MKD	Owner managers of incorporated enterprises	F	4
South Australia	MKD	Owner managers of incorporated enterprises	M	13
South Australia	MKD	Owner managers of unincorporated enterprises	F	8
South Australia	MKD	Owner managers of unincorporated enterprises	M	15
South Australia	DEU	Contributing family workers	F	38
South Australia	DEU	Contributing family workers	M	36
South Australia	DEU	Employee	F	1265
South Australia	DEU	Employee	M	1121
South Australia	DEU	Owner managers of incorporated enterprises	F	65
South Australia	DEU	Owner managers of incorporated enterprises	M	161
South Australia	DEU	Owner managers of unincorporated enterprises	F	156
South Australia	DEU	Owner managers of unincorporated enterprises	M	247
South Australia	DEU	Status in employment not stated	F	9
South Australia	DEU	Status in employment not stated	M	25
South Australia	GRC	Contributing family workers	F	36
South Australia	GRC	Contributing family workers	M	64
South Australia	GRC	Employee	F	548
South Australia	GRC	Employee	M	575
South Australia	GRC	Owner managers of incorporated enterprises	F	54
South Australia	GRC	Owner managers of incorporated enterprises	M	190
South Australia	GRC	Owner managers of unincorporated enterprises	F	77
