STE_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Victoria	70-74	Owner managers of incorporated enterprises		M	209
Victoria	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	327
Victoria	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	680
Victoria	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	1872
Victoria	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	1573
Victoria	70-74	Owner managers of unincorporated enterprises		F	134
Victoria	70-74	Owner managers of unincorporated enterprises		M	236
Victoria	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	394
Victoria	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	1054
Victoria	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	1486
Victoria	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	2023
Victoria	75+			F	327
Victoria	75+			M	304
Victoria	75+		Employed (full-time)	F	27
Victoria	75+		Employed (full-time)	M	93
Victoria	75+		Employed (part-time)	F	76
Victoria	75+		Employed (part-time)	M	126
Victoria	75+	Contributing family workers		F	204
Victoria	75+	Contributing family workers		M	308
Victoria	75+	Contributing family workers	Employed (full-time)	F	173
Victoria	75+	Contributing family workers	Employed (full-time)	M	514
Victoria	75+	Contributing family workers	Employed (part-time)	F	435
Victoria	75+	Contributing family workers	Employed (part-time)	M	868
Victoria	75+	Employee		F	200
Victoria	75+	Employee		M	247
Victoria	75+	Employee	Employed (full-time)	F	411
Victoria	75+	Employee	Employed (full-time)	M	916
Victoria	75+	Employee	Employed (part-time)	F	1285
Victoria	75+	Employee	Employed (part-time)	M	1968
Victoria	75+	Owner managers of incorporated enterprises		F	66
Victoria	75+	Owner managers of incorporated enterprises		M	133
Victoria	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	156
Victoria	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	889
Victoria	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	290
Victoria	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	853
Victoria	75+	Owner managers of unincorporated enterprises		F	89
Victoria	75+	Owner managers of unincorporated enterprises		M	194
Victoria	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	200
Victoria	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	952
Victoria	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	579
Victoria	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	1421
Queensland	15-19			F	171
Queensland	15-19			M	200
Queensland	15-19		Employed (part-time)	F	73
Queensland	15-19		Employed (part-time)	F	389
Queensland	15-19		Employed (part-time)	M	146
Queensland	15-19		Employed (part-time)	M	278
Queensland	15-19	Contributing family workers		F	63
Queensland	15-19	Contributing family workers		M	118
Queensland	15-19	Contributing family workers	Employed (part-time)	F	33
Queensland	15-19	Contributing family workers	Employed (part-time)	F	272
Queensland	15-19	Contributing family workers	Employed (part-time)	M	77
Queensland	15-19	Contributing family workers	Employed (part-time)	M	449
Queensland	15-19	Employee		F	3493
Queensland	15-19	Employee		M	3105
Queensland	15-19	Employee	Employed (part-time)	F	9104
Queensland	15-19	Employee	Employed (part-time)	F	52492
Queensland	15-19	Employee	Employed (part-time)	M	16741
Queensland	15-19	Employee	Employed (part-time)	M	37220
Queensland	15-19	Owner managers of incorporated enterprises		F	8
Queensland	15-19	Owner managers of incorporated enterprises		M	23
Queensland	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	27
Queensland	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	97
Queensland	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	44
Queensland	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	96
Queensland	15-19	Owner managers of unincorporated enterprises		F	26
Queensland	15-19	Owner managers of unincorporated enterprises		M	34
Queensland	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	74
Queensland	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	381
Queensland	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	187
Queensland	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	386
Queensland	20-24			F	171
Queensland	20-24			M	264
Queensland	20-24		Employed (part-time)	F	185
Queensland	20-24		Employed (part-time)	F	256
Queensland	20-24		Employed (part-time)	M	408
Queensland	20-24		Employed (part-time)	M	231
Queensland	20-24	Contributing family workers		F	53
Queensland	20-24	Contributing family workers		M	69
Queensland	20-24	Contributing family workers	Employed (part-time)	F	97
Queensland	20-24	Contributing family workers	Employed (part-time)	F	218
Queensland	20-24	Contributing family workers	Employed (part-time)	M	152
Queensland	20-24	Contributing family workers	Employed (part-time)	M	276
Queensland	20-24	Employee		F	4869
Queensland	20-24	Employee		M	4611
Queensland	20-24	Employee	Employed (part-time)	F	46558
Queensland	20-24	Employee	Employed (part-time)	F	46431
Queensland	20-24	Employee	Employed (part-time)	M	61947
Queensland	20-24	Employee	Employed (part-time)	M	33389
Queensland	20-24	Owner managers of incorporated enterprises		F	37
Queensland	20-24	Owner managers of incorporated enterprises		M	53
Queensland	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	240
Queensland	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	160
Queensland	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	814
Queensland	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	231
Queensland	20-24	Owner managers of unincorporated enterprises		F	79
Queensland	20-24	Owner managers of unincorporated enterprises		M	129
Queensland	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	647
Queensland	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	1009
Queensland	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	1752
Queensland	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	1144
Queensland	25-29			F	181
Queensland	25-29			M	261
Queensland	25-29		Employed (part-time)	F	205
Queensland	25-29		Employed (part-time)	F	211
Queensland	25-29		Employed (part-time)	M	415
Queensland	25-29		Employed (part-time)	M	160
Queensland	25-29	Contributing family workers		F	64
Queensland	25-29	Contributing family workers		M	51
Queensland	25-29	Contributing family workers	Employed (part-time)	F	213
Queensland	25-29	Contributing family workers	Employed (part-time)	F	503
Queensland	25-29	Contributing family workers	Employed (part-time)	M	244
Queensland	25-29	Contributing family workers	Employed (part-time)	M	227
Queensland	25-29	Employee		F	7094
Queensland	25-29	Employee		M	4687
Queensland	25-29	Employee	Employed (part-time)	F	61481
Queensland	25-29	Employee	Employed (part-time)	F	33894
Queensland	25-29	Employee	Employed (part-time)	M	82748
Queensland	25-29	Employee	Employed (part-time)	M	19244
Queensland	25-29	Owner managers of incorporated enterprises		F	85
Queensland	25-29	Owner managers of incorporated enterprises		M	139
Queensland	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	874
Queensland	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	551
Queensland	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	3466
Queensland	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	494
Queensland	25-29	Owner managers of unincorporated enterprises		F	204
Queensland	25-29	Owner managers of unincorporated enterprises		M	227
Queensland	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	1507
Queensland	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	2035
Queensland	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	4391
Queensland	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	1794
Queensland	30-34			F	194
Queensland	30-34			M	226
Queensland	30-34		Employed (part-time)	F	219
Queensland	30-34		Employed (part-time)	F	266
Queensland	30-34		Employed (part-time)	M	553
Queensland	30-34		Employed (part-time)	M	145
Queensland	30-34	Contributing family workers		F	94
Queensland	30-34	Contributing family workers		M	71
Queensland	30-34	Contributing family workers	Employed (part-time)	F	389
Queensland	30-34	Contributing family workers	Employed (part-time)	F	1073
Queensland	30-34	Contributing family workers	Employed (part-time)	M	476
Queensland	30-34	Contributing family workers	Employed (part-time)	M	276
Queensland	30-34	Employee		F	9036
Queensland	30-34	Employee		M	4668
Queensland	30-34	Employee	Employed (part-time)	F	52549
Queensland	30-34	Employee	Employed (part-time)	F	38139
Queensland	30-34	Employee	Employed (part-time)	M	88782
Queensland	30-34	Employee	Employed (part-time)	M	13388
Queensland	30-34	Owner managers of incorporated enterprises		F	167
Queensland	30-34	Owner managers of incorporated enterprises		M	230
Queensland	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	1803
Queensland	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	1494
Queensland	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	7251
Queensland	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	801
Queensland	30-34	Owner managers of unincorporated enterprises		F	339
Queensland	30-34	Owner managers of unincorporated enterprises		M	303
Queensland	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	2147
Queensland	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	3638
Queensland	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	6016
Queensland	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	2053
Queensland	35-39			F	179
Queensland	35-39			M	225
Queensland	35-39		Employed (part-time)	F	235
Queensland	35-39		Employed (part-time)	F	243
Queensland	35-39		Employed (part-time)	M	583
Queensland	35-39		Employed (part-time)	M	168
Queensland	35-39	Contributing family workers		F	136
Queensland	35-39	Contributing family workers		M	98
Queensland	35-39	Contributing family workers	Employed (part-time)	F	568
Queensland	35-39	Contributing family workers	Employed (part-time)	F	1155
Queensland	35-39	Contributing family workers	Employed (part-time)	M	687
Queensland	35-39	Contributing family workers	Employed (part-time)	M	293
Queensland	35-39	Employee		F	5833
Queensland	35-39	Employee		M	3972
Queensland	35-39	Employee	Employed (part-time)	F	45420
Queensland	35-39	Employee	Employed (part-time)	F	40718
Queensland	35-39	Employee	Employed (part-time)	M	82116
Queensland	35-39	Employee	Employed (part-time)	M	10496
Queensland	35-39	Owner managers of incorporated enterprises		F	168
Queensland	35-39	Owner managers of incorporated enterprises		M	282
Queensland	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	2636
Queensland	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	2140
Queensland	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	9284
Queensland	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	1045
Queensland	35-39	Owner managers of unincorporated enterprises		F	290
Queensland	35-39	Owner managers of unincorporated enterprises		M	318
Queensland	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	2649
Queensland	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	4434
Queensland	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	6613
Queensland	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	2350
Queensland	40-44			F	172
Queensland	40-44			M	251
Queensland	40-44		Employed (part-time)	F	309
Queensland	40-44		Employed (part-time)	F	323
Queensland	40-44		Employed (part-time)	M	732
Queensland	40-44		Employed (part-time)	M	138
Queensland	40-44	Contributing family workers		F	182
Queensland	40-44	Contributing family workers		M	101
Queensland	40-44	Contributing family workers	Employed (part-time)	F	788
Queensland	40-44	Contributing family workers	Employed (part-time)	F	1219
Queensland	40-44	Contributing family workers	Employed (part-time)	M	927
Queensland	40-44	Contributing family workers	Employed (part-time)	M	375
Queensland	40-44	Employee		F	4006
Queensland	40-44	Employee		M	3954
Queensland	40-44	Employee	Employed (part-time)	F	52223
Queensland	40-44	Employee	Employed (part-time)	F	43599
Queensland	40-44	Employee	Employed (part-time)	M	82699
Queensland	40-44	Employee	Employed (part-time)	M	10007
Queensland	40-44	Owner managers of incorporated enterprises		F	185
Queensland	40-44	Owner managers of incorporated enterprises		M	294
Queensland	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	4035
Queensland	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	2605
Queensland	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	11994
Queensland	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	1296
Queensland	40-44	Owner managers of unincorporated enterprises		F	292
Queensland	40-44	Owner managers of unincorporated enterprises		M	422
Queensland	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	3348
Queensland	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	4883
Queensland	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	8003
Queensland	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	2921
Queensland	45-49			F	215
Queensland	45-49			M	256
Queensland	45-49		Employed (part-time)	F	371
Queensland	45-49		Employed (part-time)	F	328
Queensland	45-49		Employed (part-time)	M	690
Queensland	45-49		Employed (part-time)	M	161
Queensland	45-49	Contributing family workers		F	170
Queensland	45-49	Contributing family workers		M	136
Queensland	45-49	Contributing family workers	Employed (part-time)	F	951
Queensland	45-49	Contributing family workers	Employed (part-time)	F	1136
Queensland	45-49	Contributing family workers	Employed (part-time)	M	1154
Queensland	45-49	Contributing family workers	Employed (part-time)	M	421
Queensland	45-49	Employee		F	3683
Queensland	45-49	Employee		M	3809
Queensland	45-49	Employee	Employed (part-time)	F	55878
Queensland	45-49	Employee	Employed (part-time)	F	41014
Queensland	45-49	Employee	Employed (part-time)	M	78414
Queensland	45-49	Employee	Employed (part-time)	M	9714
Queensland	45-49	Owner managers of incorporated enterprises		F	192
Queensland	45-49	Owner managers of incorporated enterprises		M	354
Queensland	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	4448
Queensland	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	2543
Queensland	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	12866
Queensland	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	1533
Queensland	45-49	Owner managers of unincorporated enterprises		F	292
Queensland	45-49	Owner managers of unincorporated enterprises		M	482
Queensland	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	3954
Queensland	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	4681
Queensland	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	8742
Queensland	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	3344
Queensland	50-54			F	208
Queensland	50-54			M	254
Queensland	50-54		Employed (part-time)	F	391
Queensland	50-54		Employed (part-time)	F	322
Queensland	50-54		Employed (part-time)	M	660
Queensland	50-54		Employed (part-time)	M	196
Queensland	50-54	Contributing family workers		F	180
Queensland	50-54	Contributing family workers		M	142
Queensland	50-54	Contributing family workers	Employed (part-time)	F	962
Queensland	50-54	Contributing family workers	Employed (part-time)	F	1044
Queensland	50-54	Contributing family workers	Employed (part-time)	M	1321
Queensland	50-54	Contributing family workers	Employed (part-time)	M	483
Queensland	50-54	Employee		F	4003
Queensland	50-54	Employee		M	3691
Queensland	50-54	Employee	Employed (part-time)	F	51511
Queensland	50-54	Employee	Employed (part-time)	F	36755
Queensland	50-54	Employee	Employed (part-time)	M	70087
Queensland	50-54	Employee	Employed (part-time)	M	9226
Queensland	50-54	Owner managers of incorporated enterprises		F	185
Queensland	50-54	Owner managers of incorporated enterprises		M	334
Queensland	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	4192
Queensland	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	2208
Queensland	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	11948
Queensland	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	1577
Queensland	50-54	Owner managers of unincorporated enterprises		F	322
Queensland	50-54	Owner managers of unincorporated enterprises		M	505
Queensland	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	3748
Queensland	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	4080
Queensland	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	9003
Queensland	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	3643
Queensland	55-59			F	214
Queensland	55-59			M	258
Queensland	55-59		Employed (part-time)	F	313
Queensland	55-59		Employed (part-time)	F	323
Queensland	55-59		Employed (part-time)	M	604
Queensland	55-59		Employed (part-time)	M	211
Queensland	55-59	Contributing family workers		F	156
Queensland	55-59	Contributing family workers		M	154
Queensland	55-59	Contributing family workers	Employed (part-time)	F	875
Queensland	55-59	Contributing family workers	Employed (part-time)	F	1146
Queensland	55-59	Contributing family workers	Employed (part-time)	M	1344
Queensland	55-59	Contributing family workers	Employed (part-time)	M	611
Queensland	55-59	Employee		F	3924
Queensland	55-59	Employee		M	3750
Queensland	55-59	Employee	Employed (part-time)	F	39781
Queensland	55-59	Employee	Employed (part-time)	F	32150
Queensland	55-59	Employee	Employed (part-time)	M	56231
Queensland	55-59	Employee	Employed (part-time)	M	9543
Queensland	55-59	Owner managers of incorporated enterprises		F	177
Queensland	55-59	Owner managers of incorporated enterprises		M	342
Queensland	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	3387
Queensland	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	1905
Queensland	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	10235
Queensland	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	1757
Queensland	55-59	Owner managers of unincorporated enterprises		F	310
Queensland	55-59	Owner managers of unincorporated enterprises		M	512
Queensland	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	3201
Queensland	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	3787
Queensland	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	8483
Queensland	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	3986
Queensland	60-64			F	231
Queensland	60-64			M	237
Queensland	60-64		Employed (part-time)	F	223
Queensland	60-64		Employed (part-time)	F	281
Queensland	60-64		Employed (part-time)	M	459
Queensland	60-64		Employed (part-time)	M	194
Queensland	60-64	Contributing family workers		F	182
Queensland	60-64	Contributing family workers		M	175
Queensland	60-64	Contributing family workers	Employed (part-time)	F	749
Queensland	60-64	Contributing family workers	Employed (part-time)	F	1090
Queensland	60-64	Contributing family workers	Employed (part-time)	M	1213
Queensland	60-64	Contributing family workers	Employed (part-time)	M	698
Queensland	60-64	Employee		F	2810
Queensland	60-64	Employee		M	2737
Queensland	60-64	Employee	Employed (part-time)	F	20556
Queensland	60-64	Employee	Employed (part-time)	F	22304
Queensland	60-64	Employee	Employed (part-time)	M	33254
Queensland	60-64	Employee	Employed (part-time)	M	9533
Queensland	60-64	Owner managers of incorporated enterprises		F	157
Queensland	60-64	Owner managers of incorporated enterprises		M	304
Queensland	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	2020
Queensland	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	1636
Queensland	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	6888
Queensland	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	1858
Queensland	60-64	Owner managers of unincorporated enterprises		F	258
Queensland	60-64	Owner managers of unincorporated enterprises		M	521
Queensland	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	2117
Queensland	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	3128
Queensland	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	6336
Queensland	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	4181
Queensland	65-69			F	156
Queensland	65-69			M	184
Queensland	65-69		Employed (part-time)	F	103
Queensland	65-69		Employed (part-time)	F	182
Queensland	65-69		Employed (part-time)	M	230
Queensland	65-69		Employed (part-time)	M	149
Queensland	65-69	Contributing family workers		F	179
Queensland	65-69	Contributing family workers		M	173
Queensland	65-69	Contributing family workers	Employed (part-time)	F	544
Queensland	65-69	Contributing family workers	Employed (part-time)	F	889
Queensland	65-69	Contributing family workers	Employed (part-time)	M	1051
Queensland	65-69	Contributing family workers	Employed (part-time)	M	835
Queensland	65-69	Employee		F	1080
Queensland	65-69	Employee		M	1143
Queensland	65-69	Employee	Employed (part-time)	F	5315
Queensland	65-69	Employee	Employed (part-time)	F	9676
Queensland	65-69	Employee	Employed (part-time)	M	10158
Queensland	65-69	Employee	Employed (part-time)	M	6419
Queensland	65-69	Owner managers of incorporated enterprises		F	104
Queensland	65-69	Owner managers of incorporated enterprises		M	218
Queensland	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	944
Queensland	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	1092
Queensland	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	3446
Queensland	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	1701
Queensland	65-69	Owner managers of unincorporated enterprises		F	160
Queensland	65-69	Owner managers of unincorporated enterprises		M	343
Queensland	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	1038
Queensland	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	1827
Queensland	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	3359
Queensland	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	3069
Queensland	70-74			F	141
Queensland	70-74			M	109
Queensland	70-74		Employed (part-time)	F	44
Queensland	70-74		Employed (part-time)	F	102
Queensland	70-74		Employed (part-time)	M	118
Queensland	70-74		Employed (part-time)	M	99
Queensland	70-74	Contributing family workers		F	152
Queensland	70-74	Contributing family workers		M	165
Queensland	70-74	Contributing family workers	Employed (part-time)	F	317
Queensland	70-74	Contributing family workers	Employed (part-time)	F	521
Queensland	70-74	Contributing family workers	Employed (part-time)	M	682
Queensland	70-74	Contributing family workers	Employed (part-time)	M	646
Queensland	70-74	Employee		F	243
Queensland	70-74	Employee		M	324
Queensland	70-74	Employee	Employed (part-time)	F	888
Queensland	70-74	Employee	Employed (part-time)	F	2854
Queensland	70-74	Employee	Employed (part-time)	M	1924
Queensland	70-74	Employee	Employed (part-time)	M	2864
Queensland	70-74	Owner managers of incorporated enterprises		F	54
Queensland	70-74	Owner managers of incorporated enterprises		M	94
Queensland	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	317
Queensland	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	479
Queensland	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	1274
Queensland	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	895
Queensland	70-74	Owner managers of unincorporated enterprises		F	85
Queensland	70-74	Owner managers of unincorporated enterprises		M	158
Queensland	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	399
Queensland	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	823
Queensland	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	1366
Queensland	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	1499
Queensland	75+			F	291
Queensland	75+			M	226
Queensland	75+		Employed (full-time)	F	27
Queensland	75+		Employed (full-time)	M	92
Queensland	75+		Employed (part-time)	F	55
Queensland	75+		Employed (part-time)	M	88
Queensland	75+	Contributing family workers		F	159
Queensland	75+	Contributing family workers		M	242
Queensland	75+	Contributing family workers	Employed (full-time)	F	217
Queensland	75+	Contributing family workers	Employed (full-time)	M	563
Queensland	75+	Contributing family workers	Employed (part-time)	F	330
Queensland	75+	Contributing family workers	Employed (part-time)	M	620
Queensland	75+	Employee		F	117
Queensland	75+	Employee		M	140
Queensland	75+	Employee	Employed (full-time)	F	231
Queensland	75+	Employee	Employed (full-time)	M	632
Queensland	75+	Employee	Employed (part-time)	F	824
Queensland	75+	Employee	Employed (part-time)	M	1220
Queensland	75+	Owner managers of incorporated enterprises		F	21
Queensland	75+	Owner managers of incorporated enterprises		M	68
Queensland	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	107
Queensland	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	543
Queensland	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	215
Queensland	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	501
Queensland	75+	Owner managers of unincorporated enterprises		F	57
Queensland	75+	Owner managers of unincorporated enterprises		M	111
Queensland	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	194
Queensland	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	765
Queensland	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	449
Queensland	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	874
South Australia	15-19			F	61
South Australia	15-19			M	68
South Australia	15-19		Employed (part-time)	F	15
South Australia	15-19		Employed (part-time)	F	163
South Australia	15-19		Employed (part-time)	M	47
South Australia	15-19		Employed (part-time)	M	103
South Australia	15-19	Contributing family workers		F	19
South Australia	15-19	Contributing family workers		M	35
South Australia	15-19	Contributing family workers	Employed (part-time)	F	6
South Australia	15-19	Contributing family workers	Employed (part-time)	F	86
South Australia	15-19	Contributing family workers	Employed (part-time)	M	25
South Australia	15-19	Contributing family workers	Employed (part-time)	M	147
South Australia	15-19	Employee		F	1054
South Australia	15-19	Employee		M	922
South Australia	15-19	Employee	Employed (part-time)	F	1705
South Australia	15-19	Employee	Employed (part-time)	F	16655
South Australia	15-19	Employee	Employed (part-time)	M	3965
South Australia	15-19	Employee	Employed (part-time)	M	11465
South Australia	15-19	Owner managers of incorporated enterprises		F	7
South Australia	15-19	Owner managers of incorporated enterprises		M	5
South Australia	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	5
South Australia	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	34
South Australia	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	13
South Australia	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	33
South Australia	15-19	Owner managers of unincorporated enterprises		F	7
South Australia	15-19	Owner managers of unincorporated enterprises		M	8
South Australia	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	21
South Australia	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	100
South Australia	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	60
South Australia	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	131
South Australia	20-24			F	79
South Australia	20-24			M	92
South Australia	20-24		Employed (part-time)	F	70
South Australia	20-24		Employed (part-time)	F	125
South Australia	20-24		Employed (part-time)	M	149
South Australia	20-24		Employed (part-time)	M	106
South Australia	20-24	Contributing family workers		F	13
South Australia	20-24	Contributing family workers		M	33
South Australia	20-24	Contributing family workers	Employed (part-time)	F	37
South Australia	20-24	Contributing family workers	Employed (part-time)	F	84
South Australia	20-24	Contributing family workers	Employed (part-time)	M	61
South Australia	20-24	Contributing family workers	Employed (part-time)	M	123
South Australia	20-24	Employee		F	1773
South Australia	20-24	Employee		M	1564
South Australia	20-24	Employee	Employed (part-time)	F	12129
South Australia	20-24	Employee	Employed (part-time)	F	18133
South Australia	20-24	Employee	Employed (part-time)	M	17904
South Australia	20-24	Employee	Employed (part-time)	M	12984
South Australia	20-24	Owner managers of incorporated enterprises		F	7
South Australia	20-24	Owner managers of incorporated enterprises		M	16
South Australia	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	44
South Australia	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	49
South Australia	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	261
South Australia	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	84
South Australia	20-24	Owner managers of unincorporated enterprises		F	24
South Australia	20-24	Owner managers of unincorporated enterprises		M	68
South Australia	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	154
South Australia	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	354
South Australia	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	687
South Australia	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	480
South Australia	25-29			F	92
South Australia	25-29			M	101
South Australia	25-29		Employed (part-time)	F	84
South Australia	25-29		Employed (part-time)	F	83
South Australia	25-29		Employed (part-time)	M	198
South Australia	25-29		Employed (part-time)	M	75
South Australia	25-29	Contributing family workers		F	26
South Australia	25-29	Contributing family workers		M	23
South Australia	25-29	Contributing family workers	Employed (part-time)	F	53
South Australia	25-29	Contributing family workers	Employed (part-time)	F	147
