STE_NAME16	Age	IncomeTotPersonal.max	Occupation	workers
Queensland	25-34	105000	Technicians and trades workers	4891
Queensland	25-34	157500		312
Queensland	25-34	157500	Clerical and administrative workers	1585
Queensland	25-34	157500	Community and personal service workers	616
Queensland	25-34	157500	Labourers	865
Queensland	25-34	157500	Machinery operators and drivers	2565
Queensland	25-34	157500	Managers	5193
Queensland	25-34	157500	Professionals	12896
Queensland	25-34	157500	Sales workers	754
Queensland	25-34	157500	Technicians and trades workers	6519
Queensland	25-34	Inf		149
Queensland	25-34	Inf	Clerical and administrative workers	451
Queensland	25-34	Inf	Community and personal service workers	191
Queensland	25-34	Inf	Labourers	287
Queensland	25-34	Inf	Machinery operators and drivers	611
Queensland	25-34	Inf	Managers	1974
Queensland	25-34	Inf	Professionals	3509
Queensland	25-34	Inf	Sales workers	392
Queensland	25-34	Inf	Technicians and trades workers	1627
Queensland	35-44			1034
Queensland	35-44		Clerical and administrative workers	745
Queensland	35-44		Community and personal service workers	579
Queensland	35-44		Labourers	654
Queensland	35-44		Machinery operators and drivers	501
Queensland	35-44		Managers	748
Queensland	35-44		Professionals	970
Queensland	35-44		Sales workers	373
Queensland	35-44		Technicians and trades workers	1004
Queensland	35-44	0		260
Queensland	35-44	0	Clerical and administrative workers	451
Queensland	35-44	0	Community and personal service workers	192
Queensland	35-44	0	Labourers	244
Queensland	35-44	0	Machinery operators and drivers	120
Queensland	35-44	0	Managers	796
Queensland	35-44	0	Professionals	456
Queensland	35-44	0	Sales workers	208
Queensland	35-44	0	Technicians and trades workers	364
Queensland	35-44	7875		136
Queensland	35-44	7875	Clerical and administrative workers	669
Queensland	35-44	7875	Community and personal service workers	954
Queensland	35-44	7875	Labourers	759
Queensland	35-44	7875	Machinery operators and drivers	133
Queensland	35-44	7875	Managers	457
Queensland	35-44	7875	Professionals	798
Queensland	35-44	7875	Sales workers	429
Queensland	35-44	7875	Technicians and trades workers	382
Queensland	35-44	15750		189
Queensland	35-44	15750	Clerical and administrative workers	1578
Queensland	35-44	15750	Community and personal service workers	2312
Queensland	35-44	15750	Labourers	1767
Queensland	35-44	15750	Machinery operators and drivers	339
Queensland	35-44	15750	Managers	753
Queensland	35-44	15750	Professionals	1428
Queensland	35-44	15750	Sales workers	1293
Queensland	35-44	15750	Technicians and trades workers	1013
Queensland	35-44	21000		248
Queensland	35-44	21000	Clerical and administrative workers	2119
Queensland	35-44	21000	Community and personal service workers	2863
Queensland	35-44	21000	Labourers	2356
Queensland	35-44	21000	Machinery operators and drivers	467
Queensland	35-44	21000	Managers	981
Queensland	35-44	21000	Professionals	1655
Queensland	35-44	21000	Sales workers	1750
Queensland	35-44	21000	Technicians and trades workers	1312
Queensland	35-44	26250		267
Queensland	35-44	26250	Clerical and administrative workers	2954
Queensland	35-44	26250	Community and personal service workers	3931
Queensland	35-44	26250	Labourers	2904
Queensland	35-44	26250	Machinery operators and drivers	745
Queensland	35-44	26250	Managers	1074
Queensland	35-44	26250	Professionals	1930
Queensland	35-44	26250	Sales workers	2244
Queensland	35-44	26250	Technicians and trades workers	1858
Queensland	35-44	34125		436
Queensland	35-44	34125	Clerical and administrative workers	5646
Queensland	35-44	34125	Community and personal service workers	6993
Queensland	35-44	34125	Labourers	4908
Queensland	35-44	34125	Machinery operators and drivers	1578
Queensland	35-44	34125	Managers	2126
Queensland	35-44	34125	Professionals	3820
Queensland	35-44	34125	Sales workers	3773
Queensland	35-44	34125	Technicians and trades workers	3345
Queensland	35-44	42000		689
Queensland	35-44	42000	Clerical and administrative workers	7805
Queensland	35-44	42000	Community and personal service workers	7512
Queensland	35-44	42000	Labourers	6606
Queensland	35-44	42000	Machinery operators and drivers	3634
Queensland	35-44	42000	Managers	3336
Queensland	35-44	42000	Professionals	5589
Queensland	35-44	42000	Sales workers	4786
Queensland	35-44	42000	Technicians and trades workers	5657
Queensland	35-44	52500		858
Queensland	35-44	52500	Clerical and administrative workers	10852
Queensland	35-44	52500	Community and personal service workers	6575
Queensland	35-44	52500	Labourers	7055
Queensland	35-44	52500	Machinery operators and drivers	5583
Queensland	35-44	52500	Managers	5498
Queensland	35-44	52500	Professionals	7963
Queensland	35-44	52500	Sales workers	4422
Queensland	35-44	52500	Technicians and trades workers	9295
Queensland	35-44	65625		908
Queensland	35-44	65625	Clerical and administrative workers	12363
Queensland	35-44	65625	Community and personal service workers	5310
Queensland	35-44	65625	Labourers	5214
Queensland	35-44	65625	Machinery operators and drivers	5642
Queensland	35-44	65625	Managers	8104
Queensland	35-44	65625	Professionals	12698
Queensland	35-44	65625	Sales workers	3753
Queensland	35-44	65625	Technicians and trades workers	12268
Queensland	35-44	78750		718
Queensland	35-44	78750	Clerical and administrative workers	8311
Queensland	35-44	78750	Community and personal service workers	3233
Queensland	35-44	78750	Labourers	2522
Queensland	35-44	78750	Machinery operators and drivers	3483
Queensland	35-44	78750	Managers	6854
Queensland	35-44	78750	Professionals	13843
Queensland	35-44	78750	Sales workers	2337
Queensland	35-44	78750	Technicians and trades workers	9128
Queensland	35-44	91875		608
Queensland	35-44	91875	Clerical and administrative workers	5430
Queensland	35-44	91875	Community and personal service workers	2747
Queensland	35-44	91875	Labourers	1621
Queensland	35-44	91875	Machinery operators and drivers	2689
Queensland	35-44	91875	Managers	7470
Queensland	35-44	91875	Professionals	18553
Queensland	35-44	91875	Sales workers	1801
Queensland	35-44	91875	Technicians and trades workers	7217
Queensland	35-44	105000		402
Queensland	35-44	105000	Clerical and administrative workers	2660
Queensland	35-44	105000	Community and personal service workers	1986
Queensland	35-44	105000	Labourers	989
Queensland	35-44	105000	Machinery operators and drivers	2127
Queensland	35-44	105000	Managers	5916
Queensland	35-44	105000	Professionals	13024
Queensland	35-44	105000	Sales workers	1019
Queensland	35-44	105000	Technicians and trades workers	4877
Queensland	35-44	157500		566
Queensland	35-44	157500	Clerical and administrative workers	3300
Queensland	35-44	157500	Community and personal service workers	1710
Queensland	35-44	157500	Labourers	944
Queensland	35-44	157500	Machinery operators and drivers	3462
Queensland	35-44	157500	Managers	13024
Queensland	35-44	157500	Professionals	18723
Queensland	35-44	157500	Sales workers	1386
Queensland	35-44	157500	Technicians and trades workers	7196
Queensland	35-44	Inf		342
Queensland	35-44	Inf	Clerical and administrative workers	1413
Queensland	35-44	Inf	Community and personal service workers	240
Queensland	35-44	Inf	Labourers	303
Queensland	35-44	Inf	Machinery operators and drivers	910
Queensland	35-44	Inf	Managers	8756
Queensland	35-44	Inf	Professionals	11174
Queensland	35-44	Inf	Sales workers	881
Queensland	35-44	Inf	Technicians and trades workers	2385
Queensland	45-54			1011
Queensland	45-54		Clerical and administrative workers	897
Queensland	45-54		Community and personal service workers	638
Queensland	45-54		Labourers	760
Queensland	45-54		Machinery operators and drivers	649
Queensland	45-54		Managers	954
Queensland	45-54		Professionals	927
Queensland	45-54		Sales workers	481
Queensland	45-54		Technicians and trades workers	1031
Queensland	45-54	0		231
Queensland	45-54	0	Clerical and administrative workers	520
Queensland	45-54	0	Community and personal service workers	196
Queensland	45-54	0	Labourers	297
Queensland	45-54	0	Machinery operators and drivers	174
Queensland	45-54	0	Managers	1235
Queensland	45-54	0	Professionals	359
Queensland	45-54	0	Sales workers	230
Queensland	45-54	0	Technicians and trades workers	349
Queensland	45-54	7875		112
Queensland	45-54	7875	Clerical and administrative workers	530
Queensland	45-54	7875	Community and personal service workers	618
Queensland	45-54	7875	Labourers	855
Queensland	45-54	7875	Machinery operators and drivers	143
Queensland	45-54	7875	Managers	539
Queensland	45-54	7875	Professionals	574
Queensland	45-54	7875	Sales workers	431
Queensland	45-54	7875	Technicians and trades workers	401
Queensland	45-54	15750		192
Queensland	45-54	15750	Clerical and administrative workers	1361
Queensland	45-54	15750	Community and personal service workers	1758
Queensland	45-54	15750	Labourers	2117
Queensland	45-54	15750	Machinery operators and drivers	372
Queensland	45-54	15750	Managers	907
Queensland	45-54	15750	Professionals	957
Queensland	45-54	15750	Sales workers	1253
Queensland	45-54	15750	Technicians and trades workers	929
Queensland	45-54	21000		223
Queensland	45-54	21000	Clerical and administrative workers	1983
Queensland	45-54	21000	Community and personal service workers	2506
Queensland	45-54	21000	Labourers	2779
Queensland	45-54	21000	Machinery operators and drivers	621
Queensland	45-54	21000	Managers	1300
Queensland	45-54	21000	Professionals	1292
Queensland	45-54	21000	Sales workers	1877
Queensland	45-54	21000	Technicians and trades workers	1396
Queensland	45-54	26250		293
Queensland	45-54	26250	Clerical and administrative workers	2828
Queensland	45-54	26250	Community and personal service workers	3979
Queensland	45-54	26250	Labourers	3463
Queensland	45-54	26250	Machinery operators and drivers	856
Queensland	45-54	26250	Managers	1419
Queensland	45-54	26250	Professionals	1556
Queensland	45-54	26250	Sales workers	2674
Queensland	45-54	26250	Technicians and trades workers	1908
Queensland	45-54	34125		440
Queensland	45-54	34125	Clerical and administrative workers	5653
Queensland	45-54	34125	Community and personal service workers	7511
Queensland	45-54	34125	Labourers	6114
Queensland	45-54	34125	Machinery operators and drivers	2055
Queensland	45-54	34125	Managers	2498
Queensland	45-54	34125	Professionals	2867
Queensland	45-54	34125	Sales workers	4462
Queensland	45-54	34125	Technicians and trades workers	3485
Queensland	45-54	42000		565
Queensland	45-54	42000	Clerical and administrative workers	8414
Queensland	45-54	42000	Community and personal service workers	8227
Queensland	45-54	42000	Labourers	7927
Queensland	45-54	42000	Machinery operators and drivers	4225
Queensland	45-54	42000	Managers	3489
Queensland	45-54	42000	Professionals	4168
Queensland	45-54	42000	Sales workers	5272
Queensland	45-54	42000	Technicians and trades workers	5035
Queensland	45-54	52500		767
Queensland	45-54	52500	Clerical and administrative workers	12370
Queensland	45-54	52500	Community and personal service workers	7141
Queensland	45-54	52500	Labourers	7750
Queensland	45-54	52500	Machinery operators and drivers	6595
Queensland	45-54	52500	Managers	5632
Queensland	45-54	52500	Professionals	6235
Queensland	45-54	52500	Sales workers	4858
Queensland	45-54	52500	Technicians and trades workers	8280
Queensland	45-54	65625		847
Queensland	45-54	65625	Clerical and administrative workers	14769
Queensland	45-54	65625	Community and personal service workers	5676
Queensland	45-54	65625	Labourers	5556
Queensland	45-54	65625	Machinery operators and drivers	6676
Queensland	45-54	65625	Managers	7584
Queensland	45-54	65625	Professionals	10085
Queensland	45-54	65625	Sales workers	3842
Queensland	45-54	65625	Technicians and trades workers	10430
Queensland	45-54	78750		618
Queensland	45-54	78750	Clerical and administrative workers	9362
Queensland	45-54	78750	Community and personal service workers	3052
Queensland	45-54	78750	Labourers	2503
Queensland	45-54	78750	Machinery operators and drivers	4298
Queensland	45-54	78750	Managers	6617
Queensland	45-54	78750	Professionals	11164
Queensland	45-54	78750	Sales workers	2393
Queensland	45-54	78750	Technicians and trades workers	7398
Queensland	45-54	91875		522
Queensland	45-54	91875	Clerical and administrative workers	6034
Queensland	45-54	91875	Community and personal service workers	2409
Queensland	45-54	91875	Labourers	1600
Queensland	45-54	91875	Machinery operators and drivers	3223
Queensland	45-54	91875	Managers	7464
Queensland	45-54	91875	Professionals	16577
Queensland	45-54	91875	Sales workers	1844
Queensland	45-54	91875	Technicians and trades workers	6151
Queensland	45-54	105000		353
Queensland	45-54	105000	Clerical and administrative workers	2895
Queensland	45-54	105000	Community and personal service workers	1841
Queensland	45-54	105000	Labourers	936
Queensland	45-54	105000	Machinery operators and drivers	2342
Queensland	45-54	105000	Managers	5866
Queensland	45-54	105000	Professionals	11764
Queensland	45-54	105000	Sales workers	1036
Queensland	45-54	105000	Technicians and trades workers	4062
Queensland	45-54	157500		505
Queensland	45-54	157500	Clerical and administrative workers	3565
Queensland	45-54	157500	Community and personal service workers	1983
Queensland	45-54	157500	Labourers	903
Queensland	45-54	157500	Machinery operators and drivers	3388
Queensland	45-54	157500	Managers	13791
Queensland	45-54	157500	Professionals	15602
Queensland	45-54	157500	Sales workers	1446
Queensland	45-54	157500	Technicians and trades workers	5919
Queensland	45-54	Inf		344
Queensland	45-54	Inf	Clerical and administrative workers	1576
Queensland	45-54	Inf	Community and personal service workers	279
Queensland	45-54	Inf	Labourers	326
Queensland	45-54	Inf	Machinery operators and drivers	877
Queensland	45-54	Inf	Managers	10707
Queensland	45-54	Inf	Professionals	11051
Queensland	45-54	Inf	Sales workers	890
Queensland	45-54	Inf	Technicians and trades workers	2172
Queensland	55-64			580
Queensland	55-64		Clerical and administrative workers	653
Queensland	55-64		Community and personal service workers	447
Queensland	55-64		Labourers	653
Queensland	55-64		Machinery operators and drivers	580
Queensland	55-64		Managers	805
Queensland	55-64		Professionals	612
Queensland	55-64		Sales workers	370
Queensland	55-64		Technicians and trades workers	619
Queensland	55-64	0		165
Queensland	55-64	0	Clerical and administrative workers	424
Queensland	55-64	0	Community and personal service workers	130
Queensland	55-64	0	Labourers	272
Queensland	55-64	0	Machinery operators and drivers	147
Queensland	55-64	0	Managers	1137
Queensland	55-64	0	Professionals	289
Queensland	55-64	0	Sales workers	216
Queensland	55-64	0	Technicians and trades workers	264
Queensland	55-64	7875		87
Queensland	55-64	7875	Clerical and administrative workers	553
Queensland	55-64	7875	Community and personal service workers	392
Queensland	55-64	7875	Labourers	839
Queensland	55-64	7875	Machinery operators and drivers	157
Queensland	55-64	7875	Managers	472
Queensland	55-64	7875	Professionals	421
Queensland	55-64	7875	Sales workers	360
Queensland	55-64	7875	Technicians and trades workers	348
Queensland	55-64	15750		170
Queensland	55-64	15750	Clerical and administrative workers	1347
Queensland	55-64	15750	Community and personal service workers	1184
Queensland	55-64	15750	Labourers	2044
Queensland	55-64	15750	Machinery operators and drivers	445
Queensland	55-64	15750	Managers	980
Queensland	55-64	15750	Professionals	873
Queensland	55-64	15750	Sales workers	1081
Queensland	55-64	15750	Technicians and trades workers	920
Queensland	55-64	21000		250
Queensland	55-64	21000	Clerical and administrative workers	1787
Queensland	55-64	21000	Community and personal service workers	1717
Queensland	55-64	21000	Labourers	2668
Queensland	55-64	21000	Machinery operators and drivers	726
Queensland	55-64	21000	Managers	1335
Queensland	55-64	21000	Professionals	1175
Queensland	55-64	21000	Sales workers	1703
Queensland	55-64	21000	Technicians and trades workers	1310
Queensland	55-64	26250		214
Queensland	55-64	26250	Clerical and administrative workers	2445
Queensland	55-64	26250	Community and personal service workers	2728
Queensland	55-64	26250	Labourers	3191
Queensland	55-64	26250	Machinery operators and drivers	1074
Queensland	55-64	26250	Managers	1537
Queensland	55-64	26250	Professionals	1415
Queensland	55-64	26250	Sales workers	2204
Queensland	55-64	26250	Technicians and trades workers	1656
Queensland	55-64	34125		331
Queensland	55-64	34125	Clerical and administrative workers	4431
Queensland	55-64	34125	Community and personal service workers	5063
Queensland	55-64	34125	Labourers	5145
Queensland	55-64	34125	Machinery operators and drivers	2044
Queensland	55-64	34125	Managers	2322
Queensland	55-64	34125	Professionals	2469
Queensland	55-64	34125	Sales workers	3417
Queensland	55-64	34125	Technicians and trades workers	2803
Queensland	55-64	42000		422
Queensland	55-64	42000	Clerical and administrative workers	5838
Queensland	55-64	42000	Community and personal service workers	5502
Queensland	55-64	42000	Labourers	6081
Queensland	55-64	42000	Machinery operators and drivers	3495
Queensland	55-64	42000	Managers	2800
Queensland	55-64	42000	Professionals	3098
Queensland	55-64	42000	Sales workers	3681
Queensland	55-64	42000	Technicians and trades workers	3668
Queensland	55-64	52500		480
Queensland	55-64	52500	Clerical and administrative workers	8108
Queensland	55-64	52500	Community and personal service workers	4784
Queensland	55-64	52500	Labourers	5662
Queensland	55-64	52500	Machinery operators and drivers	5317
Queensland	55-64	52500	Managers	3939
Queensland	55-64	52500	Professionals	4427
Queensland	55-64	52500	Sales workers	3482
Queensland	55-64	52500	Technicians and trades workers	5493
Queensland	55-64	65625		528
Queensland	55-64	65625	Clerical and administrative workers	9841
Queensland	55-64	65625	Community and personal service workers	3841
Queensland	55-64	65625	Labourers	3925
Queensland	55-64	65625	Machinery operators and drivers	5160
Queensland	55-64	65625	Managers	5131
Queensland	55-64	65625	Professionals	6556
Queensland	55-64	65625	Sales workers	2723
Queensland	55-64	65625	Technicians and trades workers	6665
Queensland	55-64	78750		341
Queensland	55-64	78750	Clerical and administrative workers	5815
Queensland	55-64	78750	Community and personal service workers	1934
Queensland	55-64	78750	Labourers	1713
Queensland	55-64	78750	Machinery operators and drivers	2919
Queensland	55-64	78750	Managers	4100
Queensland	55-64	78750	Professionals	6918
Queensland	55-64	78750	Sales workers	1561
Queensland	55-64	78750	Technicians and trades workers	4773
Queensland	55-64	91875		281
Queensland	55-64	91875	Clerical and administrative workers	3721
Queensland	55-64	91875	Community and personal service workers	1267
Queensland	55-64	91875	Labourers	1008
Queensland	55-64	91875	Machinery operators and drivers	2076
Queensland	55-64	91875	Managers	4485
Queensland	55-64	91875	Professionals	10403
Queensland	55-64	91875	Sales workers	1240
Queensland	55-64	91875	Technicians and trades workers	3562
Queensland	55-64	105000		199
Queensland	55-64	105000	Clerical and administrative workers	1673
Queensland	55-64	105000	Community and personal service workers	722
Queensland	55-64	105000	Labourers	575
Queensland	55-64	105000	Machinery operators and drivers	1453
Queensland	55-64	105000	Managers	3455
Queensland	55-64	105000	Professionals	7189
Queensland	55-64	105000	Sales workers	647
Queensland	55-64	105000	Technicians and trades workers	2305
Queensland	55-64	157500		275
Queensland	55-64	157500	Clerical and administrative workers	2045
Queensland	55-64	157500	Community and personal service workers	699
Queensland	55-64	157500	Labourers	529
Queensland	55-64	157500	Machinery operators and drivers	1909
Queensland	55-64	157500	Managers	7319
Queensland	55-64	157500	Professionals	8599
Queensland	55-64	157500	Sales workers	837
Queensland	55-64	157500	Technicians and trades workers	2854
Queensland	55-64	Inf		181
Queensland	55-64	Inf	Clerical and administrative workers	866
Queensland	55-64	Inf	Community and personal service workers	148
Queensland	55-64	Inf	Labourers	221
Queensland	55-64	Inf	Machinery operators and drivers	494
Queensland	55-64	Inf	Managers	5737
Queensland	55-64	Inf	Professionals	6482
Queensland	55-64	Inf	Sales workers	562
Queensland	55-64	Inf	Technicians and trades workers	1107
Queensland	65-74			224
Queensland	65-74		Clerical and administrative workers	174
Queensland	65-74		Community and personal service workers	108
Queensland	65-74		Labourers	192
Queensland	65-74		Machinery operators and drivers	164
Queensland	65-74		Managers	481
Queensland	65-74		Professionals	183
Queensland	65-74		Sales workers	129
Queensland	65-74		Technicians and trades workers	185
Queensland	65-74	0		82
Queensland	65-74	0	Clerical and administrative workers	133
Queensland	65-74	0	Community and personal service workers	18
Queensland	65-74	0	Labourers	77
Queensland	65-74	0	Machinery operators and drivers	48
Queensland	65-74	0	Managers	550
Queensland	65-74	0	Professionals	89
Queensland	65-74	0	Sales workers	74
Queensland	65-74	0	Technicians and trades workers	69
Queensland	65-74	7875		38
Queensland	65-74	7875	Clerical and administrative workers	180
Queensland	65-74	7875	Community and personal service workers	78
Queensland	65-74	7875	Labourers	257
Queensland	65-74	7875	Machinery operators and drivers	73
Queensland	65-74	7875	Managers	298
Queensland	65-74	7875	Professionals	149
Queensland	65-74	7875	Sales workers	95
Queensland	65-74	7875	Technicians and trades workers	87
Queensland	65-74	15750		116
Queensland	65-74	15750	Clerical and administrative workers	458
Queensland	65-74	15750	Community and personal service workers	225
Queensland	65-74	15750	Labourers	494
Queensland	65-74	15750	Machinery operators and drivers	220
Queensland	65-74	15750	Managers	639
Queensland	65-74	15750	Professionals	317
Queensland	65-74	15750	Sales workers	308
Queensland	65-74	15750	Technicians and trades workers	305
Queensland	65-74	21000		162
Queensland	65-74	21000	Clerical and administrative workers	696
Queensland	65-74	21000	Community and personal service workers	410
Queensland	65-74	21000	Labourers	843
Queensland	65-74	21000	Machinery operators and drivers	399
Queensland	65-74	21000	Managers	845
Queensland	65-74	21000	Professionals	587
Queensland	65-74	21000	Sales workers	552
Queensland	65-74	21000	Technicians and trades workers	521
Queensland	65-74	26250		213
Queensland	65-74	26250	Clerical and administrative workers	966
Queensland	65-74	26250	Community and personal service workers	590
Queensland	65-74	26250	Labourers	1096
Queensland	65-74	26250	Machinery operators and drivers	578
Queensland	65-74	26250	Managers	896
Queensland	65-74	26250	Professionals	741
Queensland	65-74	26250	Sales workers	745
Queensland	65-74	26250	Technicians and trades workers	567
Queensland	65-74	34125		151
Queensland	65-74	34125	Clerical and administrative workers	1530
Queensland	65-74	34125	Community and personal service workers	964
Queensland	65-74	34125	Labourers	1485
Queensland	65-74	34125	Machinery operators and drivers	868
Queensland	65-74	34125	Managers	1380
Queensland	65-74	34125	Professionals	1179
Queensland	65-74	34125	Sales workers	1165
Queensland	65-74	34125	Technicians and trades workers	885
Queensland	65-74	42000		147
Queensland	65-74	42000	Clerical and administrative workers	1434
Queensland	65-74	42000	Community and personal service workers	869
Queensland	65-74	42000	Labourers	1277
Queensland	65-74	42000	Machinery operators and drivers	989
Queensland	65-74	42000	Managers	1217
Queensland	65-74	42000	Professionals	1155
Queensland	65-74	42000	Sales workers	1012
Queensland	65-74	42000	Technicians and trades workers	907
Queensland	65-74	52500		149
Queensland	65-74	52500	Clerical and administrative workers	1455
Queensland	65-74	52500	Community and personal service workers	801
Queensland	65-74	52500	Labourers	1037
Queensland	65-74	52500	Machinery operators and drivers	1010
Queensland	65-74	52500	Managers	1318
Queensland	65-74	52500	Professionals	1294
Queensland	65-74	52500	Sales workers	828
Queensland	65-74	52500	Technicians and trades workers	941
Queensland	65-74	65625		146
Queensland	65-74	65625	Clerical and administrative workers	1499
Queensland	65-74	65625	Community and personal service workers	602
Queensland	65-74	65625	Labourers	646
Queensland	65-74	65625	Machinery operators and drivers	943
Queensland	65-74	65625	Managers	1500
Queensland	65-74	65625	Professionals	1571
Queensland	65-74	65625	Sales workers	701
Queensland	65-74	65625	Technicians and trades workers	976
Queensland	65-74	78750		95
Queensland	65-74	78750	Clerical and administrative workers	878
Queensland	65-74	78750	Community and personal service workers	287
Queensland	65-74	78750	Labourers	298
Queensland	65-74	78750	Machinery operators and drivers	463
Queensland	65-74	78750	Managers	1039
Queensland	65-74	78750	Professionals	1302
Queensland	65-74	78750	Sales workers	396
Queensland	65-74	78750	Technicians and trades workers	637
Queensland	65-74	91875		73
Queensland	65-74	91875	Clerical and administrative workers	520
Queensland	65-74	91875	Community and personal service workers	132
Queensland	65-74	91875	Labourers	164
Queensland	65-74	91875	Machinery operators and drivers	301
Queensland	65-74	91875	Managers	1024
Queensland	65-74	91875	Professionals	1500
Queensland	65-74	91875	Sales workers	303
Queensland	65-74	91875	Technicians and trades workers	433
Queensland	65-74	105000		47
Queensland	65-74	105000	Clerical and administrative workers	250
Queensland	65-74	105000	Community and personal service workers	73
Queensland	65-74	105000	Labourers	86
Queensland	65-74	105000	Machinery operators and drivers	194
Queensland	65-74	105000	Managers	704
Queensland	65-74	105000	Professionals	1074
Queensland	65-74	105000	Sales workers	195
Queensland	65-74	105000	Technicians and trades workers	231
Queensland	65-74	157500		70
Queensland	65-74	157500	Clerical and administrative workers	333
Queensland	65-74	157500	Community and personal service workers	44
Queensland	65-74	157500	Labourers	96
Queensland	65-74	157500	Machinery operators and drivers	208
Queensland	65-74	157500	Managers	1196
Queensland	65-74	157500	Professionals	1553
Queensland	65-74	157500	Sales workers	247
Queensland	65-74	157500	Technicians and trades workers	299
Queensland	65-74	Inf		106
Queensland	65-74	Inf	Clerical and administrative workers	234
Queensland	65-74	Inf	Community and personal service workers	34
Queensland	65-74	Inf	Labourers	51
Queensland	65-74	Inf	Machinery operators and drivers	73
Queensland	65-74	Inf	Managers	1370
Queensland	65-74	Inf	Professionals	1617
Queensland	65-74	Inf	Sales workers	197
Queensland	65-74	Inf	Technicians and trades workers	146
Queensland	75+			158
Queensland	75+		Clerical and administrative workers	27
Queensland	75+		Community and personal service workers	9
Queensland	75+		Labourers	41
Queensland	75+		Machinery operators and drivers	16
Queensland	75+		Managers	197
Queensland	75+		Professionals	26
Queensland	75+		Sales workers	21
Queensland	75+		Technicians and trades workers	17
Queensland	75+	0		34
Queensland	75+	0	Clerical and administrative workers	13
Queensland	75+	0	Community and personal service workers	7
Queensland	75+	0	Labourers	15
Queensland	75+	0	Machinery operators and drivers	3
Queensland	75+	0	Managers	130
Queensland	75+	0	Professionals	11
Queensland	75+	0	Sales workers	11
Queensland	75+	0	Technicians and trades workers	8
Queensland	75+	7875		20
Queensland	75+	7875	Clerical and administrative workers	33
Queensland	75+	7875	Community and personal service workers	9
Queensland	75+	7875	Labourers	38
Queensland	75+	7875	Machinery operators and drivers	7
Queensland	75+	7875	Managers	85
Queensland	75+	7875	Professionals	21
Queensland	75+	7875	Sales workers	9
Queensland	75+	7875	Technicians and trades workers	15
Queensland	75+	15750		59
Queensland	75+	15750	Clerical and administrative workers	64
Queensland	75+	15750	Community and personal service workers	24
Queensland	75+	15750	Labourers	78
Queensland	75+	15750	Machinery operators and drivers	30
Queensland	75+	15750	Managers	199
Queensland	75+	15750	Professionals	40
Queensland	75+	15750	Sales workers	42
Queensland	75+	15750	Technicians and trades workers	45
Queensland	75+	21000		173
Queensland	75+	21000	Clerical and administrative workers	82
Queensland	75+	21000	Community and personal service workers	47
Queensland	75+	21000	Labourers	153
Queensland	75+	21000	Machinery operators and drivers	51
Queensland	75+	21000	Managers	286
Queensland	75+	21000	Professionals	86
Queensland	75+	21000	Sales workers	65
Queensland	75+	21000	Technicians and trades workers	75
Queensland	75+	26250		173
Queensland	75+	26250	Clerical and administrative workers	130
Queensland	75+	26250	Community and personal service workers	49
Queensland	75+	26250	Labourers	195
Queensland	75+	26250	Machinery operators and drivers	71
Queensland	75+	26250	Managers	287
Queensland	75+	26250	Professionals	149
Queensland	75+	26250	Sales workers	74
Queensland	75+	26250	Technicians and trades workers	78
Queensland	75+	34125		106
Queensland	75+	34125	Clerical and administrative workers	155
Queensland	75+	34125	Community and personal service workers	78
Queensland	75+	34125	Labourers	166
Queensland	75+	34125	Machinery operators and drivers	79
Queensland	75+	34125	Managers	407
Queensland	75+	34125	Professionals	179
Queensland	75+	34125	Sales workers	106
Queensland	75+	34125	Technicians and trades workers	95
Queensland	75+	42000		50
Queensland	75+	42000	Clerical and administrative workers	117
Queensland	75+	42000	Community and personal service workers	45
Queensland	75+	42000	Labourers	115
Queensland	75+	42000	Machinery operators and drivers	67
Queensland	75+	42000	Managers	272
Queensland	75+	42000	Professionals	141
Queensland	75+	42000	Sales workers	87
Queensland	75+	42000	Technicians and trades workers	78
Queensland	75+	52500		43
Queensland	75+	52500	Clerical and administrative workers	78
Queensland	75+	52500	Community and personal service workers	42
Queensland	75+	52500	Labourers	64
Queensland	75+	52500	Machinery operators and drivers	53
Queensland	75+	52500	Managers	262
Queensland	75+	52500	Professionals	142
Queensland	75+	52500	Sales workers	67
Queensland	75+	52500	Technicians and trades workers	80
Queensland	75+	65625		55
Queensland	75+	65625	Clerical and administrative workers	84
Queensland	75+	65625	Community and personal service workers	32
Queensland	75+	65625	Labourers	39
Queensland	75+	65625	Machinery operators and drivers	43
Queensland	75+	65625	Managers	233
Queensland	75+	65625	Professionals	123
Queensland	75+	65625	Sales workers	74
Queensland	75+	65625	Technicians and trades workers	58
Queensland	75+	78750		21
Queensland	75+	78750	Clerical and administrative workers	38
Queensland	75+	78750	Community and personal service workers	12
Queensland	75+	78750	Labourers	20
Queensland	75+	78750	Machinery operators and drivers	17
Queensland	75+	78750	Managers	205
Queensland	75+	78750	Professionals	100
Queensland	75+	78750	Sales workers	34
Queensland	75+	78750	Technicians and trades workers	30
Queensland	75+	91875		20
Queensland	75+	91875	Clerical and administrative workers	39
Queensland	75+	91875	Community and personal service workers	5
Queensland	75+	91875	Labourers	8
Queensland	75+	91875	Machinery operators and drivers	16
Queensland	75+	91875	Managers	150
Queensland	75+	91875	Professionals	117
Queensland	75+	91875	Sales workers	39
Queensland	75+	91875	Technicians and trades workers	23
Queensland	75+	105000		17
Queensland	75+	105000	Clerical and administrative workers	21
