SA3_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Sutherland - Menai - Heathcote	45-54	Train and bus	2	F	14
Sutherland - Menai - Heathcote	45-54	Train and bus	2	M	15
Sutherland - Menai - Heathcote	45-54	Train and car as driver	2	F	17
Sutherland - Menai - Heathcote	45-54	Train and car as driver	2	M	12
Sutherland - Menai - Heathcote	45-54	Train and car as passenger	2	F	4
Sutherland - Menai - Heathcote	45-54	Train and other	2	F	5
Sutherland - Menai - Heathcote	45-54	Train and two other methods	3	M	4
Sutherland - Menai - Heathcote	45-54	Truck	1	M	53
Sutherland - Menai - Heathcote	45-54	Walked only	1	F	96
Sutherland - Menai - Heathcote	45-54	Walked only	1	M	48
Sutherland - Menai - Heathcote	45-54	Worked at home		F	344
Sutherland - Menai - Heathcote	45-54	Worked at home		M	177
Sutherland - Menai - Heathcote	55-64	Bicycle	1	F	5
Sutherland - Menai - Heathcote	55-64	Bicycle	1	M	17
Sutherland - Menai - Heathcote	55-64	Bus	1	F	3
Sutherland - Menai - Heathcote	55-64	Bus and car as passenger	2	F	3
Sutherland - Menai - Heathcote	55-64	Car as driver	1	F	1559
Sutherland - Menai - Heathcote	55-64	Car as driver	1	M	1563
Sutherland - Menai - Heathcote	55-64	Car as passenger	1	F	87
Sutherland - Menai - Heathcote	55-64	Car as passenger	1	M	34
Sutherland - Menai - Heathcote	55-64	Did not go to work		F	270
Sutherland - Menai - Heathcote	55-64	Did not go to work		M	119
Sutherland - Menai - Heathcote	55-64	Method of travel not stated		F	8
Sutherland - Menai - Heathcote	55-64	Method of travel not stated		M	17
Sutherland - Menai - Heathcote	55-64	Motorbike scooter	1	M	26
Sutherland - Menai - Heathcote	55-64	(Other)	1	F	8
Sutherland - Menai - Heathcote	55-64	(Other)	1	M	14
Sutherland - Menai - Heathcote	55-64	Other two methods	2	F	11
Sutherland - Menai - Heathcote	55-64	Other two methods	2	M	8
Sutherland - Menai - Heathcote	55-64	Train	1	F	60
Sutherland - Menai - Heathcote	55-64	Train	1	M	32
Sutherland - Menai - Heathcote	55-64	Train and bus	2	F	10
Sutherland - Menai - Heathcote	55-64	Train and bus	2	M	9
Sutherland - Menai - Heathcote	55-64	Train and car as driver	2	F	10
Sutherland - Menai - Heathcote	55-64	Train and car as driver	2	M	8
Sutherland - Menai - Heathcote	55-64	Train and car as passenger	2	F	3
Sutherland - Menai - Heathcote	55-64	Train and other	2	F	3
Sutherland - Menai - Heathcote	55-64	Train and two other methods	3	F	3
Sutherland - Menai - Heathcote	55-64	Train and two other methods	3	M	5
Sutherland - Menai - Heathcote	55-64	Truck	1	M	52
Sutherland - Menai - Heathcote	55-64	Walked only	1	F	52
Sutherland - Menai - Heathcote	55-64	Walked only	1	M	28
Sutherland - Menai - Heathcote	55-64	Worked at home		F	223
Sutherland - Menai - Heathcote	55-64	Worked at home		M	194
Sutherland - Menai - Heathcote	65-74	Car as driver	1	F	255
Sutherland - Menai - Heathcote	65-74	Car as driver	1	M	412
Sutherland - Menai - Heathcote	65-74	Car as passenger	1	F	31
Sutherland - Menai - Heathcote	65-74	Car as passenger	1	M	7
Sutherland - Menai - Heathcote	65-74	Did not go to work		F	79
Sutherland - Menai - Heathcote	65-74	Did not go to work		M	65
Sutherland - Menai - Heathcote	65-74	Method of travel not stated		F	4
Sutherland - Menai - Heathcote	65-74	Method of travel not stated		M	9
Sutherland - Menai - Heathcote	65-74	Motorbike scooter	1	M	9
Sutherland - Menai - Heathcote	65-74	(Other)	1	F	7
Sutherland - Menai - Heathcote	65-74	(Other)	1	M	6
Sutherland - Menai - Heathcote	65-74	Other two methods	2	M	3
Sutherland - Menai - Heathcote	65-74	Train	1	F	8
Sutherland - Menai - Heathcote	65-74	Train	1	M	11
Sutherland - Menai - Heathcote	65-74	Train and bus	2	F	6
Sutherland - Menai - Heathcote	65-74	Train and bus	2	M	7
Sutherland - Menai - Heathcote	65-74	Truck	1	M	19
Sutherland - Menai - Heathcote	65-74	Walked only	1	F	17
Sutherland - Menai - Heathcote	65-74	Walked only	1	M	6
Sutherland - Menai - Heathcote	65-74	Worked at home		F	87
Sutherland - Menai - Heathcote	65-74	Worked at home		M	124
Sutherland - Menai - Heathcote	75+	Car as driver	1	F	12
Sutherland - Menai - Heathcote	75+	Car as driver	1	M	37
Sutherland - Menai - Heathcote	75+	Did not go to work		F	3
Sutherland - Menai - Heathcote	75+	Did not go to work		M	13
Sutherland - Menai - Heathcote	75+	Method of travel not stated		F	5
Sutherland - Menai - Heathcote	75+	(Other)	1	M	3
Sutherland - Menai - Heathcote	75+	Truck	1	M	7
Sutherland - Menai - Heathcote	75+	Walked only	1	M	3
Sutherland - Menai - Heathcote	75+	Worked at home		F	9
Sutherland - Menai - Heathcote	75+	Worked at home		M	17
Migratory - Offshore - Shipping (NSW)	15-24	Did not go to work		M	3
Migratory - Offshore - Shipping (NSW)	15-24	(Other)	1	F	3
Migratory - Offshore - Shipping (NSW)	25-34	Car as driver	1	M	5
Migratory - Offshore - Shipping (NSW)	25-34	(Other)	1	M	4
Migratory - Offshore - Shipping (NSW)	25-34	Walked only	1	M	3
Migratory - Offshore - Shipping (NSW)	25-34	Worked at home		M	3
Migratory - Offshore - Shipping (NSW)	35-44	Car as driver	1	M	10
Migratory - Offshore - Shipping (NSW)	35-44	Did not go to work		M	5
Migratory - Offshore - Shipping (NSW)	45-54	Car as driver	1	M	4
Migratory - Offshore - Shipping (NSW)	45-54	Did not go to work		M	7
Migratory - Offshore - Shipping (NSW)	45-54	(Other)	1	M	3
Migratory - Offshore - Shipping (NSW)	45-54	Walked only	1	M	3
Migratory - Offshore - Shipping (NSW)	55-64	Car as passenger	1	M	3
Migratory - Offshore - Shipping (NSW)	55-64	Did not go to work		M	3
Migratory - Offshore - Shipping (NSW)	55-64	Other two methods	2	M	3
Migratory - Offshore - Shipping (NSW)	65-74	Car as passenger	1	M	3
No usual address (NSW)	15-24	Bicycle	1	F	5
No usual address (NSW)	15-24	Bicycle	1	M	56
No usual address (NSW)	15-24	Bus	1	F	154
No usual address (NSW)	15-24	Bus	1	M	197
No usual address (NSW)	15-24	Bus and car as driver	2	F	5
No usual address (NSW)	15-24	Bus and car as driver	2	M	14
No usual address (NSW)	15-24	Bus and car as passenger	2	F	5
No usual address (NSW)	15-24	Bus and car as passenger	2	M	8
No usual address (NSW)	15-24	Bus and other	2	M	5
No usual address (NSW)	15-24	Bus and tram includes light rail	2	F	3
No usual address (NSW)	15-24	Bus and two other methods excludes train	3	M	5
No usual address (NSW)	15-24	Car as driver	1	F	1956
No usual address (NSW)	15-24	Car as driver	1	M	9245
No usual address (NSW)	15-24	Car as passenger	1	F	379
No usual address (NSW)	15-24	Car as passenger	1	M	2653
No usual address (NSW)	15-24	Did not go to work		F	761
No usual address (NSW)	15-24	Did not go to work		M	1223
No usual address (NSW)	15-24	Ferry	1	M	9
No usual address (NSW)	15-24	Method of travel not stated		F	112
No usual address (NSW)	15-24	Method of travel not stated		M	228
No usual address (NSW)	15-24	Motorbike scooter	1	F	9
No usual address (NSW)	15-24	Motorbike scooter	1	M	106
No usual address (NSW)	15-24	(Other)	1	F	29
No usual address (NSW)	15-24	(Other)	1	M	118
No usual address (NSW)	15-24	Other three methods	3	M	8
No usual address (NSW)	15-24	Other two methods	2	F	33
No usual address (NSW)	15-24	Other two methods	2	M	247
No usual address (NSW)	15-24	Taxi	1	F	4
No usual address (NSW)	15-24	Taxi	1	M	11
No usual address (NSW)	15-24	Train	1	F	222
No usual address (NSW)	15-24	Train	1	M	544
No usual address (NSW)	15-24	Train and bus	2	F	113
No usual address (NSW)	15-24	Train and bus	2	M	194
No usual address (NSW)	15-24	Train and car as driver	2	F	23
No usual address (NSW)	15-24	Train and car as driver	2	M	74
No usual address (NSW)	15-24	Train and car as passenger	2	F	13
No usual address (NSW)	15-24	Train and car as passenger	2	M	62
No usual address (NSW)	15-24	Train and other	2	M	14
No usual address (NSW)	15-24	Train and two other methods	3	F	35
No usual address (NSW)	15-24	Train and two other methods	3	M	107
No usual address (NSW)	15-24	Tram includes light rail	1	F	3
No usual address (NSW)	15-24	Tram includes light rail	1	M	8
No usual address (NSW)	15-24	Truck	1	F	9
No usual address (NSW)	15-24	Truck	1	M	489
No usual address (NSW)	15-24	Walked only	1	F	151
No usual address (NSW)	15-24	Walked only	1	M	189
No usual address (NSW)	15-24	Worked at home		F	67
No usual address (NSW)	15-24	Worked at home		M	59
No usual address (NSW)	25-34	Bicycle	1	F	29
No usual address (NSW)	25-34	Bicycle	1	M	74
No usual address (NSW)	25-34	Bus	1	F	170
No usual address (NSW)	25-34	Bus	1	M	247
No usual address (NSW)	25-34	Bus and car as driver	2	F	15
No usual address (NSW)	25-34	Bus and car as driver	2	M	15
No usual address (NSW)	25-34	Bus and car as passenger	2	F	3
No usual address (NSW)	25-34	Bus and car as passenger	2	M	10
No usual address (NSW)	25-34	Bus and ferry	2	M	3
No usual address (NSW)	25-34	Bus and other	2	F	3
No usual address (NSW)	25-34	Bus and other	2	M	9
No usual address (NSW)	25-34	Bus and two other methods excludes train	3	F	4
No usual address (NSW)	25-34	Bus and two other methods excludes train	3	M	14
No usual address (NSW)	25-34	Car as driver	1	F	3567
No usual address (NSW)	25-34	Car as driver	1	M	16767
No usual address (NSW)	25-34	Car as passenger	1	F	311
No usual address (NSW)	25-34	Car as passenger	1	M	1334
No usual address (NSW)	25-34	Did not go to work		F	1012
No usual address (NSW)	25-34	Did not go to work		M	1235
No usual address (NSW)	25-34	Ferry	1	F	3
No usual address (NSW)	25-34	Ferry	1	M	13
No usual address (NSW)	25-34	Method of travel not stated		F	131
No usual address (NSW)	25-34	Method of travel not stated		M	245
No usual address (NSW)	25-34	Motorbike scooter	1	F	13
No usual address (NSW)	25-34	Motorbike scooter	1	M	119
No usual address (NSW)	25-34	(Other)	1	F	65
No usual address (NSW)	25-34	(Other)	1	M	277
No usual address (NSW)	25-34	Other three methods	3	M	17
No usual address (NSW)	25-34	Other two methods	2	F	36
No usual address (NSW)	25-34	Other two methods	2	M	312
No usual address (NSW)	25-34	Taxi	1	F	20
No usual address (NSW)	25-34	Taxi	1	M	80
No usual address (NSW)	25-34	Train	1	F	359
No usual address (NSW)	25-34	Train	1	M	705
No usual address (NSW)	25-34	Train and bus	2	F	147
No usual address (NSW)	25-34	Train and bus	2	M	216
No usual address (NSW)	25-34	Train and car as driver	2	F	26
No usual address (NSW)	25-34	Train and car as driver	2	M	97
No usual address (NSW)	25-34	Train and car as passenger	2	F	12
No usual address (NSW)	25-34	Train and car as passenger	2	M	29
No usual address (NSW)	25-34	Train and ferry	2	F	3
No usual address (NSW)	25-34	Train and ferry	2	M	3
No usual address (NSW)	25-34	Train and other	2	F	3
No usual address (NSW)	25-34	Train and other	2	M	22
No usual address (NSW)	25-34	Train and two other methods	3	F	43
No usual address (NSW)	25-34	Train and two other methods	3	M	73
No usual address (NSW)	25-34	Tram includes light rail	1	F	4
No usual address (NSW)	25-34	Tram includes light rail	1	M	8
No usual address (NSW)	25-34	Truck	1	F	15
No usual address (NSW)	25-34	Truck	1	M	1223
No usual address (NSW)	25-34	Walked only	1	F	133
No usual address (NSW)	25-34	Walked only	1	M	199
No usual address (NSW)	25-34	Worked at home		F	258
No usual address (NSW)	25-34	Worked at home		M	195
No usual address (NSW)	35-44	Bicycle	1	F	14
No usual address (NSW)	35-44	Bicycle	1	M	66
No usual address (NSW)	35-44	Bus	1	F	112
No usual address (NSW)	35-44	Bus	1	M	140
No usual address (NSW)	35-44	Bus and car as driver	2	F	6
No usual address (NSW)	35-44	Bus and car as driver	2	M	15
No usual address (NSW)	35-44	Bus and car as passenger	2	F	4
No usual address (NSW)	35-44	Bus and ferry	2	F	3
No usual address (NSW)	35-44	Bus and ferry	2	M	3
No usual address (NSW)	35-44	Bus and other	2	F	7
No usual address (NSW)	35-44	Bus and other	2	M	4
No usual address (NSW)	35-44	Bus and two other methods excludes train	3	F	3
No usual address (NSW)	35-44	Bus and two other methods excludes train	3	M	3
No usual address (NSW)	35-44	Car as driver	1	F	4643
No usual address (NSW)	35-44	Car as driver	1	M	17391
No usual address (NSW)	35-44	Car as passenger	1	F	312
No usual address (NSW)	35-44	Car as passenger	1	M	766
No usual address (NSW)	35-44	Did not go to work		F	978
No usual address (NSW)	35-44	Did not go to work		M	1279
No usual address (NSW)	35-44	Ferry	1	F	3
No usual address (NSW)	35-44	Ferry	1	M	11
No usual address (NSW)	35-44	Method of travel not stated		F	106
No usual address (NSW)	35-44	Method of travel not stated		M	212
No usual address (NSW)	35-44	Motorbike scooter	1	F	9
No usual address (NSW)	35-44	Motorbike scooter	1	M	85
No usual address (NSW)	35-44	(Other)	1	F	80
No usual address (NSW)	35-44	(Other)	1	M	325
No usual address (NSW)	35-44	Other three methods	3	M	10
No usual address (NSW)	35-44	Other two methods	2	F	35
No usual address (NSW)	35-44	Other two methods	2	M	291
No usual address (NSW)	35-44	Taxi	1	F	11
No usual address (NSW)	35-44	Taxi	1	M	83
No usual address (NSW)	35-44	Train	1	F	177
No usual address (NSW)	35-44	Train	1	M	449
No usual address (NSW)	35-44	Train and bus	2	F	79
No usual address (NSW)	35-44	Train and bus	2	M	110
No usual address (NSW)	35-44	Train and car as driver	2	F	27
No usual address (NSW)	35-44	Train and car as driver	2	M	86
No usual address (NSW)	35-44	Train and car as passenger	2	F	6
No usual address (NSW)	35-44	Train and car as passenger	2	M	12
No usual address (NSW)	35-44	Train and ferry	2	M	6
No usual address (NSW)	35-44	Train and other	2	F	4
No usual address (NSW)	35-44	Train and other	2	M	17
No usual address (NSW)	35-44	Train and tram includes light rail	2	M	3
No usual address (NSW)	35-44	Train and two other methods	3	F	27
No usual address (NSW)	35-44	Train and two other methods	3	M	61
No usual address (NSW)	35-44	Tram includes light rail	1	F	3
No usual address (NSW)	35-44	Tram includes light rail	1	M	6
No usual address (NSW)	35-44	Truck	1	F	20
No usual address (NSW)	35-44	Truck	1	M	1645
No usual address (NSW)	35-44	Walked only	1	F	103
No usual address (NSW)	35-44	Walked only	1	M	175
No usual address (NSW)	35-44	Worked at home		F	346
No usual address (NSW)	35-44	Worked at home		M	266
No usual address (NSW)	45-54	Bicycle	1	F	13
No usual address (NSW)	45-54	Bicycle	1	M	71
No usual address (NSW)	45-54	Bus	1	F	97
No usual address (NSW)	45-54	Bus	1	M	110
No usual address (NSW)	45-54	Bus and car as driver	2	F	8
No usual address (NSW)	45-54	Bus and car as driver	2	M	17
No usual address (NSW)	45-54	Bus and car as passenger	2	F	4
No usual address (NSW)	45-54	Bus and ferry	2	M	5
No usual address (NSW)	45-54	Bus and other	2	F	3
No usual address (NSW)	45-54	Bus and other	2	M	3
No usual address (NSW)	45-54	Bus and two other methods excludes train	3	M	6
No usual address (NSW)	45-54	Car as driver	1	F	5861
No usual address (NSW)	45-54	Car as driver	1	M	17200
No usual address (NSW)	45-54	Car as passenger	1	F	568
No usual address (NSW)	45-54	Car as passenger	1	M	583
No usual address (NSW)	45-54	Did not go to work		F	1049
No usual address (NSW)	45-54	Did not go to work		M	1450
No usual address (NSW)	45-54	Ferry	1	F	3
No usual address (NSW)	45-54	Ferry	1	M	7
No usual address (NSW)	45-54	Method of travel not stated		F	125
No usual address (NSW)	45-54	Method of travel not stated		M	248
No usual address (NSW)	45-54	Motorbike scooter	1	F	11
No usual address (NSW)	45-54	Motorbike scooter	1	M	89
No usual address (NSW)	45-54	(Other)	1	F	93
No usual address (NSW)	45-54	(Other)	1	M	423
No usual address (NSW)	45-54	Other three methods	3	F	5
No usual address (NSW)	45-54	Other three methods	3	M	7
No usual address (NSW)	45-54	Other two methods	2	F	57
No usual address (NSW)	45-54	Other two methods	2	M	250
No usual address (NSW)	45-54	Taxi	1	F	14
No usual address (NSW)	45-54	Taxi	1	M	104
No usual address (NSW)	45-54	Train	1	F	161
No usual address (NSW)	45-54	Train	1	M	322
No usual address (NSW)	45-54	Train and bus	2	F	55
No usual address (NSW)	45-54	Train and bus	2	M	81
No usual address (NSW)	45-54	Train and car as driver	2	F	34
No usual address (NSW)	45-54	Train and car as driver	2	M	87
No usual address (NSW)	45-54	Train and car as passenger	2	F	3
No usual address (NSW)	45-54	Train and car as passenger	2	M	18
No usual address (NSW)	45-54	Train and other	2	F	4
No usual address (NSW)	45-54	Train and other	2	M	10
No usual address (NSW)	45-54	Train and two other methods	3	F	20
No usual address (NSW)	45-54	Train and two other methods	3	M	49
No usual address (NSW)	45-54	Tram includes light rail	1	M	5
No usual address (NSW)	45-54	Truck	1	F	39
No usual address (NSW)	45-54	Truck	1	M	2077
No usual address (NSW)	45-54	Walked only	1	F	109
No usual address (NSW)	45-54	Walked only	1	M	212
No usual address (NSW)	45-54	Worked at home		F	296
No usual address (NSW)	45-54	Worked at home		M	289
No usual address (NSW)	55-64	Bicycle	1	F	8
No usual address (NSW)	55-64	Bicycle	1	M	28
No usual address (NSW)	55-64	Bus	1	F	91
No usual address (NSW)	55-64	Bus	1	M	89
No usual address (NSW)	55-64	Bus and car as driver	2	F	9
No usual address (NSW)	55-64	Bus and car as driver	2	M	6
No usual address (NSW)	55-64	Bus and car as passenger	2	F	3
No usual address (NSW)	55-64	Bus and car as passenger	2	M	3
No usual address (NSW)	55-64	Bus and ferry	2	F	3
No usual address (NSW)	55-64	Bus and other	2	M	3
No usual address (NSW)	55-64	Car as driver	1	F	4018
No usual address (NSW)	55-64	Car as driver	1	M	12042
No usual address (NSW)	55-64	Car as passenger	1	F	430
No usual address (NSW)	55-64	Car as passenger	1	M	381
No usual address (NSW)	55-64	Did not go to work		F	982
No usual address (NSW)	55-64	Did not go to work		M	1577
No usual address (NSW)	55-64	Ferry	1	M	3
No usual address (NSW)	55-64	Method of travel not stated		F	108
No usual address (NSW)	55-64	Method of travel not stated		M	174
No usual address (NSW)	55-64	Motorbike scooter	1	M	53
No usual address (NSW)	55-64	(Other)	1	F	65
No usual address (NSW)	55-64	(Other)	1	M	370
No usual address (NSW)	55-64	Other three methods	3	F	4
No usual address (NSW)	55-64	Other three methods	3	M	3
No usual address (NSW)	55-64	Other two methods	2	F	25
No usual address (NSW)	55-64	Other two methods	2	M	158
No usual address (NSW)	55-64	Taxi	1	F	11
No usual address (NSW)	55-64	Taxi	1	M	100
No usual address (NSW)	55-64	Train	1	F	93
No usual address (NSW)	55-64	Train	1	M	190
No usual address (NSW)	55-64	Train and bus	2	F	53
No usual address (NSW)	55-64	Train and bus	2	M	61
No usual address (NSW)	55-64	Train and car as driver	2	F	18
No usual address (NSW)	55-64	Train and car as driver	2	M	62
No usual address (NSW)	55-64	Train and car as passenger	2	F	3
No usual address (NSW)	55-64	Train and car as passenger	2	M	10
No usual address (NSW)	55-64	Train and two other methods	3	F	30
No usual address (NSW)	55-64	Train and two other methods	3	M	18
No usual address (NSW)	55-64	Truck	1	F	28
No usual address (NSW)	55-64	Truck	1	M	1751
No usual address (NSW)	55-64	Walked only	1	F	80
No usual address (NSW)	55-64	Walked only	1	M	217
No usual address (NSW)	55-64	Worked at home		F	205
No usual address (NSW)	55-64	Worked at home		M	247
No usual address (NSW)	65-74	Bicycle	1	M	4
No usual address (NSW)	65-74	Bus	1	F	24
No usual address (NSW)	65-74	Bus	1	M	32
No usual address (NSW)	65-74	Bus and car as driver	2	M	3
No usual address (NSW)	65-74	Car as driver	1	F	749
No usual address (NSW)	65-74	Car as driver	1	M	2690
No usual address (NSW)	65-74	Car as passenger	1	F	88
No usual address (NSW)	65-74	Car as passenger	1	M	90
No usual address (NSW)	65-74	Did not go to work		F	344
No usual address (NSW)	65-74	Did not go to work		M	634
No usual address (NSW)	65-74	Method of travel not stated		F	46
No usual address (NSW)	65-74	Method of travel not stated		M	82
No usual address (NSW)	65-74	Motorbike scooter	1	M	5
No usual address (NSW)	65-74	(Other)	1	F	17
No usual address (NSW)	65-74	(Other)	1	M	104
No usual address (NSW)	65-74	Other two methods	2	F	5
No usual address (NSW)	65-74	Other two methods	2	M	40
No usual address (NSW)	65-74	Taxi	1	F	3
No usual address (NSW)	65-74	Taxi	1	M	38
No usual address (NSW)	65-74	Train	1	F	15
No usual address (NSW)	65-74	Train	1	M	46
No usual address (NSW)	65-74	Train and bus	2	F	14
No usual address (NSW)	65-74	Train and bus	2	M	27
No usual address (NSW)	65-74	Train and car as driver	2	F	6
No usual address (NSW)	65-74	Train and car as driver	2	M	18
No usual address (NSW)	65-74	Train and other	2	M	3
No usual address (NSW)	65-74	Train and two other methods	3	M	8
No usual address (NSW)	65-74	Truck	1	F	3
No usual address (NSW)	65-74	Truck	1	M	518
No usual address (NSW)	65-74	Walked only	1	F	24
No usual address (NSW)	65-74	Walked only	1	M	69
No usual address (NSW)	65-74	Worked at home		F	61
No usual address (NSW)	65-74	Worked at home		M	99
No usual address (NSW)	75+	Bus	1	F	3
No usual address (NSW)	75+	Bus	1	M	8
No usual address (NSW)	75+	Car as driver	1	F	60
No usual address (NSW)	75+	Car as driver	1	M	249
No usual address (NSW)	75+	Car as passenger	1	F	16
No usual address (NSW)	75+	Car as passenger	1	M	7
No usual address (NSW)	75+	Did not go to work		F	40
No usual address (NSW)	75+	Did not go to work		M	95
No usual address (NSW)	75+	Method of travel not stated		F	42
No usual address (NSW)	75+	Method of travel not stated		M	41
No usual address (NSW)	75+	(Other)	1	F	3
No usual address (NSW)	75+	(Other)	1	M	14
No usual address (NSW)	75+	Other two methods	2	M	4
No usual address (NSW)	75+	Taxi	1	M	4
No usual address (NSW)	75+	Train	1	M	3
No usual address (NSW)	75+	Train and bus	2	F	3
No usual address (NSW)	75+	Train and two other methods	3	M	4
No usual address (NSW)	75+	Truck	1	F	3
No usual address (NSW)	75+	Truck	1	M	36
No usual address (NSW)	75+	Walked only	1	F	6
No usual address (NSW)	75+	Walked only	1	M	7
No usual address (NSW)	75+	Worked at home		F	8
No usual address (NSW)	75+	Worked at home		M	34
Ballarat	15-24	Bicycle	1	F	4
Ballarat	15-24	Bicycle	1	M	22
Ballarat	15-24	Bus	1	F	95
Ballarat	15-24	Bus	1	M	60
Ballarat	15-24	Bus and car as driver	2	F	3
Ballarat	15-24	Bus and car as passenger	2	F	27
Ballarat	15-24	Bus and car as passenger	2	M	7
Ballarat	15-24	Bus and two other methods excludes train	3	F	4
Ballarat	15-24	Bus and two other methods excludes train	3	M	3
Ballarat	15-24	Car as driver	1	F	2303
Ballarat	15-24	Car as driver	1	M	2156
Ballarat	15-24	Car as passenger	1	F	641
Ballarat	15-24	Car as passenger	1	M	553
Ballarat	15-24	Did not go to work		F	796
Ballarat	15-24	Did not go to work		M	498
Ballarat	15-24	Ferry	1	M	3
Ballarat	15-24	Method of travel not stated		F	62
Ballarat	15-24	Method of travel not stated		M	73
Ballarat	15-24	Motorbike scooter	1	M	24
Ballarat	15-24	(Other)	1	F	3
Ballarat	15-24	(Other)	1	M	7
Ballarat	15-24	Other two methods	2	F	20
Ballarat	15-24	Other two methods	2	M	19
Ballarat	15-24	Taxi	1	F	5
Ballarat	15-24	Taxi	1	M	15
Ballarat	15-24	Train	1	F	6
Ballarat	15-24	Train	1	M	6
Ballarat	15-24	Train and car as driver	2	F	3
Ballarat	15-24	Train and two other methods	3	F	4
Ballarat	15-24	Train and two other methods	3	M	4
Ballarat	15-24	Walked only	1	F	138
Ballarat	15-24	Walked only	1	M	126
Ballarat	15-24	Worked at home		F	19
Ballarat	15-24	Worked at home		M	13
Ballarat	25-34	Bicycle	1	F	11
Ballarat	25-34	Bicycle	1	M	39
Ballarat	25-34	Bus	1	F	37
Ballarat	25-34	Bus	1	M	30
Ballarat	25-34	Bus and car as passenger	2	F	3
Ballarat	25-34	Bus and car as passenger	2	M	4
Ballarat	25-34	Car as driver	1	F	3283
Ballarat	25-34	Car as driver	1	M	3578
Ballarat	25-34	Car as passenger	1	F	180
Ballarat	25-34	Car as passenger	1	M	154
Ballarat	25-34	Did not go to work		F	880
Ballarat	25-34	Did not go to work		M	302
Ballarat	25-34	Method of travel not stated		F	30
Ballarat	25-34	Method of travel not stated		M	39
Ballarat	25-34	Motorbike scooter	1	M	16
Ballarat	25-34	(Other)	1	F	8
Ballarat	25-34	(Other)	1	M	6
Ballarat	25-34	Other three methods	3	M	5
Ballarat	25-34	Other two methods	2	F	16
Ballarat	25-34	Other two methods	2	M	36
Ballarat	25-34	Taxi	1	F	16
Ballarat	25-34	Taxi	1	M	17
Ballarat	25-34	Train	1	F	12
Ballarat	25-34	Train	1	M	8
Ballarat	25-34	Train and bus	2	F	9
Ballarat	25-34	Train and bus	2	M	3
Ballarat	25-34	Train and car as driver	2	F	4
Ballarat	25-34	Train and car as driver	2	M	10
Ballarat	25-34	Train and other	2	F	3
Ballarat	25-34	Train and other	2	M	3
Ballarat	25-34	Train and two other methods	3	M	3
Ballarat	25-34	Truck	1	M	20
Ballarat	25-34	Walked only	1	F	116
Ballarat	25-34	Walked only	1	M	126
Ballarat	25-34	Worked at home		F	155
Ballarat	25-34	Worked at home		M	79
Ballarat	35-44	Bicycle	1	F	12
Ballarat	35-44	Bicycle	1	M	55
Ballarat	35-44	Bus	1	F	27
Ballarat	35-44	Bus	1	M	18
Ballarat	35-44	Bus and car as passenger	2	F	3
Ballarat	35-44	Car as driver	1	F	3663
Ballarat	35-44	Car as driver	1	M	3715
Ballarat	35-44	Car as passenger	1	F	137
Ballarat	35-44	Car as passenger	1	M	88
Ballarat	35-44	Did not go to work		F	687
Ballarat	35-44	Did not go to work		M	258
Ballarat	35-44	Ferry	1	M	3
Ballarat	35-44	Method of travel not stated		F	40
Ballarat	35-44	Method of travel not stated		M	24
Ballarat	35-44	Motorbike scooter	1	F	3
Ballarat	35-44	Motorbike scooter	1	M	12
Ballarat	35-44	(Other)	1	F	13
Ballarat	35-44	(Other)	1	M	21
Ballarat	35-44	Other two methods	2	F	12
Ballarat	35-44	Other two methods	2	M	17
Ballarat	35-44	Taxi	1	F	11
Ballarat	35-44	Taxi	1	M	11
Ballarat	35-44	Train	1	F	19
Ballarat	35-44	Train	1	M	18
Ballarat	35-44	Train and bus	2	M	3
Ballarat	35-44	Train and car as driver	2	F	3
Ballarat	35-44	Train and car as driver	2	M	5
Ballarat	35-44	Train and two other methods	3	F	3
Ballarat	35-44	Train and two other methods	3	M	3
Ballarat	35-44	Truck	1	M	23
Ballarat	35-44	Walked only	1	F	95
Ballarat	35-44	Walked only	1	M	121
Ballarat	35-44	Worked at home		F	243
Ballarat	35-44	Worked at home		M	139
Ballarat	45-54	Bicycle	1	F	19
Ballarat	45-54	Bicycle	1	M	70
Ballarat	45-54	Bus	1	F	30
Ballarat	45-54	Bus	1	M	17
Ballarat	45-54	Bus and car as driver	2	F	4
Ballarat	45-54	Car as driver	1	F	4120
Ballarat	45-54	Car as driver	1	M	3689
Ballarat	45-54	Car as passenger	1	F	160
Ballarat	45-54	Car as passenger	1	M	91
Ballarat	45-54	Did not go to work		F	572
Ballarat	45-54	Did not go to work		M	261
Ballarat	45-54	Method of travel not stated		F	50
Ballarat	45-54	Method of travel not stated		M	56
Ballarat	45-54	Motorbike scooter	1	F	5
Ballarat	45-54	Motorbike scooter	1	M	28
Ballarat	45-54	(Other)	1	F	11
Ballarat	45-54	(Other)	1	M	26
Ballarat	45-54	Other two methods	2	F	23
Ballarat	45-54	Other two methods	2	M	15
Ballarat	45-54	Taxi	1	F	9
Ballarat	45-54	Taxi	1	M	7
Ballarat	45-54	Train	1	F	4
Ballarat	45-54	Train	1	M	8
Ballarat	45-54	Train and car as driver	2	F	8
Ballarat	45-54	Train and car as driver	2	M	3
Ballarat	45-54	Train and other	2	M	4
Ballarat	45-54	Train and two other methods	3	F	3
Ballarat	45-54	Truck	1	M	63
Ballarat	45-54	Walked only	1	F	135
Ballarat	45-54	Walked only	1	M	114
