SA3_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Maitland	50-54	Employed (full-time)		25
Maitland	50-54	Employed (full-time)	0	1743
Maitland	50-54	Employed (full-time)	1	9
Maitland	50-54	Employed (part-time)		13
Maitland	50-54	Employed (part-time)	0	817
Maitland	50-54	Employed (part-time)	1	23
Maitland	55-59			3
Maitland	55-59		0	19
Maitland	55-59	Employed (away from work)	0	90
Maitland	55-59	Employed (away from work)	1	3
Maitland	55-59	Employed (full-time)		26
Maitland	55-59	Employed (full-time)	0	1466
Maitland	55-59	Employed (full-time)	1	11
Maitland	55-59	Employed (part-time)		17
Maitland	55-59	Employed (part-time)	0	773
Maitland	55-59	Employed (part-time)	1	20
Maitland	60-64		0	16
Maitland	60-64	Employed (away from work)	0	62
Maitland	60-64	Employed (away from work)	1	3
Maitland	60-64	Employed (full-time)		12
Maitland	60-64	Employed (full-time)	0	721
Maitland	60-64	Employed (full-time)	1	8
Maitland	60-64	Employed (part-time)		13
Maitland	60-64	Employed (part-time)	0	601
Maitland	60-64	Employed (part-time)	1	13
Maitland	65-69		0	11
Maitland	65-69	Employed (away from work)	0	30
Maitland	65-69	Employed (away from work)	1	4
Maitland	65-69	Employed (full-time)		4
Maitland	65-69	Employed (full-time)	0	241
Maitland	65-69	Employed (full-time)	1	7
Maitland	65-69	Employed (part-time)		10
Maitland	65-69	Employed (part-time)	0	307
Maitland	65-69	Employed (part-time)	1	4
Maitland	70-74		0	9
Maitland	70-74	Employed (away from work)	0	7
Maitland	70-74	Employed (full-time)		4
Maitland	70-74	Employed (full-time)	0	61
Maitland	70-74	Employed (part-time)	0	123
Maitland	70-74	Employed (part-time)	1	3
Maitland	75+		0	9
Maitland	75+		1	3
Maitland	75+	Employed (away from work)	0	3
Maitland	75+	Employed (full-time)	0	32
Maitland	75+	Employed (part-time)	0	50
Maitland	75+	Employed (part-time)	1	4
Port Stephens	15-19		0	36
Port Stephens	15-19	Employed (away from work)	0	78
Port Stephens	15-19	Employed (full-time)	0	345
Port Stephens	15-19	Employed (part-time)		9
Port Stephens	15-19	Employed (part-time)	0	1250
Port Stephens	15-19	Employed (part-time)	1	13
Port Stephens	20-24			4
Port Stephens	20-24		0	59
Port Stephens	20-24	Employed (away from work)	0	73
Port Stephens	20-24	Employed (away from work)	1	4
Port Stephens	20-24	Employed (full-time)		7
Port Stephens	20-24	Employed (full-time)	0	1373
Port Stephens	20-24	Employed (part-time)		7
Port Stephens	20-24	Employed (part-time)	0	854
Port Stephens	20-24	Employed (part-time)	1	20
Port Stephens	25-29			3
Port Stephens	25-29		0	46
Port Stephens	25-29	Employed (away from work)	0	109
Port Stephens	25-29	Employed (away from work)	1	3
Port Stephens	25-29	Employed (full-time)		19
Port Stephens	25-29	Employed (full-time)	0	1944
Port Stephens	25-29	Employed (full-time)	1	6
Port Stephens	25-29	Employed (part-time)		6
Port Stephens	25-29	Employed (part-time)	0	563
Port Stephens	25-29	Employed (part-time)	1	19
Port Stephens	30-34			3
Port Stephens	30-34		0	34
Port Stephens	30-34	Employed (away from work)	0	120
Port Stephens	30-34	Employed (full-time)		19
Port Stephens	30-34	Employed (full-time)	0	1809
Port Stephens	30-34	Employed (full-time)	1	5
Port Stephens	30-34	Employed (part-time)		7
Port Stephens	30-34	Employed (part-time)	0	651
Port Stephens	30-34	Employed (part-time)	1	11
Port Stephens	35-39		0	46
Port Stephens	35-39	Employed (away from work)	0	65
Port Stephens	35-39	Employed (full-time)		27
Port Stephens	35-39	Employed (full-time)	0	1722
Port Stephens	35-39	Employed (part-time)		5
Port Stephens	35-39	Employed (part-time)	0	701
Port Stephens	35-39	Employed (part-time)	1	12
Port Stephens	40-44		0	48
Port Stephens	40-44	Employed (away from work)	0	78
Port Stephens	40-44	Employed (away from work)	1	11
Port Stephens	40-44	Employed (full-time)		27
Port Stephens	40-44	Employed (full-time)	0	1994
Port Stephens	40-44	Employed (full-time)	1	3
Port Stephens	40-44	Employed (part-time)		15
Port Stephens	40-44	Employed (part-time)	0	828
Port Stephens	40-44	Employed (part-time)	1	6
Port Stephens	45-49			3
Port Stephens	45-49		0	37
Port Stephens	45-49	Employed (away from work)	0	77
Port Stephens	45-49	Employed (away from work)	1	4
Port Stephens	45-49	Employed (full-time)		21
Port Stephens	45-49	Employed (full-time)	0	2074
Port Stephens	45-49	Employed (full-time)	1	15
Port Stephens	45-49	Employed (part-time)		12
Port Stephens	45-49	Employed (part-time)	0	786
Port Stephens	45-49	Employed (part-time)	1	11
Port Stephens	50-54		0	32
Port Stephens	50-54	Employed (away from work)	0	86
Port Stephens	50-54	Employed (full-time)		25
Port Stephens	50-54	Employed (full-time)	0	2000
Port Stephens	50-54	Employed (full-time)	1	12
Port Stephens	50-54	Employed (part-time)		20
Port Stephens	50-54	Employed (part-time)	0	828
Port Stephens	50-54	Employed (part-time)	1	6
Port Stephens	55-59			4
Port Stephens	55-59		0	32
Port Stephens	55-59	Employed (away from work)		3
Port Stephens	55-59	Employed (away from work)	0	108
Port Stephens	55-59	Employed (full-time)		21
Port Stephens	55-59	Employed (full-time)	0	1630
Port Stephens	55-59	Employed (full-time)	1	13
Port Stephens	55-59	Employed (part-time)		10
Port Stephens	55-59	Employed (part-time)	0	802
Port Stephens	55-59	Employed (part-time)	1	13
Port Stephens	60-64		0	32
Port Stephens	60-64	Employed (away from work)	0	58
Port Stephens	60-64	Employed (away from work)	1	7
Port Stephens	60-64	Employed (full-time)		21
Port Stephens	60-64	Employed (full-time)	0	895
Port Stephens	60-64	Employed (full-time)	1	4
Port Stephens	60-64	Employed (part-time)		8
Port Stephens	60-64	Employed (part-time)	0	655
Port Stephens	60-64	Employed (part-time)	1	9
Port Stephens	65-69		0	11
Port Stephens	65-69	Employed (away from work)	0	32
Port Stephens	65-69	Employed (full-time)		4
Port Stephens	65-69	Employed (full-time)	0	281
Port Stephens	65-69	Employed (part-time)	0	351
Port Stephens	65-69	Employed (part-time)	1	14
Port Stephens	70-74		0	9
Port Stephens	70-74		1	4
Port Stephens	70-74	Employed (away from work)	0	14
Port Stephens	70-74	Employed (full-time)	0	70
Port Stephens	70-74	Employed (part-time)		4
Port Stephens	70-74	Employed (part-time)	0	156
Port Stephens	70-74	Employed (part-time)	1	9
Port Stephens	75+		0	10
Port Stephens	75+	Employed (away from work)	0	4
Port Stephens	75+	Employed (full-time)		4
Port Stephens	75+	Employed (full-time)	0	38
Port Stephens	75+	Employed (part-time)		3
Port Stephens	75+	Employed (part-time)	0	86
Port Stephens	75+	Employed (part-time)	1	8
Upper Hunter	15-19		0	22
Upper Hunter	15-19	Employed (away from work)	0	47
Upper Hunter	15-19	Employed (full-time)		3
Upper Hunter	15-19	Employed (full-time)	0	225
Upper Hunter	15-19	Employed (part-time)		3
Upper Hunter	15-19	Employed (part-time)	0	450
Upper Hunter	15-19	Employed (part-time)	1	3
Upper Hunter	20-24		0	30
Upper Hunter	20-24	Employed (away from work)	0	33
Upper Hunter	20-24	Employed (full-time)		8
Upper Hunter	20-24	Employed (full-time)	0	764
Upper Hunter	20-24	Employed (full-time)	1	5
Upper Hunter	20-24	Employed (part-time)		3
Upper Hunter	20-24	Employed (part-time)	0	331
Upper Hunter	20-24	Employed (part-time)	1	6
Upper Hunter	25-29		0	28
Upper Hunter	25-29	Employed (away from work)	0	70
Upper Hunter	25-29	Employed (full-time)		10
Upper Hunter	25-29	Employed (full-time)	0	1073
Upper Hunter	25-29	Employed (full-time)	1	3
Upper Hunter	25-29	Employed (part-time)		6
Upper Hunter	25-29	Employed (part-time)	0	328
Upper Hunter	30-34		0	27
Upper Hunter	30-34	Employed (away from work)	0	76
Upper Hunter	30-34	Employed (full-time)		8
Upper Hunter	30-34	Employed (full-time)	0	1114
Upper Hunter	30-34	Employed (full-time)	1	3
Upper Hunter	30-34	Employed (part-time)		7
Upper Hunter	30-34	Employed (part-time)	0	384
Upper Hunter	30-34	Employed (part-time)	1	4
Upper Hunter	35-39		0	23
Upper Hunter	35-39		1	3
Upper Hunter	35-39	Employed (away from work)	0	50
Upper Hunter	35-39	Employed (away from work)	1	3
Upper Hunter	35-39	Employed (full-time)		22
Upper Hunter	35-39	Employed (full-time)	0	1027
Upper Hunter	35-39	Employed (part-time)		9
Upper Hunter	35-39	Employed (part-time)	0	378
Upper Hunter	40-44		0	35
Upper Hunter	40-44	Employed (away from work)	0	39
Upper Hunter	40-44	Employed (away from work)	1	3
Upper Hunter	40-44	Employed (full-time)		24
Upper Hunter	40-44	Employed (full-time)	0	1140
Upper Hunter	40-44	Employed (full-time)	1	6
Upper Hunter	40-44	Employed (part-time)		11
Upper Hunter	40-44	Employed (part-time)	0	385
Upper Hunter	40-44	Employed (part-time)	1	7
Upper Hunter	45-49		0	27
Upper Hunter	45-49	Employed (away from work)	0	66
Upper Hunter	45-49	Employed (away from work)	1	4
Upper Hunter	45-49	Employed (full-time)		16
Upper Hunter	45-49	Employed (full-time)	0	1139
Upper Hunter	45-49	Employed (full-time)	1	6
Upper Hunter	45-49	Employed (part-time)		6
Upper Hunter	45-49	Employed (part-time)	0	369
Upper Hunter	45-49	Employed (part-time)	1	4
Upper Hunter	50-54		0	32
Upper Hunter	50-54	Employed (away from work)	0	53
Upper Hunter	50-54	Employed (away from work)	1	3
Upper Hunter	50-54	Employed (full-time)		14
Upper Hunter	50-54	Employed (full-time)	0	1138
Upper Hunter	50-54	Employed (full-time)	1	4
Upper Hunter	50-54	Employed (part-time)	0	398
Upper Hunter	50-54	Employed (part-time)	1	6
Upper Hunter	55-59		0	19
Upper Hunter	55-59	Employed (away from work)		4
Upper Hunter	55-59	Employed (away from work)	0	56
Upper Hunter	55-59	Employed (full-time)		9
Upper Hunter	55-59	Employed (full-time)	0	923
Upper Hunter	55-59	Employed (full-time)	1	5
Upper Hunter	55-59	Employed (part-time)		3
Upper Hunter	55-59	Employed (part-time)	0	353
Upper Hunter	55-59	Employed (part-time)	1	6
Upper Hunter	60-64		0	23
Upper Hunter	60-64	Employed (away from work)	0	43
Upper Hunter	60-64	Employed (full-time)		3
Upper Hunter	60-64	Employed (full-time)	0	551
Upper Hunter	60-64	Employed (part-time)		7
Upper Hunter	60-64	Employed (part-time)	0	288
Upper Hunter	65-69		0	11
Upper Hunter	65-69	Employed (away from work)	0	15
Upper Hunter	65-69	Employed (full-time)		3
Upper Hunter	65-69	Employed (full-time)	0	189
Upper Hunter	65-69	Employed (full-time)	1	4
Upper Hunter	65-69	Employed (part-time)		4
Upper Hunter	65-69	Employed (part-time)	0	160
Upper Hunter	65-69	Employed (part-time)	1	5
Upper Hunter	70-74		0	10
Upper Hunter	70-74	Employed (away from work)	0	3
Upper Hunter	70-74	Employed (full-time)		5
Upper Hunter	70-74	Employed (full-time)	0	81
Upper Hunter	70-74	Employed (part-time)	0	78
Upper Hunter	70-74	Employed (part-time)	1	3
Upper Hunter	75+		0	10
Upper Hunter	75+	Employed (full-time)	0	61
Upper Hunter	75+	Employed (part-time)	0	63
Upper Hunter	75+	Employed (part-time)	1	4
Dapto - Port Kembla	15-19		0	43
Dapto - Port Kembla	15-19	Employed (away from work)	0	53
Dapto - Port Kembla	15-19	Employed (full-time)	0	336
Dapto - Port Kembla	15-19	Employed (full-time)	1	7
Dapto - Port Kembla	15-19	Employed (part-time)		18
Dapto - Port Kembla	15-19	Employed (part-time)	0	978
Dapto - Port Kembla	15-19	Employed (part-time)	1	12
Dapto - Port Kembla	20-24			4
Dapto - Port Kembla	20-24		0	58
Dapto - Port Kembla	20-24	Employed (away from work)	0	61
Dapto - Port Kembla	20-24	Employed (full-time)		13
Dapto - Port Kembla	20-24	Employed (full-time)	0	1346
Dapto - Port Kembla	20-24	Employed (full-time)	1	11
Dapto - Port Kembla	20-24	Employed (part-time)		9
Dapto - Port Kembla	20-24	Employed (part-time)	0	959
Dapto - Port Kembla	20-24	Employed (part-time)	1	17
Dapto - Port Kembla	25-29		0	47
Dapto - Port Kembla	25-29	Employed (away from work)	0	92
Dapto - Port Kembla	25-29	Employed (full-time)		18
Dapto - Port Kembla	25-29	Employed (full-time)	0	1652
Dapto - Port Kembla	25-29	Employed (part-time)		12
Dapto - Port Kembla	25-29	Employed (part-time)	0	627
Dapto - Port Kembla	25-29	Employed (part-time)	1	18
Dapto - Port Kembla	30-34			3
Dapto - Port Kembla	30-34		0	53
Dapto - Port Kembla	30-34	Employed (away from work)	0	99
Dapto - Port Kembla	30-34	Employed (away from work)	1	3
Dapto - Port Kembla	30-34	Employed (full-time)		14
Dapto - Port Kembla	30-34	Employed (full-time)	0	1711
Dapto - Port Kembla	30-34	Employed (full-time)	1	5
Dapto - Port Kembla	30-34	Employed (part-time)		7
Dapto - Port Kembla	30-34	Employed (part-time)	0	677
Dapto - Port Kembla	30-34	Employed (part-time)	1	19
Dapto - Port Kembla	35-39		0	27
Dapto - Port Kembla	35-39	Employed (away from work)	0	78
Dapto - Port Kembla	35-39	Employed (full-time)		20
Dapto - Port Kembla	35-39	Employed (full-time)	0	1761
Dapto - Port Kembla	35-39	Employed (full-time)	1	16
Dapto - Port Kembla	35-39	Employed (part-time)		5
Dapto - Port Kembla	35-39	Employed (part-time)	0	733
Dapto - Port Kembla	35-39	Employed (part-time)	1	18
Dapto - Port Kembla	40-44		0	40
Dapto - Port Kembla	40-44	Employed (away from work)	0	62
Dapto - Port Kembla	40-44	Employed (away from work)	1	3
Dapto - Port Kembla	40-44	Employed (full-time)		25
Dapto - Port Kembla	40-44	Employed (full-time)	0	2196
Dapto - Port Kembla	40-44	Employed (full-time)	1	19
Dapto - Port Kembla	40-44	Employed (part-time)		11
Dapto - Port Kembla	40-44	Employed (part-time)	0	883
Dapto - Port Kembla	40-44	Employed (part-time)	1	22
Dapto - Port Kembla	45-49			3
Dapto - Port Kembla	45-49		0	42
Dapto - Port Kembla	45-49	Employed (away from work)	0	69
Dapto - Port Kembla	45-49	Employed (full-time)		28
Dapto - Port Kembla	45-49	Employed (full-time)	0	2346
Dapto - Port Kembla	45-49	Employed (full-time)	1	12
Dapto - Port Kembla	45-49	Employed (part-time)		11
Dapto - Port Kembla	45-49	Employed (part-time)	0	776
Dapto - Port Kembla	45-49	Employed (part-time)	1	20
Dapto - Port Kembla	50-54			3
Dapto - Port Kembla	50-54		0	41
Dapto - Port Kembla	50-54	Employed (away from work)	0	128
Dapto - Port Kembla	50-54	Employed (away from work)	1	3
Dapto - Port Kembla	50-54	Employed (full-time)		31
Dapto - Port Kembla	50-54	Employed (full-time)	0	2507
Dapto - Port Kembla	50-54	Employed (full-time)	1	14
Dapto - Port Kembla	50-54	Employed (part-time)		7
Dapto - Port Kembla	50-54	Employed (part-time)	0	854
Dapto - Port Kembla	50-54	Employed (part-time)	1	22
Dapto - Port Kembla	55-59		0	30
Dapto - Port Kembla	55-59	Employed (away from work)		4
Dapto - Port Kembla	55-59	Employed (away from work)	0	127
Dapto - Port Kembla	55-59	Employed (away from work)	1	5
Dapto - Port Kembla	55-59	Employed (full-time)		27
Dapto - Port Kembla	55-59	Employed (full-time)	0	2138
Dapto - Port Kembla	55-59	Employed (full-time)	1	13
Dapto - Port Kembla	55-59	Employed (part-time)		10
Dapto - Port Kembla	55-59	Employed (part-time)	0	748
Dapto - Port Kembla	55-59	Employed (part-time)	1	12
Dapto - Port Kembla	60-64		0	19
Dapto - Port Kembla	60-64	Employed (away from work)	0	91
Dapto - Port Kembla	60-64	Employed (away from work)	1	3
Dapto - Port Kembla	60-64	Employed (full-time)		18
Dapto - Port Kembla	60-64	Employed (full-time)	0	952
Dapto - Port Kembla	60-64	Employed (full-time)	1	9
Dapto - Port Kembla	60-64	Employed (part-time)		9
Dapto - Port Kembla	60-64	Employed (part-time)	0	589
Dapto - Port Kembla	60-64	Employed (part-time)	1	6
Dapto - Port Kembla	65-69		0	9
Dapto - Port Kembla	65-69	Employed (away from work)	0	28
Dapto - Port Kembla	65-69	Employed (full-time)	0	276
Dapto - Port Kembla	65-69	Employed (part-time)	0	283
Dapto - Port Kembla	65-69	Employed (part-time)	1	10
Dapto - Port Kembla	70-74		0	6
Dapto - Port Kembla	70-74	Employed (away from work)	0	9
Dapto - Port Kembla	70-74	Employed (full-time)	0	52
Dapto - Port Kembla	70-74	Employed (part-time)	0	98
Dapto - Port Kembla	70-74	Employed (part-time)	1	4
Dapto - Port Kembla	75+		0	13
Dapto - Port Kembla	75+	Employed (away from work)	0	10
Dapto - Port Kembla	75+	Employed (full-time)	0	27
Dapto - Port Kembla	75+	Employed (part-time)	0	31
Dapto - Port Kembla	75+	Employed (part-time)	1	3
Illawarra Catchment Reserve	20-24	Employed (full-time)	0	3
Illawarra Catchment Reserve	20-24	Employed (part-time)	0	5
Illawarra Catchment Reserve	25-29	Employed (full-time)	0	8
Illawarra Catchment Reserve	30-34	Employed (full-time)	0	9
Illawarra Catchment Reserve	30-34	Employed (part-time)	0	3
Illawarra Catchment Reserve	35-39	Employed (full-time)	0	10
Illawarra Catchment Reserve	40-44	Employed (full-time)	0	3
Illawarra Catchment Reserve	45-49	Employed (full-time)	0	6
Illawarra Catchment Reserve	50-54	Employed (full-time)	0	3
Illawarra Catchment Reserve	55-59	Employed (full-time)	0	3
Illawarra Catchment Reserve	60-64	Employed (full-time)	0	3
Kiama - Shellharbour	15-19		0	31
Kiama - Shellharbour	15-19	Employed (away from work)	0	73
Kiama - Shellharbour	15-19	Employed (full-time)		4
Kiama - Shellharbour	15-19	Employed (full-time)	0	384
Kiama - Shellharbour	15-19	Employed (full-time)	1	3
Kiama - Shellharbour	15-19	Employed (part-time)		15
Kiama - Shellharbour	15-19	Employed (part-time)	0	1520
Kiama - Shellharbour	15-19	Employed (part-time)	1	14
Kiama - Shellharbour	20-24		0	45
Kiama - Shellharbour	20-24		1	3
Kiama - Shellharbour	20-24	Employed (away from work)	0	76
Kiama - Shellharbour	20-24	Employed (full-time)		11
Kiama - Shellharbour	20-24	Employed (full-time)	0	1117
Kiama - Shellharbour	20-24	Employed (full-time)	1	7
Kiama - Shellharbour	20-24	Employed (part-time)		9
Kiama - Shellharbour	20-24	Employed (part-time)	0	1285
Kiama - Shellharbour	20-24	Employed (part-time)	1	8
Kiama - Shellharbour	25-29		0	29
Kiama - Shellharbour	25-29	Employed (away from work)	0	86
Kiama - Shellharbour	25-29	Employed (away from work)	1	3
Kiama - Shellharbour	25-29	Employed (full-time)		17
Kiama - Shellharbour	25-29	Employed (full-time)	0	1233
Kiama - Shellharbour	25-29	Employed (part-time)		5
Kiama - Shellharbour	25-29	Employed (part-time)	0	642
Kiama - Shellharbour	25-29	Employed (part-time)	1	12
Kiama - Shellharbour	30-34			3
Kiama - Shellharbour	30-34		0	36
Kiama - Shellharbour	30-34	Employed (away from work)		5
Kiama - Shellharbour	30-34	Employed (away from work)	0	102
Kiama - Shellharbour	30-34	Employed (full-time)		8
Kiama - Shellharbour	30-34	Employed (full-time)	0	1224
Kiama - Shellharbour	30-34	Employed (full-time)	1	5
Kiama - Shellharbour	30-34	Employed (part-time)		6
Kiama - Shellharbour	30-34	Employed (part-time)	0	757
Kiama - Shellharbour	30-34	Employed (part-time)	1	6
Kiama - Shellharbour	35-39		0	32
Kiama - Shellharbour	35-39	Employed (away from work)	0	77
Kiama - Shellharbour	35-39	Employed (full-time)		15
Kiama - Shellharbour	35-39	Employed (full-time)	0	1219
Kiama - Shellharbour	35-39	Employed (part-time)		16
Kiama - Shellharbour	35-39	Employed (part-time)	0	844
Kiama - Shellharbour	35-39	Employed (part-time)	1	10
Kiama - Shellharbour	40-44		0	33
Kiama - Shellharbour	40-44	Employed (away from work)	0	57
Kiama - Shellharbour	40-44	Employed (full-time)		25
Kiama - Shellharbour	40-44	Employed (full-time)	0	1385
Kiama - Shellharbour	40-44	Employed (full-time)	1	7
Kiama - Shellharbour	40-44	Employed (part-time)		11
Kiama - Shellharbour	40-44	Employed (part-time)	0	946
Kiama - Shellharbour	40-44	Employed (part-time)	1	16
Kiama - Shellharbour	45-49		0	25
Kiama - Shellharbour	45-49		1	3
Kiama - Shellharbour	45-49	Employed (away from work)	0	70
Kiama - Shellharbour	45-49	Employed (away from work)	1	4
Kiama - Shellharbour	45-49	Employed (full-time)		13
Kiama - Shellharbour	45-49	Employed (full-time)	0	1414
Kiama - Shellharbour	45-49	Employed (full-time)	1	6
Kiama - Shellharbour	45-49	Employed (part-time)		11
Kiama - Shellharbour	45-49	Employed (part-time)	0	925
Kiama - Shellharbour	45-49	Employed (part-time)	1	15
Kiama - Shellharbour	50-54		0	28
Kiama - Shellharbour	50-54	Employed (away from work)	0	78
Kiama - Shellharbour	50-54	Employed (away from work)	1	3
Kiama - Shellharbour	50-54	Employed (full-time)		6
Kiama - Shellharbour	50-54	Employed (full-time)	0	1386
Kiama - Shellharbour	50-54	Employed (full-time)	1	14
Kiama - Shellharbour	50-54	Employed (part-time)		19
Kiama - Shellharbour	50-54	Employed (part-time)	0	879
Kiama - Shellharbour	50-54	Employed (part-time)	1	16
Kiama - Shellharbour	55-59			4
Kiama - Shellharbour	55-59		0	20
Kiama - Shellharbour	55-59	Employed (away from work)	0	86
Kiama - Shellharbour	55-59	Employed (full-time)		11
Kiama - Shellharbour	55-59	Employed (full-time)	0	1124
Kiama - Shellharbour	55-59	Employed (full-time)	1	4
Kiama - Shellharbour	55-59	Employed (part-time)		17
Kiama - Shellharbour	55-59	Employed (part-time)	0	867
Kiama - Shellharbour	55-59	Employed (part-time)	1	9
Kiama - Shellharbour	60-64		0	22
Kiama - Shellharbour	60-64	Employed (away from work)	0	77
Kiama - Shellharbour	60-64	Employed (away from work)	1	3
Kiama - Shellharbour	60-64	Employed (full-time)		5
Kiama - Shellharbour	60-64	Employed (full-time)	0	626
Kiama - Shellharbour	60-64	Employed (full-time)	1	5
Kiama - Shellharbour	60-64	Employed (part-time)		12
Kiama - Shellharbour	60-64	Employed (part-time)	0	653
Kiama - Shellharbour	60-64	Employed (part-time)	1	7
Kiama - Shellharbour	65-69		0	15
Kiama - Shellharbour	65-69	Employed (away from work)	0	21
Kiama - Shellharbour	65-69	Employed (full-time)		6
Kiama - Shellharbour	65-69	Employed (full-time)	0	176
Kiama - Shellharbour	65-69	Employed (part-time)	0	295
Kiama - Shellharbour	65-69	Employed (part-time)	1	7
Kiama - Shellharbour	70-74		0	10
Kiama - Shellharbour	70-74	Employed (away from work)	0	17
Kiama - Shellharbour	70-74	Employed (full-time)	0	51
Kiama - Shellharbour	70-74	Employed (part-time)	0	125
Kiama - Shellharbour	70-74	Employed (part-time)	1	3
Kiama - Shellharbour	75+		0	7
Kiama - Shellharbour	75+	Employed (away from work)	0	3
Kiama - Shellharbour	75+	Employed (full-time)	0	32
Kiama - Shellharbour	75+	Employed (part-time)	0	53
Kiama - Shellharbour	75+	Employed (part-time)	1	9
Wollongong	15-19			3
Wollongong	15-19		0	80
Wollongong	15-19	Employed (away from work)	0	125
Wollongong	15-19	Employed (away from work)	1	6
Wollongong	15-19	Employed (full-time)		4
Wollongong	15-19	Employed (full-time)	0	552
Wollongong	15-19	Employed (full-time)	1	3
Wollongong	15-19	Employed (part-time)		9
Wollongong	15-19	Employed (part-time)	0	2408
Wollongong	15-19	Employed (part-time)	1	20
Wollongong	20-24			4
Wollongong	20-24		0	148
Wollongong	20-24	Employed (away from work)	0	156
Wollongong	20-24	Employed (away from work)	1	4
Wollongong	20-24	Employed (full-time)		18
Wollongong	20-24	Employed (full-time)	0	2373
Wollongong	20-24	Employed (full-time)	1	11
Wollongong	20-24	Employed (part-time)		21
Wollongong	20-24	Employed (part-time)	0	3080
Wollongong	20-24	Employed (part-time)	1	56
Wollongong	25-29			6
Wollongong	25-29		0	84
Wollongong	25-29	Employed (away from work)	0	234
Wollongong	25-29	Employed (away from work)	1	3
Wollongong	25-29	Employed (full-time)		28
Wollongong	25-29	Employed (full-time)	0	3169
Wollongong	25-29	Employed (full-time)	1	7
Wollongong	25-29	Employed (part-time)		14
Wollongong	25-29	Employed (part-time)	0	1680
Wollongong	25-29	Employed (part-time)	1	51
Wollongong	30-34			8
Wollongong	30-34		0	72
Wollongong	30-34	Employed (away from work)		3
Wollongong	30-34	Employed (away from work)	0	299
Wollongong	30-34	Employed (full-time)		28
Wollongong	30-34	Employed (full-time)	0	3183
Wollongong	30-34	Employed (full-time)	1	16
Wollongong	30-34	Employed (part-time)		22
Wollongong	30-34	Employed (part-time)	0	1719
Wollongong	30-34	Employed (part-time)	1	37
Wollongong	35-39		0	58
Wollongong	35-39		1	3
Wollongong	35-39	Employed (away from work)		3
Wollongong	35-39	Employed (away from work)	0	241
Wollongong	35-39	Employed (full-time)		35
Wollongong	35-39	Employed (full-time)	0	3031
Wollongong	35-39	Employed (full-time)	1	12
Wollongong	35-39	Employed (part-time)		20
Wollongong	35-39	Employed (part-time)	0	1910
Wollongong	35-39	Employed (part-time)	1	25
Wollongong	40-44			3
Wollongong	40-44		0	57
Wollongong	40-44	Employed (away from work)		3
Wollongong	40-44	Employed (away from work)	0	151
Wollongong	40-44	Employed (away from work)	1	3
Wollongong	40-44	Employed (full-time)		37
Wollongong	40-44	Employed (full-time)	0	3505
Wollongong	40-44	Employed (full-time)	1	18
Wollongong	40-44	Employed (part-time)		34
Wollongong	40-44	Employed (part-time)	0	2038
Wollongong	40-44	Employed (part-time)	1	38
Wollongong	45-49			5
Wollongong	45-49		0	79
Wollongong	45-49		1	3
Wollongong	45-49	Employed (away from work)	0	120
Wollongong	45-49	Employed (away from work)	1	11
Wollongong	45-49	Employed (full-time)		48
Wollongong	45-49	Employed (full-time)	0	3561
Wollongong	45-49	Employed (full-time)	1	25
Wollongong	45-49	Employed (part-time)		25
Wollongong	45-49	Employed (part-time)	0	1799
Wollongong	45-49	Employed (part-time)	1	25
Wollongong	50-54			4
Wollongong	50-54		0	62
Wollongong	50-54	Employed (away from work)	0	142
Wollongong	50-54	Employed (away from work)	1	5
Wollongong	50-54	Employed (full-time)		35
Wollongong	50-54	Employed (full-time)	0	3465
Wollongong	50-54	Employed (full-time)	1	21
Wollongong	50-54	Employed (part-time)		26
Wollongong	50-54	Employed (part-time)	0	1820
Wollongong	50-54	Employed (part-time)	1	38
Wollongong	55-59			5
Wollongong	55-59		0	50
Wollongong	55-59	Employed (away from work)		3
Wollongong	55-59	Employed (away from work)	0	174
Wollongong	55-59	Employed (away from work)	1	4
Wollongong	55-59	Employed (full-time)		33
Wollongong	55-59	Employed (full-time)	0	2883
Wollongong	55-59	Employed (full-time)	1	21
Wollongong	55-59	Employed (part-time)		15
Wollongong	55-59	Employed (part-time)	0	1597
Wollongong	55-59	Employed (part-time)	1	28
Wollongong	60-64		0	40
Wollongong	60-64	Employed (away from work)	0	143
Wollongong	60-64	Employed (away from work)	1	4
Wollongong	60-64	Employed (full-time)		16
Wollongong	60-64	Employed (full-time)	0	1385
Wollongong	60-64	Employed (full-time)	1	17
Wollongong	60-64	Employed (part-time)		16
Wollongong	60-64	Employed (part-time)	0	1219
Wollongong	60-64	Employed (part-time)	1	20
Wollongong	65-69		0	19
Wollongong	65-69	Employed (away from work)	0	66
Wollongong	65-69	Employed (full-time)		4
Wollongong	65-69	Employed (full-time)	0	404
Wollongong	65-69	Employed (full-time)	1	3
Wollongong	65-69	Employed (part-time)		7
Wollongong	65-69	Employed (part-time)	0	601
Wollongong	65-69	Employed (part-time)	1	21
Wollongong	70-74		0	10
Wollongong	70-74		1	3
Wollongong	70-74	Employed (away from work)	0	15
Wollongong	70-74	Employed (full-time)		3
Wollongong	70-74	Employed (full-time)	0	103
Wollongong	70-74	Employed (part-time)	0	205
Wollongong	70-74	Employed (part-time)	1	3
Wollongong	75+		0	16
Wollongong	75+		1	4
Wollongong	75+	Employed (away from work)	0	9
Wollongong	75+	Employed (full-time)	0	37
Wollongong	75+	Employed (full-time)	1	3
