SA3_NAME16	Age	EmploymentStatus	Sex	workers
Upper Hunter	50-54	Owner managers of unincorporated enterprises	M	66
Upper Hunter	55-59		F	8
Upper Hunter	55-59		M	13
Upper Hunter	55-59	Contributing family workers	F	24
Upper Hunter	55-59	Contributing family workers	M	23
Upper Hunter	55-59	Employee	F	465
Upper Hunter	55-59	Employee	M	662
Upper Hunter	55-59	Owner managers of incorporated enterprises	F	23
Upper Hunter	55-59	Owner managers of incorporated enterprises	M	45
Upper Hunter	55-59	Owner managers of unincorporated enterprises	F	45
Upper Hunter	55-59	Owner managers of unincorporated enterprises	M	76
Upper Hunter	60-64		F	7
Upper Hunter	60-64		M	12
Upper Hunter	60-64	Contributing family workers	F	19
Upper Hunter	60-64	Contributing family workers	M	26
Upper Hunter	60-64	Employee	F	280
Upper Hunter	60-64	Employee	M	383
Upper Hunter	60-64	Owner managers of incorporated enterprises	F	14
Upper Hunter	60-64	Owner managers of incorporated enterprises	M	58
Upper Hunter	60-64	Owner managers of unincorporated enterprises	F	44
Upper Hunter	60-64	Owner managers of unincorporated enterprises	M	74
Upper Hunter	65-69		M	5
Upper Hunter	65-69	Contributing family workers	F	15
Upper Hunter	65-69	Contributing family workers	M	28
Upper Hunter	65-69	Employee	F	90
Upper Hunter	65-69	Employee	M	130
Upper Hunter	65-69	Owner managers of incorporated enterprises	F	10
Upper Hunter	65-69	Owner managers of incorporated enterprises	M	24
Upper Hunter	65-69	Owner managers of unincorporated enterprises	F	28
Upper Hunter	65-69	Owner managers of unincorporated enterprises	M	58
Upper Hunter	70-74		F	7
Upper Hunter	70-74		M	3
Upper Hunter	70-74	Contributing family workers	F	16
Upper Hunter	70-74	Contributing family workers	M	20
Upper Hunter	70-74	Employee	F	23
Upper Hunter	70-74	Employee	M	35
Upper Hunter	70-74	Owner managers of incorporated enterprises	F	3
Upper Hunter	70-74	Owner managers of incorporated enterprises	M	10
Upper Hunter	70-74	Owner managers of unincorporated enterprises	F	14
Upper Hunter	70-74	Owner managers of unincorporated enterprises	M	46
Upper Hunter	75+		F	4
Upper Hunter	75+		M	5
Upper Hunter	75+	Contributing family workers	F	20
Upper Hunter	75+	Contributing family workers	M	38
Upper Hunter	75+	Employee	F	8
Upper Hunter	75+	Employee	M	18
Upper Hunter	75+	Owner managers of incorporated enterprises	M	14
Upper Hunter	75+	Owner managers of unincorporated enterprises	F	13
Upper Hunter	75+	Owner managers of unincorporated enterprises	M	20
Dapto - Port Kembla	15-19		F	9
Dapto - Port Kembla	15-19		M	13
Dapto - Port Kembla	15-19	Contributing family workers	M	4
Dapto - Port Kembla	15-19	Employee	F	700
Dapto - Port Kembla	15-19	Employee	M	691
Dapto - Port Kembla	15-19	Owner managers of incorporated enterprises	M	4
Dapto - Port Kembla	15-19	Owner managers of unincorporated enterprises	F	4
Dapto - Port Kembla	15-19	Owner managers of unincorporated enterprises	M	3
Dapto - Port Kembla	20-24		F	10
Dapto - Port Kembla	20-24		M	15
Dapto - Port Kembla	20-24	Contributing family workers	F	3
Dapto - Port Kembla	20-24	Contributing family workers	M	5
Dapto - Port Kembla	20-24	Employee	F	955
Dapto - Port Kembla	20-24	Employee	M	1430
Dapto - Port Kembla	20-24	Owner managers of incorporated enterprises	M	17
Dapto - Port Kembla	20-24	Owner managers of unincorporated enterprises	F	15
Dapto - Port Kembla	20-24	Owner managers of unincorporated enterprises	M	29
Dapto - Port Kembla	25-29		F	13
Dapto - Port Kembla	25-29		M	19
Dapto - Port Kembla	25-29	Contributing family workers	F	6
Dapto - Port Kembla	25-29	Contributing family workers	M	3
Dapto - Port Kembla	25-29	Employee	F	899
Dapto - Port Kembla	25-29	Employee	M	1374
Dapto - Port Kembla	25-29	Owner managers of incorporated enterprises	F	16
Dapto - Port Kembla	25-29	Owner managers of incorporated enterprises	M	44
Dapto - Port Kembla	25-29	Owner managers of unincorporated enterprises	F	44
Dapto - Port Kembla	25-29	Owner managers of unincorporated enterprises	M	59
Dapto - Port Kembla	30-34		F	11
Dapto - Port Kembla	30-34		M	4
Dapto - Port Kembla	30-34	Contributing family workers	F	17
Dapto - Port Kembla	30-34	Contributing family workers	M	6
Dapto - Port Kembla	30-34	Employee	F	876
Dapto - Port Kembla	30-34	Employee	M	1455
Dapto - Port Kembla	30-34	Owner managers of incorporated enterprises	F	27
Dapto - Port Kembla	30-34	Owner managers of incorporated enterprises	M	66
Dapto - Port Kembla	30-34	Owner managers of unincorporated enterprises	F	62
Dapto - Port Kembla	30-34	Owner managers of unincorporated enterprises	M	77
Dapto - Port Kembla	35-39		F	6
Dapto - Port Kembla	35-39		M	11
Dapto - Port Kembla	35-39	Contributing family workers	F	27
Dapto - Port Kembla	35-39	Contributing family workers	M	4
Dapto - Port Kembla	35-39	Employee	F	933
Dapto - Port Kembla	35-39	Employee	M	1407
Dapto - Port Kembla	35-39	Owner managers of incorporated enterprises	F	38
Dapto - Port Kembla	35-39	Owner managers of incorporated enterprises	M	110
Dapto - Port Kembla	35-39	Owner managers of unincorporated enterprises	F	49
Dapto - Port Kembla	35-39	Owner managers of unincorporated enterprises	M	70
Dapto - Port Kembla	40-44		F	11
Dapto - Port Kembla	40-44		M	8
Dapto - Port Kembla	40-44	Contributing family workers	F	23
Dapto - Port Kembla	40-44	Contributing family workers	M	10
Dapto - Port Kembla	40-44	Employee	F	1130
Dapto - Port Kembla	40-44	Employee	M	1672
Dapto - Port Kembla	40-44	Owner managers of incorporated enterprises	F	47
Dapto - Port Kembla	40-44	Owner managers of incorporated enterprises	M	140
Dapto - Port Kembla	40-44	Owner managers of unincorporated enterprises	F	102
Dapto - Port Kembla	40-44	Owner managers of unincorporated enterprises	M	117
Dapto - Port Kembla	45-49		F	13
Dapto - Port Kembla	45-49		M	18
Dapto - Port Kembla	45-49	Contributing family workers	F	20
Dapto - Port Kembla	45-49	Contributing family workers	M	10
Dapto - Port Kembla	45-49	Employee	F	1132
Dapto - Port Kembla	45-49	Employee	M	1763
Dapto - Port Kembla	45-49	Owner managers of incorporated enterprises	F	52
Dapto - Port Kembla	45-49	Owner managers of incorporated enterprises	M	136
Dapto - Port Kembla	45-49	Owner managers of unincorporated enterprises	F	69
Dapto - Port Kembla	45-49	Owner managers of unincorporated enterprises	M	104
Dapto - Port Kembla	50-54		F	8
Dapto - Port Kembla	50-54		M	23
Dapto - Port Kembla	50-54	Contributing family workers	F	13
Dapto - Port Kembla	50-54	Contributing family workers	M	10
Dapto - Port Kembla	50-54	Employee	F	1137
Dapto - Port Kembla	50-54	Employee	M	1998
Dapto - Port Kembla	50-54	Owner managers of incorporated enterprises	F	46
Dapto - Port Kembla	50-54	Owner managers of incorporated enterprises	M	164
Dapto - Port Kembla	50-54	Owner managers of unincorporated enterprises	F	82
Dapto - Port Kembla	50-54	Owner managers of unincorporated enterprises	M	132
Dapto - Port Kembla	55-59		F	11
Dapto - Port Kembla	55-59		M	23
Dapto - Port Kembla	55-59	Contributing family workers	F	17
Dapto - Port Kembla	55-59	Contributing family workers	M	7
Dapto - Port Kembla	55-59	Employee	F	931
Dapto - Port Kembla	55-59	Employee	M	1769
Dapto - Port Kembla	55-59	Owner managers of incorporated enterprises	F	31
Dapto - Port Kembla	55-59	Owner managers of incorporated enterprises	M	132
Dapto - Port Kembla	55-59	Owner managers of unincorporated enterprises	F	77
Dapto - Port Kembla	55-59	Owner managers of unincorporated enterprises	M	109
Dapto - Port Kembla	60-64		F	9
Dapto - Port Kembla	60-64		M	15
Dapto - Port Kembla	60-64	Contributing family workers	F	8
Dapto - Port Kembla	60-64	Contributing family workers	M	10
Dapto - Port Kembla	60-64	Employee	F	507
Dapto - Port Kembla	60-64	Employee	M	899
Dapto - Port Kembla	60-64	Owner managers of incorporated enterprises	F	33
Dapto - Port Kembla	60-64	Owner managers of incorporated enterprises	M	94
Dapto - Port Kembla	60-64	Owner managers of unincorporated enterprises	F	45
Dapto - Port Kembla	60-64	Owner managers of unincorporated enterprises	M	79
Dapto - Port Kembla	65-69		F	5
Dapto - Port Kembla	65-69		M	9
Dapto - Port Kembla	65-69	Contributing family workers	F	15
Dapto - Port Kembla	65-69	Contributing family workers	M	5
Dapto - Port Kembla	65-69	Employee	F	147
Dapto - Port Kembla	65-69	Employee	M	283
Dapto - Port Kembla	65-69	Owner managers of incorporated enterprises	F	20
Dapto - Port Kembla	65-69	Owner managers of incorporated enterprises	M	59
Dapto - Port Kembla	65-69	Owner managers of unincorporated enterprises	F	14
Dapto - Port Kembla	65-69	Owner managers of unincorporated enterprises	M	62
Dapto - Port Kembla	70-74		F	3
Dapto - Port Kembla	70-74		M	7
Dapto - Port Kembla	70-74	Contributing family workers	F	6
Dapto - Port Kembla	70-74	Contributing family workers	M	6
Dapto - Port Kembla	70-74	Employee	F	28
Dapto - Port Kembla	70-74	Employee	M	70
Dapto - Port Kembla	70-74	Owner managers of incorporated enterprises	F	4
Dapto - Port Kembla	70-74	Owner managers of incorporated enterprises	M	22
Dapto - Port Kembla	70-74	Owner managers of unincorporated enterprises	F	9
Dapto - Port Kembla	70-74	Owner managers of unincorporated enterprises	M	19
Dapto - Port Kembla	75+		F	10
Dapto - Port Kembla	75+		M	3
Dapto - Port Kembla	75+	Contributing family workers	F	9
Dapto - Port Kembla	75+	Contributing family workers	M	10
Dapto - Port Kembla	75+	Employee	F	9
Dapto - Port Kembla	75+	Employee	M	24
Dapto - Port Kembla	75+	Owner managers of incorporated enterprises	F	3
Dapto - Port Kembla	75+	Owner managers of incorporated enterprises	M	6
Dapto - Port Kembla	75+	Owner managers of unincorporated enterprises	M	12
Illawarra Catchment Reserve	20-24	Employee	F	5
Illawarra Catchment Reserve	20-24	Employee	M	3
Illawarra Catchment Reserve	25-29	Employee	F	6
Illawarra Catchment Reserve	25-29	Employee	M	5
Illawarra Catchment Reserve	30-34	Employee	M	13
Illawarra Catchment Reserve	35-39	Employee	M	9
Illawarra Catchment Reserve	40-44	Employee	M	4
Illawarra Catchment Reserve	45-49	Employee	M	8
Illawarra Catchment Reserve	50-54	Employee	M	3
Illawarra Catchment Reserve	55-59	Employee	M	3
Illawarra Catchment Reserve	60-64	Employee	M	3
Kiama - Shellharbour	15-19		F	11
Kiama - Shellharbour	15-19		M	18
Kiama - Shellharbour	15-19	Contributing family workers	F	6
Kiama - Shellharbour	15-19	Contributing family workers	M	3
Kiama - Shellharbour	15-19	Employee	F	1073
Kiama - Shellharbour	15-19	Employee	M	917
Kiama - Shellharbour	15-19	Owner managers of incorporated enterprises	F	3
Kiama - Shellharbour	15-19	Owner managers of incorporated enterprises	M	3
Kiama - Shellharbour	15-19	Owner managers of unincorporated enterprises	F	4
Kiama - Shellharbour	15-19	Owner managers of unincorporated enterprises	M	10
Kiama - Shellharbour	20-24		F	14
Kiama - Shellharbour	20-24		M	17
Kiama - Shellharbour	20-24	Contributing family workers	F	8
Kiama - Shellharbour	20-24	Contributing family workers	M	7
Kiama - Shellharbour	20-24	Employee	F	1271
Kiama - Shellharbour	20-24	Employee	M	1143
Kiama - Shellharbour	20-24	Owner managers of incorporated enterprises	F	6
Kiama - Shellharbour	20-24	Owner managers of incorporated enterprises	M	7
Kiama - Shellharbour	20-24	Owner managers of unincorporated enterprises	F	35
Kiama - Shellharbour	20-24	Owner managers of unincorporated enterprises	M	48
Kiama - Shellharbour	25-29		F	8
Kiama - Shellharbour	25-29		M	5
Kiama - Shellharbour	25-29	Contributing family workers	F	9
Kiama - Shellharbour	25-29	Contributing family workers	M	8
Kiama - Shellharbour	25-29	Employee	F	970
Kiama - Shellharbour	25-29	Employee	M	824
Kiama - Shellharbour	25-29	Owner managers of incorporated enterprises	F	21
Kiama - Shellharbour	25-29	Owner managers of incorporated enterprises	M	57
Kiama - Shellharbour	25-29	Owner managers of unincorporated enterprises	F	63
Kiama - Shellharbour	25-29	Owner managers of unincorporated enterprises	M	64
Kiama - Shellharbour	30-34		F	10
Kiama - Shellharbour	30-34		M	18
Kiama - Shellharbour	30-34	Contributing family workers	F	18
Kiama - Shellharbour	30-34	Contributing family workers	M	12
Kiama - Shellharbour	30-34	Employee	F	980
Kiama - Shellharbour	30-34	Employee	M	740
Kiama - Shellharbour	30-34	Owner managers of incorporated enterprises	F	49
Kiama - Shellharbour	30-34	Owner managers of incorporated enterprises	M	112
Kiama - Shellharbour	30-34	Owner managers of unincorporated enterprises	F	111
Kiama - Shellharbour	30-34	Owner managers of unincorporated enterprises	M	111
Kiama - Shellharbour	35-39		F	6
Kiama - Shellharbour	35-39		M	5
Kiama - Shellharbour	35-39	Contributing family workers	F	22
Kiama - Shellharbour	35-39	Contributing family workers	M	8
Kiama - Shellharbour	35-39	Employee	F	985
Kiama - Shellharbour	35-39	Employee	M	719
Kiama - Shellharbour	35-39	Owner managers of incorporated enterprises	F	58
Kiama - Shellharbour	35-39	Owner managers of incorporated enterprises	M	125
Kiama - Shellharbour	35-39	Owner managers of unincorporated enterprises	F	157
Kiama - Shellharbour	35-39	Owner managers of unincorporated enterprises	M	139
Kiama - Shellharbour	40-44		F	9
Kiama - Shellharbour	40-44		M	13
Kiama - Shellharbour	40-44	Contributing family workers	F	32
Kiama - Shellharbour	40-44	Contributing family workers	M	13
Kiama - Shellharbour	40-44	Employee	F	1225
Kiama - Shellharbour	40-44	Employee	M	698
Kiama - Shellharbour	40-44	Owner managers of incorporated enterprises	F	64
Kiama - Shellharbour	40-44	Owner managers of incorporated enterprises	M	140
Kiama - Shellharbour	40-44	Owner managers of unincorporated enterprises	F	156
Kiama - Shellharbour	40-44	Owner managers of unincorporated enterprises	M	139
Kiama - Shellharbour	45-49		F	15
Kiama - Shellharbour	45-49		M	12
Kiama - Shellharbour	45-49	Contributing family workers	F	23
Kiama - Shellharbour	45-49	Contributing family workers	M	18
Kiama - Shellharbour	45-49	Employee	F	1204
Kiama - Shellharbour	45-49	Employee	M	697
Kiama - Shellharbour	45-49	Owner managers of incorporated enterprises	F	89
Kiama - Shellharbour	45-49	Owner managers of incorporated enterprises	M	170
Kiama - Shellharbour	45-49	Owner managers of unincorporated enterprises	F	124
Kiama - Shellharbour	45-49	Owner managers of unincorporated enterprises	M	139
Kiama - Shellharbour	50-54		F	21
Kiama - Shellharbour	50-54		M	17
Kiama - Shellharbour	50-54	Contributing family workers	F	25
Kiama - Shellharbour	50-54	Contributing family workers	M	15
Kiama - Shellharbour	50-54	Employee	F	1192
Kiama - Shellharbour	50-54	Employee	M	645
Kiama - Shellharbour	50-54	Owner managers of incorporated enterprises	F	70
Kiama - Shellharbour	50-54	Owner managers of incorporated enterprises	M	145
Kiama - Shellharbour	50-54	Owner managers of unincorporated enterprises	F	134
Kiama - Shellharbour	50-54	Owner managers of unincorporated enterprises	M	163
Kiama - Shellharbour	55-59		F	7
Kiama - Shellharbour	55-59		M	3
Kiama - Shellharbour	55-59	Contributing family workers	F	18
Kiama - Shellharbour	55-59	Contributing family workers	M	22
Kiama - Shellharbour	55-59	Employee	F	1058
Kiama - Shellharbour	55-59	Employee	M	615
Kiama - Shellharbour	55-59	Owner managers of incorporated enterprises	F	68
Kiama - Shellharbour	55-59	Owner managers of incorporated enterprises	M	119
Kiama - Shellharbour	55-59	Owner managers of unincorporated enterprises	F	93
Kiama - Shellharbour	55-59	Owner managers of unincorporated enterprises	M	134
Kiama - Shellharbour	60-64		F	6
Kiama - Shellharbour	60-64		M	10
Kiama - Shellharbour	60-64	Contributing family workers	F	26
Kiama - Shellharbour	60-64	Contributing family workers	M	27
Kiama - Shellharbour	60-64	Employee	F	555
Kiama - Shellharbour	60-64	Employee	M	395
Kiama - Shellharbour	60-64	Owner managers of incorporated enterprises	F	51
Kiama - Shellharbour	60-64	Owner managers of incorporated enterprises	M	117
Kiama - Shellharbour	60-64	Owner managers of unincorporated enterprises	F	74
Kiama - Shellharbour	60-64	Owner managers of unincorporated enterprises	M	142
Kiama - Shellharbour	65-69		F	3
Kiama - Shellharbour	65-69		M	9
Kiama - Shellharbour	65-69	Contributing family workers	F	19
Kiama - Shellharbour	65-69	Contributing family workers	M	14
Kiama - Shellharbour	65-69	Employee	F	144
Kiama - Shellharbour	65-69	Employee	M	138
Kiama - Shellharbour	65-69	Owner managers of incorporated enterprises	F	31
Kiama - Shellharbour	65-69	Owner managers of incorporated enterprises	M	57
Kiama - Shellharbour	65-69	Owner managers of unincorporated enterprises	F	33
Kiama - Shellharbour	65-69	Owner managers of unincorporated enterprises	M	79
Kiama - Shellharbour	70-74		F	5
Kiama - Shellharbour	70-74		M	5
Kiama - Shellharbour	70-74	Contributing family workers	F	9
Kiama - Shellharbour	70-74	Contributing family workers	M	18
Kiama - Shellharbour	70-74	Employee	F	41
Kiama - Shellharbour	70-74	Employee	M	44
Kiama - Shellharbour	70-74	Owner managers of incorporated enterprises	F	12
Kiama - Shellharbour	70-74	Owner managers of incorporated enterprises	M	30
Kiama - Shellharbour	70-74	Owner managers of unincorporated enterprises	F	11
Kiama - Shellharbour	70-74	Owner managers of unincorporated enterprises	M	32
Kiama - Shellharbour	75+		F	7
Kiama - Shellharbour	75+		M	3
Kiama - Shellharbour	75+	Contributing family workers	F	13
Kiama - Shellharbour	75+	Contributing family workers	M	9
Kiama - Shellharbour	75+	Employee	F	14
Kiama - Shellharbour	75+	Employee	M	25
Kiama - Shellharbour	75+	Owner managers of incorporated enterprises	M	22
Kiama - Shellharbour	75+	Owner managers of unincorporated enterprises	F	3
Kiama - Shellharbour	75+	Owner managers of unincorporated enterprises	M	11
Wollongong	15-19		F	16
Wollongong	15-19		M	17
Wollongong	15-19	Contributing family workers	F	11
Wollongong	15-19	Contributing family workers	M	14
Wollongong	15-19	Employee	F	1790
Wollongong	15-19	Employee	M	1332
Wollongong	15-19	Owner managers of incorporated enterprises	F	4
Wollongong	15-19	Owner managers of incorporated enterprises	M	7
Wollongong	15-19	Owner managers of unincorporated enterprises	F	10
Wollongong	15-19	Owner managers of unincorporated enterprises	M	3
Wollongong	20-24		F	16
Wollongong	20-24		M	24
Wollongong	20-24	Contributing family workers	F	9
Wollongong	20-24	Contributing family workers	M	10
Wollongong	20-24	Employee	F	3211
Wollongong	20-24	Employee	M	2467
Wollongong	20-24	Owner managers of incorporated enterprises	F	12
Wollongong	20-24	Owner managers of incorporated enterprises	M	19
Wollongong	20-24	Owner managers of unincorporated enterprises	F	54
Wollongong	20-24	Owner managers of unincorporated enterprises	M	61
Wollongong	25-29		F	14
Wollongong	25-29		M	26
Wollongong	25-29	Contributing family workers	F	13
Wollongong	25-29	Contributing family workers	M	15
Wollongong	25-29	Employee	F	2755
Wollongong	25-29	Employee	M	2153
Wollongong	25-29	Owner managers of incorporated enterprises	F	34
Wollongong	25-29	Owner managers of incorporated enterprises	M	70
Wollongong	25-29	Owner managers of unincorporated enterprises	F	101
Wollongong	25-29	Owner managers of unincorporated enterprises	M	96
Wollongong	30-34		F	14
Wollongong	30-34		M	22
Wollongong	30-34	Contributing family workers	F	13
Wollongong	30-34	Contributing family workers	M	12
Wollongong	30-34	Employee	F	2812
Wollongong	30-34	Employee	M	1967
Wollongong	30-34	Owner managers of incorporated enterprises	F	63
Wollongong	30-34	Owner managers of incorporated enterprises	M	185
Wollongong	30-34	Owner managers of unincorporated enterprises	F	148
Wollongong	30-34	Owner managers of unincorporated enterprises	M	168
Wollongong	35-39		F	19
Wollongong	35-39		M	22
Wollongong	35-39	Contributing family workers	F	29
Wollongong	35-39	Contributing family workers	M	14
Wollongong	35-39	Employee	F	2649
Wollongong	35-39	Employee	M	1803
Wollongong	35-39	Owner managers of incorporated enterprises	F	119
Wollongong	35-39	Owner managers of incorporated enterprises	M	267
Wollongong	35-39	Owner managers of unincorporated enterprises	F	225
Wollongong	35-39	Owner managers of unincorporated enterprises	M	198
Wollongong	40-44		F	24
Wollongong	40-44		M	22
Wollongong	40-44	Contributing family workers	F	34
Wollongong	40-44	Contributing family workers	M	11
Wollongong	40-44	Employee	F	3018
Wollongong	40-44	Employee	M	1792
Wollongong	40-44	Owner managers of incorporated enterprises	F	155
Wollongong	40-44	Owner managers of incorporated enterprises	M	305
Wollongong	40-44	Owner managers of unincorporated enterprises	F	276
Wollongong	40-44	Owner managers of unincorporated enterprises	M	245
Wollongong	45-49		F	25
Wollongong	45-49		M	17
Wollongong	45-49	Contributing family workers	F	37
Wollongong	45-49	Contributing family workers	M	25
Wollongong	45-49	Employee	F	2992
Wollongong	45-49	Employee	M	1720
Wollongong	45-49	Owner managers of incorporated enterprises	F	135
Wollongong	45-49	Owner managers of incorporated enterprises	M	304
Wollongong	45-49	Owner managers of unincorporated enterprises	F	231
Wollongong	45-49	Owner managers of unincorporated enterprises	M	212
Wollongong	50-54		F	24
Wollongong	50-54		M	34
Wollongong	50-54	Contributing family workers	F	47
Wollongong	50-54	Contributing family workers	M	23
Wollongong	50-54	Employee	F	2965
Wollongong	50-54	Employee	M	1648
Wollongong	50-54	Owner managers of incorporated enterprises	F	130
Wollongong	50-54	Owner managers of incorporated enterprises	M	305
Wollongong	50-54	Owner managers of unincorporated enterprises	F	179
Wollongong	50-54	Owner managers of unincorporated enterprises	M	256
Wollongong	55-59		F	26
Wollongong	55-59		M	19
Wollongong	55-59	Contributing family workers	F	28
Wollongong	55-59	Contributing family workers	M	31
Wollongong	55-59	Employee	F	2534
Wollongong	55-59	Employee	M	1512
Wollongong	55-59	Owner managers of incorporated enterprises	F	98
Wollongong	55-59	Owner managers of incorporated enterprises	M	221
Wollongong	55-59	Owner managers of unincorporated enterprises	F	139
Wollongong	55-59	Owner managers of unincorporated enterprises	M	227
Wollongong	60-64		F	21
Wollongong	60-64		M	21
Wollongong	60-64	Contributing family workers	F	26
Wollongong	60-64	Contributing family workers	M	26
Wollongong	60-64	Employee	F	1384
Wollongong	60-64	Employee	M	877
Wollongong	60-64	Owner managers of incorporated enterprises	F	69
Wollongong	60-64	Owner managers of incorporated enterprises	M	168
Wollongong	60-64	Owner managers of unincorporated enterprises	F	108
Wollongong	60-64	Owner managers of unincorporated enterprises	M	170
Wollongong	65-69		F	11
Wollongong	65-69		M	9
Wollongong	65-69	Contributing family workers	F	18
Wollongong	65-69	Contributing family workers	M	22
Wollongong	65-69	Employee	F	452
Wollongong	65-69	Employee	M	312
Wollongong	65-69	Owner managers of incorporated enterprises	F	38
Wollongong	65-69	Owner managers of incorporated enterprises	M	106
Wollongong	65-69	Owner managers of unincorporated enterprises	F	53
Wollongong	65-69	Owner managers of unincorporated enterprises	M	115
Wollongong	70-74		F	3
Wollongong	70-74		M	10
Wollongong	70-74	Contributing family workers	F	8
Wollongong	70-74	Contributing family workers	M	15
Wollongong	70-74	Employee	F	96
Wollongong	70-74	Employee	M	95
Wollongong	70-74	Owner managers of incorporated enterprises	F	17
Wollongong	70-74	Owner managers of incorporated enterprises	M	46
Wollongong	70-74	Owner managers of unincorporated enterprises	F	20
Wollongong	70-74	Owner managers of unincorporated enterprises	M	50
Wollongong	75+		F	12
Wollongong	75+		M	7
Wollongong	75+	Contributing family workers	M	13
Wollongong	75+	Employee	F	32
Wollongong	75+	Employee	M	48
Wollongong	75+	Owner managers of incorporated enterprises	F	3
Wollongong	75+	Owner managers of incorporated enterprises	M	20
Wollongong	75+	Owner managers of unincorporated enterprises	F	8
Wollongong	75+	Owner managers of unincorporated enterprises	M	27
Great Lakes	15-19		F	12
Great Lakes	15-19		M	6
Great Lakes	15-19	Employee	F	319
Great Lakes	15-19	Employee	M	281
Great Lakes	15-19	Owner managers of unincorporated enterprises	M	3
Great Lakes	20-24		M	5
Great Lakes	20-24	Contributing family workers	M	4
Great Lakes	20-24	Employee	F	283
Great Lakes	20-24	Employee	M	277
Great Lakes	20-24	Owner managers of incorporated enterprises	M	3
Great Lakes	20-24	Owner managers of unincorporated enterprises	M	5
Great Lakes	25-29		F	10
Great Lakes	25-29		M	5
Great Lakes	25-29	Contributing family workers	F	7
Great Lakes	25-29	Contributing family workers	M	4
Great Lakes	25-29	Employee	F	257
Great Lakes	25-29	Employee	M	263
Great Lakes	25-29	Owner managers of incorporated enterprises	F	6
Great Lakes	25-29	Owner managers of incorporated enterprises	M	13
Great Lakes	25-29	Owner managers of unincorporated enterprises	F	14
Great Lakes	25-29	Owner managers of unincorporated enterprises	M	25
Great Lakes	30-34		F	3
Great Lakes	30-34		M	4
Great Lakes	30-34	Contributing family workers	F	3
Great Lakes	30-34	Contributing family workers	M	9
Great Lakes	30-34	Employee	F	293
Great Lakes	30-34	Employee	M	267
Great Lakes	30-34	Owner managers of incorporated enterprises	F	15
Great Lakes	30-34	Owner managers of incorporated enterprises	M	21
Great Lakes	30-34	Owner managers of unincorporated enterprises	F	26
Great Lakes	30-34	Owner managers of unincorporated enterprises	M	37
Great Lakes	35-39		F	3
Great Lakes	35-39		M	4
Great Lakes	35-39	Contributing family workers	F	6
Great Lakes	35-39	Contributing family workers	M	4
Great Lakes	35-39	Employee	F	322
Great Lakes	35-39	Employee	M	260
Great Lakes	35-39	Owner managers of incorporated enterprises	F	14
Great Lakes	35-39	Owner managers of incorporated enterprises	M	18
Great Lakes	35-39	Owner managers of unincorporated enterprises	F	47
Great Lakes	35-39	Owner managers of unincorporated enterprises	M	51
Great Lakes	40-44		F	9
Great Lakes	40-44		M	6
Great Lakes	40-44	Contributing family workers	F	12
Great Lakes	40-44	Contributing family workers	M	8
Great Lakes	40-44	Employee	F	423
Great Lakes	40-44	Employee	M	283
Great Lakes	40-44	Owner managers of incorporated enterprises	F	30
Great Lakes	40-44	Owner managers of incorporated enterprises	M	38
Great Lakes	40-44	Owner managers of unincorporated enterprises	F	57
Great Lakes	40-44	Owner managers of unincorporated enterprises	M	83
Great Lakes	45-49		F	4
Great Lakes	45-49		M	11
Great Lakes	45-49	Contributing family workers	F	17
Great Lakes	45-49	Contributing family workers	M	11
Great Lakes	45-49	Employee	F	463
Great Lakes	45-49	Employee	M	306
Great Lakes	45-49	Owner managers of incorporated enterprises	F	22
Great Lakes	45-49	Owner managers of incorporated enterprises	M	52
Great Lakes	45-49	Owner managers of unincorporated enterprises	F	74
Great Lakes	45-49	Owner managers of unincorporated enterprises	M	88
Great Lakes	50-54		F	6
Great Lakes	50-54		M	14
Great Lakes	50-54	Contributing family workers	F	8
Great Lakes	50-54	Contributing family workers	M	12
Great Lakes	50-54	Employee	F	519
Great Lakes	50-54	Employee	M	348
Great Lakes	50-54	Owner managers of incorporated enterprises	F	27
Great Lakes	50-54	Owner managers of incorporated enterprises	M	64
Great Lakes	50-54	Owner managers of unincorporated enterprises	F	56
Great Lakes	50-54	Owner managers of unincorporated enterprises	M	97
Great Lakes	55-59		F	3
Great Lakes	55-59		M	11
Great Lakes	55-59	Contributing family workers	F	23
Great Lakes	55-59	Contributing family workers	M	14
Great Lakes	55-59	Employee	F	529
Great Lakes	55-59	Employee	M	303
Great Lakes	55-59	Owner managers of incorporated enterprises	F	31
Great Lakes	55-59	Owner managers of incorporated enterprises	M	59
Great Lakes	55-59	Owner managers of unincorporated enterprises	F	58
Great Lakes	55-59	Owner managers of unincorporated enterprises	M	111
Great Lakes	60-64		F	19
Great Lakes	60-64		M	5
Great Lakes	60-64	Contributing family workers	F	23
Great Lakes	60-64	Contributing family workers	M	20
Great Lakes	60-64	Employee	F	332
Great Lakes	60-64	Employee	M	244
Great Lakes	60-64	Owner managers of incorporated enterprises	F	26
Great Lakes	60-64	Owner managers of incorporated enterprises	M	53
Great Lakes	60-64	Owner managers of unincorporated enterprises	F	43
Great Lakes	60-64	Owner managers of unincorporated enterprises	M	91
Great Lakes	65-69		F	6
Great Lakes	65-69		M	6
Great Lakes	65-69	Contributing family workers	F	15
Great Lakes	65-69	Contributing family workers	M	14
Great Lakes	65-69	Employee	F	129
Great Lakes	65-69	Employee	M	108
Great Lakes	65-69	Owner managers of incorporated enterprises	F	17
