SA3_NAME16	Age	EmploymentStatus	workers
Wangaratta - Benalla	35-39	Employee	1314
Wangaratta - Benalla	35-39	Owner managers of incorporated enterprises	103
Wangaratta - Benalla	35-39	Owner managers of unincorporated enterprises	150
Wangaratta - Benalla	35-39	Status in employment not stated	23
Wangaratta - Benalla	40-44	Contributing family workers	44
Wangaratta - Benalla	40-44	Employee	1560
Wangaratta - Benalla	40-44	Owner managers of incorporated enterprises	133
Wangaratta - Benalla	40-44	Owner managers of unincorporated enterprises	173
Wangaratta - Benalla	40-44	Status in employment not stated	20
Wangaratta - Benalla	45-49	Contributing family workers	48
Wangaratta - Benalla	45-49	Employee	1722
Wangaratta - Benalla	45-49	Owner managers of incorporated enterprises	173
Wangaratta - Benalla	45-49	Owner managers of unincorporated enterprises	198
Wangaratta - Benalla	45-49	Status in employment not stated	32
Wangaratta - Benalla	50-54	Contributing family workers	53
Wangaratta - Benalla	50-54	Employee	1879
Wangaratta - Benalla	50-54	Owner managers of incorporated enterprises	192
Wangaratta - Benalla	50-54	Owner managers of unincorporated enterprises	240
Wangaratta - Benalla	50-54	Status in employment not stated	36
Wangaratta - Benalla	55-59	Contributing family workers	86
Wangaratta - Benalla	55-59	Employee	1767
Wangaratta - Benalla	55-59	Owner managers of incorporated enterprises	199
Wangaratta - Benalla	55-59	Owner managers of unincorporated enterprises	259
Wangaratta - Benalla	55-59	Status in employment not stated	38
Wangaratta - Benalla	60-64	Contributing family workers	90
Wangaratta - Benalla	60-64	Employee	1220
Wangaratta - Benalla	60-64	Owner managers of incorporated enterprises	157
Wangaratta - Benalla	60-64	Owner managers of unincorporated enterprises	253
Wangaratta - Benalla	60-64	Status in employment not stated	32
Wangaratta - Benalla	65-69	Contributing family workers	86
Wangaratta - Benalla	65-69	Employee	414
Wangaratta - Benalla	65-69	Owner managers of incorporated enterprises	109
Wangaratta - Benalla	65-69	Owner managers of unincorporated enterprises	187
Wangaratta - Benalla	65-69	Status in employment not stated	19
Wangaratta - Benalla	70-74	Contributing family workers	64
Wangaratta - Benalla	70-74	Employee	95
Wangaratta - Benalla	70-74	Owner managers of incorporated enterprises	35
Wangaratta - Benalla	70-74	Owner managers of unincorporated enterprises	101
Wangaratta - Benalla	70-74	Status in employment not stated	16
Wangaratta - Benalla	75+	Contributing family workers	79
Wangaratta - Benalla	75+	Employee	57
Wangaratta - Benalla	75+	Owner managers of incorporated enterprises	29
Wangaratta - Benalla	75+	Owner managers of unincorporated enterprises	83
Wangaratta - Benalla	75+	Status in employment not stated	21
Wodonga - Alpine	15-19	Contributing family workers	12
Wodonga - Alpine	15-19	Employee	1914
Wodonga - Alpine	15-19	Owner managers of incorporated enterprises	8
Wodonga - Alpine	15-19	Owner managers of unincorporated enterprises	11
Wodonga - Alpine	15-19	Status in employment not stated	36
Wodonga - Alpine	20-24	Contributing family workers	13
Wodonga - Alpine	20-24	Employee	2719
Wodonga - Alpine	20-24	Owner managers of incorporated enterprises	21
Wodonga - Alpine	20-24	Owner managers of unincorporated enterprises	50
Wodonga - Alpine	20-24	Status in employment not stated	24
Wodonga - Alpine	25-29	Contributing family workers	17
Wodonga - Alpine	25-29	Employee	2559
Wodonga - Alpine	25-29	Owner managers of incorporated enterprises	62
Wodonga - Alpine	25-29	Owner managers of unincorporated enterprises	137
Wodonga - Alpine	25-29	Status in employment not stated	18
Wodonga - Alpine	30-34	Contributing family workers	29
Wodonga - Alpine	30-34	Employee	2377
Wodonga - Alpine	30-34	Owner managers of incorporated enterprises	100
Wodonga - Alpine	30-34	Owner managers of unincorporated enterprises	192
Wodonga - Alpine	30-34	Status in employment not stated	22
Wodonga - Alpine	35-39	Contributing family workers	31
Wodonga - Alpine	35-39	Employee	2303
Wodonga - Alpine	35-39	Owner managers of incorporated enterprises	166
Wodonga - Alpine	35-39	Owner managers of unincorporated enterprises	189
Wodonga - Alpine	35-39	Status in employment not stated	18
Wodonga - Alpine	40-44	Contributing family workers	69
Wodonga - Alpine	40-44	Employee	2521
Wodonga - Alpine	40-44	Owner managers of incorporated enterprises	241
Wodonga - Alpine	40-44	Owner managers of unincorporated enterprises	263
Wodonga - Alpine	40-44	Status in employment not stated	30
Wodonga - Alpine	45-49	Contributing family workers	58
Wodonga - Alpine	45-49	Employee	2608
Wodonga - Alpine	45-49	Owner managers of incorporated enterprises	283
Wodonga - Alpine	45-49	Owner managers of unincorporated enterprises	290
Wodonga - Alpine	45-49	Status in employment not stated	47
Wodonga - Alpine	50-54	Contributing family workers	69
Wodonga - Alpine	50-54	Employee	2584
Wodonga - Alpine	50-54	Owner managers of incorporated enterprises	311
Wodonga - Alpine	50-54	Owner managers of unincorporated enterprises	307
Wodonga - Alpine	50-54	Status in employment not stated	34
Wodonga - Alpine	55-59	Contributing family workers	85
Wodonga - Alpine	55-59	Employee	2386
Wodonga - Alpine	55-59	Owner managers of incorporated enterprises	286
Wodonga - Alpine	55-59	Owner managers of unincorporated enterprises	390
Wodonga - Alpine	55-59	Status in employment not stated	47
Wodonga - Alpine	60-64	Contributing family workers	119
Wodonga - Alpine	60-64	Employee	1596
Wodonga - Alpine	60-64	Owner managers of incorporated enterprises	218
Wodonga - Alpine	60-64	Owner managers of unincorporated enterprises	321
Wodonga - Alpine	60-64	Status in employment not stated	22
Wodonga - Alpine	65-69	Contributing family workers	127
Wodonga - Alpine	65-69	Employee	529
Wodonga - Alpine	65-69	Owner managers of incorporated enterprises	131
Wodonga - Alpine	65-69	Owner managers of unincorporated enterprises	229
Wodonga - Alpine	65-69	Status in employment not stated	21
Wodonga - Alpine	70-74	Contributing family workers	72
Wodonga - Alpine	70-74	Employee	124
Wodonga - Alpine	70-74	Owner managers of incorporated enterprises	54
Wodonga - Alpine	70-74	Owner managers of unincorporated enterprises	129
Wodonga - Alpine	70-74	Status in employment not stated	17
Wodonga - Alpine	75+	Contributing family workers	82
Wodonga - Alpine	75+	Employee	45
Wodonga - Alpine	75+	Owner managers of incorporated enterprises	23
Wodonga - Alpine	75+	Owner managers of unincorporated enterprises	77
Wodonga - Alpine	75+	Status in employment not stated	17
Baw Baw	15-19	Contributing family workers	14
Baw Baw	15-19	Employee	1064
Baw Baw	15-19	Owner managers of incorporated enterprises	4
Baw Baw	15-19	Owner managers of unincorporated enterprises	7
Baw Baw	15-19	Status in employment not stated	21
Baw Baw	20-24	Contributing family workers	12
Baw Baw	20-24	Employee	1388
Baw Baw	20-24	Owner managers of incorporated enterprises	8
Baw Baw	20-24	Owner managers of unincorporated enterprises	34
Baw Baw	20-24	Status in employment not stated	29
Baw Baw	25-29	Contributing family workers	11
Baw Baw	25-29	Employee	1193
Baw Baw	25-29	Owner managers of incorporated enterprises	36
Baw Baw	25-29	Owner managers of unincorporated enterprises	96
Baw Baw	25-29	Status in employment not stated	16
Baw Baw	30-34	Contributing family workers	23
Baw Baw	30-34	Employee	1149
Baw Baw	30-34	Owner managers of incorporated enterprises	124
Baw Baw	30-34	Owner managers of unincorporated enterprises	138
Baw Baw	30-34	Status in employment not stated	18
Baw Baw	35-39	Contributing family workers	33
Baw Baw	35-39	Employee	1027
Baw Baw	35-39	Owner managers of incorporated enterprises	122
Baw Baw	35-39	Owner managers of unincorporated enterprises	168
Baw Baw	35-39	Status in employment not stated	21
Baw Baw	40-44	Contributing family workers	44
Baw Baw	40-44	Employee	1156
Baw Baw	40-44	Owner managers of incorporated enterprises	152
Baw Baw	40-44	Owner managers of unincorporated enterprises	185
Baw Baw	40-44	Status in employment not stated	25
Baw Baw	45-49	Contributing family workers	50
Baw Baw	45-49	Employee	1313
Baw Baw	45-49	Owner managers of incorporated enterprises	172
Baw Baw	45-49	Owner managers of unincorporated enterprises	228
Baw Baw	45-49	Status in employment not stated	25
Baw Baw	50-54	Contributing family workers	55
Baw Baw	50-54	Employee	1222
Baw Baw	50-54	Owner managers of incorporated enterprises	188
Baw Baw	50-54	Owner managers of unincorporated enterprises	229
Baw Baw	50-54	Status in employment not stated	33
Baw Baw	55-59	Contributing family workers	60
Baw Baw	55-59	Employee	1159
Baw Baw	55-59	Owner managers of incorporated enterprises	160
Baw Baw	55-59	Owner managers of unincorporated enterprises	234
Baw Baw	55-59	Status in employment not stated	31
Baw Baw	60-64	Contributing family workers	64
Baw Baw	60-64	Employee	807
Baw Baw	60-64	Owner managers of incorporated enterprises	150
Baw Baw	60-64	Owner managers of unincorporated enterprises	229
Baw Baw	60-64	Status in employment not stated	24
Baw Baw	65-69	Contributing family workers	76
Baw Baw	65-69	Employee	277
Baw Baw	65-69	Owner managers of incorporated enterprises	78
Baw Baw	65-69	Owner managers of unincorporated enterprises	155
Baw Baw	65-69	Status in employment not stated	17
Baw Baw	70-74	Contributing family workers	50
Baw Baw	70-74	Employee	73
Baw Baw	70-74	Owner managers of incorporated enterprises	47
Baw Baw	70-74	Owner managers of unincorporated enterprises	102
Baw Baw	70-74	Status in employment not stated	11
Baw Baw	75+	Contributing family workers	43
Baw Baw	75+	Employee	45
Baw Baw	75+	Owner managers of incorporated enterprises	26
Baw Baw	75+	Owner managers of unincorporated enterprises	81
Baw Baw	75+	Status in employment not stated	13
Gippsland - East	15-19	Contributing family workers	10
Gippsland - East	15-19	Employee	872
Gippsland - East	15-19	Owner managers of unincorporated enterprises	7
Gippsland - East	15-19	Status in employment not stated	22
Gippsland - East	20-24	Contributing family workers	4
Gippsland - East	20-24	Employee	1043
Gippsland - East	20-24	Owner managers of incorporated enterprises	3
Gippsland - East	20-24	Owner managers of unincorporated enterprises	29
Gippsland - East	20-24	Status in employment not stated	14
Gippsland - East	25-29	Contributing family workers	8
Gippsland - East	25-29	Employee	1056
Gippsland - East	25-29	Owner managers of incorporated enterprises	30
Gippsland - East	25-29	Owner managers of unincorporated enterprises	85
Gippsland - East	25-29	Status in employment not stated	17
Gippsland - East	30-34	Contributing family workers	20
Gippsland - East	30-34	Employee	1028
Gippsland - East	30-34	Owner managers of incorporated enterprises	66
Gippsland - East	30-34	Owner managers of unincorporated enterprises	110
Gippsland - East	30-34	Status in employment not stated	22
Gippsland - East	35-39	Contributing family workers	27
Gippsland - East	35-39	Employee	1051
Gippsland - East	35-39	Owner managers of incorporated enterprises	80
Gippsland - East	35-39	Owner managers of unincorporated enterprises	121
Gippsland - East	35-39	Status in employment not stated	20
Gippsland - East	40-44	Contributing family workers	27
Gippsland - East	40-44	Employee	1159
Gippsland - East	40-44	Owner managers of incorporated enterprises	114
Gippsland - East	40-44	Owner managers of unincorporated enterprises	156
Gippsland - East	40-44	Status in employment not stated	31
Gippsland - East	45-49	Contributing family workers	34
Gippsland - East	45-49	Employee	1386
Gippsland - East	45-49	Owner managers of incorporated enterprises	156
Gippsland - East	45-49	Owner managers of unincorporated enterprises	180
Gippsland - East	45-49	Status in employment not stated	25
Gippsland - East	50-54	Contributing family workers	63
Gippsland - East	50-54	Employee	1449
Gippsland - East	50-54	Owner managers of incorporated enterprises	150
Gippsland - East	50-54	Owner managers of unincorporated enterprises	213
Gippsland - East	50-54	Status in employment not stated	34
Gippsland - East	55-59	Contributing family workers	76
Gippsland - East	55-59	Employee	1415
Gippsland - East	55-59	Owner managers of incorporated enterprises	183
Gippsland - East	55-59	Owner managers of unincorporated enterprises	281
Gippsland - East	55-59	Status in employment not stated	32
Gippsland - East	60-64	Contributing family workers	99
Gippsland - East	60-64	Employee	995
Gippsland - East	60-64	Owner managers of incorporated enterprises	153
Gippsland - East	60-64	Owner managers of unincorporated enterprises	257
Gippsland - East	60-64	Status in employment not stated	33
Gippsland - East	65-69	Contributing family workers	103
Gippsland - East	65-69	Employee	380
Gippsland - East	65-69	Owner managers of incorporated enterprises	90
Gippsland - East	65-69	Owner managers of unincorporated enterprises	175
Gippsland - East	65-69	Status in employment not stated	26
Gippsland - East	70-74	Contributing family workers	59
Gippsland - East	70-74	Employee	112
Gippsland - East	70-74	Owner managers of incorporated enterprises	37
Gippsland - East	70-74	Owner managers of unincorporated enterprises	97
Gippsland - East	70-74	Status in employment not stated	11
Gippsland - East	75+	Contributing family workers	64
Gippsland - East	75+	Employee	47
Gippsland - East	75+	Owner managers of incorporated enterprises	18
Gippsland - East	75+	Owner managers of unincorporated enterprises	76
Gippsland - East	75+	Status in employment not stated	21
Gippsland - South West	15-19	Contributing family workers	17
Gippsland - South West	15-19	Employee	1251
Gippsland - South West	15-19	Owner managers of incorporated enterprises	10
Gippsland - South West	15-19	Owner managers of unincorporated enterprises	4
Gippsland - South West	15-19	Status in employment not stated	24
Gippsland - South West	20-24	Contributing family workers	17
Gippsland - South West	20-24	Employee	1304
Gippsland - South West	20-24	Owner managers of incorporated enterprises	10
Gippsland - South West	20-24	Owner managers of unincorporated enterprises	51
Gippsland - South West	20-24	Status in employment not stated	23
Gippsland - South West	25-29	Contributing family workers	30
Gippsland - South West	25-29	Employee	1364
Gippsland - South West	25-29	Owner managers of incorporated enterprises	40
Gippsland - South West	25-29	Owner managers of unincorporated enterprises	111
Gippsland - South West	25-29	Status in employment not stated	13
Gippsland - South West	30-34	Contributing family workers	38
Gippsland - South West	30-34	Employee	1327
Gippsland - South West	30-34	Owner managers of incorporated enterprises	100
Gippsland - South West	30-34	Owner managers of unincorporated enterprises	223
Gippsland - South West	30-34	Status in employment not stated	21
Gippsland - South West	35-39	Contributing family workers	51
Gippsland - South West	35-39	Employee	1225
Gippsland - South West	35-39	Owner managers of incorporated enterprises	146
Gippsland - South West	35-39	Owner managers of unincorporated enterprises	273
Gippsland - South West	35-39	Status in employment not stated	24
Gippsland - South West	40-44	Contributing family workers	57
Gippsland - South West	40-44	Employee	1527
Gippsland - South West	40-44	Owner managers of incorporated enterprises	188
Gippsland - South West	40-44	Owner managers of unincorporated enterprises	339
Gippsland - South West	40-44	Status in employment not stated	32
Gippsland - South West	45-49	Contributing family workers	95
Gippsland - South West	45-49	Employee	1693
Gippsland - South West	45-49	Owner managers of incorporated enterprises	258
Gippsland - South West	45-49	Owner managers of unincorporated enterprises	379
Gippsland - South West	45-49	Status in employment not stated	34
Gippsland - South West	50-54	Contributing family workers	94
Gippsland - South West	50-54	Employee	1703
Gippsland - South West	50-54	Owner managers of incorporated enterprises	235
Gippsland - South West	50-54	Owner managers of unincorporated enterprises	422
Gippsland - South West	50-54	Status in employment not stated	39
Gippsland - South West	55-59	Contributing family workers	115
Gippsland - South West	55-59	Employee	1719
Gippsland - South West	55-59	Owner managers of incorporated enterprises	225
Gippsland - South West	55-59	Owner managers of unincorporated enterprises	430
Gippsland - South West	55-59	Status in employment not stated	39
Gippsland - South West	60-64	Contributing family workers	135
Gippsland - South West	60-64	Employee	1180
Gippsland - South West	60-64	Owner managers of incorporated enterprises	182
Gippsland - South West	60-64	Owner managers of unincorporated enterprises	397
Gippsland - South West	60-64	Status in employment not stated	36
Gippsland - South West	65-69	Contributing family workers	121
Gippsland - South West	65-69	Employee	418
Gippsland - South West	65-69	Owner managers of incorporated enterprises	136
Gippsland - South West	65-69	Owner managers of unincorporated enterprises	306
Gippsland - South West	65-69	Status in employment not stated	28
Gippsland - South West	70-74	Contributing family workers	78
Gippsland - South West	70-74	Employee	125
Gippsland - South West	70-74	Owner managers of incorporated enterprises	56
Gippsland - South West	70-74	Owner managers of unincorporated enterprises	152
Gippsland - South West	70-74	Status in employment not stated	14
Gippsland - South West	75+	Contributing family workers	86
Gippsland - South West	75+	Employee	50
Gippsland - South West	75+	Owner managers of incorporated enterprises	34
Gippsland - South West	75+	Owner managers of unincorporated enterprises	127
Gippsland - South West	75+	Status in employment not stated	26
Latrobe Valley	15-19	Contributing family workers	14
Latrobe Valley	15-19	Employee	1730
Latrobe Valley	15-19	Owner managers of incorporated enterprises	7
Latrobe Valley	15-19	Owner managers of unincorporated enterprises	3
Latrobe Valley	15-19	Status in employment not stated	23
Latrobe Valley	20-24	Contributing family workers	13
Latrobe Valley	20-24	Employee	2712
Latrobe Valley	20-24	Owner managers of incorporated enterprises	17
Latrobe Valley	20-24	Owner managers of unincorporated enterprises	27
Latrobe Valley	20-24	Status in employment not stated	40
Latrobe Valley	25-29	Contributing family workers	10
Latrobe Valley	25-29	Employee	2850
Latrobe Valley	25-29	Owner managers of incorporated enterprises	54
Latrobe Valley	25-29	Owner managers of unincorporated enterprises	108
Latrobe Valley	25-29	Status in employment not stated	26
Latrobe Valley	30-34	Contributing family workers	19
Latrobe Valley	30-34	Employee	2823
Latrobe Valley	30-34	Owner managers of incorporated enterprises	109
Latrobe Valley	30-34	Owner managers of unincorporated enterprises	117
Latrobe Valley	30-34	Status in employment not stated	18
Latrobe Valley	35-39	Contributing family workers	21
Latrobe Valley	35-39	Employee	2595
Latrobe Valley	35-39	Owner managers of incorporated enterprises	129
Latrobe Valley	35-39	Owner managers of unincorporated enterprises	157
Latrobe Valley	35-39	Status in employment not stated	31
Latrobe Valley	40-44	Contributing family workers	26
Latrobe Valley	40-44	Employee	2759
Latrobe Valley	40-44	Owner managers of incorporated enterprises	181
Latrobe Valley	40-44	Owner managers of unincorporated enterprises	173
Latrobe Valley	40-44	Status in employment not stated	24
Latrobe Valley	45-49	Contributing family workers	28
Latrobe Valley	45-49	Employee	2929
Latrobe Valley	45-49	Owner managers of incorporated enterprises	199
Latrobe Valley	45-49	Owner managers of unincorporated enterprises	175
Latrobe Valley	45-49	Status in employment not stated	31
Latrobe Valley	50-54	Contributing family workers	36
Latrobe Valley	50-54	Employee	3130
Latrobe Valley	50-54	Owner managers of incorporated enterprises	191
Latrobe Valley	50-54	Owner managers of unincorporated enterprises	174
Latrobe Valley	50-54	Status in employment not stated	33
Latrobe Valley	55-59	Contributing family workers	41
Latrobe Valley	55-59	Employee	2861
Latrobe Valley	55-59	Owner managers of incorporated enterprises	201
Latrobe Valley	55-59	Owner managers of unincorporated enterprises	170
Latrobe Valley	55-59	Status in employment not stated	46
Latrobe Valley	60-64	Contributing family workers	44
Latrobe Valley	60-64	Employee	1786
Latrobe Valley	60-64	Owner managers of incorporated enterprises	153
Latrobe Valley	60-64	Owner managers of unincorporated enterprises	174
Latrobe Valley	60-64	Status in employment not stated	40
Latrobe Valley	65-69	Contributing family workers	35
Latrobe Valley	65-69	Employee	611
Latrobe Valley	65-69	Owner managers of incorporated enterprises	105
Latrobe Valley	65-69	Owner managers of unincorporated enterprises	97
Latrobe Valley	65-69	Status in employment not stated	16
Latrobe Valley	70-74	Contributing family workers	24
Latrobe Valley	70-74	Employee	152
Latrobe Valley	70-74	Owner managers of incorporated enterprises	22
Latrobe Valley	70-74	Owner managers of unincorporated enterprises	57
Latrobe Valley	70-74	Status in employment not stated	20
Latrobe Valley	75+	Contributing family workers	22
Latrobe Valley	75+	Employee	64
Latrobe Valley	75+	Owner managers of incorporated enterprises	20
Latrobe Valley	75+	Owner managers of unincorporated enterprises	51
Latrobe Valley	75+	Status in employment not stated	16
Wellington	15-19	Contributing family workers	16
Wellington	15-19	Employee	943
Wellington	15-19	Owner managers of incorporated enterprises	5
Wellington	15-19	Owner managers of unincorporated enterprises	6
Wellington	15-19	Status in employment not stated	12
Wellington	20-24	Contributing family workers	4
Wellington	20-24	Employee	1299
Wellington	20-24	Owner managers of incorporated enterprises	7
Wellington	20-24	Owner managers of unincorporated enterprises	37
Wellington	20-24	Status in employment not stated	11
Wellington	25-29	Contributing family workers	16
Wellington	25-29	Employee	1386
Wellington	25-29	Owner managers of incorporated enterprises	29
Wellington	25-29	Owner managers of unincorporated enterprises	103
Wellington	25-29	Status in employment not stated	17
Wellington	30-34	Contributing family workers	35
Wellington	30-34	Employee	1461
Wellington	30-34	Owner managers of incorporated enterprises	63
Wellington	30-34	Owner managers of unincorporated enterprises	130
Wellington	30-34	Status in employment not stated	11
Wellington	35-39	Contributing family workers	35
Wellington	35-39	Employee	1269
Wellington	35-39	Owner managers of incorporated enterprises	96
Wellington	35-39	Owner managers of unincorporated enterprises	145
Wellington	35-39	Status in employment not stated	20
Wellington	40-44	Contributing family workers	37
Wellington	40-44	Employee	1294
Wellington	40-44	Owner managers of incorporated enterprises	101
Wellington	40-44	Owner managers of unincorporated enterprises	196
Wellington	40-44	Status in employment not stated	32
Wellington	45-49	Contributing family workers	45
Wellington	45-49	Employee	1467
Wellington	45-49	Owner managers of incorporated enterprises	121
Wellington	45-49	Owner managers of unincorporated enterprises	175
Wellington	45-49	Status in employment not stated	9
Wellington	50-54	Contributing family workers	46
Wellington	50-54	Employee	1516
Wellington	50-54	Owner managers of incorporated enterprises	136
Wellington	50-54	Owner managers of unincorporated enterprises	204
Wellington	50-54	Status in employment not stated	23
Wellington	55-59	Contributing family workers	72
Wellington	55-59	Employee	1458
Wellington	55-59	Owner managers of incorporated enterprises	110
Wellington	55-59	Owner managers of unincorporated enterprises	258
Wellington	55-59	Status in employment not stated	33
Wellington	60-64	Contributing family workers	87
Wellington	60-64	Employee	989
Wellington	60-64	Owner managers of incorporated enterprises	110
Wellington	60-64	Owner managers of unincorporated enterprises	239
Wellington	60-64	Status in employment not stated	24
Wellington	65-69	Contributing family workers	72
Wellington	65-69	Employee	320
Wellington	65-69	Owner managers of incorporated enterprises	78
Wellington	65-69	Owner managers of unincorporated enterprises	177
Wellington	65-69	Status in employment not stated	16
Wellington	70-74	Contributing family workers	53
Wellington	70-74	Employee	81
Wellington	70-74	Owner managers of incorporated enterprises	29
Wellington	70-74	Owner managers of unincorporated enterprises	76
Wellington	70-74	Status in employment not stated	10
Wellington	75+	Contributing family workers	47
Wellington	75+	Employee	43
Wellington	75+	Owner managers of incorporated enterprises	14
Wellington	75+	Owner managers of unincorporated enterprises	62
Wellington	75+	Status in employment not stated	15
Brunswick - Coburg	15-19	Contributing family workers	16
Brunswick - Coburg	15-19	Employee	817
Brunswick - Coburg	15-19	Owner managers of incorporated enterprises	9
Brunswick - Coburg	15-19	Owner managers of unincorporated enterprises	15
Brunswick - Coburg	15-19	Status in employment not stated	5
Brunswick - Coburg	20-24	Contributing family workers	20
Brunswick - Coburg	20-24	Employee	2293
Brunswick - Coburg	20-24	Owner managers of incorporated enterprises	19
Brunswick - Coburg	20-24	Owner managers of unincorporated enterprises	84
Brunswick - Coburg	20-24	Status in employment not stated	18
Brunswick - Coburg	25-29	Contributing family workers	29
Brunswick - Coburg	25-29	Employee	2868
Brunswick - Coburg	25-29	Owner managers of incorporated enterprises	112
Brunswick - Coburg	25-29	Owner managers of unincorporated enterprises	272
Brunswick - Coburg	25-29	Status in employment not stated	29
Brunswick - Coburg	30-34	Contributing family workers	45
Brunswick - Coburg	30-34	Employee	2446
Brunswick - Coburg	30-34	Owner managers of incorporated enterprises	221
Brunswick - Coburg	30-34	Owner managers of unincorporated enterprises	367
Brunswick - Coburg	30-34	Status in employment not stated	24
Brunswick - Coburg	35-39	Contributing family workers	45
Brunswick - Coburg	35-39	Employee	1936
Brunswick - Coburg	35-39	Owner managers of incorporated enterprises	283
Brunswick - Coburg	35-39	Owner managers of unincorporated enterprises	403
Brunswick - Coburg	35-39	Status in employment not stated	18
Brunswick - Coburg	40-44	Contributing family workers	39
Brunswick - Coburg	40-44	Employee	1780
Brunswick - Coburg	40-44	Owner managers of incorporated enterprises	344
Brunswick - Coburg	40-44	Owner managers of unincorporated enterprises	386
Brunswick - Coburg	40-44	Status in employment not stated	36
Brunswick - Coburg	45-49	Contributing family workers	60
Brunswick - Coburg	45-49	Employee	1817
Brunswick - Coburg	45-49	Owner managers of incorporated enterprises	312
Brunswick - Coburg	45-49	Owner managers of unincorporated enterprises	312
Brunswick - Coburg	45-49	Status in employment not stated	23
Brunswick - Coburg	50-54	Contributing family workers	41
Brunswick - Coburg	50-54	Employee	1732
Brunswick - Coburg	50-54	Owner managers of incorporated enterprises	287
Brunswick - Coburg	50-54	Owner managers of unincorporated enterprises	281
Brunswick - Coburg	50-54	Status in employment not stated	29
Brunswick - Coburg	55-59	Contributing family workers	28
Brunswick - Coburg	55-59	Employee	1450
Brunswick - Coburg	55-59	Owner managers of incorporated enterprises	237
Brunswick - Coburg	55-59	Owner managers of unincorporated enterprises	208
Brunswick - Coburg	55-59	Status in employment not stated	20
Brunswick - Coburg	60-64	Contributing family workers	23
Brunswick - Coburg	60-64	Employee	999
Brunswick - Coburg	60-64	Owner managers of incorporated enterprises	148
Brunswick - Coburg	60-64	Owner managers of unincorporated enterprises	182
Brunswick - Coburg	60-64	Status in employment not stated	19
Brunswick - Coburg	65-69	Contributing family workers	24
Brunswick - Coburg	65-69	Employee	404
Brunswick - Coburg	65-69	Owner managers of incorporated enterprises	119
Brunswick - Coburg	65-69	Owner managers of unincorporated enterprises	94
Brunswick - Coburg	65-69	Status in employment not stated	13
Brunswick - Coburg	70-74	Contributing family workers	18
Brunswick - Coburg	70-74	Employee	117
Brunswick - Coburg	70-74	Owner managers of incorporated enterprises	35
Brunswick - Coburg	70-74	Owner managers of unincorporated enterprises	36
Brunswick - Coburg	70-74	Status in employment not stated	10
Brunswick - Coburg	75+	Contributing family workers	10
Brunswick - Coburg	75+	Employee	59
Brunswick - Coburg	75+	Owner managers of incorporated enterprises	21
Brunswick - Coburg	75+	Owner managers of unincorporated enterprises	24
Brunswick - Coburg	75+	Status in employment not stated	9
Darebin - South	15-19	Contributing family workers	6
Darebin - South	15-19	Employee	503
Darebin - South	15-19	Owner managers of incorporated enterprises	3
Darebin - South	15-19	Owner managers of unincorporated enterprises	15
Darebin - South	15-19	Status in employment not stated	7
Darebin - South	20-24	Contributing family workers	4
Darebin - South	20-24	Employee	1311
Darebin - South	20-24	Owner managers of incorporated enterprises	9
Darebin - South	20-24	Owner managers of unincorporated enterprises	51
Darebin - South	20-24	Status in employment not stated	10
Darebin - South	25-29	Contributing family workers	12
Darebin - South	25-29	Employee	1564
Darebin - South	25-29	Owner managers of incorporated enterprises	63
Darebin - South	25-29	Owner managers of unincorporated enterprises	158
Darebin - South	25-29	Status in employment not stated	20
Darebin - South	30-34	Contributing family workers	13
Darebin - South	30-34	Employee	1409
Darebin - South	30-34	Owner managers of incorporated enterprises	117
Darebin - South	30-34	Owner managers of unincorporated enterprises	212
Darebin - South	30-34	Status in employment not stated	13
Darebin - South	35-39	Contributing family workers	34
Darebin - South	35-39	Employee	1122
Darebin - South	35-39	Owner managers of incorporated enterprises	166
Darebin - South	35-39	Owner managers of unincorporated enterprises	234
Darebin - South	35-39	Status in employment not stated	14
Darebin - South	40-44	Contributing family workers	18
Darebin - South	40-44	Employee	1069
Darebin - South	40-44	Owner managers of incorporated enterprises	207
Darebin - South	40-44	Owner managers of unincorporated enterprises	260
Darebin - South	40-44	Status in employment not stated	21
Darebin - South	45-49	Contributing family workers	29
Darebin - South	45-49	Employee	1092
Darebin - South	45-49	Owner managers of incorporated enterprises	243
Darebin - South	45-49	Owner managers of unincorporated enterprises	262
Darebin - South	45-49	Status in employment not stated	23
Darebin - South	50-54	Contributing family workers	18
Darebin - South	50-54	Employee	905
Darebin - South	50-54	Owner managers of incorporated enterprises	226
Darebin - South	50-54	Owner managers of unincorporated enterprises	199
Darebin - South	50-54	Status in employment not stated	9
Darebin - South	55-59	Contributing family workers	30
Darebin - South	55-59	Employee	836
Darebin - South	55-59	Owner managers of incorporated enterprises	171
Darebin - South	55-59	Owner managers of unincorporated enterprises	180
Darebin - South	55-59	Status in employment not stated	19
Darebin - South	60-64	Contributing family workers	8
Darebin - South	60-64	Employee	540
Darebin - South	60-64	Owner managers of incorporated enterprises	114
Darebin - South	60-64	Owner managers of unincorporated enterprises	126
Darebin - South	60-64	Status in employment not stated	20
Darebin - South	65-69	Contributing family workers	20
Darebin - South	65-69	Employee	198
Darebin - South	65-69	Owner managers of incorporated enterprises	63
Darebin - South	65-69	Owner managers of unincorporated enterprises	68
Darebin - South	65-69	Status in employment not stated	10
Darebin - South	70-74	Contributing family workers	13
Darebin - South	70-74	Employee	64
Darebin - South	70-74	Owner managers of incorporated enterprises	21
