SA4_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Sydney - Outer South West	35-39	Employee	1	500
Sydney - Outer South West	35-39	Employee	16	663
Sydney - Outer South West	35-39	Employee	25	713
Sydney - Outer South West	35-39	Employee	35	1579
Sydney - Outer South West	35-39	Employee	40	1259
Sydney - Outer South West	35-39	Employee	41	685
Sydney - Outer South West	35-39	Employee	49	918
Sydney - Outer South West	35-39	Owner managers of incorporated enterprises		12
Sydney - Outer South West	35-39	Owner managers of incorporated enterprises	0	9
Sydney - Outer South West	35-39	Owner managers of incorporated enterprises	1	31
Sydney - Outer South West	35-39	Owner managers of incorporated enterprises	16	44
Sydney - Outer South West	35-39	Owner managers of incorporated enterprises	25	67
Sydney - Outer South West	35-39	Owner managers of incorporated enterprises	35	69
Sydney - Outer South West	35-39	Owner managers of incorporated enterprises	40	172
Sydney - Outer South West	35-39	Owner managers of incorporated enterprises	41	65
Sydney - Outer South West	35-39	Owner managers of incorporated enterprises	49	246
Sydney - Outer South West	35-39	Owner managers of unincorporated enterprises		12
Sydney - Outer South West	35-39	Owner managers of unincorporated enterprises	0	5
Sydney - Outer South West	35-39	Owner managers of unincorporated enterprises	1	89
Sydney - Outer South West	35-39	Owner managers of unincorporated enterprises	16	66
Sydney - Outer South West	35-39	Owner managers of unincorporated enterprises	25	71
Sydney - Outer South West	35-39	Owner managers of unincorporated enterprises	35	55
Sydney - Outer South West	35-39	Owner managers of unincorporated enterprises	40	113
Sydney - Outer South West	35-39	Owner managers of unincorporated enterprises	41	47
Sydney - Outer South West	35-39	Owner managers of unincorporated enterprises	49	135
Sydney - Outer South West	40-44			13
Sydney - Outer South West	40-44		0	6
Sydney - Outer South West	40-44		1	7
Sydney - Outer South West	40-44		16	3
Sydney - Outer South West	40-44		25	5
Sydney - Outer South West	40-44		35	18
Sydney - Outer South West	40-44		40	10
Sydney - Outer South West	40-44		41	3
Sydney - Outer South West	40-44		49	18
Sydney - Outer South West	40-44	Contributing family workers		11
Sydney - Outer South West	40-44	Contributing family workers	0	4
Sydney - Outer South West	40-44	Contributing family workers	1	23
Sydney - Outer South West	40-44	Contributing family workers	16	14
Sydney - Outer South West	40-44	Contributing family workers	25	9
Sydney - Outer South West	40-44	Contributing family workers	35	9
Sydney - Outer South West	40-44	Contributing family workers	40	13
Sydney - Outer South West	40-44	Contributing family workers	49	20
Sydney - Outer South West	40-44	Employee		132
Sydney - Outer South West	40-44	Employee	0	139
Sydney - Outer South West	40-44	Employee	1	491
Sydney - Outer South West	40-44	Employee	16	699
Sydney - Outer South West	40-44	Employee	25	874
Sydney - Outer South West	40-44	Employee	35	1779
Sydney - Outer South West	40-44	Employee	40	1422
Sydney - Outer South West	40-44	Employee	41	732
Sydney - Outer South West	40-44	Employee	49	1011
Sydney - Outer South West	40-44	Owner managers of incorporated enterprises		10
Sydney - Outer South West	40-44	Owner managers of incorporated enterprises	0	12
Sydney - Outer South West	40-44	Owner managers of incorporated enterprises	1	59
Sydney - Outer South West	40-44	Owner managers of incorporated enterprises	16	56
Sydney - Outer South West	40-44	Owner managers of incorporated enterprises	25	70
Sydney - Outer South West	40-44	Owner managers of incorporated enterprises	35	101
Sydney - Outer South West	40-44	Owner managers of incorporated enterprises	40	213
Sydney - Outer South West	40-44	Owner managers of incorporated enterprises	41	70
Sydney - Outer South West	40-44	Owner managers of incorporated enterprises	49	328
Sydney - Outer South West	40-44	Owner managers of unincorporated enterprises		15
Sydney - Outer South West	40-44	Owner managers of unincorporated enterprises	0	7
Sydney - Outer South West	40-44	Owner managers of unincorporated enterprises	1	91
Sydney - Outer South West	40-44	Owner managers of unincorporated enterprises	16	73
Sydney - Outer South West	40-44	Owner managers of unincorporated enterprises	25	94
Sydney - Outer South West	40-44	Owner managers of unincorporated enterprises	35	72
Sydney - Outer South West	40-44	Owner managers of unincorporated enterprises	40	101
Sydney - Outer South West	40-44	Owner managers of unincorporated enterprises	41	51
Sydney - Outer South West	40-44	Owner managers of unincorporated enterprises	49	147
Sydney - Outer South West	45-49			12
Sydney - Outer South West	45-49		0	5
Sydney - Outer South West	45-49		1	9
Sydney - Outer South West	45-49		16	5
Sydney - Outer South West	45-49		25	6
Sydney - Outer South West	45-49		35	16
Sydney - Outer South West	45-49		40	12
Sydney - Outer South West	45-49		41	3
Sydney - Outer South West	45-49		49	5
Sydney - Outer South West	45-49	Contributing family workers		3
Sydney - Outer South West	45-49	Contributing family workers	0	3
Sydney - Outer South West	45-49	Contributing family workers	1	23
Sydney - Outer South West	45-49	Contributing family workers	16	13
Sydney - Outer South West	45-49	Contributing family workers	25	16
Sydney - Outer South West	45-49	Contributing family workers	35	7
Sydney - Outer South West	45-49	Contributing family workers	40	6
Sydney - Outer South West	45-49	Contributing family workers	41	7
Sydney - Outer South West	45-49	Contributing family workers	49	15
Sydney - Outer South West	45-49	Employee		126
Sydney - Outer South West	45-49	Employee	0	145
Sydney - Outer South West	45-49	Employee	1	405
Sydney - Outer South West	45-49	Employee	16	591
Sydney - Outer South West	45-49	Employee	25	836
Sydney - Outer South West	45-49	Employee	35	1717
Sydney - Outer South West	45-49	Employee	40	1359
Sydney - Outer South West	45-49	Employee	41	683
Sydney - Outer South West	45-49	Employee	49	934
Sydney - Outer South West	45-49	Owner managers of incorporated enterprises		12
Sydney - Outer South West	45-49	Owner managers of incorporated enterprises	0	14
Sydney - Outer South West	45-49	Owner managers of incorporated enterprises	1	39
Sydney - Outer South West	45-49	Owner managers of incorporated enterprises	16	38
Sydney - Outer South West	45-49	Owner managers of incorporated enterprises	25	69
Sydney - Outer South West	45-49	Owner managers of incorporated enterprises	35	64
Sydney - Outer South West	45-49	Owner managers of incorporated enterprises	40	174
Sydney - Outer South West	45-49	Owner managers of incorporated enterprises	41	75
Sydney - Outer South West	45-49	Owner managers of incorporated enterprises	49	321
Sydney - Outer South West	45-49	Owner managers of unincorporated enterprises		11
Sydney - Outer South West	45-49	Owner managers of unincorporated enterprises	0	9
Sydney - Outer South West	45-49	Owner managers of unincorporated enterprises	1	97
Sydney - Outer South West	45-49	Owner managers of unincorporated enterprises	16	72
Sydney - Outer South West	45-49	Owner managers of unincorporated enterprises	25	98
Sydney - Outer South West	45-49	Owner managers of unincorporated enterprises	35	41
Sydney - Outer South West	45-49	Owner managers of unincorporated enterprises	40	110
Sydney - Outer South West	45-49	Owner managers of unincorporated enterprises	41	54
Sydney - Outer South West	45-49	Owner managers of unincorporated enterprises	49	189
Sydney - Outer South West	50-54			15
Sydney - Outer South West	50-54		0	5
Sydney - Outer South West	50-54		1	10
Sydney - Outer South West	50-54		16	3
Sydney - Outer South West	50-54		25	12
Sydney - Outer South West	50-54		35	14
Sydney - Outer South West	50-54		40	15
Sydney - Outer South West	50-54		41	7
Sydney - Outer South West	50-54		49	17
Sydney - Outer South West	50-54	Contributing family workers		3
Sydney - Outer South West	50-54	Contributing family workers	1	38
Sydney - Outer South West	50-54	Contributing family workers	16	19
Sydney - Outer South West	50-54	Contributing family workers	25	7
Sydney - Outer South West	50-54	Contributing family workers	35	7
Sydney - Outer South West	50-54	Contributing family workers	40	9
Sydney - Outer South West	50-54	Contributing family workers	41	5
Sydney - Outer South West	50-54	Contributing family workers	49	27
Sydney - Outer South West	50-54	Employee		102
Sydney - Outer South West	50-54	Employee	0	167
Sydney - Outer South West	50-54	Employee	1	385
Sydney - Outer South West	50-54	Employee	16	588
Sydney - Outer South West	50-54	Employee	25	816
Sydney - Outer South West	50-54	Employee	35	1786
Sydney - Outer South West	50-54	Employee	40	1230
Sydney - Outer South West	50-54	Employee	41	691
Sydney - Outer South West	50-54	Employee	49	880
Sydney - Outer South West	50-54	Owner managers of incorporated enterprises		16
Sydney - Outer South West	50-54	Owner managers of incorporated enterprises	0	11
Sydney - Outer South West	50-54	Owner managers of incorporated enterprises	1	46
Sydney - Outer South West	50-54	Owner managers of incorporated enterprises	16	53
Sydney - Outer South West	50-54	Owner managers of incorporated enterprises	25	62
Sydney - Outer South West	50-54	Owner managers of incorporated enterprises	35	76
Sydney - Outer South West	50-54	Owner managers of incorporated enterprises	40	165
Sydney - Outer South West	50-54	Owner managers of incorporated enterprises	41	69
Sydney - Outer South West	50-54	Owner managers of incorporated enterprises	49	312
Sydney - Outer South West	50-54	Owner managers of unincorporated enterprises		18
Sydney - Outer South West	50-54	Owner managers of unincorporated enterprises	0	11
Sydney - Outer South West	50-54	Owner managers of unincorporated enterprises	1	73
Sydney - Outer South West	50-54	Owner managers of unincorporated enterprises	16	58
Sydney - Outer South West	50-54	Owner managers of unincorporated enterprises	25	79
Sydney - Outer South West	50-54	Owner managers of unincorporated enterprises	35	50
Sydney - Outer South West	50-54	Owner managers of unincorporated enterprises	40	122
Sydney - Outer South West	50-54	Owner managers of unincorporated enterprises	41	53
Sydney - Outer South West	50-54	Owner managers of unincorporated enterprises	49	165
Sydney - Outer South West	55-59			12
Sydney - Outer South West	55-59		0	5
Sydney - Outer South West	55-59		1	8
Sydney - Outer South West	55-59		16	9
Sydney - Outer South West	55-59		25	7
Sydney - Outer South West	55-59		35	15
Sydney - Outer South West	55-59		40	9
Sydney - Outer South West	55-59		41	8
Sydney - Outer South West	55-59		49	4
Sydney - Outer South West	55-59	Contributing family workers		3
Sydney - Outer South West	55-59	Contributing family workers	0	3
Sydney - Outer South West	55-59	Contributing family workers	1	32
Sydney - Outer South West	55-59	Contributing family workers	16	7
Sydney - Outer South West	55-59	Contributing family workers	25	10
Sydney - Outer South West	55-59	Contributing family workers	35	8
Sydney - Outer South West	55-59	Contributing family workers	40	8
Sydney - Outer South West	55-59	Contributing family workers	41	4
Sydney - Outer South West	55-59	Contributing family workers	49	24
Sydney - Outer South West	55-59	Employee		75
Sydney - Outer South West	55-59	Employee	0	208
Sydney - Outer South West	55-59	Employee	1	375
Sydney - Outer South West	55-59	Employee	16	532
Sydney - Outer South West	55-59	Employee	25	676
Sydney - Outer South West	55-59	Employee	35	1550
Sydney - Outer South West	55-59	Employee	40	1076
Sydney - Outer South West	55-59	Employee	41	581
Sydney - Outer South West	55-59	Employee	49	705
Sydney - Outer South West	55-59	Owner managers of incorporated enterprises		5
Sydney - Outer South West	55-59	Owner managers of incorporated enterprises	0	13
Sydney - Outer South West	55-59	Owner managers of incorporated enterprises	1	57
Sydney - Outer South West	55-59	Owner managers of incorporated enterprises	16	46
Sydney - Outer South West	55-59	Owner managers of incorporated enterprises	25	58
Sydney - Outer South West	55-59	Owner managers of incorporated enterprises	35	51
Sydney - Outer South West	55-59	Owner managers of incorporated enterprises	40	143
Sydney - Outer South West	55-59	Owner managers of incorporated enterprises	41	59
Sydney - Outer South West	55-59	Owner managers of incorporated enterprises	49	262
Sydney - Outer South West	55-59	Owner managers of unincorporated enterprises		8
Sydney - Outer South West	55-59	Owner managers of unincorporated enterprises	0	14
Sydney - Outer South West	55-59	Owner managers of unincorporated enterprises	1	77
Sydney - Outer South West	55-59	Owner managers of unincorporated enterprises	16	58
Sydney - Outer South West	55-59	Owner managers of unincorporated enterprises	25	72
Sydney - Outer South West	55-59	Owner managers of unincorporated enterprises	35	46
Sydney - Outer South West	55-59	Owner managers of unincorporated enterprises	40	108
Sydney - Outer South West	55-59	Owner managers of unincorporated enterprises	41	37
Sydney - Outer South West	55-59	Owner managers of unincorporated enterprises	49	159
Sydney - Outer South West	60-64			14
Sydney - Outer South West	60-64		0	6
Sydney - Outer South West	60-64		1	3
Sydney - Outer South West	60-64		16	3
Sydney - Outer South West	60-64		25	4
Sydney - Outer South West	60-64		35	15
Sydney - Outer South West	60-64		40	5
Sydney - Outer South West	60-64		41	6
Sydney - Outer South West	60-64		49	7
Sydney - Outer South West	60-64	Contributing family workers		13
Sydney - Outer South West	60-64	Contributing family workers	0	4
Sydney - Outer South West	60-64	Contributing family workers	1	26
Sydney - Outer South West	60-64	Contributing family workers	16	11
Sydney - Outer South West	60-64	Contributing family workers	25	9
Sydney - Outer South West	60-64	Contributing family workers	35	3
Sydney - Outer South West	60-64	Contributing family workers	40	9
Sydney - Outer South West	60-64	Contributing family workers	41	3
Sydney - Outer South West	60-64	Contributing family workers	49	15
Sydney - Outer South West	60-64	Employee		60
Sydney - Outer South West	60-64	Employee	0	171
Sydney - Outer South West	60-64	Employee	1	338
Sydney - Outer South West	60-64	Employee	16	417
Sydney - Outer South West	60-64	Employee	25	443
Sydney - Outer South West	60-64	Employee	35	890
Sydney - Outer South West	60-64	Employee	40	611
Sydney - Outer South West	60-64	Employee	41	293
Sydney - Outer South West	60-64	Employee	49	370
Sydney - Outer South West	60-64	Owner managers of incorporated enterprises		7
Sydney - Outer South West	60-64	Owner managers of incorporated enterprises	0	11
Sydney - Outer South West	60-64	Owner managers of incorporated enterprises	1	32
Sydney - Outer South West	60-64	Owner managers of incorporated enterprises	16	52
Sydney - Outer South West	60-64	Owner managers of incorporated enterprises	25	39
Sydney - Outer South West	60-64	Owner managers of incorporated enterprises	35	33
Sydney - Outer South West	60-64	Owner managers of incorporated enterprises	40	84
Sydney - Outer South West	60-64	Owner managers of incorporated enterprises	41	48
Sydney - Outer South West	60-64	Owner managers of incorporated enterprises	49	136
Sydney - Outer South West	60-64	Owner managers of unincorporated enterprises		3
Sydney - Outer South West	60-64	Owner managers of unincorporated enterprises	0	17
Sydney - Outer South West	60-64	Owner managers of unincorporated enterprises	1	85
Sydney - Outer South West	60-64	Owner managers of unincorporated enterprises	16	71
Sydney - Outer South West	60-64	Owner managers of unincorporated enterprises	25	51
Sydney - Outer South West	60-64	Owner managers of unincorporated enterprises	35	40
Sydney - Outer South West	60-64	Owner managers of unincorporated enterprises	40	66
Sydney - Outer South West	60-64	Owner managers of unincorporated enterprises	41	26
Sydney - Outer South West	60-64	Owner managers of unincorporated enterprises	49	116
Sydney - Outer South West	65-69			16
Sydney - Outer South West	65-69		0	4
Sydney - Outer South West	65-69		1	5
Sydney - Outer South West	65-69		16	3
Sydney - Outer South West	65-69		25	3
Sydney - Outer South West	65-69		40	3
Sydney - Outer South West	65-69	Contributing family workers	0	3
Sydney - Outer South West	65-69	Contributing family workers	1	23
Sydney - Outer South West	65-69	Contributing family workers	16	11
Sydney - Outer South West	65-69	Contributing family workers	25	8
Sydney - Outer South West	65-69	Contributing family workers	35	3
Sydney - Outer South West	65-69	Contributing family workers	40	3
Sydney - Outer South West	65-69	Contributing family workers	41	6
Sydney - Outer South West	65-69	Contributing family workers	49	11
Sydney - Outer South West	65-69	Employee		17
Sydney - Outer South West	65-69	Employee	0	73
Sydney - Outer South West	65-69	Employee	1	221
Sydney - Outer South West	65-69	Employee	16	185
Sydney - Outer South West	65-69	Employee	25	173
Sydney - Outer South West	65-69	Employee	35	242
Sydney - Outer South West	65-69	Employee	40	193
Sydney - Outer South West	65-69	Employee	41	84
Sydney - Outer South West	65-69	Employee	49	133
Sydney - Outer South West	65-69	Owner managers of incorporated enterprises		8
Sydney - Outer South West	65-69	Owner managers of incorporated enterprises	0	4
Sydney - Outer South West	65-69	Owner managers of incorporated enterprises	1	28
Sydney - Outer South West	65-69	Owner managers of incorporated enterprises	16	48
Sydney - Outer South West	65-69	Owner managers of incorporated enterprises	25	34
Sydney - Outer South West	65-69	Owner managers of incorporated enterprises	35	21
Sydney - Outer South West	65-69	Owner managers of incorporated enterprises	40	33
Sydney - Outer South West	65-69	Owner managers of incorporated enterprises	41	13
Sydney - Outer South West	65-69	Owner managers of incorporated enterprises	49	75
Sydney - Outer South West	65-69	Owner managers of unincorporated enterprises		4
Sydney - Outer South West	65-69	Owner managers of unincorporated enterprises	0	7
Sydney - Outer South West	65-69	Owner managers of unincorporated enterprises	1	56
Sydney - Outer South West	65-69	Owner managers of unincorporated enterprises	16	35
Sydney - Outer South West	65-69	Owner managers of unincorporated enterprises	25	30
Sydney - Outer South West	65-69	Owner managers of unincorporated enterprises	35	10
Sydney - Outer South West	65-69	Owner managers of unincorporated enterprises	40	30
Sydney - Outer South West	65-69	Owner managers of unincorporated enterprises	41	6
Sydney - Outer South West	65-69	Owner managers of unincorporated enterprises	49	49
Sydney - Outer South West	70-74			4
Sydney - Outer South West	70-74		1	5
Sydney - Outer South West	70-74	Contributing family workers		4
Sydney - Outer South West	70-74	Contributing family workers	0	3
Sydney - Outer South West	70-74	Contributing family workers	1	11
Sydney - Outer South West	70-74	Contributing family workers	16	8
Sydney - Outer South West	70-74	Contributing family workers	25	4
Sydney - Outer South West	70-74	Contributing family workers	35	3
Sydney - Outer South West	70-74	Contributing family workers	40	4
Sydney - Outer South West	70-74	Employee		7
Sydney - Outer South West	70-74	Employee	0	8
Sydney - Outer South West	70-74	Employee	1	94
Sydney - Outer South West	70-74	Employee	16	62
Sydney - Outer South West	70-74	Employee	25	41
Sydney - Outer South West	70-74	Employee	35	46
Sydney - Outer South West	70-74	Employee	40	39
Sydney - Outer South West	70-74	Employee	41	11
Sydney - Outer South West	70-74	Employee	49	19
Sydney - Outer South West	70-74	Owner managers of incorporated enterprises	0	3
Sydney - Outer South West	70-74	Owner managers of incorporated enterprises	1	11
Sydney - Outer South West	70-74	Owner managers of incorporated enterprises	16	17
Sydney - Outer South West	70-74	Owner managers of incorporated enterprises	25	13
Sydney - Outer South West	70-74	Owner managers of incorporated enterprises	35	5
Sydney - Outer South West	70-74	Owner managers of incorporated enterprises	40	27
Sydney - Outer South West	70-74	Owner managers of incorporated enterprises	41	3
Sydney - Outer South West	70-74	Owner managers of incorporated enterprises	49	34
Sydney - Outer South West	70-74	Owner managers of unincorporated enterprises	0	3
Sydney - Outer South West	70-74	Owner managers of unincorporated enterprises	1	17
Sydney - Outer South West	70-74	Owner managers of unincorporated enterprises	16	16
Sydney - Outer South West	70-74	Owner managers of unincorporated enterprises	25	14
Sydney - Outer South West	70-74	Owner managers of unincorporated enterprises	35	7
Sydney - Outer South West	70-74	Owner managers of unincorporated enterprises	40	13
Sydney - Outer South West	70-74	Owner managers of unincorporated enterprises	49	11
Sydney - Outer South West	75+			13
Sydney - Outer South West	75+		1	4
Sydney - Outer South West	75+		49	3
Sydney - Outer South West	75+	Contributing family workers		6
Sydney - Outer South West	75+	Contributing family workers	0	7
Sydney - Outer South West	75+	Contributing family workers	1	14
Sydney - Outer South West	75+	Contributing family workers	25	3
Sydney - Outer South West	75+	Contributing family workers	40	3
Sydney - Outer South West	75+	Contributing family workers	49	3
Sydney - Outer South West	75+	Employee		3
Sydney - Outer South West	75+	Employee	0	6
Sydney - Outer South West	75+	Employee	1	33
Sydney - Outer South West	75+	Employee	16	22
Sydney - Outer South West	75+	Employee	25	10
Sydney - Outer South West	75+	Employee	35	10
Sydney - Outer South West	75+	Employee	40	8
Sydney - Outer South West	75+	Employee	41	3
Sydney - Outer South West	75+	Employee	49	5
Sydney - Outer South West	75+	Owner managers of incorporated enterprises	0	6
Sydney - Outer South West	75+	Owner managers of incorporated enterprises	1	9
Sydney - Outer South West	75+	Owner managers of incorporated enterprises	16	3
Sydney - Outer South West	75+	Owner managers of incorporated enterprises	25	4
Sydney - Outer South West	75+	Owner managers of incorporated enterprises	40	7
Sydney - Outer South West	75+	Owner managers of incorporated enterprises	41	3
Sydney - Outer South West	75+	Owner managers of incorporated enterprises	49	5
Sydney - Outer South West	75+	Owner managers of unincorporated enterprises	1	25
Sydney - Outer South West	75+	Owner managers of unincorporated enterprises	16	9
Sydney - Outer South West	75+	Owner managers of unincorporated enterprises	25	3
Sydney - Outer South West	75+	Owner managers of unincorporated enterprises	35	3
Sydney - Outer South West	75+	Owner managers of unincorporated enterprises	40	7
Sydney - Outer South West	75+	Owner managers of unincorporated enterprises	41	3
Sydney - Outer South West	75+	Owner managers of unincorporated enterprises	49	7
Sydney - Outer West and Blue Mountains	15-19			19
Sydney - Outer West and Blue Mountains	15-19		0	3
Sydney - Outer West and Blue Mountains	15-19		1	11
Sydney - Outer West and Blue Mountains	15-19		16	6
Sydney - Outer West and Blue Mountains	15-19		35	11
Sydney - Outer West and Blue Mountains	15-19		40	3
Sydney - Outer West and Blue Mountains	15-19		41	5
Sydney - Outer West and Blue Mountains	15-19		49	3
Sydney - Outer West and Blue Mountains	15-19	Contributing family workers		3
Sydney - Outer West and Blue Mountains	15-19	Contributing family workers	1	23
Sydney - Outer West and Blue Mountains	15-19	Contributing family workers	16	3
Sydney - Outer West and Blue Mountains	15-19	Employee		154
Sydney - Outer West and Blue Mountains	15-19	Employee	0	237
Sydney - Outer West and Blue Mountains	15-19	Employee	1	3771
Sydney - Outer West and Blue Mountains	15-19	Employee	16	961
Sydney - Outer West and Blue Mountains	15-19	Employee	25	571
Sydney - Outer West and Blue Mountains	15-19	Employee	35	684
Sydney - Outer West and Blue Mountains	15-19	Employee	40	567
Sydney - Outer West and Blue Mountains	15-19	Employee	41	213
Sydney - Outer West and Blue Mountains	15-19	Employee	49	150
Sydney - Outer West and Blue Mountains	15-19	Owner managers of incorporated enterprises	1	4
Sydney - Outer West and Blue Mountains	15-19	Owner managers of incorporated enterprises	16	3
Sydney - Outer West and Blue Mountains	15-19	Owner managers of incorporated enterprises	25	7
Sydney - Outer West and Blue Mountains	15-19	Owner managers of incorporated enterprises	35	3
Sydney - Outer West and Blue Mountains	15-19	Owner managers of incorporated enterprises	49	3
Sydney - Outer West and Blue Mountains	15-19	Owner managers of unincorporated enterprises	1	25
Sydney - Outer West and Blue Mountains	15-19	Owner managers of unincorporated enterprises	25	4
Sydney - Outer West and Blue Mountains	15-19	Owner managers of unincorporated enterprises	35	3
Sydney - Outer West and Blue Mountains	15-19	Owner managers of unincorporated enterprises	40	3
Sydney - Outer West and Blue Mountains	20-24			23
Sydney - Outer West and Blue Mountains	20-24		0	6
Sydney - Outer West and Blue Mountains	20-24		1	6
Sydney - Outer West and Blue Mountains	20-24		16	12
Sydney - Outer West and Blue Mountains	20-24		25	4
Sydney - Outer West and Blue Mountains	20-24		35	8
Sydney - Outer West and Blue Mountains	20-24		40	24
Sydney - Outer West and Blue Mountains	20-24		41	4
Sydney - Outer West and Blue Mountains	20-24		49	7
Sydney - Outer West and Blue Mountains	20-24	Contributing family workers	1	18
Sydney - Outer West and Blue Mountains	20-24	Contributing family workers	16	10
Sydney - Outer West and Blue Mountains	20-24	Contributing family workers	25	3
Sydney - Outer West and Blue Mountains	20-24	Contributing family workers	35	3
Sydney - Outer West and Blue Mountains	20-24	Contributing family workers	40	3
Sydney - Outer West and Blue Mountains	20-24	Contributing family workers	49	3
Sydney - Outer West and Blue Mountains	20-24	Employee		237
Sydney - Outer West and Blue Mountains	20-24	Employee	0	244
Sydney - Outer West and Blue Mountains	20-24	Employee	1	1537
Sydney - Outer West and Blue Mountains	20-24	Employee	16	1418
Sydney - Outer West and Blue Mountains	20-24	Employee	25	1250
Sydney - Outer West and Blue Mountains	20-24	Employee	35	1852
Sydney - Outer West and Blue Mountains	20-24	Employee	40	1725
Sydney - Outer West and Blue Mountains	20-24	Employee	41	759
Sydney - Outer West and Blue Mountains	20-24	Employee	49	647
Sydney - Outer West and Blue Mountains	20-24	Owner managers of incorporated enterprises		4
Sydney - Outer West and Blue Mountains	20-24	Owner managers of incorporated enterprises	0	3
Sydney - Outer West and Blue Mountains	20-24	Owner managers of incorporated enterprises	1	6
Sydney - Outer West and Blue Mountains	20-24	Owner managers of incorporated enterprises	16	3
Sydney - Outer West and Blue Mountains	20-24	Owner managers of incorporated enterprises	25	11
Sydney - Outer West and Blue Mountains	20-24	Owner managers of incorporated enterprises	35	7
Sydney - Outer West and Blue Mountains	20-24	Owner managers of incorporated enterprises	40	25
Sydney - Outer West and Blue Mountains	20-24	Owner managers of incorporated enterprises	41	9
Sydney - Outer West and Blue Mountains	20-24	Owner managers of incorporated enterprises	49	25
Sydney - Outer West and Blue Mountains	20-24	Owner managers of unincorporated enterprises	0	7
Sydney - Outer West and Blue Mountains	20-24	Owner managers of unincorporated enterprises	1	48
Sydney - Outer West and Blue Mountains	20-24	Owner managers of unincorporated enterprises	16	25
Sydney - Outer West and Blue Mountains	20-24	Owner managers of unincorporated enterprises	25	29
Sydney - Outer West and Blue Mountains	20-24	Owner managers of unincorporated enterprises	35	25
Sydney - Outer West and Blue Mountains	20-24	Owner managers of unincorporated enterprises	40	35
Sydney - Outer West and Blue Mountains	20-24	Owner managers of unincorporated enterprises	41	19
Sydney - Outer West and Blue Mountains	20-24	Owner managers of unincorporated enterprises	49	49
Sydney - Outer West and Blue Mountains	25-29			24
Sydney - Outer West and Blue Mountains	25-29		1	8
Sydney - Outer West and Blue Mountains	25-29		16	9
Sydney - Outer West and Blue Mountains	25-29		25	6
Sydney - Outer West and Blue Mountains	25-29		35	14
Sydney - Outer West and Blue Mountains	25-29		40	12
Sydney - Outer West and Blue Mountains	25-29		41	6
Sydney - Outer West and Blue Mountains	25-29		49	9
Sydney - Outer West and Blue Mountains	25-29	Contributing family workers	0	4
Sydney - Outer West and Blue Mountains	25-29	Contributing family workers	1	29
Sydney - Outer West and Blue Mountains	25-29	Contributing family workers	16	7
Sydney - Outer West and Blue Mountains	25-29	Contributing family workers	25	11
Sydney - Outer West and Blue Mountains	25-29	Contributing family workers	35	3
Sydney - Outer West and Blue Mountains	25-29	Contributing family workers	40	3
Sydney - Outer West and Blue Mountains	25-29	Contributing family workers	49	8
Sydney - Outer West and Blue Mountains	25-29	Employee		196
Sydney - Outer West and Blue Mountains	25-29	Employee	0	337
Sydney - Outer West and Blue Mountains	25-29	Employee	1	661
Sydney - Outer West and Blue Mountains	25-29	Employee	16	862
Sydney - Outer West and Blue Mountains	25-29	Employee	25	888
Sydney - Outer West and Blue Mountains	25-29	Employee	35	2138
Sydney - Outer West and Blue Mountains	25-29	Employee	40	1956
Sydney - Outer West and Blue Mountains	25-29	Employee	41	927
Sydney - Outer West and Blue Mountains	25-29	Employee	49	1090
Sydney - Outer West and Blue Mountains	25-29	Owner managers of incorporated enterprises		4
Sydney - Outer West and Blue Mountains	25-29	Owner managers of incorporated enterprises	0	5
Sydney - Outer West and Blue Mountains	25-29	Owner managers of incorporated enterprises	1	15
Sydney - Outer West and Blue Mountains	25-29	Owner managers of incorporated enterprises	16	16
Sydney - Outer West and Blue Mountains	25-29	Owner managers of incorporated enterprises	25	21
Sydney - Outer West and Blue Mountains	25-29	Owner managers of incorporated enterprises	35	30
Sydney - Outer West and Blue Mountains	25-29	Owner managers of incorporated enterprises	40	62
Sydney - Outer West and Blue Mountains	25-29	Owner managers of incorporated enterprises	41	30
Sydney - Outer West and Blue Mountains	25-29	Owner managers of incorporated enterprises	49	103
Sydney - Outer West and Blue Mountains	25-29	Owner managers of unincorporated enterprises		16
Sydney - Outer West and Blue Mountains	25-29	Owner managers of unincorporated enterprises	0	5
Sydney - Outer West and Blue Mountains	25-29	Owner managers of unincorporated enterprises	1	75
Sydney - Outer West and Blue Mountains	25-29	Owner managers of unincorporated enterprises	16	45
Sydney - Outer West and Blue Mountains	25-29	Owner managers of unincorporated enterprises	25	51
Sydney - Outer West and Blue Mountains	25-29	Owner managers of unincorporated enterprises	35	48
Sydney - Outer West and Blue Mountains	25-29	Owner managers of unincorporated enterprises	40	90
Sydney - Outer West and Blue Mountains	25-29	Owner managers of unincorporated enterprises	41	42
Sydney - Outer West and Blue Mountains	25-29	Owner managers of unincorporated enterprises	49	103
Sydney - Outer West and Blue Mountains	30-34			17
Sydney - Outer West and Blue Mountains	30-34		0	11
Sydney - Outer West and Blue Mountains	30-34		1	6
Sydney - Outer West and Blue Mountains	30-34		16	7
Sydney - Outer West and Blue Mountains	30-34		25	5
Sydney - Outer West and Blue Mountains	30-34		35	12
Sydney - Outer West and Blue Mountains	30-34		40	17
Sydney - Outer West and Blue Mountains	30-34		41	3
Sydney - Outer West and Blue Mountains	30-34		49	3
Sydney - Outer West and Blue Mountains	30-34	Contributing family workers		4
