SA4_NAME16	Age	LabourForceStatus	workers
Sydney - Parramatta	50-54		393
Sydney - Parramatta	50-54	Employed (away from work)	496
Sydney - Parramatta	50-54	Employed (full-time)	17786
Sydney - Parramatta	50-54	Employed (part-time)	4586
Sydney - Parramatta	55-59		287
Sydney - Parramatta	55-59	Employed (away from work)	499
Sydney - Parramatta	55-59	Employed (full-time)	14545
Sydney - Parramatta	55-59	Employed (part-time)	4253
Sydney - Parramatta	60-64		212
Sydney - Parramatta	60-64	Employed (away from work)	452
Sydney - Parramatta	60-64	Employed (full-time)	8751
Sydney - Parramatta	60-64	Employed (part-time)	3306
Sydney - Parramatta	65-69		87
Sydney - Parramatta	65-69	Employed (away from work)	229
Sydney - Parramatta	65-69	Employed (full-time)	2986
Sydney - Parramatta	65-69	Employed (part-time)	1910
Sydney - Parramatta	70-74		37
Sydney - Parramatta	70-74	Employed (away from work)	73
Sydney - Parramatta	70-74	Employed (full-time)	691
Sydney - Parramatta	70-74	Employed (part-time)	793
Sydney - Parramatta	75+		52
Sydney - Parramatta	75+	Employed (away from work)	28
Sydney - Parramatta	75+	Employed (full-time)	194
Sydney - Parramatta	75+	Employed (part-time)	343
Sydney - Ryde	15-19		105
Sydney - Ryde	15-19	Employed (away from work)	137
Sydney - Ryde	15-19	Employed (full-time)	473
Sydney - Ryde	15-19	Employed (part-time)	2720
Sydney - Ryde	20-24		239
Sydney - Ryde	20-24	Employed (away from work)	221
Sydney - Ryde	20-24	Employed (full-time)	3674
Sydney - Ryde	20-24	Employed (part-time)	4388
Sydney - Ryde	25-29		272
Sydney - Ryde	25-29	Employed (away from work)	262
Sydney - Ryde	25-29	Employed (full-time)	7815
Sydney - Ryde	25-29	Employed (part-time)	2430
Sydney - Ryde	30-34		222
Sydney - Ryde	30-34	Employed (away from work)	556
Sydney - Ryde	30-34	Employed (full-time)	10035
Sydney - Ryde	30-34	Employed (part-time)	2367
Sydney - Ryde	35-39		186
Sydney - Ryde	35-39	Employed (away from work)	435
Sydney - Ryde	35-39	Employed (full-time)	9788
Sydney - Ryde	35-39	Employed (part-time)	2491
Sydney - Ryde	40-44		154
Sydney - Ryde	40-44	Employed (away from work)	244
Sydney - Ryde	40-44	Employed (full-time)	9689
Sydney - Ryde	40-44	Employed (part-time)	2429
Sydney - Ryde	45-49		151
Sydney - Ryde	45-49	Employed (away from work)	152
Sydney - Ryde	45-49	Employed (full-time)	8643
Sydney - Ryde	45-49	Employed (part-time)	2346
Sydney - Ryde	50-54		116
Sydney - Ryde	50-54	Employed (away from work)	160
Sydney - Ryde	50-54	Employed (full-time)	7650
Sydney - Ryde	50-54	Employed (part-time)	2192
Sydney - Ryde	55-59		119
Sydney - Ryde	55-59	Employed (away from work)	174
Sydney - Ryde	55-59	Employed (full-time)	5767
Sydney - Ryde	55-59	Employed (part-time)	2099
Sydney - Ryde	60-64		89
Sydney - Ryde	60-64	Employed (away from work)	155
Sydney - Ryde	60-64	Employed (full-time)	3136
Sydney - Ryde	60-64	Employed (part-time)	1742
Sydney - Ryde	65-69		26
Sydney - Ryde	65-69	Employed (away from work)	84
Sydney - Ryde	65-69	Employed (full-time)	1141
Sydney - Ryde	65-69	Employed (part-time)	1096
Sydney - Ryde	70-74		16
Sydney - Ryde	70-74	Employed (away from work)	37
Sydney - Ryde	70-74	Employed (full-time)	298
Sydney - Ryde	70-74	Employed (part-time)	446
Sydney - Ryde	75+		27
Sydney - Ryde	75+	Employed (away from work)	17
Sydney - Ryde	75+	Employed (full-time)	90
Sydney - Ryde	75+	Employed (part-time)	291
Sydney - South West	15-19		219
Sydney - South West	15-19	Employed (away from work)	239
Sydney - South West	15-19	Employed (full-time)	1440
Sydney - South West	15-19	Employed (part-time)	4490
Sydney - South West	20-24		435
Sydney - South West	20-24	Employed (away from work)	269
Sydney - South West	20-24	Employed (full-time)	6451
Sydney - South West	20-24	Employed (part-time)	5280
Sydney - South West	25-29		414
Sydney - South West	25-29	Employed (away from work)	405
Sydney - South West	25-29	Employed (full-time)	9939
Sydney - South West	25-29	Employed (part-time)	3171
Sydney - South West	30-34		369
Sydney - South West	30-34	Employed (away from work)	600
Sydney - South West	30-34	Employed (full-time)	9783
Sydney - South West	30-34	Employed (part-time)	3526
Sydney - South West	35-39		320
Sydney - South West	35-39	Employed (away from work)	364
Sydney - South West	35-39	Employed (full-time)	9025
Sydney - South West	35-39	Employed (part-time)	3640
Sydney - South West	40-44		327
Sydney - South West	40-44	Employed (away from work)	246
Sydney - South West	40-44	Employed (full-time)	9710
Sydney - South West	40-44	Employed (part-time)	4025
Sydney - South West	45-49		314
Sydney - South West	45-49	Employed (away from work)	207
Sydney - South West	45-49	Employed (full-time)	9696
Sydney - South West	45-49	Employed (part-time)	3671
Sydney - South West	50-54		324
Sydney - South West	50-54	Employed (away from work)	277
Sydney - South West	50-54	Employed (full-time)	9280
Sydney - South West	50-54	Employed (part-time)	3368
Sydney - South West	55-59		233
Sydney - South West	55-59	Employed (away from work)	279
Sydney - South West	55-59	Employed (full-time)	7891
Sydney - South West	55-59	Employed (part-time)	2976
Sydney - South West	60-64		165
Sydney - South West	60-64	Employed (away from work)	210
Sydney - South West	60-64	Employed (full-time)	4527
Sydney - South West	60-64	Employed (part-time)	2197
Sydney - South West	65-69		76
Sydney - South West	65-69	Employed (away from work)	109
Sydney - South West	65-69	Employed (full-time)	1607
Sydney - South West	65-69	Employed (part-time)	1146
Sydney - South West	70-74		26
Sydney - South West	70-74	Employed (away from work)	41
Sydney - South West	70-74	Employed (full-time)	356
Sydney - South West	70-74	Employed (part-time)	438
Sydney - South West	75+		29
Sydney - South West	75+	Employed (away from work)	23
Sydney - South West	75+	Employed (full-time)	135
Sydney - South West	75+	Employed (part-time)	207
Sydney - Sutherland	15-19		90
Sydney - Sutherland	15-19	Employed (away from work)	198
Sydney - Sutherland	15-19	Employed (full-time)	834
Sydney - Sutherland	15-19	Employed (part-time)	4308
Sydney - Sutherland	20-24		141
Sydney - Sutherland	20-24	Employed (away from work)	182
Sydney - Sutherland	20-24	Employed (full-time)	3204
Sydney - Sutherland	20-24	Employed (part-time)	3741
Sydney - Sutherland	25-29		126
Sydney - Sutherland	25-29	Employed (away from work)	198
Sydney - Sutherland	25-29	Employed (full-time)	4436
Sydney - Sutherland	25-29	Employed (part-time)	1834
Sydney - Sutherland	30-34		129
Sydney - Sutherland	30-34	Employed (away from work)	271
Sydney - Sutherland	30-34	Employed (full-time)	3936
Sydney - Sutherland	30-34	Employed (part-time)	1935
Sydney - Sutherland	35-39		116
Sydney - Sutherland	35-39	Employed (away from work)	191
Sydney - Sutherland	35-39	Employed (full-time)	3833
Sydney - Sutherland	35-39	Employed (part-time)	2240
Sydney - Sutherland	40-44		103
Sydney - Sutherland	40-44	Employed (away from work)	120
Sydney - Sutherland	40-44	Employed (full-time)	4210
Sydney - Sutherland	40-44	Employed (part-time)	2591
Sydney - Sutherland	45-49		103
Sydney - Sutherland	45-49	Employed (away from work)	120
Sydney - Sutherland	45-49	Employed (full-time)	4353
Sydney - Sutherland	45-49	Employed (part-time)	2374
Sydney - Sutherland	50-54		110
Sydney - Sutherland	50-54	Employed (away from work)	128
Sydney - Sutherland	50-54	Employed (full-time)	4202
Sydney - Sutherland	50-54	Employed (part-time)	2309
Sydney - Sutherland	55-59		79
Sydney - Sutherland	55-59	Employed (away from work)	187
Sydney - Sutherland	55-59	Employed (full-time)	3700
Sydney - Sutherland	55-59	Employed (part-time)	2264
Sydney - Sutherland	60-64		44
Sydney - Sutherland	60-64	Employed (away from work)	171
Sydney - Sutherland	60-64	Employed (full-time)	2098
Sydney - Sutherland	60-64	Employed (part-time)	1903
Sydney - Sutherland	65-69		26
Sydney - Sutherland	65-69	Employed (away from work)	88
Sydney - Sutherland	65-69	Employed (full-time)	812
Sydney - Sutherland	65-69	Employed (part-time)	1172
Sydney - Sutherland	70-74		19
Sydney - Sutherland	70-74	Employed (away from work)	33
Sydney - Sutherland	70-74	Employed (full-time)	204
Sydney - Sutherland	70-74	Employed (part-time)	549
Sydney - Sutherland	75+		19
Sydney - Sutherland	75+	Employed (away from work)	25
Sydney - Sutherland	75+	Employed (full-time)	86
Sydney - Sutherland	75+	Employed (part-time)	231
Migratory - Offshore - Shipping (NSW)	20-24	Employed (away from work)	3
Migratory - Offshore - Shipping (NSW)	20-24	Employed (full-time)	3
Migratory - Offshore - Shipping (NSW)	25-29	Employed (full-time)	9
Migratory - Offshore - Shipping (NSW)	30-34	Employed (full-time)	9
Migratory - Offshore - Shipping (NSW)	35-39	Employed (full-time)	3
Migratory - Offshore - Shipping (NSW)	40-44	Employed (away from work)	3
Migratory - Offshore - Shipping (NSW)	40-44	Employed (full-time)	10
Migratory - Offshore - Shipping (NSW)	45-49	Employed (away from work)	3
Migratory - Offshore - Shipping (NSW)	45-49	Employed (full-time)	3
Migratory - Offshore - Shipping (NSW)	45-49	Employed (part-time)	3
Migratory - Offshore - Shipping (NSW)	50-54	Employed (away from work)	3
Migratory - Offshore - Shipping (NSW)	50-54	Employed (full-time)	5
Migratory - Offshore - Shipping (NSW)	50-54	Employed (part-time)	4
Migratory - Offshore - Shipping (NSW)	55-59	Employed (away from work)	3
Migratory - Offshore - Shipping (NSW)	55-59	Employed (full-time)	3
Migratory - Offshore - Shipping (NSW)	60-64	Employed (full-time)	3
Migratory - Offshore - Shipping (NSW)	70-74	Employed (part-time)	3
No usual address (NSW)	15-19		259
No usual address (NSW)	15-19	Employed (away from work)	235
No usual address (NSW)	15-19	Employed (full-time)	3060
No usual address (NSW)	15-19	Employed (part-time)	2653
No usual address (NSW)	20-24		501
No usual address (NSW)	20-24	Employed (away from work)	558
No usual address (NSW)	20-24	Employed (full-time)	7947
No usual address (NSW)	20-24	Employed (part-time)	4758
No usual address (NSW)	25-29		433
No usual address (NSW)	25-29	Employed (away from work)	585
No usual address (NSW)	25-29	Employed (full-time)	9593
No usual address (NSW)	25-29	Employed (part-time)	4190
No usual address (NSW)	30-34		410
No usual address (NSW)	30-34	Employed (away from work)	638
No usual address (NSW)	30-34	Employed (full-time)	9763
No usual address (NSW)	30-34	Employed (part-time)	4303
No usual address (NSW)	35-39		326
No usual address (NSW)	35-39	Employed (away from work)	553
No usual address (NSW)	35-39	Employed (full-time)	9328
No usual address (NSW)	35-39	Employed (part-time)	4434
No usual address (NSW)	40-44		347
No usual address (NSW)	40-44	Employed (away from work)	518
No usual address (NSW)	40-44	Employed (full-time)	9854
No usual address (NSW)	40-44	Employed (part-time)	5299
No usual address (NSW)	45-49		396
No usual address (NSW)	45-49	Employed (away from work)	557
No usual address (NSW)	45-49	Employed (full-time)	9568
No usual address (NSW)	45-49	Employed (part-time)	5621
No usual address (NSW)	50-54		362
No usual address (NSW)	50-54	Employed (away from work)	670
No usual address (NSW)	50-54	Employed (full-time)	9145
No usual address (NSW)	50-54	Employed (part-time)	6045
No usual address (NSW)	55-59		298
No usual address (NSW)	55-59	Employed (away from work)	690
No usual address (NSW)	55-59	Employed (full-time)	7214
No usual address (NSW)	55-59	Employed (part-time)	5963
No usual address (NSW)	60-64		196
No usual address (NSW)	60-64	Employed (away from work)	567
No usual address (NSW)	60-64	Employed (full-time)	4163
No usual address (NSW)	60-64	Employed (part-time)	4742
No usual address (NSW)	65-69		117
No usual address (NSW)	65-69	Employed (away from work)	310
No usual address (NSW)	65-69	Employed (full-time)	1500
No usual address (NSW)	65-69	Employed (part-time)	2490
No usual address (NSW)	70-74		57
No usual address (NSW)	70-74	Employed (away from work)	117
No usual address (NSW)	70-74	Employed (full-time)	359
No usual address (NSW)	70-74	Employed (part-time)	970
No usual address (NSW)	75+		98
No usual address (NSW)	75+	Employed (away from work)	76
No usual address (NSW)	75+	Employed (full-time)	128
No usual address (NSW)	75+	Employed (part-time)	389
Ballarat	15-19		125
Ballarat	15-19	Employed (away from work)	125
Ballarat	15-19	Employed (full-time)	630
Ballarat	15-19	Employed (part-time)	2779
Ballarat	20-24		169
Ballarat	20-24	Employed (away from work)	207
Ballarat	20-24	Employed (full-time)	2736
Ballarat	20-24	Employed (part-time)	2734
Ballarat	25-29		98
Ballarat	25-29	Employed (away from work)	230
Ballarat	25-29	Employed (full-time)	3667
Ballarat	25-29	Employed (part-time)	1720
Ballarat	30-34		100
Ballarat	30-34	Employed (away from work)	329
Ballarat	30-34	Employed (full-time)	3330
Ballarat	30-34	Employed (part-time)	1799
Ballarat	35-39		85
Ballarat	35-39	Employed (away from work)	238
Ballarat	35-39	Employed (full-time)	3345
Ballarat	35-39	Employed (part-time)	2025
Ballarat	40-44		100
Ballarat	40-44	Employed (away from work)	196
Ballarat	40-44	Employed (full-time)	3882
Ballarat	40-44	Employed (part-time)	2281
Ballarat	45-49		105
Ballarat	45-49	Employed (away from work)	170
Ballarat	45-49	Employed (full-time)	4092
Ballarat	45-49	Employed (part-time)	2260
Ballarat	50-54		114
Ballarat	50-54	Employed (away from work)	240
Ballarat	50-54	Employed (full-time)	4208
Ballarat	50-54	Employed (part-time)	2228
Ballarat	55-59		82
Ballarat	55-59	Employed (away from work)	284
Ballarat	55-59	Employed (full-time)	3638
Ballarat	55-59	Employed (part-time)	2197
Ballarat	60-64		84
Ballarat	60-64	Employed (away from work)	251
Ballarat	60-64	Employed (full-time)	2153
Ballarat	60-64	Employed (part-time)	1828
Ballarat	65-69		47
Ballarat	65-69	Employed (away from work)	128
Ballarat	65-69	Employed (full-time)	731
Ballarat	65-69	Employed (part-time)	1005
Ballarat	70-74		24
Ballarat	70-74	Employed (away from work)	35
Ballarat	70-74	Employed (full-time)	248
Ballarat	70-74	Employed (part-time)	363
Ballarat	75+		40
Ballarat	75+	Employed (away from work)	39
Ballarat	75+	Employed (full-time)	138
Ballarat	75+	Employed (part-time)	212
Bendigo	15-19		107
Bendigo	15-19	Employed (away from work)	151
Bendigo	15-19	Employed (full-time)	627
Bendigo	15-19	Employed (part-time)	2816
Bendigo	20-24		139
Bendigo	20-24	Employed (away from work)	195
Bendigo	20-24	Employed (full-time)	2932
Bendigo	20-24	Employed (part-time)	2577
Bendigo	25-29		88
Bendigo	25-29	Employed (away from work)	242
Bendigo	25-29	Employed (full-time)	3882
Bendigo	25-29	Employed (part-time)	1543
Bendigo	30-34		89
Bendigo	30-34	Employed (away from work)	314
Bendigo	30-34	Employed (full-time)	3498
Bendigo	30-34	Employed (part-time)	1825
Bendigo	35-39		81
Bendigo	35-39	Employed (away from work)	250
Bendigo	35-39	Employed (full-time)	3314
Bendigo	35-39	Employed (part-time)	1963
Bendigo	40-44		94
Bendigo	40-44	Employed (away from work)	190
Bendigo	40-44	Employed (full-time)	3813
Bendigo	40-44	Employed (part-time)	2164
Bendigo	45-49		98
Bendigo	45-49	Employed (away from work)	188
Bendigo	45-49	Employed (full-time)	4185
Bendigo	45-49	Employed (part-time)	2313
Bendigo	50-54		96
Bendigo	50-54	Employed (away from work)	262
Bendigo	50-54	Employed (full-time)	4196
Bendigo	50-54	Employed (part-time)	2198
Bendigo	55-59		99
Bendigo	55-59	Employed (away from work)	276
Bendigo	55-59	Employed (full-time)	3680
Bendigo	55-59	Employed (part-time)	2330
Bendigo	60-64		71
Bendigo	60-64	Employed (away from work)	265
Bendigo	60-64	Employed (full-time)	2254
Bendigo	60-64	Employed (part-time)	1927
Bendigo	65-69		47
Bendigo	65-69	Employed (away from work)	144
Bendigo	65-69	Employed (full-time)	730
Bendigo	65-69	Employed (part-time)	995
Bendigo	70-74		21
Bendigo	70-74	Employed (away from work)	38
Bendigo	70-74	Employed (full-time)	225
Bendigo	70-74	Employed (part-time)	398
Bendigo	75+		33
Bendigo	75+	Employed (away from work)	23
Bendigo	75+	Employed (full-time)	163
Bendigo	75+	Employed (part-time)	253
Geelong	15-19		204
Geelong	15-19	Employed (away from work)	289
Geelong	15-19	Employed (full-time)	872
Geelong	15-19	Employed (part-time)	5255
Geelong	20-24		281
Geelong	20-24	Employed (away from work)	326
Geelong	20-24	Employed (full-time)	4662
Geelong	20-24	Employed (part-time)	5293
Geelong	25-29		202
Geelong	25-29	Employed (away from work)	425
Geelong	25-29	Employed (full-time)	7282
Geelong	25-29	Employed (part-time)	2953
Geelong	30-34		178
Geelong	30-34	Employed (away from work)	605
Geelong	30-34	Employed (full-time)	7122
Geelong	30-34	Employed (part-time)	3282
Geelong	35-39		143
Geelong	35-39	Employed (away from work)	435
Geelong	35-39	Employed (full-time)	6454
Geelong	35-39	Employed (part-time)	3762
Geelong	40-44		169
Geelong	40-44	Employed (away from work)	339
Geelong	40-44	Employed (full-time)	7221
Geelong	40-44	Employed (part-time)	4344
Geelong	45-49		183
Geelong	45-49	Employed (away from work)	314
Geelong	45-49	Employed (full-time)	7327
Geelong	45-49	Employed (part-time)	4088
Geelong	50-54		148
Geelong	50-54	Employed (away from work)	347
Geelong	50-54	Employed (full-time)	7125
Geelong	50-54	Employed (part-time)	3873
Geelong	55-59		147
Geelong	55-59	Employed (away from work)	416
Geelong	55-59	Employed (full-time)	5985
Geelong	55-59	Employed (part-time)	3860
Geelong	60-64		110
Geelong	60-64	Employed (away from work)	362
Geelong	60-64	Employed (full-time)	3336
Geelong	60-64	Employed (part-time)	3220
Geelong	65-69		48
Geelong	65-69	Employed (away from work)	169
Geelong	65-69	Employed (full-time)	1066
Geelong	65-69	Employed (part-time)	1699
Geelong	70-74		41
Geelong	70-74	Employed (away from work)	63
Geelong	70-74	Employed (full-time)	285
Geelong	70-74	Employed (part-time)	655
Geelong	75+		52
Geelong	75+	Employed (away from work)	31
Geelong	75+	Employed (full-time)	145
Geelong	75+	Employed (part-time)	298
Hume	15-19		132
Hume	15-19	Employed (away from work)	177
Hume	15-19	Employed (full-time)	1164
Hume	15-19	Employed (part-time)	2843
Hume	20-24		171
Hume	20-24	Employed (away from work)	201
Hume	20-24	Employed (full-time)	3658
Hume	20-24	Employed (part-time)	1857
Hume	25-29		119
Hume	25-29	Employed (away from work)	242
Hume	25-29	Employed (full-time)	3913
Hume	25-29	Employed (part-time)	1454
Hume	30-34		115
Hume	30-34	Employed (away from work)	308
Hume	30-34	Employed (full-time)	3724
Hume	30-34	Employed (part-time)	1742
Hume	35-39		111
Hume	35-39	Employed (away from work)	218
Hume	35-39	Employed (full-time)	3684
Hume	35-39	Employed (part-time)	1905
Hume	40-44		133
Hume	40-44	Employed (away from work)	195
Hume	40-44	Employed (full-time)	4347
Hume	40-44	Employed (part-time)	2275
Hume	45-49		119
Hume	45-49	Employed (away from work)	207
Hume	45-49	Employed (full-time)	4854
Hume	45-49	Employed (part-time)	2370
Hume	50-54		128
Hume	50-54	Employed (away from work)	274
Hume	50-54	Employed (full-time)	5104
Hume	50-54	Employed (part-time)	2422
Hume	55-59		121
Hume	55-59	Employed (away from work)	386
Hume	55-59	Employed (full-time)	4662
Hume	55-59	Employed (part-time)	2656
Hume	60-64		98
Hume	60-64	Employed (away from work)	361
Hume	60-64	Employed (full-time)	3003
Hume	60-64	Employed (part-time)	2319
Hume	65-69		65
Hume	65-69	Employed (away from work)	202
Hume	65-69	Employed (full-time)	1219
Hume	65-69	Employed (part-time)	1321
Hume	70-74		47
Hume	70-74	Employed (away from work)	54
Hume	70-74	Employed (full-time)	460
Hume	70-74	Employed (part-time)	555
Hume	75+		57
Hume	75+	Employed (away from work)	66
Hume	75+	Employed (full-time)	325
Hume	75+	Employed (part-time)	367
Latrobe - Gippsland	15-19		219
Latrobe - Gippsland	15-19	Employed (away from work)	227
Latrobe - Gippsland	15-19	Employed (full-time)	1216
Latrobe - Gippsland	15-19	Employed (part-time)	4432
Latrobe - Gippsland	20-24		234
Latrobe - Gippsland	20-24	Employed (away from work)	284
Latrobe - Gippsland	20-24	Employed (full-time)	4556
Latrobe - Gippsland	20-24	Employed (part-time)	3079
Latrobe - Gippsland	25-29		175
Latrobe - Gippsland	25-29	Employed (away from work)	428
Latrobe - Gippsland	25-29	Employed (full-time)	5673
Latrobe - Gippsland	25-29	Employed (part-time)	2433
Latrobe - Gippsland	30-34		150
Latrobe - Gippsland	30-34	Employed (away from work)	530
Latrobe - Gippsland	30-34	Employed (full-time)	5429
Latrobe - Gippsland	30-34	Employed (part-time)	3066
Latrobe - Gippsland	35-39		174
Latrobe - Gippsland	35-39	Employed (away from work)	357
Latrobe - Gippsland	35-39	Employed (full-time)	5188
Latrobe - Gippsland	35-39	Employed (part-time)	3156
Latrobe - Gippsland	40-44		164
Latrobe - Gippsland	40-44	Employed (away from work)	317
Latrobe - Gippsland	40-44	Employed (full-time)	6056
Latrobe - Gippsland	40-44	Employed (part-time)	3475
Latrobe - Gippsland	45-49		173
Latrobe - Gippsland	45-49	Employed (away from work)	371
Latrobe - Gippsland	45-49	Employed (full-time)	6802
Latrobe - Gippsland	45-49	Employed (part-time)	3864
Latrobe - Gippsland	50-54		223
Latrobe - Gippsland	50-54	Employed (away from work)	518
Latrobe - Gippsland	50-54	Employed (full-time)	6948
Latrobe - Gippsland	50-54	Employed (part-time)	3936
Latrobe - Gippsland	55-59		211
Latrobe - Gippsland	55-59	Employed (away from work)	604
Latrobe - Gippsland	55-59	Employed (full-time)	6490
Latrobe - Gippsland	55-59	Employed (part-time)	4103
Latrobe - Gippsland	60-64		157
Latrobe - Gippsland	60-64	Employed (away from work)	542
Latrobe - Gippsland	60-64	Employed (full-time)	4098
Latrobe - Gippsland	60-64	Employed (part-time)	3569
Latrobe - Gippsland	65-69		105
Latrobe - Gippsland	65-69	Employed (away from work)	267
Latrobe - Gippsland	65-69	Employed (full-time)	1620
Latrobe - Gippsland	65-69	Employed (part-time)	1903
Latrobe - Gippsland	70-74		71
Latrobe - Gippsland	70-74	Employed (away from work)	106
Latrobe - Gippsland	70-74	Employed (full-time)	554
Latrobe - Gippsland	70-74	Employed (part-time)	823
Latrobe - Gippsland	75+		104
Latrobe - Gippsland	75+	Employed (away from work)	74
Latrobe - Gippsland	75+	Employed (full-time)	392
Latrobe - Gippsland	75+	Employed (part-time)	557
Melbourne - Inner	15-19		574
Melbourne - Inner	15-19	Employed (away from work)	443
Melbourne - Inner	15-19	Employed (full-time)	1927
Melbourne - Inner	15-19	Employed (part-time)	10523
Melbourne - Inner	20-24		1668
Melbourne - Inner	20-24	Employed (away from work)	1525
Melbourne - Inner	20-24	Employed (full-time)	28920
Melbourne - Inner	20-24	Employed (part-time)	31222
Melbourne - Inner	25-29		1955
Melbourne - Inner	25-29	Employed (away from work)	2566
Melbourne - Inner	25-29	Employed (full-time)	76762
Melbourne - Inner	25-29	Employed (part-time)	24004
Melbourne - Inner	30-34		1719
Melbourne - Inner	30-34	Employed (away from work)	5128
Melbourne - Inner	30-34	Employed (full-time)	85422
Melbourne - Inner	30-34	Employed (part-time)	20322
Melbourne - Inner	35-39		1212
Melbourne - Inner	35-39	Employed (away from work)	3910
Melbourne - Inner	35-39	Employed (full-time)	69909
Melbourne - Inner	35-39	Employed (part-time)	19226
Melbourne - Inner	40-44		1015
Melbourne - Inner	40-44	Employed (away from work)	1952
Melbourne - Inner	40-44	Employed (full-time)	59135
Melbourne - Inner	40-44	Employed (part-time)	17251
Melbourne - Inner	45-49		964
Melbourne - Inner	45-49	Employed (away from work)	1403
Melbourne - Inner	45-49	Employed (full-time)	52772
Melbourne - Inner	45-49	Employed (part-time)	14636
Melbourne - Inner	50-54		821
Melbourne - Inner	50-54	Employed (away from work)	1285
Melbourne - Inner	50-54	Employed (full-time)	42835
Melbourne - Inner	50-54	Employed (part-time)	11620
Melbourne - Inner	55-59		666
Melbourne - Inner	55-59	Employed (away from work)	1255
Melbourne - Inner	55-59	Employed (full-time)	32249
Melbourne - Inner	55-59	Employed (part-time)	10200
Melbourne - Inner	60-64		417
Melbourne - Inner	60-64	Employed (away from work)	1049
Melbourne - Inner	60-64	Employed (full-time)	17750
Melbourne - Inner	60-64	Employed (part-time)	8776
Melbourne - Inner	65-69		242
Melbourne - Inner	65-69	Employed (away from work)	552
Melbourne - Inner	65-69	Employed (full-time)	6405
Melbourne - Inner	65-69	Employed (part-time)	5720
Melbourne - Inner	70-74		133
Melbourne - Inner	70-74	Employed (away from work)	207
Melbourne - Inner	70-74	Employed (full-time)	1635
Melbourne - Inner	70-74	Employed (part-time)	2400
Melbourne - Inner	75+		188
Melbourne - Inner	75+	Employed (away from work)	106
Melbourne - Inner	75+	Employed (full-time)	709
Melbourne - Inner	75+	Employed (part-time)	1199
Melbourne - Inner East	15-19		140
Melbourne - Inner East	15-19	Employed (away from work)	195
Melbourne - Inner East	15-19	Employed (full-time)	488
Melbourne - Inner East	15-19	Employed (part-time)	5633
Melbourne - Inner East	20-24		313
Melbourne - Inner East	20-24	Employed (away from work)	371
Melbourne - Inner East	20-24	Employed (full-time)	5041
Melbourne - Inner East	20-24	Employed (part-time)	8337
Melbourne - Inner East	25-29		321
Melbourne - Inner East	25-29	Employed (away from work)	493
Melbourne - Inner East	25-29	Employed (full-time)	11433
Melbourne - Inner East	25-29	Employed (part-time)	4824
Melbourne - Inner East	30-34		257
Melbourne - Inner East	30-34	Employed (away from work)	790
Melbourne - Inner East	30-34	Employed (full-time)	11262
Melbourne - Inner East	30-34	Employed (part-time)	4376
Melbourne - Inner East	35-39		230
Melbourne - Inner East	35-39	Employed (away from work)	578
Melbourne - Inner East	35-39	Employed (full-time)	9210
Melbourne - Inner East	35-39	Employed (part-time)	4480
Melbourne - Inner East	40-44		220
Melbourne - Inner East	40-44	Employed (away from work)	272
Melbourne - Inner East	40-44	Employed (full-time)	9407
Melbourne - Inner East	40-44	Employed (part-time)	5113
Melbourne - Inner East	45-49		231
Melbourne - Inner East	45-49	Employed (away from work)	307
Melbourne - Inner East	45-49	Employed (full-time)	9766
Melbourne - Inner East	45-49	Employed (part-time)	5363
Melbourne - Inner East	50-54		218
Melbourne - Inner East	50-54	Employed (away from work)	308
Melbourne - Inner East	50-54	Employed (full-time)	9081
Melbourne - Inner East	50-54	Employed (part-time)	4910
Melbourne - Inner East	55-59		148
Melbourne - Inner East	55-59	Employed (away from work)	363
Melbourne - Inner East	55-59	Employed (full-time)	7609
Melbourne - Inner East	55-59	Employed (part-time)	4482
Melbourne - Inner East	60-64		96
Melbourne - Inner East	60-64	Employed (away from work)	294
Melbourne - Inner East	60-64	Employed (full-time)	4339
Melbourne - Inner East	60-64	Employed (part-time)	3781
Melbourne - Inner East	65-69		82
Melbourne - Inner East	65-69	Employed (away from work)	181
Melbourne - Inner East	65-69	Employed (full-time)	1694
Melbourne - Inner East	65-69	Employed (part-time)	2512
Melbourne - Inner East	70-74		50
Melbourne - Inner East	70-74	Employed (away from work)	79
Melbourne - Inner East	70-74	Employed (full-time)	498
Melbourne - Inner East	70-74	Employed (part-time)	1226
Melbourne - Inner East	75+		53
Melbourne - Inner East	75+	Employed (away from work)	45
Melbourne - Inner East	75+	Employed (full-time)	176
Melbourne - Inner East	75+	Employed (part-time)	636
Melbourne - Inner South	15-19		158
Melbourne - Inner South	15-19	Employed (away from work)	252
Melbourne - Inner South	15-19	Employed (full-time)	733
Melbourne - Inner South	15-19	Employed (part-time)	6614
Melbourne - Inner South	20-24		336
Melbourne - Inner South	20-24	Employed (away from work)	403
Melbourne - Inner South	20-24	Employed (full-time)	5802
Melbourne - Inner South	20-24	Employed (part-time)	9459
Melbourne - Inner South	25-29		359
Melbourne - Inner South	25-29	Employed (away from work)	449
Melbourne - Inner South	25-29	Employed (full-time)	10746
Melbourne - Inner South	25-29	Employed (part-time)	4803
Melbourne - Inner South	30-34		314
Melbourne - Inner South	30-34	Employed (away from work)	676
Melbourne - Inner South	30-34	Employed (full-time)	11171
Melbourne - Inner South	30-34	Employed (part-time)	4367
Melbourne - Inner South	35-39		270
Melbourne - Inner South	35-39	Employed (away from work)	478
Melbourne - Inner South	35-39	Employed (full-time)	9405
