SA4_NAME16	Age	EmploymentStatus	Sex	workers
New England and North West	45-49	Owner managers of incorporated enterprises	M	362
New England and North West	45-49	Owner managers of unincorporated enterprises	F	365
New England and North West	45-49	Owner managers of unincorporated enterprises	M	523
New England and North West	50-54		F	62
New England and North West	50-54		M	51
New England and North West	50-54	Contributing family workers	F	167
New England and North West	50-54	Contributing family workers	M	158
New England and North West	50-54	Employee	F	3374
New England and North West	50-54	Employee	M	2816
New England and North West	50-54	Owner managers of incorporated enterprises	F	199
New England and North West	50-54	Owner managers of incorporated enterprises	M	438
New England and North West	50-54	Owner managers of unincorporated enterprises	F	368
New England and North West	50-54	Owner managers of unincorporated enterprises	M	682
New England and North West	55-59		F	55
New England and North West	55-59		M	67
New England and North West	55-59	Contributing family workers	F	214
New England and North West	55-59	Contributing family workers	M	195
New England and North West	55-59	Employee	F	3077
New England and North West	55-59	Employee	M	2643
New England and North West	55-59	Owner managers of incorporated enterprises	F	219
New England and North West	55-59	Owner managers of incorporated enterprises	M	405
New England and North West	55-59	Owner managers of unincorporated enterprises	F	418
New England and North West	55-59	Owner managers of unincorporated enterprises	M	701
New England and North West	60-64		F	48
New England and North West	60-64		M	73
New England and North West	60-64	Contributing family workers	F	218
New England and North West	60-64	Contributing family workers	M	237
New England and North West	60-64	Employee	F	1878
New England and North West	60-64	Employee	M	1818
New England and North West	60-64	Owner managers of incorporated enterprises	F	146
New England and North West	60-64	Owner managers of incorporated enterprises	M	343
New England and North West	60-64	Owner managers of unincorporated enterprises	F	358
New England and North West	60-64	Owner managers of unincorporated enterprises	M	684
New England and North West	65-69		F	31
New England and North West	65-69		M	44
New England and North West	65-69	Contributing family workers	F	195
New England and North West	65-69	Contributing family workers	M	246
New England and North West	65-69	Employee	F	644
New England and North West	65-69	Employee	M	748
New England and North West	65-69	Owner managers of incorporated enterprises	F	96
New England and North West	65-69	Owner managers of incorporated enterprises	M	220
New England and North West	65-69	Owner managers of unincorporated enterprises	F	267
New England and North West	65-69	Owner managers of unincorporated enterprises	M	481
New England and North West	70-74		F	21
New England and North West	70-74		M	25
New England and North West	70-74	Contributing family workers	F	157
New England and North West	70-74	Contributing family workers	M	205
New England and North West	70-74	Employee	F	199
New England and North West	70-74	Employee	M	226
New England and North West	70-74	Owner managers of incorporated enterprises	F	48
New England and North West	70-74	Owner managers of incorporated enterprises	M	111
New England and North West	70-74	Owner managers of unincorporated enterprises	F	140
New England and North West	70-74	Owner managers of unincorporated enterprises	M	311
New England and North West	75+		F	29
New England and North West	75+		M	44
New England and North West	75+	Contributing family workers	F	139
New England and North West	75+	Contributing family workers	M	256
New England and North West	75+	Employee	F	70
New England and North West	75+	Employee	M	103
New England and North West	75+	Owner managers of incorporated enterprises	F	25
New England and North West	75+	Owner managers of incorporated enterprises	M	74
New England and North West	75+	Owner managers of unincorporated enterprises	F	90
New England and North West	75+	Owner managers of unincorporated enterprises	M	231
Newcastle and Lake Macquarie	15-19		F	41
Newcastle and Lake Macquarie	15-19		M	45
Newcastle and Lake Macquarie	15-19	Contributing family workers	F	17
Newcastle and Lake Macquarie	15-19	Contributing family workers	M	16
Newcastle and Lake Macquarie	15-19	Employee	F	4839
Newcastle and Lake Macquarie	15-19	Employee	M	4072
Newcastle and Lake Macquarie	15-19	Owner managers of incorporated enterprises	F	20
Newcastle and Lake Macquarie	15-19	Owner managers of incorporated enterprises	M	10
Newcastle and Lake Macquarie	15-19	Owner managers of unincorporated enterprises	F	23
Newcastle and Lake Macquarie	15-19	Owner managers of unincorporated enterprises	M	29
Newcastle and Lake Macquarie	20-24		F	51
Newcastle and Lake Macquarie	20-24		M	72
Newcastle and Lake Macquarie	20-24	Contributing family workers	F	11
Newcastle and Lake Macquarie	20-24	Contributing family workers	M	22
Newcastle and Lake Macquarie	20-24	Employee	F	8230
Newcastle and Lake Macquarie	20-24	Employee	M	7346
Newcastle and Lake Macquarie	20-24	Owner managers of incorporated enterprises	F	26
Newcastle and Lake Macquarie	20-24	Owner managers of incorporated enterprises	M	47
Newcastle and Lake Macquarie	20-24	Owner managers of unincorporated enterprises	F	129
Newcastle and Lake Macquarie	20-24	Owner managers of unincorporated enterprises	M	151
Newcastle and Lake Macquarie	25-29		F	34
Newcastle and Lake Macquarie	25-29		M	65
Newcastle and Lake Macquarie	25-29	Contributing family workers	F	22
Newcastle and Lake Macquarie	25-29	Contributing family workers	M	24
Newcastle and Lake Macquarie	25-29	Employee	F	8173
Newcastle and Lake Macquarie	25-29	Employee	M	7316
Newcastle and Lake Macquarie	25-29	Owner managers of incorporated enterprises	F	98
Newcastle and Lake Macquarie	25-29	Owner managers of incorporated enterprises	M	215
Newcastle and Lake Macquarie	25-29	Owner managers of unincorporated enterprises	F	246
Newcastle and Lake Macquarie	25-29	Owner managers of unincorporated enterprises	M	348
Newcastle and Lake Macquarie	30-34		F	38
Newcastle and Lake Macquarie	30-34		M	58
Newcastle and Lake Macquarie	30-34	Contributing family workers	F	68
Newcastle and Lake Macquarie	30-34	Contributing family workers	M	43
Newcastle and Lake Macquarie	30-34	Employee	F	7744
Newcastle and Lake Macquarie	30-34	Employee	M	7194
Newcastle and Lake Macquarie	30-34	Owner managers of incorporated enterprises	F	189
Newcastle and Lake Macquarie	30-34	Owner managers of incorporated enterprises	M	452
Newcastle and Lake Macquarie	30-34	Owner managers of unincorporated enterprises	F	421
Newcastle and Lake Macquarie	30-34	Owner managers of unincorporated enterprises	M	492
Newcastle and Lake Macquarie	35-39		F	42
Newcastle and Lake Macquarie	35-39		M	41
Newcastle and Lake Macquarie	35-39	Contributing family workers	F	71
Newcastle and Lake Macquarie	35-39	Contributing family workers	M	48
Newcastle and Lake Macquarie	35-39	Employee	F	7254
Newcastle and Lake Macquarie	35-39	Employee	M	6570
Newcastle and Lake Macquarie	35-39	Owner managers of incorporated enterprises	F	302
Newcastle and Lake Macquarie	35-39	Owner managers of incorporated enterprises	M	671
Newcastle and Lake Macquarie	35-39	Owner managers of unincorporated enterprises	F	516
Newcastle and Lake Macquarie	35-39	Owner managers of unincorporated enterprises	M	467
Newcastle and Lake Macquarie	40-44		F	58
Newcastle and Lake Macquarie	40-44		M	61
Newcastle and Lake Macquarie	40-44	Contributing family workers	F	95
Newcastle and Lake Macquarie	40-44	Contributing family workers	M	63
Newcastle and Lake Macquarie	40-44	Employee	F	7885
Newcastle and Lake Macquarie	40-44	Employee	M	6774
Newcastle and Lake Macquarie	40-44	Owner managers of incorporated enterprises	F	392
Newcastle and Lake Macquarie	40-44	Owner managers of incorporated enterprises	M	796
Newcastle and Lake Macquarie	40-44	Owner managers of unincorporated enterprises	F	578
Newcastle and Lake Macquarie	40-44	Owner managers of unincorporated enterprises	M	578
Newcastle and Lake Macquarie	45-49		F	65
Newcastle and Lake Macquarie	45-49		M	60
Newcastle and Lake Macquarie	45-49	Contributing family workers	F	101
Newcastle and Lake Macquarie	45-49	Contributing family workers	M	63
Newcastle and Lake Macquarie	45-49	Employee	F	8153
Newcastle and Lake Macquarie	45-49	Employee	M	6647
Newcastle and Lake Macquarie	45-49	Owner managers of incorporated enterprises	F	394
Newcastle and Lake Macquarie	45-49	Owner managers of incorporated enterprises	M	888
Newcastle and Lake Macquarie	45-49	Owner managers of unincorporated enterprises	F	534
Newcastle and Lake Macquarie	45-49	Owner managers of unincorporated enterprises	M	646
Newcastle and Lake Macquarie	50-54		F	65
Newcastle and Lake Macquarie	50-54		M	71
Newcastle and Lake Macquarie	50-54	Contributing family workers	F	108
Newcastle and Lake Macquarie	50-54	Contributing family workers	M	70
Newcastle and Lake Macquarie	50-54	Employee	F	7908
Newcastle and Lake Macquarie	50-54	Employee	M	6354
Newcastle and Lake Macquarie	50-54	Owner managers of incorporated enterprises	F	380
Newcastle and Lake Macquarie	50-54	Owner managers of incorporated enterprises	M	856
Newcastle and Lake Macquarie	50-54	Owner managers of unincorporated enterprises	F	476
Newcastle and Lake Macquarie	50-54	Owner managers of unincorporated enterprises	M	633
Newcastle and Lake Macquarie	55-59		F	65
Newcastle and Lake Macquarie	55-59		M	68
Newcastle and Lake Macquarie	55-59	Contributing family workers	F	89
Newcastle and Lake Macquarie	55-59	Contributing family workers	M	72
Newcastle and Lake Macquarie	55-59	Employee	F	6799
Newcastle and Lake Macquarie	55-59	Employee	M	5821
Newcastle and Lake Macquarie	55-59	Owner managers of incorporated enterprises	F	321
Newcastle and Lake Macquarie	55-59	Owner managers of incorporated enterprises	M	763
Newcastle and Lake Macquarie	55-59	Owner managers of unincorporated enterprises	F	411
Newcastle and Lake Macquarie	55-59	Owner managers of unincorporated enterprises	M	662
Newcastle and Lake Macquarie	60-64		F	40
Newcastle and Lake Macquarie	60-64		M	56
Newcastle and Lake Macquarie	60-64	Contributing family workers	F	64
Newcastle and Lake Macquarie	60-64	Contributing family workers	M	77
Newcastle and Lake Macquarie	60-64	Employee	F	3891
Newcastle and Lake Macquarie	60-64	Employee	M	3517
Newcastle and Lake Macquarie	60-64	Owner managers of incorporated enterprises	F	223
Newcastle and Lake Macquarie	60-64	Owner managers of incorporated enterprises	M	548
Newcastle and Lake Macquarie	60-64	Owner managers of unincorporated enterprises	F	291
Newcastle and Lake Macquarie	60-64	Owner managers of unincorporated enterprises	M	529
Newcastle and Lake Macquarie	65-69		F	26
Newcastle and Lake Macquarie	65-69		M	23
Newcastle and Lake Macquarie	65-69	Contributing family workers	F	64
Newcastle and Lake Macquarie	65-69	Contributing family workers	M	72
Newcastle and Lake Macquarie	65-69	Employee	F	1175
Newcastle and Lake Macquarie	65-69	Employee	M	1163
Newcastle and Lake Macquarie	65-69	Owner managers of incorporated enterprises	F	117
Newcastle and Lake Macquarie	65-69	Owner managers of incorporated enterprises	M	320
Newcastle and Lake Macquarie	65-69	Owner managers of unincorporated enterprises	F	146
Newcastle and Lake Macquarie	65-69	Owner managers of unincorporated enterprises	M	315
Newcastle and Lake Macquarie	70-74		F	23
Newcastle and Lake Macquarie	70-74		M	25
Newcastle and Lake Macquarie	70-74	Contributing family workers	F	41
Newcastle and Lake Macquarie	70-74	Contributing family workers	M	50
Newcastle and Lake Macquarie	70-74	Employee	F	258
Newcastle and Lake Macquarie	70-74	Employee	M	356
Newcastle and Lake Macquarie	70-74	Owner managers of incorporated enterprises	F	52
Newcastle and Lake Macquarie	70-74	Owner managers of incorporated enterprises	M	142
Newcastle and Lake Macquarie	70-74	Owner managers of unincorporated enterprises	F	70
Newcastle and Lake Macquarie	70-74	Owner managers of unincorporated enterprises	M	133
Newcastle and Lake Macquarie	75+		F	18
Newcastle and Lake Macquarie	75+		M	27
Newcastle and Lake Macquarie	75+	Contributing family workers	F	24
Newcastle and Lake Macquarie	75+	Contributing family workers	M	52
Newcastle and Lake Macquarie	75+	Employee	F	99
Newcastle and Lake Macquarie	75+	Employee	M	149
Newcastle and Lake Macquarie	75+	Owner managers of incorporated enterprises	F	26
Newcastle and Lake Macquarie	75+	Owner managers of incorporated enterprises	M	76
Newcastle and Lake Macquarie	75+	Owner managers of unincorporated enterprises	F	20
Newcastle and Lake Macquarie	75+	Owner managers of unincorporated enterprises	M	75
Richmond - Tweed	15-19		F	49
Richmond - Tweed	15-19		M	40
Richmond - Tweed	15-19	Contributing family workers	F	20
Richmond - Tweed	15-19	Contributing family workers	M	29
Richmond - Tweed	15-19	Employee	F	2738
Richmond - Tweed	15-19	Employee	M	2371
Richmond - Tweed	15-19	Owner managers of incorporated enterprises	F	3
Richmond - Tweed	15-19	Owner managers of unincorporated enterprises	F	12
Richmond - Tweed	15-19	Owner managers of unincorporated enterprises	M	18
Richmond - Tweed	20-24		F	25
Richmond - Tweed	20-24		M	52
Richmond - Tweed	20-24	Contributing family workers	F	21
Richmond - Tweed	20-24	Contributing family workers	M	17
Richmond - Tweed	20-24	Employee	F	2902
Richmond - Tweed	20-24	Employee	M	2906
Richmond - Tweed	20-24	Owner managers of incorporated enterprises	F	13
Richmond - Tweed	20-24	Owner managers of incorporated enterprises	M	25
Richmond - Tweed	20-24	Owner managers of unincorporated enterprises	F	84
Richmond - Tweed	20-24	Owner managers of unincorporated enterprises	M	89
Richmond - Tweed	25-29		F	27
Richmond - Tweed	25-29		M	28
Richmond - Tweed	25-29	Contributing family workers	F	39
Richmond - Tweed	25-29	Contributing family workers	M	32
Richmond - Tweed	25-29	Employee	F	2860
Richmond - Tweed	25-29	Employee	M	2783
Richmond - Tweed	25-29	Owner managers of incorporated enterprises	F	56
Richmond - Tweed	25-29	Owner managers of incorporated enterprises	M	111
Richmond - Tweed	25-29	Owner managers of unincorporated enterprises	F	197
Richmond - Tweed	25-29	Owner managers of unincorporated enterprises	M	271
Richmond - Tweed	30-34		F	36
Richmond - Tweed	30-34		M	49
Richmond - Tweed	30-34	Contributing family workers	F	75
Richmond - Tweed	30-34	Contributing family workers	M	24
Richmond - Tweed	30-34	Employee	F	3090
Richmond - Tweed	30-34	Employee	M	2849
Richmond - Tweed	30-34	Owner managers of incorporated enterprises	F	139
Richmond - Tweed	30-34	Owner managers of incorporated enterprises	M	225
Richmond - Tweed	30-34	Owner managers of unincorporated enterprises	F	326
Richmond - Tweed	30-34	Owner managers of unincorporated enterprises	M	382
Richmond - Tweed	35-39		F	44
Richmond - Tweed	35-39		M	54
Richmond - Tweed	35-39	Contributing family workers	F	92
Richmond - Tweed	35-39	Contributing family workers	M	39
Richmond - Tweed	35-39	Employee	F	3310
Richmond - Tweed	35-39	Employee	M	2734
Richmond - Tweed	35-39	Owner managers of incorporated enterprises	F	240
Richmond - Tweed	35-39	Owner managers of incorporated enterprises	M	385
Richmond - Tweed	35-39	Owner managers of unincorporated enterprises	F	485
Richmond - Tweed	35-39	Owner managers of unincorporated enterprises	M	551
Richmond - Tweed	40-44		F	49
Richmond - Tweed	40-44		M	67
Richmond - Tweed	40-44	Contributing family workers	F	128
Richmond - Tweed	40-44	Contributing family workers	M	77
Richmond - Tweed	40-44	Employee	F	4019
Richmond - Tweed	40-44	Employee	M	2937
Richmond - Tweed	40-44	Owner managers of incorporated enterprises	F	291
Richmond - Tweed	40-44	Owner managers of incorporated enterprises	M	533
Richmond - Tweed	40-44	Owner managers of unincorporated enterprises	F	590
Richmond - Tweed	40-44	Owner managers of unincorporated enterprises	M	669
Richmond - Tweed	45-49		F	57
Richmond - Tweed	45-49		M	56
Richmond - Tweed	45-49	Contributing family workers	F	121
Richmond - Tweed	45-49	Contributing family workers	M	79
Richmond - Tweed	45-49	Employee	F	4396
Richmond - Tweed	45-49	Employee	M	3058
Richmond - Tweed	45-49	Owner managers of incorporated enterprises	F	308
Richmond - Tweed	45-49	Owner managers of incorporated enterprises	M	536
Richmond - Tweed	45-49	Owner managers of unincorporated enterprises	F	660
Richmond - Tweed	45-49	Owner managers of unincorporated enterprises	M	759
Richmond - Tweed	50-54		F	59
Richmond - Tweed	50-54		M	76
Richmond - Tweed	50-54	Contributing family workers	F	129
Richmond - Tweed	50-54	Contributing family workers	M	87
Richmond - Tweed	50-54	Employee	F	4545
Richmond - Tweed	50-54	Employee	M	3116
Richmond - Tweed	50-54	Owner managers of incorporated enterprises	F	291
Richmond - Tweed	50-54	Owner managers of incorporated enterprises	M	552
Richmond - Tweed	50-54	Owner managers of unincorporated enterprises	F	636
Richmond - Tweed	50-54	Owner managers of unincorporated enterprises	M	896
Richmond - Tweed	55-59		F	80
Richmond - Tweed	55-59		M	66
Richmond - Tweed	55-59	Contributing family workers	F	135
Richmond - Tweed	55-59	Contributing family workers	M	131
Richmond - Tweed	55-59	Employee	F	4398
Richmond - Tweed	55-59	Employee	M	3258
Richmond - Tweed	55-59	Owner managers of incorporated enterprises	F	266
Richmond - Tweed	55-59	Owner managers of incorporated enterprises	M	517
Richmond - Tweed	55-59	Owner managers of unincorporated enterprises	F	591
Richmond - Tweed	55-59	Owner managers of unincorporated enterprises	M	943
Richmond - Tweed	60-64		F	57
Richmond - Tweed	60-64		M	68
Richmond - Tweed	60-64	Contributing family workers	F	113
Richmond - Tweed	60-64	Contributing family workers	M	146
Richmond - Tweed	60-64	Employee	F	2879
Richmond - Tweed	60-64	Employee	M	2208
Richmond - Tweed	60-64	Owner managers of incorporated enterprises	F	192
Richmond - Tweed	60-64	Owner managers of incorporated enterprises	M	431
Richmond - Tweed	60-64	Owner managers of unincorporated enterprises	F	491
Richmond - Tweed	60-64	Owner managers of unincorporated enterprises	M	879
Richmond - Tweed	65-69		F	36
Richmond - Tweed	65-69		M	45
Richmond - Tweed	65-69	Contributing family workers	F	111
Richmond - Tweed	65-69	Contributing family workers	M	165
Richmond - Tweed	65-69	Employee	F	907
Richmond - Tweed	65-69	Employee	M	869
Richmond - Tweed	65-69	Owner managers of incorporated enterprises	F	100
Richmond - Tweed	65-69	Owner managers of incorporated enterprises	M	264
Richmond - Tweed	65-69	Owner managers of unincorporated enterprises	F	266
Richmond - Tweed	65-69	Owner managers of unincorporated enterprises	M	530
Richmond - Tweed	70-74		F	31
Richmond - Tweed	70-74		M	23
Richmond - Tweed	70-74	Contributing family workers	F	67
Richmond - Tweed	70-74	Contributing family workers	M	90
Richmond - Tweed	70-74	Employee	F	200
Richmond - Tweed	70-74	Employee	M	248
Richmond - Tweed	70-74	Owner managers of incorporated enterprises	F	34
Richmond - Tweed	70-74	Owner managers of incorporated enterprises	M	115
Richmond - Tweed	70-74	Owner managers of unincorporated enterprises	F	107
Richmond - Tweed	70-74	Owner managers of unincorporated enterprises	M	239
Richmond - Tweed	75+		F	33
Richmond - Tweed	75+		M	46
Richmond - Tweed	75+	Contributing family workers	F	77
Richmond - Tweed	75+	Contributing family workers	M	124
Richmond - Tweed	75+	Employee	F	61
Richmond - Tweed	75+	Employee	M	114
Richmond - Tweed	75+	Owner managers of incorporated enterprises	F	19
Richmond - Tweed	75+	Owner managers of incorporated enterprises	M	51
Richmond - Tweed	75+	Owner managers of unincorporated enterprises	F	73
Richmond - Tweed	75+	Owner managers of unincorporated enterprises	M	190
Riverina	15-19		F	31
Riverina	15-19		M	32
Riverina	15-19	Contributing family workers	F	28
Riverina	15-19	Contributing family workers	M	42
Riverina	15-19	Employee	F	2048
Riverina	15-19	Employee	M	2176
Riverina	15-19	Owner managers of incorporated enterprises	F	3
Riverina	15-19	Owner managers of incorporated enterprises	M	12
Riverina	15-19	Owner managers of unincorporated enterprises	F	13
Riverina	15-19	Owner managers of unincorporated enterprises	M	13
Riverina	20-24		F	30
Riverina	20-24		M	31
Riverina	20-24	Contributing family workers	F	19
Riverina	20-24	Contributing family workers	M	25
Riverina	20-24	Employee	F	3078
Riverina	20-24	Employee	M	3280
Riverina	20-24	Owner managers of incorporated enterprises	F	7
Riverina	20-24	Owner managers of incorporated enterprises	M	30
Riverina	20-24	Owner managers of unincorporated enterprises	F	65
Riverina	20-24	Owner managers of unincorporated enterprises	M	82
Riverina	25-29		F	28
Riverina	25-29		M	42
Riverina	25-29	Contributing family workers	F	23
Riverina	25-29	Contributing family workers	M	30
Riverina	25-29	Employee	F	3066
Riverina	25-29	Employee	M	3227
Riverina	25-29	Owner managers of incorporated enterprises	F	35
Riverina	25-29	Owner managers of incorporated enterprises	M	97
Riverina	25-29	Owner managers of unincorporated enterprises	F	103
Riverina	25-29	Owner managers of unincorporated enterprises	M	207
Riverina	30-34		F	31
Riverina	30-34		M	37
Riverina	30-34	Contributing family workers	F	70
Riverina	30-34	Contributing family workers	M	37
Riverina	30-34	Employee	F	2762
Riverina	30-34	Employee	M	2913
Riverina	30-34	Owner managers of incorporated enterprises	F	93
Riverina	30-34	Owner managers of incorporated enterprises	M	214
Riverina	30-34	Owner managers of unincorporated enterprises	F	184
Riverina	30-34	Owner managers of unincorporated enterprises	M	284
Riverina	35-39		F	27
Riverina	35-39		M	44
Riverina	35-39	Contributing family workers	F	65
Riverina	35-39	Contributing family workers	M	54
Riverina	35-39	Employee	F	2576
Riverina	35-39	Employee	M	2555
Riverina	35-39	Owner managers of incorporated enterprises	F	127
Riverina	35-39	Owner managers of incorporated enterprises	M	287
Riverina	35-39	Owner managers of unincorporated enterprises	F	207
Riverina	35-39	Owner managers of unincorporated enterprises	M	312
Riverina	40-44		F	44
Riverina	40-44		M	42
Riverina	40-44	Contributing family workers	F	69
Riverina	40-44	Contributing family workers	M	69
Riverina	40-44	Employee	F	2867
Riverina	40-44	Employee	M	2701
Riverina	40-44	Owner managers of incorporated enterprises	F	179
Riverina	40-44	Owner managers of incorporated enterprises	M	354
Riverina	40-44	Owner managers of unincorporated enterprises	F	246
Riverina	40-44	Owner managers of unincorporated enterprises	M	354
Riverina	45-49		F	36
Riverina	45-49		M	55
Riverina	45-49	Contributing family workers	F	73
Riverina	45-49	Contributing family workers	M	92
Riverina	45-49	Employee	F	3056
Riverina	45-49	Employee	M	2630
Riverina	45-49	Owner managers of incorporated enterprises	F	154
Riverina	45-49	Owner managers of incorporated enterprises	M	381
Riverina	45-49	Owner managers of unincorporated enterprises	F	261
Riverina	45-49	Owner managers of unincorporated enterprises	M	417
Riverina	50-54		F	45
Riverina	50-54		M	52
Riverina	50-54	Contributing family workers	F	106
Riverina	50-54	Contributing family workers	M	149
Riverina	50-54	Employee	F	3008
Riverina	50-54	Employee	M	2610
Riverina	50-54	Owner managers of incorporated enterprises	F	171
Riverina	50-54	Owner managers of incorporated enterprises	M	404
Riverina	50-54	Owner managers of unincorporated enterprises	F	277
Riverina	50-54	Owner managers of unincorporated enterprises	M	528
Riverina	55-59		F	38
Riverina	55-59		M	51
Riverina	55-59	Contributing family workers	F	128
Riverina	55-59	Contributing family workers	M	158
Riverina	55-59	Employee	F	2710
Riverina	55-59	Employee	M	2492
Riverina	55-59	Owner managers of incorporated enterprises	F	182
Riverina	55-59	Owner managers of incorporated enterprises	M	352
Riverina	55-59	Owner managers of unincorporated enterprises	F	273
Riverina	55-59	Owner managers of unincorporated enterprises	M	567
Riverina	60-64		F	39
Riverina	60-64		M	50
Riverina	60-64	Contributing family workers	F	105
Riverina	60-64	Contributing family workers	M	151
Riverina	60-64	Employee	F	1638
Riverina	60-64	Employee	M	1679
Riverina	60-64	Owner managers of incorporated enterprises	F	121
Riverina	60-64	Owner managers of incorporated enterprises	M	309
Riverina	60-64	Owner managers of unincorporated enterprises	F	247
Riverina	60-64	Owner managers of unincorporated enterprises	M	479
Riverina	65-69		F	29
Riverina	65-69		M	36
Riverina	65-69	Contributing family workers	F	127
Riverina	65-69	Contributing family workers	M	153
Riverina	65-69	Employee	F	562
Riverina	65-69	Employee	M	636
Riverina	65-69	Owner managers of incorporated enterprises	F	70
Riverina	65-69	Owner managers of incorporated enterprises	M	172
Riverina	65-69	Owner managers of unincorporated enterprises	F	184
Riverina	65-69	Owner managers of unincorporated enterprises	M	352
Riverina	70-74		F	8
Riverina	70-74		M	19
Riverina	70-74	Contributing family workers	F	78
Riverina	70-74	Contributing family workers	M	132
Riverina	70-74	Employee	F	134
Riverina	70-74	Employee	M	210
Riverina	70-74	Owner managers of incorporated enterprises	F	31
Riverina	70-74	Owner managers of incorporated enterprises	M	75
Riverina	70-74	Owner managers of unincorporated enterprises	F	85
Riverina	70-74	Owner managers of unincorporated enterprises	M	196
Riverina	75+		F	21
Riverina	75+		M	28
Riverina	75+	Contributing family workers	F	89
Riverina	75+	Contributing family workers	M	163
Riverina	75+	Employee	F	50
Riverina	75+	Employee	M	85
Riverina	75+	Owner managers of incorporated enterprises	F	16
Riverina	75+	Owner managers of incorporated enterprises	M	41
Riverina	75+	Owner managers of unincorporated enterprises	F	64
Riverina	75+	Owner managers of unincorporated enterprises	M	164
Southern Highlands and Shoalhaven	15-19		F	29
Southern Highlands and Shoalhaven	15-19		M	33
Southern Highlands and Shoalhaven	15-19	Contributing family workers	F	10
Southern Highlands and Shoalhaven	15-19	Contributing family workers	M	20
Southern Highlands and Shoalhaven	15-19	Employee	F	1846
Southern Highlands and Shoalhaven	15-19	Employee	M	1580
Southern Highlands and Shoalhaven	15-19	Owner managers of incorporated enterprises	F	3
Southern Highlands and Shoalhaven	15-19	Owner managers of unincorporated enterprises	F	12
Southern Highlands and Shoalhaven	15-19	Owner managers of unincorporated enterprises	M	14
Southern Highlands and Shoalhaven	20-24		F	19
Southern Highlands and Shoalhaven	20-24		M	26
Southern Highlands and Shoalhaven	20-24	Contributing family workers	F	10
Southern Highlands and Shoalhaven	20-24	Contributing family workers	M	12
Southern Highlands and Shoalhaven	20-24	Employee	F	2058
Southern Highlands and Shoalhaven	20-24	Employee	M	2111
Southern Highlands and Shoalhaven	20-24	Owner managers of incorporated enterprises	F	18
Southern Highlands and Shoalhaven	20-24	Owner managers of incorporated enterprises	M	28
Southern Highlands and Shoalhaven	20-24	Owner managers of unincorporated enterprises	F	34
Southern Highlands and Shoalhaven	20-24	Owner managers of unincorporated enterprises	M	75
Southern Highlands and Shoalhaven	25-29		F	32
Southern Highlands and Shoalhaven	25-29		M	42
Southern Highlands and Shoalhaven	25-29	Contributing family workers	F	31
Southern Highlands and Shoalhaven	25-29	Contributing family workers	M	7
Southern Highlands and Shoalhaven	25-29	Employee	F	1993
Southern Highlands and Shoalhaven	25-29	Employee	M	1990
Southern Highlands and Shoalhaven	25-29	Owner managers of incorporated enterprises	F	34
Southern Highlands and Shoalhaven	25-29	Owner managers of incorporated enterprises	M	85
Southern Highlands and Shoalhaven	25-29	Owner managers of unincorporated enterprises	F	95
Southern Highlands and Shoalhaven	25-29	Owner managers of unincorporated enterprises	M	193
Southern Highlands and Shoalhaven	30-34		F	26
Southern Highlands and Shoalhaven	30-34		M	28
Southern Highlands and Shoalhaven	30-34	Contributing family workers	F	36
Southern Highlands and Shoalhaven	30-34	Contributing family workers	M	18
Southern Highlands and Shoalhaven	30-34	Employee	F	1841
Southern Highlands and Shoalhaven	30-34	Employee	M	1866
Southern Highlands and Shoalhaven	30-34	Owner managers of incorporated enterprises	F	85
Southern Highlands and Shoalhaven	30-34	Owner managers of incorporated enterprises	M	146
Southern Highlands and Shoalhaven	30-34	Owner managers of unincorporated enterprises	F	162
Southern Highlands and Shoalhaven	30-34	Owner managers of unincorporated enterprises	M	220
Southern Highlands and Shoalhaven	35-39		F	15
Southern Highlands and Shoalhaven	35-39		M	19
Southern Highlands and Shoalhaven	35-39	Contributing family workers	F	51
Southern Highlands and Shoalhaven	35-39	Contributing family workers	M	23
Southern Highlands and Shoalhaven	35-39	Employee	F	1828
Southern Highlands and Shoalhaven	35-39	Employee	M	1658
Southern Highlands and Shoalhaven	35-39	Owner managers of incorporated enterprises	F	127
Southern Highlands and Shoalhaven	35-39	Owner managers of incorporated enterprises	M	219
Southern Highlands and Shoalhaven	35-39	Owner managers of unincorporated enterprises	F	235
Southern Highlands and Shoalhaven	35-39	Owner managers of unincorporated enterprises	M	283
Southern Highlands and Shoalhaven	40-44		F	31
Southern Highlands and Shoalhaven	40-44		M	36
Southern Highlands and Shoalhaven	40-44	Contributing family workers	F	63
Southern Highlands and Shoalhaven	40-44	Contributing family workers	M	42
Southern Highlands and Shoalhaven	40-44	Employee	F	2221
Southern Highlands and Shoalhaven	40-44	Employee	M	1761
Southern Highlands and Shoalhaven	40-44	Owner managers of incorporated enterprises	F	200
Southern Highlands and Shoalhaven	40-44	Owner managers of incorporated enterprises	M	324
Southern Highlands and Shoalhaven	40-44	Owner managers of unincorporated enterprises	F	299
Southern Highlands and Shoalhaven	40-44	Owner managers of unincorporated enterprises	M	357
Southern Highlands and Shoalhaven	45-49		F	35
Southern Highlands and Shoalhaven	45-49		M	26
Southern Highlands and Shoalhaven	45-49	Contributing family workers	F	81
Southern Highlands and Shoalhaven	45-49	Contributing family workers	M	43
Southern Highlands and Shoalhaven	45-49	Employee	F	2496
Southern Highlands and Shoalhaven	45-49	Employee	M	1849
Southern Highlands and Shoalhaven	45-49	Owner managers of incorporated enterprises	F	217
