SA4_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Bendigo	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	59
Bendigo	75+			F	13
Bendigo	75+			M	6
Bendigo	75+		Employed (full-time)	F	0
Bendigo	75+		Employed (full-time)	M	3
Bendigo	75+		Employed (part-time)	F	4
Bendigo	75+		Employed (part-time)	M	0
Bendigo	75+	Contributing family workers		F	-1
Bendigo	75+	Contributing family workers		M	18
Bendigo	75+	Contributing family workers	Employed (full-time)	F	11
Bendigo	75+	Contributing family workers	Employed (full-time)	M	23
Bendigo	75+	Contributing family workers	Employed (part-time)	F	23
Bendigo	75+	Contributing family workers	Employed (part-time)	M	26
Bendigo	75+	Employee		F	7
Bendigo	75+	Employee		M	11
Bendigo	75+	Employee	Employed (full-time)	F	12
Bendigo	75+	Employee	Employed (full-time)	M	28
Bendigo	75+	Employee	Employed (part-time)	F	39
Bendigo	75+	Employee	Employed (part-time)	M	46
Bendigo	75+	Owner managers of incorporated enterprises		F	-1
Bendigo	75+	Owner managers of incorporated enterprises		M	2
Bendigo	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	3
Bendigo	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	18
Bendigo	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	12
Bendigo	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	28
Bendigo	75+	Owner managers of unincorporated enterprises		F	7
Bendigo	75+	Owner managers of unincorporated enterprises		M	3
Bendigo	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	8
Bendigo	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	43
Bendigo	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	23
Bendigo	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	52
Geelong	15-19			F	22
Geelong	15-19			M	5
Geelong	15-19		Employed (part-time)	F	0
Geelong	15-19		Employed (part-time)	F	27
Geelong	15-19		Employed (part-time)	M	5
Geelong	15-19		Employed (part-time)	M	13
Geelong	15-19	Contributing family workers		F	6
Geelong	15-19	Contributing family workers		M	9
Geelong	15-19	Contributing family workers	Employed (part-time)	F	0
Geelong	15-19	Contributing family workers	Employed (part-time)	F	12
Geelong	15-19	Contributing family workers	Employed (part-time)	M	0
Geelong	15-19	Contributing family workers	Employed (part-time)	M	13
Geelong	15-19	Employee		F	265
Geelong	15-19	Employee		M	179
Geelong	15-19	Employee	Employed (part-time)	F	251
Geelong	15-19	Employee	Employed (part-time)	F	3021
Geelong	15-19	Employee	Employed (part-time)	M	610
Geelong	15-19	Employee	Employed (part-time)	M	2147
Geelong	15-19	Owner managers of incorporated enterprises		F	-5
Geelong	15-19	Owner managers of incorporated enterprises		M	0
Geelong	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	3
Geelong	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	8
Geelong	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	4
Geelong	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Geelong	15-19	Owner managers of unincorporated enterprises		F	2
Geelong	15-19	Owner managers of unincorporated enterprises		M	1
Geelong	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
Geelong	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	11
Geelong	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	0
Geelong	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	9
Geelong	20-24			F	13
Geelong	20-24			M	14
Geelong	20-24		Employed (part-time)	F	13
Geelong	20-24		Employed (part-time)	F	14
Geelong	20-24		Employed (part-time)	M	20
Geelong	20-24		Employed (part-time)	M	6
Geelong	20-24	Contributing family workers		F	-3
Geelong	20-24	Contributing family workers		M	3
Geelong	20-24	Contributing family workers	Employed (part-time)	F	6
Geelong	20-24	Contributing family workers	Employed (part-time)	F	15
Geelong	20-24	Contributing family workers	Employed (part-time)	M	3
Geelong	20-24	Contributing family workers	Employed (part-time)	M	20
Geelong	20-24	Employee		F	309
Geelong	20-24	Employee		M	253
Geelong	20-24	Employee	Employed (part-time)	F	1957
Geelong	20-24	Employee	Employed (part-time)	F	3030
Geelong	20-24	Employee	Employed (part-time)	M	2518
Geelong	20-24	Employee	Employed (part-time)	M	2112
Geelong	20-24	Owner managers of incorporated enterprises		F	-4
Geelong	20-24	Owner managers of incorporated enterprises		M	0
Geelong	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	10
Geelong	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	6
Geelong	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	25
Geelong	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	8
Geelong	20-24	Owner managers of unincorporated enterprises		F	2
Geelong	20-24	Owner managers of unincorporated enterprises		M	4
Geelong	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	24
Geelong	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	46
Geelong	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	86
Geelong	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	40
Geelong	25-29			F	20
Geelong	25-29			M	13
Geelong	25-29		Employed (part-time)	F	18
Geelong	25-29		Employed (part-time)	F	13
Geelong	25-29		Employed (part-time)	M	46
Geelong	25-29		Employed (part-time)	M	3
Geelong	25-29	Contributing family workers		F	-1
Geelong	25-29	Contributing family workers		M	3
Geelong	25-29	Contributing family workers	Employed (part-time)	F	10
Geelong	25-29	Contributing family workers	Employed (part-time)	F	22
Geelong	25-29	Contributing family workers	Employed (part-time)	M	8
Geelong	25-29	Contributing family workers	Employed (part-time)	M	5
Geelong	25-29	Employee		F	355
Geelong	25-29	Employee		M	203
Geelong	25-29	Employee	Employed (part-time)	F	3167
Geelong	25-29	Employee	Employed (part-time)	F	1811
Geelong	25-29	Employee	Employed (part-time)	M	3524
Geelong	25-29	Employee	Employed (part-time)	M	853
Geelong	25-29	Owner managers of incorporated enterprises		F	6
Geelong	25-29	Owner managers of incorporated enterprises		M	2
Geelong	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	40
Geelong	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	26
Geelong	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	151
Geelong	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	18
Geelong	25-29	Owner managers of unincorporated enterprises		F	20
Geelong	25-29	Owner managers of unincorporated enterprises		M	17
Geelong	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	76
Geelong	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	92
Geelong	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	234
Geelong	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	102
Geelong	30-34			F	10
Geelong	30-34			M	12
Geelong	30-34		Employed (part-time)	F	9
Geelong	30-34		Employed (part-time)	F	14
Geelong	30-34		Employed (part-time)	M	24
Geelong	30-34		Employed (part-time)	M	6
Geelong	30-34	Contributing family workers		F	10
Geelong	30-34	Contributing family workers		M	-3
Geelong	30-34	Contributing family workers	Employed (part-time)	F	17
Geelong	30-34	Contributing family workers	Employed (part-time)	F	65
Geelong	30-34	Contributing family workers	Employed (part-time)	M	27
Geelong	30-34	Contributing family workers	Employed (part-time)	M	17
Geelong	30-34	Employee		F	521
Geelong	30-34	Employee		M	177
Geelong	30-34	Employee	Employed (part-time)	F	2352
Geelong	30-34	Employee	Employed (part-time)	F	2188
Geelong	30-34	Employee	Employed (part-time)	M	3842
Geelong	30-34	Employee	Employed (part-time)	M	593
Geelong	30-34	Owner managers of incorporated enterprises		F	10
Geelong	30-34	Owner managers of incorporated enterprises		M	13
Geelong	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	76
Geelong	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	78
Geelong	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	357
Geelong	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	39
Geelong	30-34	Owner managers of unincorporated enterprises		F	10
Geelong	30-34	Owner managers of unincorporated enterprises		M	16
Geelong	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	102
Geelong	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	216
Geelong	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	315
Geelong	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	67
Geelong	35-39			F	13
Geelong	35-39			M	9
Geelong	35-39		Employed (part-time)	F	11
Geelong	35-39		Employed (part-time)	F	20
Geelong	35-39		Employed (part-time)	M	34
Geelong	35-39		Employed (part-time)	M	14
Geelong	35-39	Contributing family workers		F	7
Geelong	35-39	Contributing family workers		M	11
Geelong	35-39	Contributing family workers	Employed (part-time)	F	22
Geelong	35-39	Contributing family workers	Employed (part-time)	F	80
Geelong	35-39	Contributing family workers	Employed (part-time)	M	19
Geelong	35-39	Contributing family workers	Employed (part-time)	M	19
Geelong	35-39	Employee		F	333
Geelong	35-39	Employee		M	162
Geelong	35-39	Employee	Employed (part-time)	F	1820
Geelong	35-39	Employee	Employed (part-time)	F	2574
Geelong	35-39	Employee	Employed (part-time)	M	3522
Geelong	35-39	Employee	Employed (part-time)	M	485
Geelong	35-39	Owner managers of incorporated enterprises		F	8
Geelong	35-39	Owner managers of incorporated enterprises		M	5
Geelong	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	103
Geelong	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	134
Geelong	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	503
Geelong	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	48
Geelong	35-39	Owner managers of unincorporated enterprises		F	13
Geelong	35-39	Owner managers of unincorporated enterprises		M	11
Geelong	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	119
Geelong	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	289
Geelong	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	317
Geelong	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	108
Geelong	40-44			F	19
Geelong	40-44			M	12
Geelong	40-44		Employed (part-time)	F	11
Geelong	40-44		Employed (part-time)	F	17
Geelong	40-44		Employed (part-time)	M	27
Geelong	40-44		Employed (part-time)	M	12
Geelong	40-44	Contributing family workers		F	12
Geelong	40-44	Contributing family workers		M	7
Geelong	40-44	Contributing family workers	Employed (part-time)	F	36
Geelong	40-44	Contributing family workers	Employed (part-time)	F	80
Geelong	40-44	Contributing family workers	Employed (part-time)	M	45
Geelong	40-44	Contributing family workers	Employed (part-time)	M	14
Geelong	40-44	Employee		F	248
Geelong	40-44	Employee		M	146
Geelong	40-44	Employee	Employed (part-time)	F	2121
Geelong	40-44	Employee	Employed (part-time)	F	3083
Geelong	40-44	Employee	Employed (part-time)	M	3690
Geelong	40-44	Employee	Employed (part-time)	M	476
Geelong	40-44	Owner managers of incorporated enterprises		F	15
Geelong	40-44	Owner managers of incorporated enterprises		M	12
Geelong	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	176
Geelong	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	184
Geelong	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	607
Geelong	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	50
Geelong	40-44	Owner managers of unincorporated enterprises		F	23
Geelong	40-44	Owner managers of unincorporated enterprises		M	22
Geelong	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	140
Geelong	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	282
Geelong	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	359
Geelong	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	137
Geelong	45-49			F	15
Geelong	45-49			M	15
Geelong	45-49		Employed (part-time)	F	13
Geelong	45-49		Employed (part-time)	F	26
Geelong	45-49		Employed (part-time)	M	34
Geelong	45-49		Employed (part-time)	M	4
Geelong	45-49	Contributing family workers		F	12
Geelong	45-49	Contributing family workers		M	1
Geelong	45-49	Contributing family workers	Employed (part-time)	F	37
Geelong	45-49	Contributing family workers	Employed (part-time)	F	57
Geelong	45-49	Contributing family workers	Employed (part-time)	M	45
Geelong	45-49	Contributing family workers	Employed (part-time)	M	22
Geelong	45-49	Employee		F	215
Geelong	45-49	Employee		M	169
Geelong	45-49	Employee	Employed (part-time)	F	2453
Geelong	45-49	Employee	Employed (part-time)	F	2883
Geelong	45-49	Employee	Employed (part-time)	M	3384
Geelong	45-49	Employee	Employed (part-time)	M	482
Geelong	45-49	Owner managers of incorporated enterprises		F	14
Geelong	45-49	Owner managers of incorporated enterprises		M	21
Geelong	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	175
Geelong	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	157
Geelong	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	640
Geelong	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	69
Geelong	45-49	Owner managers of unincorporated enterprises		F	18
Geelong	45-49	Owner managers of unincorporated enterprises		M	21
Geelong	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	173
Geelong	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	246
Geelong	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	371
Geelong	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	139
Geelong	50-54			F	13
Geelong	50-54			M	13
Geelong	50-54		Employed (part-time)	F	21
Geelong	50-54		Employed (part-time)	F	26
Geelong	50-54		Employed (part-time)	M	40
Geelong	50-54		Employed (part-time)	M	8
Geelong	50-54	Contributing family workers		F	14
Geelong	50-54	Contributing family workers		M	5
Geelong	50-54	Contributing family workers	Employed (part-time)	F	36
Geelong	50-54	Contributing family workers	Employed (part-time)	F	61
Geelong	50-54	Contributing family workers	Employed (part-time)	M	54
Geelong	50-54	Contributing family workers	Employed (part-time)	M	20
Geelong	50-54	Employee		F	219
Geelong	50-54	Employee		M	163
Geelong	50-54	Employee	Employed (part-time)	F	2501
Geelong	50-54	Employee	Employed (part-time)	F	2700
Geelong	50-54	Employee	Employed (part-time)	M	3166
Geelong	50-54	Employee	Employed (part-time)	M	491
Geelong	50-54	Owner managers of incorporated enterprises		F	12
Geelong	50-54	Owner managers of incorporated enterprises		M	18
Geelong	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	179
Geelong	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	120
Geelong	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	617
Geelong	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	73
Geelong	50-54	Owner managers of unincorporated enterprises		F	16
Geelong	50-54	Owner managers of unincorporated enterprises		M	23
Geelong	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	157
Geelong	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	226
Geelong	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	348
Geelong	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	147
Geelong	55-59			F	21
Geelong	55-59			M	13
Geelong	55-59		Employed (part-time)	F	7
Geelong	55-59		Employed (part-time)	F	27
Geelong	55-59		Employed (part-time)	M	28
Geelong	55-59		Employed (part-time)	M	10
Geelong	55-59	Contributing family workers		F	13
Geelong	55-59	Contributing family workers		M	12
Geelong	55-59	Contributing family workers	Employed (part-time)	F	32
Geelong	55-59	Contributing family workers	Employed (part-time)	F	65
Geelong	55-59	Contributing family workers	Employed (part-time)	M	43
Geelong	55-59	Contributing family workers	Employed (part-time)	M	27
Geelong	55-59	Employee		F	259
Geelong	55-59	Employee		M	178
Geelong	55-59	Employee	Employed (part-time)	F	1955
Geelong	55-59	Employee	Employed (part-time)	F	2525
Geelong	55-59	Employee	Employed (part-time)	M	2715
Geelong	55-59	Employee	Employed (part-time)	M	604
Geelong	55-59	Owner managers of incorporated enterprises		F	17
Geelong	55-59	Owner managers of incorporated enterprises		M	24
Geelong	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	137
Geelong	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	109
Geelong	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	550
Geelong	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	109
Geelong	55-59	Owner managers of unincorporated enterprises		F	16
Geelong	55-59	Owner managers of unincorporated enterprises		M	17
Geelong	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	124
Geelong	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	189
Geelong	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	390
Geelong	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	189
Geelong	60-64			F	12
Geelong	60-64			M	8
Geelong	60-64		Employed (part-time)	F	14
Geelong	60-64		Employed (part-time)	F	7
Geelong	60-64		Employed (part-time)	M	27
Geelong	60-64		Employed (part-time)	M	11
Geelong	60-64	Contributing family workers		F	8
Geelong	60-64	Contributing family workers		M	8
Geelong	60-64	Contributing family workers	Employed (part-time)	F	27
Geelong	60-64	Contributing family workers	Employed (part-time)	F	68
Geelong	60-64	Contributing family workers	Employed (part-time)	M	45
Geelong	60-64	Contributing family workers	Employed (part-time)	M	39
Geelong	60-64	Employee		F	176
Geelong	60-64	Employee		M	160
Geelong	60-64	Employee	Employed (part-time)	F	915
Geelong	60-64	Employee	Employed (part-time)	F	1728
Geelong	60-64	Employee	Employed (part-time)	M	1597
Geelong	60-64	Employee	Employed (part-time)	M	694
Geelong	60-64	Owner managers of incorporated enterprises		F	3
Geelong	60-64	Owner managers of incorporated enterprises		M	37
Geelong	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	72
Geelong	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	108
Geelong	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	333
Geelong	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	153
Geelong	60-64	Owner managers of unincorporated enterprises		F	6
Geelong	60-64	Owner managers of unincorporated enterprises		M	37
Geelong	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	68
Geelong	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	181
Geelong	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	250
Geelong	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	230
Geelong	65-69			F	12
Geelong	65-69			M	9
Geelong	65-69		Employed (part-time)	F	0
Geelong	65-69		Employed (part-time)	F	9
Geelong	65-69		Employed (part-time)	M	6
Geelong	65-69		Employed (part-time)	M	10
Geelong	65-69	Contributing family workers		F	13
Geelong	65-69	Contributing family workers		M	13
Geelong	65-69	Contributing family workers	Employed (part-time)	F	15
Geelong	65-69	Contributing family workers	Employed (part-time)	F	45
Geelong	65-69	Contributing family workers	Employed (part-time)	M	40
Geelong	65-69	Contributing family workers	Employed (part-time)	M	49
Geelong	65-69	Employee		F	75
Geelong	65-69	Employee		M	45
Geelong	65-69	Employee	Employed (part-time)	F	186
Geelong	65-69	Employee	Employed (part-time)	F	627
Geelong	65-69	Employee	Employed (part-time)	M	415
Geelong	65-69	Employee	Employed (part-time)	M	462
Geelong	65-69	Owner managers of incorporated enterprises		F	14
Geelong	65-69	Owner managers of incorporated enterprises		M	18
Geelong	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	43
Geelong	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	73
Geelong	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	184
Geelong	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	128
Geelong	65-69	Owner managers of unincorporated enterprises		F	10
Geelong	65-69	Owner managers of unincorporated enterprises		M	20
Geelong	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	55
Geelong	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	112
Geelong	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	116
Geelong	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	178
Geelong	70-74			F	11
Geelong	70-74			M	6
Geelong	70-74		Employed (part-time)	F	0
Geelong	70-74		Employed (part-time)	F	8
Geelong	70-74		Employed (part-time)	M	3
Geelong	70-74		Employed (part-time)	M	4
Geelong	70-74	Contributing family workers		F	5
Geelong	70-74	Contributing family workers		M	6
Geelong	70-74	Contributing family workers	Employed (part-time)	F	12
Geelong	70-74	Contributing family workers	Employed (part-time)	F	33
Geelong	70-74	Contributing family workers	Employed (part-time)	M	21
Geelong	70-74	Contributing family workers	Employed (part-time)	M	39
Geelong	70-74	Employee		F	19
Geelong	70-74	Employee		M	14
Geelong	70-74	Employee	Employed (part-time)	F	37
Geelong	70-74	Employee	Employed (part-time)	F	157
Geelong	70-74	Employee	Employed (part-time)	M	85
Geelong	70-74	Employee	Employed (part-time)	M	188
Geelong	70-74	Owner managers of incorporated enterprises		F	1
Geelong	70-74	Owner managers of incorporated enterprises		M	7
Geelong	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	3
Geelong	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	31
Geelong	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	62
Geelong	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	68
Geelong	70-74	Owner managers of unincorporated enterprises		F	5
Geelong	70-74	Owner managers of unincorporated enterprises		M	7
Geelong	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	16
Geelong	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	47
Geelong	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	49
Geelong	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	90
Geelong	75+			F	15
Geelong	75+			M	8
Geelong	75+		Employed (full-time)	F	0
Geelong	75+		Employed (full-time)	M	3
Geelong	75+		Employed (part-time)	F	0
Geelong	75+		Employed (part-time)	M	9
Geelong	75+	Contributing family workers		F	3
Geelong	75+	Contributing family workers		M	23
Geelong	75+	Contributing family workers	Employed (full-time)	F	8
Geelong	75+	Contributing family workers	Employed (full-time)	M	18
Geelong	75+	Contributing family workers	Employed (part-time)	F	20
Geelong	75+	Contributing family workers	Employed (part-time)	M	37
Geelong	75+	Employee		F	8
Geelong	75+	Employee		M	12
Geelong	75+	Employee	Employed (full-time)	F	12
Geelong	75+	Employee	Employed (full-time)	M	34
Geelong	75+	Employee	Employed (part-time)	F	46
Geelong	75+	Employee	Employed (part-time)	M	79
Geelong	75+	Owner managers of incorporated enterprises		F	2
Geelong	75+	Owner managers of incorporated enterprises		M	2
Geelong	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	3
Geelong	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	33
Geelong	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	17
Geelong	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	28
Geelong	75+	Owner managers of unincorporated enterprises		F	0
Geelong	75+	Owner managers of unincorporated enterprises		M	4
Geelong	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	9
Geelong	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	22
Geelong	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	17
Geelong	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	54
Hume	15-19			F	12
Hume	15-19			M	9
Hume	15-19		Employed (part-time)	F	0
Hume	15-19		Employed (part-time)	F	25
Hume	15-19		Employed (part-time)	M	11
Hume	15-19		Employed (part-time)	M	17
Hume	15-19	Contributing family workers		F	6
Hume	15-19	Contributing family workers		M	-4
Hume	15-19	Contributing family workers	Employed (part-time)	F	3
Hume	15-19	Contributing family workers	Employed (part-time)	F	15
Hume	15-19	Contributing family workers	Employed (part-time)	M	4
Hume	15-19	Contributing family workers	Employed (part-time)	M	25
Hume	15-19	Employee		F	151
Hume	15-19	Employee		M	110
Hume	15-19	Employee	Employed (part-time)	F	317
Hume	15-19	Employee	Employed (part-time)	F	1603
Hume	15-19	Employee	Employed (part-time)	M	821
Hume	15-19	Employee	Employed (part-time)	M	1158
Hume	15-19	Owner managers of incorporated enterprises		F	-3
Hume	15-19	Owner managers of incorporated enterprises		M	1
Hume	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	4
Hume	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	6
Hume	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	4
Hume	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	0
Hume	15-19	Owner managers of unincorporated enterprises		F	9
Hume	15-19	Owner managers of unincorporated enterprises		M	4
Hume	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
Hume	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
Hume	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	3
Hume	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	0
Hume	20-24			F	5
Hume	20-24			M	6
Hume	20-24		Employed (part-time)	F	8
Hume	20-24		Employed (part-time)	F	7
Hume	20-24		Employed (part-time)	M	19
Hume	20-24		Employed (part-time)	M	9
Hume	20-24	Contributing family workers		F	8
Hume	20-24	Contributing family workers		M	4
Hume	20-24	Contributing family workers	Employed (part-time)	F	3
Hume	20-24	Contributing family workers	Employed (part-time)	F	10
Hume	20-24	Contributing family workers	Employed (part-time)	M	0
Hume	20-24	Contributing family workers	Employed (part-time)	M	10
Hume	20-24	Employee		F	177
Hume	20-24	Employee		M	162
Hume	20-24	Employee	Employed (part-time)	F	1250
Hume	20-24	Employee	Employed (part-time)	F	1122
Hume	20-24	Employee	Employed (part-time)	M	2292
Hume	20-24	Employee	Employed (part-time)	M	666
Hume	20-24	Owner managers of incorporated enterprises		F	8
Hume	20-24	Owner managers of incorporated enterprises		M	4
Hume	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	3
Hume	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Hume	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	24
Hume	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	5
Hume	20-24	Owner managers of unincorporated enterprises		F	-2
Hume	20-24	Owner managers of unincorporated enterprises		M	-2
Hume	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	17
Hume	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	20
Hume	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	48
Hume	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	12
Hume	25-29			F	5
Hume	25-29			M	9
Hume	25-29		Employed (part-time)	F	6
Hume	25-29		Employed (part-time)	F	11
Hume	25-29		Employed (part-time)	M	17
Hume	25-29		Employed (part-time)	M	8
Hume	25-29	Contributing family workers		F	8
Hume	25-29	Contributing family workers		M	8
Hume	25-29	Contributing family workers	Employed (part-time)	F	4
Hume	25-29	Contributing family workers	Employed (part-time)	F	8
Hume	25-29	Contributing family workers	Employed (part-time)	M	10
Hume	25-29	Contributing family workers	Employed (part-time)	M	8
Hume	25-29	Employee		F	181
Hume	25-29	Employee		M	122
Hume	25-29	Employee	Employed (part-time)	F	1367
Hume	25-29	Employee	Employed (part-time)	F	921
Hume	25-29	Employee	Employed (part-time)	M	2209
Hume	25-29	Employee	Employed (part-time)	M	393
Hume	25-29	Owner managers of incorporated enterprises		F	5
Hume	25-29	Owner managers of incorporated enterprises		M	5
Hume	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	28
Hume	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	5
Hume	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	67
Hume	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	6
Hume	25-29	Owner managers of unincorporated enterprises		F	5
Hume	25-29	Owner managers of unincorporated enterprises		M	7
Hume	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	50
