SA4_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Sydney - South West	45-49			15
Sydney - South West	45-49		0	292
Sydney - South West	45-49		1	3
Sydney - South West	45-49	Employed (away from work)		3
Sydney - South West	45-49	Employed (away from work)	0	192
Sydney - South West	45-49	Employed (away from work)	1	8
Sydney - South West	45-49	Employed (full-time)		122
Sydney - South West	45-49	Employed (full-time)	0	9512
Sydney - South West	45-49	Employed (full-time)	1	59
Sydney - South West	45-49	Employed (part-time)		59
Sydney - South West	45-49	Employed (part-time)	0	3525
Sydney - South West	45-49	Employed (part-time)	1	84
Sydney - South West	50-54			13
Sydney - South West	50-54		0	302
Sydney - South West	50-54		1	6
Sydney - South West	50-54	Employed (away from work)		3
Sydney - South West	50-54	Employed (away from work)	0	261
Sydney - South West	50-54	Employed (away from work)	1	12
Sydney - South West	50-54	Employed (full-time)		127
Sydney - South West	50-54	Employed (full-time)	0	9084
Sydney - South West	50-54	Employed (full-time)	1	66
Sydney - South West	50-54	Employed (part-time)		35
Sydney - South West	50-54	Employed (part-time)	0	3238
Sydney - South West	50-54	Employed (part-time)	1	97
Sydney - South West	55-59			12
Sydney - South West	55-59		0	219
Sydney - South West	55-59		1	3
Sydney - South West	55-59	Employed (away from work)		3
Sydney - South West	55-59	Employed (away from work)	0	268
Sydney - South West	55-59	Employed (away from work)	1	4
Sydney - South West	55-59	Employed (full-time)		112
Sydney - South West	55-59	Employed (full-time)	0	7730
Sydney - South West	55-59	Employed (full-time)	1	48
Sydney - South West	55-59	Employed (part-time)		44
Sydney - South West	55-59	Employed (part-time)	0	2833
Sydney - South West	55-59	Employed (part-time)	1	101
Sydney - South West	60-64			8
Sydney - South West	60-64		0	150
Sydney - South West	60-64		1	10
Sydney - South West	60-64	Employed (away from work)		3
Sydney - South West	60-64	Employed (away from work)	0	190
Sydney - South West	60-64	Employed (away from work)	1	14
Sydney - South West	60-64	Employed (full-time)		68
Sydney - South West	60-64	Employed (full-time)	0	4434
Sydney - South West	60-64	Employed (full-time)	1	23
Sydney - South West	60-64	Employed (part-time)		30
Sydney - South West	60-64	Employed (part-time)	0	2094
Sydney - South West	60-64	Employed (part-time)	1	76
Sydney - South West	65-69			5
Sydney - South West	65-69		0	70
Sydney - South West	65-69		1	3
Sydney - South West	65-69	Employed (away from work)	0	103
Sydney - South West	65-69	Employed (away from work)	1	4
Sydney - South West	65-69	Employed (full-time)		27
Sydney - South West	65-69	Employed (full-time)	0	1559
Sydney - South West	65-69	Employed (full-time)	1	24
Sydney - South West	65-69	Employed (part-time)		17
Sydney - South West	65-69	Employed (part-time)	0	1094
Sydney - South West	65-69	Employed (part-time)	1	35
Sydney - South West	70-74		0	25
Sydney - South West	70-74		1	4
Sydney - South West	70-74	Employed (away from work)	0	31
Sydney - South West	70-74	Employed (away from work)	1	3
Sydney - South West	70-74	Employed (full-time)		4
Sydney - South West	70-74	Employed (full-time)	0	349
Sydney - South West	70-74	Employed (full-time)	1	6
Sydney - South West	70-74	Employed (part-time)		10
Sydney - South West	70-74	Employed (part-time)	0	407
Sydney - South West	70-74	Employed (part-time)	1	20
Sydney - South West	75+		0	23
Sydney - South West	75+		1	4
Sydney - South West	75+	Employed (away from work)	0	20
Sydney - South West	75+	Employed (away from work)	1	3
Sydney - South West	75+	Employed (full-time)	0	129
Sydney - South West	75+	Employed (part-time)	0	186
Sydney - South West	75+	Employed (part-time)	1	18
Sydney - Sutherland	15-19		0	90
Sydney - Sutherland	15-19	Employed (away from work)	0	195
Sydney - Sutherland	15-19	Employed (away from work)	1	3
Sydney - Sutherland	15-19	Employed (full-time)		12
Sydney - Sutherland	15-19	Employed (full-time)	0	816
Sydney - Sutherland	15-19	Employed (full-time)	1	5
Sydney - Sutherland	15-19	Employed (part-time)		36
Sydney - Sutherland	15-19	Employed (part-time)	0	4246
Sydney - Sutherland	15-19	Employed (part-time)	1	37
Sydney - Sutherland	20-24			3
Sydney - Sutherland	20-24		0	140
Sydney - Sutherland	20-24	Employed (away from work)	0	182
Sydney - Sutherland	20-24	Employed (full-time)		29
Sydney - Sutherland	20-24	Employed (full-time)	0	3166
Sydney - Sutherland	20-24	Employed (full-time)	1	13
Sydney - Sutherland	20-24	Employed (part-time)		27
Sydney - Sutherland	20-24	Employed (part-time)	0	3668
Sydney - Sutherland	20-24	Employed (part-time)	1	46
Sydney - Sutherland	25-29		0	128
Sydney - Sutherland	25-29	Employed (away from work)	0	194
Sydney - Sutherland	25-29	Employed (full-time)		36
Sydney - Sutherland	25-29	Employed (full-time)	0	4383
Sydney - Sutherland	25-29	Employed (full-time)	1	16
Sydney - Sutherland	25-29	Employed (part-time)		15
Sydney - Sutherland	25-29	Employed (part-time)	0	1779
Sydney - Sutherland	25-29	Employed (part-time)	1	39
Sydney - Sutherland	30-34			8
Sydney - Sutherland	30-34		0	127
Sydney - Sutherland	30-34	Employed (away from work)	0	260
Sydney - Sutherland	30-34	Employed (away from work)	1	8
Sydney - Sutherland	30-34	Employed (full-time)		35
Sydney - Sutherland	30-34	Employed (full-time)	0	3888
Sydney - Sutherland	30-34	Employed (full-time)	1	18
Sydney - Sutherland	30-34	Employed (part-time)		21
Sydney - Sutherland	30-34	Employed (part-time)	0	1891
Sydney - Sutherland	30-34	Employed (part-time)	1	22
Sydney - Sutherland	35-39			7
Sydney - Sutherland	35-39		0	112
Sydney - Sutherland	35-39	Employed (away from work)	0	188
Sydney - Sutherland	35-39	Employed (full-time)		37
Sydney - Sutherland	35-39	Employed (full-time)	0	3780
Sydney - Sutherland	35-39	Employed (full-time)	1	15
Sydney - Sutherland	35-39	Employed (part-time)		22
Sydney - Sutherland	35-39	Employed (part-time)	0	2200
Sydney - Sutherland	35-39	Employed (part-time)	1	23
Sydney - Sutherland	40-44		0	97
Sydney - Sutherland	40-44	Employed (away from work)		3
Sydney - Sutherland	40-44	Employed (away from work)	0	113
Sydney - Sutherland	40-44	Employed (away from work)	1	3
Sydney - Sutherland	40-44	Employed (full-time)		53
Sydney - Sutherland	40-44	Employed (full-time)	0	4136
Sydney - Sutherland	40-44	Employed (full-time)	1	23
Sydney - Sutherland	40-44	Employed (part-time)		28
Sydney - Sutherland	40-44	Employed (part-time)	0	2535
Sydney - Sutherland	40-44	Employed (part-time)	1	34
Sydney - Sutherland	45-49			12
Sydney - Sutherland	45-49		0	96
Sydney - Sutherland	45-49	Employed (away from work)	0	114
Sydney - Sutherland	45-49	Employed (away from work)	1	3
Sydney - Sutherland	45-49	Employed (full-time)		54
Sydney - Sutherland	45-49	Employed (full-time)	0	4280
Sydney - Sutherland	45-49	Employed (full-time)	1	23
Sydney - Sutherland	45-49	Employed (part-time)		26
Sydney - Sutherland	45-49	Employed (part-time)	0	2310
Sydney - Sutherland	45-49	Employed (part-time)	1	31
Sydney - Sutherland	50-54			6
Sydney - Sutherland	50-54		0	100
Sydney - Sutherland	50-54	Employed (away from work)		3
Sydney - Sutherland	50-54	Employed (away from work)	0	128
Sydney - Sutherland	50-54	Employed (away from work)	1	3
Sydney - Sutherland	50-54	Employed (full-time)		58
Sydney - Sutherland	50-54	Employed (full-time)	0	4130
Sydney - Sutherland	50-54	Employed (full-time)	1	15
Sydney - Sutherland	50-54	Employed (part-time)		19
Sydney - Sutherland	50-54	Employed (part-time)	0	2250
Sydney - Sutherland	50-54	Employed (part-time)	1	39
Sydney - Sutherland	55-59			3
Sydney - Sutherland	55-59		0	74
Sydney - Sutherland	55-59	Employed (away from work)		3
Sydney - Sutherland	55-59	Employed (away from work)	0	187
Sydney - Sutherland	55-59	Employed (full-time)		51
Sydney - Sutherland	55-59	Employed (full-time)	0	3627
Sydney - Sutherland	55-59	Employed (full-time)	1	22
Sydney - Sutherland	55-59	Employed (part-time)		35
Sydney - Sutherland	55-59	Employed (part-time)	0	2200
Sydney - Sutherland	55-59	Employed (part-time)	1	29
Sydney - Sutherland	60-64			3
Sydney - Sutherland	60-64		0	35
Sydney - Sutherland	60-64		1	3
Sydney - Sutherland	60-64	Employed (away from work)	0	166
Sydney - Sutherland	60-64	Employed (away from work)	1	5
Sydney - Sutherland	60-64	Employed (full-time)		20
Sydney - Sutherland	60-64	Employed (full-time)	0	2064
Sydney - Sutherland	60-64	Employed (full-time)	1	11
Sydney - Sutherland	60-64	Employed (part-time)		16
Sydney - Sutherland	60-64	Employed (part-time)	0	1855
Sydney - Sutherland	60-64	Employed (part-time)	1	30
Sydney - Sutherland	65-69		0	28
Sydney - Sutherland	65-69	Employed (away from work)	0	83
Sydney - Sutherland	65-69	Employed (full-time)		8
Sydney - Sutherland	65-69	Employed (full-time)	0	795
Sydney - Sutherland	65-69	Employed (full-time)	1	5
Sydney - Sutherland	65-69	Employed (part-time)		18
Sydney - Sutherland	65-69	Employed (part-time)	0	1145
Sydney - Sutherland	65-69	Employed (part-time)	1	16
Sydney - Sutherland	70-74		0	16
Sydney - Sutherland	70-74		1	3
Sydney - Sutherland	70-74	Employed (away from work)	0	30
Sydney - Sutherland	70-74	Employed (full-time)		3
Sydney - Sutherland	70-74	Employed (full-time)	0	199
Sydney - Sutherland	70-74	Employed (full-time)	1	3
Sydney - Sutherland	70-74	Employed (part-time)		13
Sydney - Sutherland	70-74	Employed (part-time)	0	529
Sydney - Sutherland	70-74	Employed (part-time)	1	7
Sydney - Sutherland	75+		0	12
Sydney - Sutherland	75+		1	5
Sydney - Sutherland	75+	Employed (away from work)	0	20
Sydney - Sutherland	75+	Employed (away from work)	1	3
Sydney - Sutherland	75+	Employed (full-time)	0	82
Sydney - Sutherland	75+	Employed (part-time)		3
Sydney - Sutherland	75+	Employed (part-time)	0	217
Sydney - Sutherland	75+	Employed (part-time)	1	12
Migratory - Offshore - Shipping (NSW)	20-24	Employed (away from work)	0	3
Migratory - Offshore - Shipping (NSW)	20-24	Employed (full-time)	0	3
Migratory - Offshore - Shipping (NSW)	25-29	Employed (full-time)	0	12
Migratory - Offshore - Shipping (NSW)	30-34	Employed (full-time)	0	9
Migratory - Offshore - Shipping (NSW)	35-39	Employed (full-time)	0	3
Migratory - Offshore - Shipping (NSW)	40-44	Employed (away from work)	0	3
Migratory - Offshore - Shipping (NSW)	40-44	Employed (full-time)	0	10
Migratory - Offshore - Shipping (NSW)	45-49	Employed (away from work)	0	3
Migratory - Offshore - Shipping (NSW)	45-49	Employed (full-time)	0	3
Migratory - Offshore - Shipping (NSW)	50-54	Employed (away from work)	0	3
Migratory - Offshore - Shipping (NSW)	50-54	Employed (full-time)	0	5
Migratory - Offshore - Shipping (NSW)	50-54	Employed (part-time)	0	4
Migratory - Offshore - Shipping (NSW)	55-59	Employed (away from work)	0	3
Migratory - Offshore - Shipping (NSW)	55-59	Employed (full-time)	0	3
Migratory - Offshore - Shipping (NSW)	60-64	Employed (full-time)	0	3
Migratory - Offshore - Shipping (NSW)	70-74	Employed (part-time)	0	3
No usual address (NSW)	15-19			5
No usual address (NSW)	15-19		0	249
No usual address (NSW)	15-19		1	3
No usual address (NSW)	15-19	Employed (away from work)		8
No usual address (NSW)	15-19	Employed (away from work)	0	224
No usual address (NSW)	15-19	Employed (away from work)	1	4
No usual address (NSW)	15-19	Employed (full-time)		33
No usual address (NSW)	15-19	Employed (full-time)	0	3005
No usual address (NSW)	15-19	Employed (full-time)	1	23
No usual address (NSW)	15-19	Employed (part-time)		29
No usual address (NSW)	15-19	Employed (part-time)	0	2588
No usual address (NSW)	15-19	Employed (part-time)	1	39
No usual address (NSW)	20-24			21
No usual address (NSW)	20-24		0	473
No usual address (NSW)	20-24		1	3
No usual address (NSW)	20-24	Employed (away from work)		7
No usual address (NSW)	20-24	Employed (away from work)	0	550
No usual address (NSW)	20-24	Employed (away from work)	1	3
No usual address (NSW)	20-24	Employed (full-time)		82
No usual address (NSW)	20-24	Employed (full-time)	0	7839
No usual address (NSW)	20-24	Employed (full-time)	1	26
No usual address (NSW)	20-24	Employed (part-time)		49
No usual address (NSW)	20-24	Employed (part-time)	0	4662
No usual address (NSW)	20-24	Employed (part-time)	1	47
No usual address (NSW)	25-29			18
No usual address (NSW)	25-29		0	412
No usual address (NSW)	25-29		1	5
No usual address (NSW)	25-29	Employed (away from work)		8
No usual address (NSW)	25-29	Employed (away from work)	0	569
No usual address (NSW)	25-29	Employed (away from work)	1	3
No usual address (NSW)	25-29	Employed (full-time)		94
No usual address (NSW)	25-29	Employed (full-time)	0	9480
No usual address (NSW)	25-29	Employed (full-time)	1	18
No usual address (NSW)	25-29	Employed (part-time)		46
No usual address (NSW)	25-29	Employed (part-time)	0	4103
No usual address (NSW)	25-29	Employed (part-time)	1	39
No usual address (NSW)	30-34			18
No usual address (NSW)	30-34		0	390
No usual address (NSW)	30-34		1	3
No usual address (NSW)	30-34	Employed (away from work)		15
No usual address (NSW)	30-34	Employed (away from work)	0	619
No usual address (NSW)	30-34	Employed (away from work)	1	10
No usual address (NSW)	30-34	Employed (full-time)		122
No usual address (NSW)	30-34	Employed (full-time)	0	9625
No usual address (NSW)	30-34	Employed (full-time)	1	17
No usual address (NSW)	30-34	Employed (part-time)		57
No usual address (NSW)	30-34	Employed (part-time)	0	4206
No usual address (NSW)	30-34	Employed (part-time)	1	43
No usual address (NSW)	35-39			10
No usual address (NSW)	35-39		0	314
No usual address (NSW)	35-39	Employed (away from work)		9
No usual address (NSW)	35-39	Employed (away from work)	0	534
No usual address (NSW)	35-39	Employed (away from work)	1	11
No usual address (NSW)	35-39	Employed (full-time)		142
No usual address (NSW)	35-39	Employed (full-time)	0	9165
No usual address (NSW)	35-39	Employed (full-time)	1	24
No usual address (NSW)	35-39	Employed (part-time)		61
No usual address (NSW)	35-39	Employed (part-time)	0	4331
No usual address (NSW)	35-39	Employed (part-time)	1	43
No usual address (NSW)	40-44			16
No usual address (NSW)	40-44		0	323
No usual address (NSW)	40-44		1	9
No usual address (NSW)	40-44	Employed (away from work)		5
No usual address (NSW)	40-44	Employed (away from work)	0	494
No usual address (NSW)	40-44	Employed (away from work)	1	13
No usual address (NSW)	40-44	Employed (full-time)		130
No usual address (NSW)	40-44	Employed (full-time)	0	9692
No usual address (NSW)	40-44	Employed (full-time)	1	35
No usual address (NSW)	40-44	Employed (part-time)		63
No usual address (NSW)	40-44	Employed (part-time)	0	5168
No usual address (NSW)	40-44	Employed (part-time)	1	68
No usual address (NSW)	45-49			10
No usual address (NSW)	45-49		0	373
No usual address (NSW)	45-49		1	12
No usual address (NSW)	45-49	Employed (away from work)		5
No usual address (NSW)	45-49	Employed (away from work)	0	535
No usual address (NSW)	45-49	Employed (away from work)	1	24
No usual address (NSW)	45-49	Employed (full-time)		132
No usual address (NSW)	45-49	Employed (full-time)	0	9395
No usual address (NSW)	45-49	Employed (full-time)	1	33
No usual address (NSW)	45-49	Employed (part-time)		74
No usual address (NSW)	45-49	Employed (part-time)	0	5467
No usual address (NSW)	45-49	Employed (part-time)	1	86
No usual address (NSW)	50-54			9
No usual address (NSW)	50-54		0	344
No usual address (NSW)	50-54		1	4
No usual address (NSW)	50-54	Employed (away from work)		7
No usual address (NSW)	50-54	Employed (away from work)	0	647
No usual address (NSW)	50-54	Employed (away from work)	1	13
No usual address (NSW)	50-54	Employed (full-time)		127
No usual address (NSW)	50-54	Employed (full-time)	0	8979
No usual address (NSW)	50-54	Employed (full-time)	1	39
No usual address (NSW)	50-54	Employed (part-time)		79
No usual address (NSW)	50-54	Employed (part-time)	0	5894
No usual address (NSW)	50-54	Employed (part-time)	1	76
No usual address (NSW)	55-59			9
No usual address (NSW)	55-59		0	281
No usual address (NSW)	55-59		1	6
No usual address (NSW)	55-59	Employed (away from work)		7
No usual address (NSW)	55-59	Employed (away from work)	0	666
No usual address (NSW)	55-59	Employed (away from work)	1	21
No usual address (NSW)	55-59	Employed (full-time)		103
No usual address (NSW)	55-59	Employed (full-time)	0	7073
No usual address (NSW)	55-59	Employed (full-time)	1	37
No usual address (NSW)	55-59	Employed (part-time)		92
No usual address (NSW)	55-59	Employed (part-time)	0	5773
No usual address (NSW)	55-59	Employed (part-time)	1	94
No usual address (NSW)	60-64			8
No usual address (NSW)	60-64		0	189
No usual address (NSW)	60-64		1	3
No usual address (NSW)	60-64	Employed (away from work)		9
No usual address (NSW)	60-64	Employed (away from work)	0	529
No usual address (NSW)	60-64	Employed (away from work)	1	25
No usual address (NSW)	60-64	Employed (full-time)		46
No usual address (NSW)	60-64	Employed (full-time)	0	4094
No usual address (NSW)	60-64	Employed (full-time)	1	24
No usual address (NSW)	60-64	Employed (part-time)		76
No usual address (NSW)	60-64	Employed (part-time)	0	4596
No usual address (NSW)	60-64	Employed (part-time)	1	72
No usual address (NSW)	65-69			3
No usual address (NSW)	65-69		0	105
No usual address (NSW)	65-69		1	7
No usual address (NSW)	65-69	Employed (away from work)		3
No usual address (NSW)	65-69	Employed (away from work)	0	295
No usual address (NSW)	65-69	Employed (away from work)	1	10
No usual address (NSW)	65-69	Employed (full-time)		18
No usual address (NSW)	65-69	Employed (full-time)	0	1474
No usual address (NSW)	65-69	Employed (full-time)	1	10
No usual address (NSW)	65-69	Employed (part-time)		32
No usual address (NSW)	65-69	Employed (part-time)	0	2421
No usual address (NSW)	65-69	Employed (part-time)	1	37
No usual address (NSW)	70-74			5
No usual address (NSW)	70-74		0	45
No usual address (NSW)	70-74		1	7
No usual address (NSW)	70-74	Employed (away from work)	0	115
No usual address (NSW)	70-74	Employed (full-time)		6
No usual address (NSW)	70-74	Employed (full-time)	0	350
No usual address (NSW)	70-74	Employed (full-time)	1	4
No usual address (NSW)	70-74	Employed (part-time)		18
No usual address (NSW)	70-74	Employed (part-time)	0	930
No usual address (NSW)	70-74	Employed (part-time)	1	26
No usual address (NSW)	75+			7
No usual address (NSW)	75+		0	79
No usual address (NSW)	75+		1	10
No usual address (NSW)	75+	Employed (away from work)	0	67
No usual address (NSW)	75+	Employed (away from work)	1	3
No usual address (NSW)	75+	Employed (full-time)		6
No usual address (NSW)	75+	Employed (full-time)	0	114
No usual address (NSW)	75+	Employed (full-time)	1	4
No usual address (NSW)	75+	Employed (part-time)		12
No usual address (NSW)	75+	Employed (part-time)	0	370
No usual address (NSW)	75+	Employed (part-time)	1	13
Ballarat	15-19		0	119
Ballarat	15-19		1	3
Ballarat	15-19	Employed (away from work)	0	126
Ballarat	15-19	Employed (full-time)		8
Ballarat	15-19	Employed (full-time)	0	616
Ballarat	15-19	Employed (full-time)	1	5
Ballarat	15-19	Employed (part-time)		31
Ballarat	15-19	Employed (part-time)	0	2719
Ballarat	15-19	Employed (part-time)	1	29
Ballarat	20-24			9
Ballarat	20-24		0	163
Ballarat	20-24		1	3
Ballarat	20-24	Employed (away from work)		3
Ballarat	20-24	Employed (away from work)	0	202
Ballarat	20-24	Employed (away from work)	1	4
Ballarat	20-24	Employed (full-time)		32
Ballarat	20-24	Employed (full-time)	0	2695
Ballarat	20-24	Employed (full-time)	1	8
Ballarat	20-24	Employed (part-time)		20
Ballarat	20-24	Employed (part-time)	0	2665
Ballarat	20-24	Employed (part-time)	1	44
Ballarat	25-29			5
Ballarat	25-29		0	89
Ballarat	25-29	Employed (away from work)		3
Ballarat	25-29	Employed (away from work)	0	222
Ballarat	25-29	Employed (away from work)	1	3
Ballarat	25-29	Employed (full-time)		44
Ballarat	25-29	Employed (full-time)	0	3622
Ballarat	25-29	Employed (full-time)	1	4
Ballarat	25-29	Employed (part-time)		23
Ballarat	25-29	Employed (part-time)	0	1650
Ballarat	25-29	Employed (part-time)	1	41
Ballarat	30-34			6
Ballarat	30-34		0	92
Ballarat	30-34	Employed (away from work)		8
Ballarat	30-34	Employed (away from work)	0	318
Ballarat	30-34	Employed (away from work)	1	3
Ballarat	30-34	Employed (full-time)		38
Ballarat	30-34	Employed (full-time)	0	3284
Ballarat	30-34	Employed (full-time)	1	13
Ballarat	30-34	Employed (part-time)		25
Ballarat	30-34	Employed (part-time)	0	1738
Ballarat	30-34	Employed (part-time)	1	35
Ballarat	35-39			5
Ballarat	35-39		0	79
Ballarat	35-39		1	3
Ballarat	35-39	Employed (away from work)		5
Ballarat	35-39	Employed (away from work)	0	224
Ballarat	35-39	Employed (away from work)	1	9
Ballarat	35-39	Employed (full-time)		43
Ballarat	35-39	Employed (full-time)	0	3289
Ballarat	35-39	Employed (full-time)	1	13
Ballarat	35-39	Employed (part-time)		23
Ballarat	35-39	Employed (part-time)	0	1972
Ballarat	35-39	Employed (part-time)	1	30
Ballarat	40-44			5
Ballarat	40-44		0	97
Ballarat	40-44	Employed (away from work)		3
Ballarat	40-44	Employed (away from work)	0	185
Ballarat	40-44	Employed (away from work)	1	6
Ballarat	40-44	Employed (full-time)		56
Ballarat	40-44	Employed (full-time)	0	3804
Ballarat	40-44	Employed (full-time)	1	27
Ballarat	40-44	Employed (part-time)		39
Ballarat	40-44	Employed (part-time)	0	2195
Ballarat	40-44	Employed (part-time)	1	47
Ballarat	45-49			4
Ballarat	45-49		0	102
Ballarat	45-49		1	3
Ballarat	45-49	Employed (away from work)		4
Ballarat	45-49	Employed (away from work)	0	163
Ballarat	45-49	Employed (away from work)	1	3
Ballarat	45-49	Employed (full-time)		56
Ballarat	45-49	Employed (full-time)	0	4014
Ballarat	45-49	Employed (full-time)	1	21
Ballarat	45-49	Employed (part-time)		35
Ballarat	45-49	Employed (part-time)	0	2189
Ballarat	45-49	Employed (part-time)	1	35
Ballarat	50-54			6
Ballarat	50-54		0	106
Ballarat	50-54		1	3
Ballarat	50-54	Employed (away from work)		4
Ballarat	50-54	Employed (away from work)	0	225
Ballarat	50-54	Employed (away from work)	1	10
Ballarat	50-54	Employed (full-time)		62
Ballarat	50-54	Employed (full-time)	0	4111
Ballarat	50-54	Employed (full-time)	1	30
Ballarat	50-54	Employed (part-time)		42
Ballarat	50-54	Employed (part-time)	0	2142
Ballarat	50-54	Employed (part-time)	1	55
Ballarat	55-59			4
Ballarat	55-59		0	76
Ballarat	55-59	Employed (away from work)		6
Ballarat	55-59	Employed (away from work)	0	271
Ballarat	55-59	Employed (away from work)	1	4
Ballarat	55-59	Employed (full-time)		45
Ballarat	55-59	Employed (full-time)	0	3568
Ballarat	55-59	Employed (full-time)	1	25
Ballarat	55-59	Employed (part-time)		29
Ballarat	55-59	Employed (part-time)	0	2132
Ballarat	55-59	Employed (part-time)	1	34
Ballarat	60-64		0	84
Ballarat	60-64	Employed (away from work)		8
Ballarat	60-64	Employed (away from work)	0	244
Ballarat	60-64	Employed (away from work)	1	6
Ballarat	60-64	Employed (full-time)		37
Ballarat	60-64	Employed (full-time)	0	2104
Ballarat	60-64	Employed (full-time)	1	11
Ballarat	60-64	Employed (part-time)		31
Ballarat	60-64	Employed (part-time)	0	1766
Ballarat	60-64	Employed (part-time)	1	32
Ballarat	65-69			3
Ballarat	65-69		0	44
Ballarat	65-69		1	4
Ballarat	65-69	Employed (away from work)		3
Ballarat	65-69	Employed (away from work)	0	123
Ballarat	65-69	Employed (away from work)	1	6
Ballarat	65-69	Employed (full-time)		14
Ballarat	65-69	Employed (full-time)	0	714
Ballarat	65-69	Employed (full-time)	1	9
Ballarat	65-69	Employed (part-time)		23
Ballarat	65-69	Employed (part-time)	0	952
Ballarat	65-69	Employed (part-time)	1	22
Ballarat	70-74		0	21
Ballarat	70-74		1	7
Ballarat	70-74	Employed (away from work)	0	36
Ballarat	70-74	Employed (full-time)		3
Ballarat	70-74	Employed (full-time)	0	238
Ballarat	70-74	Employed (part-time)		8
Ballarat	70-74	Employed (part-time)	0	347
Ballarat	70-74	Employed (part-time)	1	10
Ballarat	75+		0	28
Ballarat	75+		1	10
Ballarat	75+	Employed (away from work)	0	34
Ballarat	75+	Employed (away from work)	1	4
Ballarat	75+	Employed (full-time)		4
Ballarat	75+	Employed (full-time)	0	130
Ballarat	75+	Employed (full-time)	1	9
Ballarat	75+	Employed (part-time)		3
Ballarat	75+	Employed (part-time)	0	183
Ballarat	75+	Employed (part-time)	1	21
Bendigo	15-19		0	107
Bendigo	15-19	Employed (away from work)	0	143
Bendigo	15-19	Employed (away from work)	1	4
Bendigo	15-19	Employed (full-time)		6
Bendigo	15-19	Employed (full-time)	0	615
Bendigo	15-19	Employed (full-time)	1	3
Bendigo	15-19	Employed (part-time)		28
Bendigo	15-19	Employed (part-time)	0	2751
Bendigo	15-19	Employed (part-time)	1	35
Bendigo	20-24			10
Bendigo	20-24		0	125
Bendigo	20-24		1	7
Bendigo	20-24	Employed (away from work)	0	188
Bendigo	20-24	Employed (full-time)		37
Bendigo	20-24	Employed (full-time)	0	2880
Bendigo	20-24	Employed (full-time)	1	7
Bendigo	20-24	Employed (part-time)		31
Bendigo	20-24	Employed (part-time)	0	2508
Bendigo	20-24	Employed (part-time)	1	47
Bendigo	25-29		0	80
Bendigo	25-29	Employed (away from work)	0	242
Bendigo	25-29	Employed (away from work)	1	3
Bendigo	25-29	Employed (full-time)		44
Bendigo	25-29	Employed (full-time)	0	3815
Bendigo	25-29	Employed (full-time)	1	19
Bendigo	25-29	Employed (part-time)		18
Bendigo	25-29	Employed (part-time)	0	1477
Bendigo	25-29	Employed (part-time)	1	45
Bendigo	30-34			4
Bendigo	30-34		0	84
Bendigo	30-34	Employed (away from work)		7
Bendigo	30-34	Employed (away from work)	0	303
Bendigo	30-34	Employed (away from work)	1	3
Bendigo	30-34	Employed (full-time)		56
Bendigo	30-34	Employed (full-time)	0	3433
Bendigo	30-34	Employed (full-time)	1	15
Bendigo	30-34	Employed (part-time)		25
Bendigo	30-34	Employed (part-time)	0	1763
Bendigo	30-34	Employed (part-time)	1	33
Bendigo	35-39		0	79
Bendigo	35-39	Employed (away from work)		4
Bendigo	35-39	Employed (away from work)	0	245
Bendigo	35-39	Employed (away from work)	1	3
Bendigo	35-39	Employed (full-time)		54
Bendigo	35-39	Employed (full-time)	0	3245
Bendigo	35-39	Employed (full-time)	1	16
Bendigo	35-39	Employed (part-time)		26
Bendigo	35-39	Employed (part-time)	0	1913
Bendigo	35-39	Employed (part-time)	1	28
Bendigo	40-44		0	93
Bendigo	40-44	Employed (away from work)		6
Bendigo	40-44	Employed (away from work)	0	178
Bendigo	40-44	Employed (away from work)	1	8
Bendigo	40-44	Employed (full-time)		52
Bendigo	40-44	Employed (full-time)	0	3752
Bendigo	40-44	Employed (full-time)	1	14
Bendigo	40-44	Employed (part-time)		34
Bendigo	40-44	Employed (part-time)	0	2110
Bendigo	40-44	Employed (part-time)	1	25
Bendigo	45-49			7
Bendigo	45-49		0	85
Bendigo	45-49		1	3
Bendigo	45-49	Employed (away from work)	0	184
Bendigo	45-49	Employed (away from work)	1	7
Bendigo	45-49	Employed (full-time)		51
Bendigo	45-49	Employed (full-time)	0	4114
Bendigo	45-49	Employed (full-time)	1	19
Bendigo	45-49	Employed (part-time)		31
Bendigo	45-49	Employed (part-time)	0	2228
Bendigo	45-49	Employed (part-time)	1	46
Bendigo	50-54			3
Bendigo	50-54		0	92
Bendigo	50-54		1	5
Bendigo	50-54	Employed (away from work)	0	251
Bendigo	50-54	Employed (away from work)	1	9
Bendigo	50-54	Employed (full-time)		80
Bendigo	50-54	Employed (full-time)	0	4096
Bendigo	50-54	Employed (full-time)	1	22
Bendigo	50-54	Employed (part-time)		39
Bendigo	50-54	Employed (part-time)	0	2130
Bendigo	50-54	Employed (part-time)	1	28
Bendigo	55-59			7
Bendigo	55-59		0	91
Bendigo	55-59	Employed (away from work)		4
Bendigo	55-59	Employed (away from work)	0	268
Bendigo	55-59	Employed (away from work)	1	8
Bendigo	55-59	Employed (full-time)		66
Bendigo	55-59	Employed (full-time)	0	3594
Bendigo	55-59	Employed (full-time)	1	18
Bendigo	55-59	Employed (part-time)		32
Bendigo	55-59	Employed (part-time)	0	2256
Bendigo	55-59	Employed (part-time)	1	43
Bendigo	60-64		0	68
Bendigo	60-64	Employed (away from work)		7
