SA4_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Sydney - Inner South West	35-44	Train and two other methods	3	M	60
Sydney - Inner South West	35-44	Truck	1	F	6
Sydney - Inner South West	35-44	Truck	1	M	379
Sydney - Inner South West	35-44	Walked only	1	F	618
Sydney - Inner South West	35-44	Walked only	1	M	472
Sydney - Inner South West	35-44	Worked at home		F	1251
Sydney - Inner South West	35-44	Worked at home		M	542
Sydney - Inner South West	45-54	Bicycle	1	F	16
Sydney - Inner South West	45-54	Bicycle	1	M	98
Sydney - Inner South West	45-54	Bus	1	F	316
Sydney - Inner South West	45-54	Bus	1	M	145
Sydney - Inner South West	45-54	Bus and car as driver	2	F	7
Sydney - Inner South West	45-54	Bus and car as driver	2	M	13
Sydney - Inner South West	45-54	Bus and car as passenger	2	F	19
Sydney - Inner South West	45-54	Bus and car as passenger	2	M	3
Sydney - Inner South West	45-54	Bus and other	2	M	4
Sydney - Inner South West	45-54	Car as driver	1	F	10998
Sydney - Inner South West	45-54	Car as driver	1	M	13030
Sydney - Inner South West	45-54	Car as passenger	1	F	879
Sydney - Inner South West	45-54	Car as passenger	1	M	278
Sydney - Inner South West	45-54	Did not go to work		F	1102
Sydney - Inner South West	45-54	Did not go to work		M	597
Sydney - Inner South West	45-54	Ferry	1	F	4
Sydney - Inner South West	45-54	Ferry	1	M	3
Sydney - Inner South West	45-54	Method of travel not stated		F	132
Sydney - Inner South West	45-54	Method of travel not stated		M	163
Sydney - Inner South West	45-54	Motorbike scooter	1	F	10
Sydney - Inner South West	45-54	Motorbike scooter	1	M	90
Sydney - Inner South West	45-54	(Other)	1	F	75
Sydney - Inner South West	45-54	(Other)	1	M	122
Sydney - Inner South West	45-54	Other three methods	3	M	8
Sydney - Inner South West	45-54	Other two methods	2	F	56
Sydney - Inner South West	45-54	Other two methods	2	M	93
Sydney - Inner South West	45-54	Taxi	1	F	8
Sydney - Inner South West	45-54	Taxi	1	M	77
Sydney - Inner South West	45-54	Train	1	F	500
Sydney - Inner South West	45-54	Train	1	M	474
Sydney - Inner South West	45-54	Train and bus	2	F	181
Sydney - Inner South West	45-54	Train and bus	2	M	181
Sydney - Inner South West	45-54	Train and car as driver	2	F	49
Sydney - Inner South West	45-54	Train and car as driver	2	M	105
Sydney - Inner South West	45-54	Train and car as passenger	2	F	43
Sydney - Inner South West	45-54	Train and car as passenger	2	M	9
Sydney - Inner South West	45-54	Train and ferry	2	M	3
Sydney - Inner South West	45-54	Train and other	2	F	6
Sydney - Inner South West	45-54	Train and other	2	M	21
Sydney - Inner South West	45-54	Train and tram includes light rail	2	F	3
Sydney - Inner South West	45-54	Train and two other methods	3	F	52
Sydney - Inner South West	45-54	Train and two other methods	3	M	47
Sydney - Inner South West	45-54	Truck	1	F	7
Sydney - Inner South West	45-54	Truck	1	M	384
Sydney - Inner South West	45-54	Walked only	1	F	656
Sydney - Inner South West	45-54	Walked only	1	M	410
Sydney - Inner South West	45-54	Worked at home		F	1000
Sydney - Inner South West	45-54	Worked at home		M	616
Sydney - Inner South West	55-64	Bicycle	1	F	6
Sydney - Inner South West	55-64	Bicycle	1	M	53
Sydney - Inner South West	55-64	Bus	1	F	271
Sydney - Inner South West	55-64	Bus	1	M	108
Sydney - Inner South West	55-64	Bus and car as driver	2	F	5
Sydney - Inner South West	55-64	Bus and car as driver	2	M	7
Sydney - Inner South West	55-64	Bus and car as passenger	2	F	22
Sydney - Inner South West	55-64	Bus and car as passenger	2	M	3
Sydney - Inner South West	55-64	Bus and other	2	F	3
Sydney - Inner South West	55-64	Bus and other	2	M	3
Sydney - Inner South West	55-64	Car as driver	1	F	6770
Sydney - Inner South West	55-64	Car as driver	1	M	9185
Sydney - Inner South West	55-64	Car as passenger	1	F	787
Sydney - Inner South West	55-64	Car as passenger	1	M	225
Sydney - Inner South West	55-64	Did not go to work		F	1027
Sydney - Inner South West	55-64	Did not go to work		M	616
Sydney - Inner South West	55-64	Method of travel not stated		F	79
Sydney - Inner South West	55-64	Method of travel not stated		M	129
Sydney - Inner South West	55-64	Motorbike scooter	1	F	9
Sydney - Inner South West	55-64	Motorbike scooter	1	M	68
Sydney - Inner South West	55-64	(Other)	1	F	67
Sydney - Inner South West	55-64	(Other)	1	M	89
Sydney - Inner South West	55-64	Other two methods	2	F	43
Sydney - Inner South West	55-64	Other two methods	2	M	64
Sydney - Inner South West	55-64	Taxi	1	F	12
Sydney - Inner South West	55-64	Taxi	1	M	43
Sydney - Inner South West	55-64	Train	1	F	357
Sydney - Inner South West	55-64	Train	1	M	336
Sydney - Inner South West	55-64	Train and bus	2	F	156
Sydney - Inner South West	55-64	Train and bus	2	M	110
Sydney - Inner South West	55-64	Train and car as driver	2	F	43
Sydney - Inner South West	55-64	Train and car as driver	2	M	50
Sydney - Inner South West	55-64	Train and car as passenger	2	F	19
Sydney - Inner South West	55-64	Train and car as passenger	2	M	13
Sydney - Inner South West	55-64	Train and other	2	F	4
Sydney - Inner South West	55-64	Train and other	2	M	3
Sydney - Inner South West	55-64	Train and two other methods	3	F	37
Sydney - Inner South West	55-64	Train and two other methods	3	M	27
Sydney - Inner South West	55-64	Tram includes light rail	1	F	4
Sydney - Inner South West	55-64	Truck	1	F	3
Sydney - Inner South West	55-64	Truck	1	M	261
Sydney - Inner South West	55-64	Walked only	1	F	467
Sydney - Inner South West	55-64	Walked only	1	M	304
Sydney - Inner South West	55-64	Worked at home		F	656
Sydney - Inner South West	55-64	Worked at home		M	570
Sydney - Inner South West	65-74	Bicycle	1	M	10
Sydney - Inner South West	65-74	Bus	1	F	60
Sydney - Inner South West	65-74	Bus	1	M	35
Sydney - Inner South West	65-74	Bus and car as driver	2	F	3
Sydney - Inner South West	65-74	Bus and other	2	F	3
Sydney - Inner South West	65-74	Car as driver	1	F	1214
Sydney - Inner South West	65-74	Car as driver	1	M	2296
Sydney - Inner South West	65-74	Car as passenger	1	F	152
Sydney - Inner South West	65-74	Car as passenger	1	M	62
Sydney - Inner South West	65-74	Did not go to work		F	376
Sydney - Inner South West	65-74	Did not go to work		M	286
Sydney - Inner South West	65-74	Method of travel not stated		F	46
Sydney - Inner South West	65-74	Method of travel not stated		M	45
Sydney - Inner South West	65-74	Motorbike scooter	1	M	13
Sydney - Inner South West	65-74	(Other)	1	F	7
Sydney - Inner South West	65-74	(Other)	1	M	35
Sydney - Inner South West	65-74	Other two methods	2	F	5
Sydney - Inner South West	65-74	Other two methods	2	M	21
Sydney - Inner South West	65-74	Taxi	1	F	4
Sydney - Inner South West	65-74	Taxi	1	M	8
Sydney - Inner South West	65-74	Train	1	F	49
Sydney - Inner South West	65-74	Train	1	M	75
Sydney - Inner South West	65-74	Train and bus	2	F	38
Sydney - Inner South West	65-74	Train and bus	2	M	41
Sydney - Inner South West	65-74	Train and car as driver	2	F	4
Sydney - Inner South West	65-74	Train and car as driver	2	M	14
Sydney - Inner South West	65-74	Train and car as passenger	2	F	6
Sydney - Inner South West	65-74	Train and ferry	2	M	3
Sydney - Inner South West	65-74	Train and other	2	F	3
Sydney - Inner South West	65-74	Train and two other methods	3	M	6
Sydney - Inner South West	65-74	Truck	1	M	65
Sydney - Inner South West	65-74	Walked only	1	F	95
Sydney - Inner South West	65-74	Walked only	1	M	110
Sydney - Inner South West	65-74	Worked at home		F	184
Sydney - Inner South West	65-74	Worked at home		M	281
Sydney - Inner South West	75+	Bus	1	M	3
Sydney - Inner South West	75+	Car as driver	1	F	87
Sydney - Inner South West	75+	Car as driver	1	M	270
Sydney - Inner South West	75+	Car as passenger	1	F	20
Sydney - Inner South West	75+	Car as passenger	1	M	16
Sydney - Inner South West	75+	Did not go to work		F	36
Sydney - Inner South West	75+	Did not go to work		M	50
Sydney - Inner South West	75+	Method of travel not stated		F	11
Sydney - Inner South West	75+	Method of travel not stated		M	11
Sydney - Inner South West	75+	(Other)	1	F	5
Sydney - Inner South West	75+	(Other)	1	M	4
Sydney - Inner South West	75+	Other two methods	2	M	3
Sydney - Inner South West	75+	Taxi	1	M	7
Sydney - Inner South West	75+	Train	1	F	10
Sydney - Inner South West	75+	Train	1	M	11
Sydney - Inner South West	75+	Train and bus	2	M	3
Sydney - Inner South West	75+	Truck	1	M	3
Sydney - Inner South West	75+	Walked only	1	F	10
Sydney - Inner South West	75+	Walked only	1	M	6
Sydney - Inner South West	75+	Worked at home		F	43
Sydney - Inner South West	75+	Worked at home		M	74
Sydney - Inner West	15-24	Bicycle	1	F	30
Sydney - Inner West	15-24	Bicycle	1	M	68
Sydney - Inner West	15-24	Bus	1	F	568
Sydney - Inner West	15-24	Bus	1	M	345
Sydney - Inner West	15-24	Bus and car as driver	2	F	20
Sydney - Inner West	15-24	Bus and car as driver	2	M	15
Sydney - Inner West	15-24	Bus and car as passenger	2	F	41
Sydney - Inner West	15-24	Bus and car as passenger	2	M	24
Sydney - Inner West	15-24	Bus and ferry	2	M	3
Sydney - Inner West	15-24	Bus and other	2	F	3
Sydney - Inner West	15-24	Bus and other	2	M	3
Sydney - Inner West	15-24	Bus and tram includes light rail	2	F	3
Sydney - Inner West	15-24	Bus and tram includes light rail	2	M	6
Sydney - Inner West	15-24	Bus and two other methods excludes train	3	F	5
Sydney - Inner West	15-24	Bus and two other methods excludes train	3	M	7
Sydney - Inner West	15-24	Car as driver	1	F	2610
Sydney - Inner West	15-24	Car as driver	1	M	2807
Sydney - Inner West	15-24	Car as passenger	1	F	685
Sydney - Inner West	15-24	Car as passenger	1	M	530
Sydney - Inner West	15-24	Did not go to work		F	1134
Sydney - Inner West	15-24	Did not go to work		M	780
Sydney - Inner West	15-24	Ferry	1	F	3
Sydney - Inner West	15-24	Method of travel not stated		F	90
Sydney - Inner West	15-24	Method of travel not stated		M	119
Sydney - Inner West	15-24	Motorbike scooter	1	F	8
Sydney - Inner West	15-24	Motorbike scooter	1	M	79
Sydney - Inner West	15-24	(Other)	1	F	16
Sydney - Inner West	15-24	(Other)	1	M	18
Sydney - Inner West	15-24	Other two methods	2	F	34
Sydney - Inner West	15-24	Other two methods	2	M	45
Sydney - Inner West	15-24	Taxi	1	F	6
Sydney - Inner West	15-24	Taxi	1	M	5
Sydney - Inner West	15-24	Train	1	F	791
Sydney - Inner West	15-24	Train	1	M	727
Sydney - Inner West	15-24	Train and bus	2	F	386
Sydney - Inner West	15-24	Train and bus	2	M	287
Sydney - Inner West	15-24	Train and car as driver	2	F	54
Sydney - Inner West	15-24	Train and car as driver	2	M	70
Sydney - Inner West	15-24	Train and car as passenger	2	F	47
Sydney - Inner West	15-24	Train and car as passenger	2	M	55
Sydney - Inner West	15-24	Train and ferry	2	F	5
Sydney - Inner West	15-24	Train and other	2	F	8
Sydney - Inner West	15-24	Train and other	2	M	8
Sydney - Inner West	15-24	Train and tram includes light rail	2	F	3
Sydney - Inner West	15-24	Train and tram includes light rail	2	M	3
Sydney - Inner West	15-24	Train and two other methods	3	F	85
Sydney - Inner West	15-24	Train and two other methods	3	M	67
Sydney - Inner West	15-24	Tram includes light rail	1	F	17
Sydney - Inner West	15-24	Tram includes light rail	1	M	14
Sydney - Inner West	15-24	Truck	1	M	27
Sydney - Inner West	15-24	Walked only	1	F	623
Sydney - Inner West	15-24	Walked only	1	M	481
Sydney - Inner West	15-24	Worked at home		F	80
Sydney - Inner West	15-24	Worked at home		M	53
Sydney - Inner West	25-34	Bicycle	1	F	58
Sydney - Inner West	25-34	Bicycle	1	M	124
Sydney - Inner West	25-34	Bus	1	F	719
Sydney - Inner West	25-34	Bus	1	M	420
Sydney - Inner West	25-34	Bus and car as driver	2	F	10
Sydney - Inner West	25-34	Bus and car as driver	2	M	23
Sydney - Inner West	25-34	Bus and car as passenger	2	F	23
Sydney - Inner West	25-34	Bus and car as passenger	2	M	6
Sydney - Inner West	25-34	Bus and other	2	F	5
Sydney - Inner West	25-34	Bus and other	2	M	4
Sydney - Inner West	25-34	Bus and tram includes light rail	2	F	4
Sydney - Inner West	25-34	Bus and two other methods excludes train	3	F	3
Sydney - Inner West	25-34	Bus and two other methods excludes train	3	M	4
Sydney - Inner West	25-34	Car as driver	1	F	5948
Sydney - Inner West	25-34	Car as driver	1	M	7872
Sydney - Inner West	25-34	Car as passenger	1	F	513
Sydney - Inner West	25-34	Car as passenger	1	M	311
Sydney - Inner West	25-34	Did not go to work		F	1291
Sydney - Inner West	25-34	Did not go to work		M	617
Sydney - Inner West	25-34	Ferry	1	F	4
Sydney - Inner West	25-34	Method of travel not stated		F	102
Sydney - Inner West	25-34	Method of travel not stated		M	151
Sydney - Inner West	25-34	Motorbike scooter	1	F	22
Sydney - Inner West	25-34	Motorbike scooter	1	M	165
Sydney - Inner West	25-34	(Other)	1	F	46
Sydney - Inner West	25-34	(Other)	1	M	54
Sydney - Inner West	25-34	Other three methods	3	F	3
Sydney - Inner West	25-34	Other two methods	2	F	57
Sydney - Inner West	25-34	Other two methods	2	M	72
Sydney - Inner West	25-34	Taxi	1	F	16
Sydney - Inner West	25-34	Taxi	1	M	21
Sydney - Inner West	25-34	Train	1	F	1727
Sydney - Inner West	25-34	Train	1	M	1611
Sydney - Inner West	25-34	Train and bus	2	F	645
Sydney - Inner West	25-34	Train and bus	2	M	474
Sydney - Inner West	25-34	Train and car as driver	2	F	131
Sydney - Inner West	25-34	Train and car as driver	2	M	161
Sydney - Inner West	25-34	Train and car as passenger	2	F	86
Sydney - Inner West	25-34	Train and car as passenger	2	M	25
Sydney - Inner West	25-34	Train and ferry	2	F	5
Sydney - Inner West	25-34	Train and ferry	2	M	8
Sydney - Inner West	25-34	Train and other	2	F	13
Sydney - Inner West	25-34	Train and other	2	M	19
Sydney - Inner West	25-34	Train and tram includes light rail	2	F	17
Sydney - Inner West	25-34	Train and tram includes light rail	2	M	7
Sydney - Inner West	25-34	Train and two other methods	3	F	139
Sydney - Inner West	25-34	Train and two other methods	3	M	103
Sydney - Inner West	25-34	Tram includes light rail	1	F	24
Sydney - Inner West	25-34	Tram includes light rail	1	M	12
Sydney - Inner West	25-34	Truck	1	F	5
Sydney - Inner West	25-34	Truck	1	M	121
Sydney - Inner West	25-34	Walked only	1	F	793
Sydney - Inner West	25-34	Walked only	1	M	671
Sydney - Inner West	25-34	Worked at home		F	440
Sydney - Inner West	25-34	Worked at home		M	293
Sydney - Inner West	35-44	Bicycle	1	F	45
Sydney - Inner West	35-44	Bicycle	1	M	129
Sydney - Inner West	35-44	Bus	1	F	279
Sydney - Inner West	35-44	Bus	1	M	210
Sydney - Inner West	35-44	Bus and car as driver	2	F	14
Sydney - Inner West	35-44	Bus and car as driver	2	M	6
Sydney - Inner West	35-44	Bus and car as passenger	2	F	6
Sydney - Inner West	35-44	Bus and car as passenger	2	M	8
Sydney - Inner West	35-44	Bus and ferry	2	F	3
Sydney - Inner West	35-44	Bus and other	2	F	5
Sydney - Inner West	35-44	Bus and other	2	M	13
Sydney - Inner West	35-44	Bus and tram includes light rail	2	M	3
Sydney - Inner West	35-44	Bus and two other methods excludes train	3	F	3
Sydney - Inner West	35-44	Car as driver	1	F	6389
Sydney - Inner West	35-44	Car as driver	1	M	8342
Sydney - Inner West	35-44	Car as passenger	1	F	330
Sydney - Inner West	35-44	Car as passenger	1	M	184
Sydney - Inner West	35-44	Did not go to work		F	1168
Sydney - Inner West	35-44	Did not go to work		M	461
Sydney - Inner West	35-44	Ferry	1	F	8
Sydney - Inner West	35-44	Ferry	1	M	5
Sydney - Inner West	35-44	Method of travel not stated		F	73
Sydney - Inner West	35-44	Method of travel not stated		M	97
Sydney - Inner West	35-44	Motorbike scooter	1	F	19
Sydney - Inner West	35-44	Motorbike scooter	1	M	141
Sydney - Inner West	35-44	(Other)	1	F	48
Sydney - Inner West	35-44	(Other)	1	M	86
Sydney - Inner West	35-44	Other three methods	3	M	8
Sydney - Inner West	35-44	Other two methods	2	F	49
Sydney - Inner West	35-44	Other two methods	2	M	80
Sydney - Inner West	35-44	Taxi	1	F	14
Sydney - Inner West	35-44	Taxi	1	M	20
Sydney - Inner West	35-44	Train	1	F	934
Sydney - Inner West	35-44	Train	1	M	1017
Sydney - Inner West	35-44	Train and bus	2	F	318
Sydney - Inner West	35-44	Train and bus	2	M	305
Sydney - Inner West	35-44	Train and car as driver	2	F	115
Sydney - Inner West	35-44	Train and car as driver	2	M	156
Sydney - Inner West	35-44	Train and car as passenger	2	F	43
Sydney - Inner West	35-44	Train and car as passenger	2	M	20
Sydney - Inner West	35-44	Train and ferry	2	F	3
Sydney - Inner West	35-44	Train and ferry	2	M	8
Sydney - Inner West	35-44	Train and other	2	F	11
Sydney - Inner West	35-44	Train and other	2	M	23
Sydney - Inner West	35-44	Train and tram includes light rail	2	F	7
Sydney - Inner West	35-44	Train and tram includes light rail	2	M	6
Sydney - Inner West	35-44	Train and two other methods	3	F	55
Sydney - Inner West	35-44	Train and two other methods	3	M	66
Sydney - Inner West	35-44	Tram includes light rail	1	F	18
Sydney - Inner West	35-44	Tram includes light rail	1	M	17
Sydney - Inner West	35-44	Truck	1	F	3
Sydney - Inner West	35-44	Truck	1	M	152
Sydney - Inner West	35-44	Walked only	1	F	482
Sydney - Inner West	35-44	Walked only	1	M	411
Sydney - Inner West	35-44	Worked at home		F	1009
Sydney - Inner West	35-44	Worked at home		M	579
Sydney - Inner West	45-54	Bicycle	1	F	40
Sydney - Inner West	45-54	Bicycle	1	M	102
Sydney - Inner West	45-54	Bus	1	F	290
Sydney - Inner West	45-54	Bus	1	M	159
Sydney - Inner West	45-54	Bus and car as driver	2	F	15
Sydney - Inner West	45-54	Bus and car as driver	2	M	13
Sydney - Inner West	45-54	Bus and car as passenger	2	F	12
Sydney - Inner West	45-54	Bus and ferry	2	F	3
Sydney - Inner West	45-54	Bus and ferry	2	M	3
Sydney - Inner West	45-54	Bus and other	2	M	3
Sydney - Inner West	45-54	Bus and tram includes light rail	2	F	3
Sydney - Inner West	45-54	Bus and two other methods excludes train	3	F	4
Sydney - Inner West	45-54	Bus and two other methods excludes train	3	M	3
Sydney - Inner West	45-54	Car as driver	1	F	6672
Sydney - Inner West	45-54	Car as driver	1	M	7643
Sydney - Inner West	45-54	Car as passenger	1	F	490
Sydney - Inner West	45-54	Car as passenger	1	M	167
Sydney - Inner West	45-54	Did not go to work		F	771
Sydney - Inner West	45-54	Did not go to work		M	500
Sydney - Inner West	45-54	Ferry	1	F	3
Sydney - Inner West	45-54	Ferry	1	M	6
Sydney - Inner West	45-54	Method of travel not stated		F	72
Sydney - Inner West	45-54	Method of travel not stated		M	102
Sydney - Inner West	45-54	Motorbike scooter	1	F	11
Sydney - Inner West	45-54	Motorbike scooter	1	M	119
Sydney - Inner West	45-54	(Other)	1	F	54
Sydney - Inner West	45-54	(Other)	1	M	62
Sydney - Inner West	45-54	Other three methods	3	M	10
Sydney - Inner West	45-54	Other two methods	2	F	34
Sydney - Inner West	45-54	Other two methods	2	M	59
Sydney - Inner West	45-54	Taxi	1	F	14
Sydney - Inner West	45-54	Taxi	1	M	26
Sydney - Inner West	45-54	Train	1	F	750
Sydney - Inner West	45-54	Train	1	M	736
Sydney - Inner West	45-54	Train and bus	2	F	252
Sydney - Inner West	45-54	Train and bus	2	M	207
Sydney - Inner West	45-54	Train and car as driver	2	F	125
Sydney - Inner West	45-54	Train and car as driver	2	M	150
Sydney - Inner West	45-54	Train and car as passenger	2	F	51
Sydney - Inner West	45-54	Train and car as passenger	2	M	21
Sydney - Inner West	45-54	Train and ferry	2	F	3
Sydney - Inner West	45-54	Train and ferry	2	M	4
Sydney - Inner West	45-54	Train and other	2	F	9
Sydney - Inner West	45-54	Train and other	2	M	21
Sydney - Inner West	45-54	Train and tram includes light rail	2	F	6
Sydney - Inner West	45-54	Train and tram includes light rail	2	M	3
Sydney - Inner West	45-54	Train and two other methods	3	F	67
Sydney - Inner West	45-54	Train and two other methods	3	M	55
Sydney - Inner West	45-54	Tram includes light rail	1	F	15
Sydney - Inner West	45-54	Tram includes light rail	1	M	4
Sydney - Inner West	45-54	Truck	1	F	8
Sydney - Inner West	45-54	Truck	1	M	173
Sydney - Inner West	45-54	Walked only	1	F	523
Sydney - Inner West	45-54	Walked only	1	M	349
Sydney - Inner West	45-54	Worked at home		F	974
Sydney - Inner West	45-54	Worked at home		M	703
Sydney - Inner West	55-64	Bicycle	1	F	23
Sydney - Inner West	55-64	Bicycle	1	M	56
Sydney - Inner West	55-64	Bus	1	F	228
Sydney - Inner West	55-64	Bus	1	M	125
Sydney - Inner West	55-64	Bus and car as driver	2	F	7
Sydney - Inner West	55-64	Bus and car as driver	2	M	4
Sydney - Inner West	55-64	Bus and car as passenger	2	F	14
Sydney - Inner West	55-64	Bus and car as passenger	2	M	3
Sydney - Inner West	55-64	Bus and ferry	2	M	4
Sydney - Inner West	55-64	Bus and other	2	F	3
Sydney - Inner West	55-64	Bus and two other methods excludes train	3	F	3
Sydney - Inner West	55-64	Car as driver	1	F	4174
Sydney - Inner West	55-64	Car as driver	1	M	5226
Sydney - Inner West	55-64	Car as passenger	1	F	401
Sydney - Inner West	55-64	Car as passenger	1	M	97
Sydney - Inner West	55-64	Did not go to work		F	744
Sydney - Inner West	55-64	Did not go to work		M	470
Sydney - Inner West	55-64	Ferry	1	F	3
Sydney - Inner West	55-64	Ferry	1	M	3
Sydney - Inner West	55-64	Method of travel not stated		F	59
Sydney - Inner West	55-64	Method of travel not stated		M	60
Sydney - Inner West	55-64	Motorbike scooter	1	F	5
Sydney - Inner West	55-64	Motorbike scooter	1	M	63
Sydney - Inner West	55-64	(Other)	1	F	39
Sydney - Inner West	55-64	(Other)	1	M	59
Sydney - Inner West	55-64	Other three methods	3	F	3
Sydney - Inner West	55-64	Other two methods	2	F	32
Sydney - Inner West	55-64	Other two methods	2	M	28
Sydney - Inner West	55-64	Taxi	1	F	10
Sydney - Inner West	55-64	Taxi	1	M	18
Sydney - Inner West	55-64	Train	1	F	476
Sydney - Inner West	55-64	Train	1	M	484
Sydney - Inner West	55-64	Train and bus	2	F	183
Sydney - Inner West	55-64	Train and bus	2	M	173
Sydney - Inner West	55-64	Train and car as driver	2	F	60
Sydney - Inner West	55-64	Train and car as driver	2	M	101
Sydney - Inner West	55-64	Train and car as passenger	2	F	64
Sydney - Inner West	55-64	Train and car as passenger	2	M	16
Sydney - Inner West	55-64	Train and ferry	2	F	3
Sydney - Inner West	55-64	Train and ferry	2	M	7
Sydney - Inner West	55-64	Train and other	2	F	11
Sydney - Inner West	55-64	Train and other	2	M	15
Sydney - Inner West	55-64	Train and tram includes light rail	2	F	3
Sydney - Inner West	55-64	Train and tram includes light rail	2	M	6
Sydney - Inner West	55-64	Train and two other methods	3	F	46
Sydney - Inner West	55-64	Train and two other methods	3	M	43
Sydney - Inner West	55-64	Tram includes light rail	1	F	3
Sydney - Inner West	55-64	Truck	1	M	122
Sydney - Inner West	55-64	Walked only	1	F	392
Sydney - Inner West	55-64	Walked only	1	M	266
Sydney - Inner West	55-64	Worked at home		F	601
Sydney - Inner West	55-64	Worked at home		M	592
Sydney - Inner West	65-74	Bicycle	1	F	3
Sydney - Inner West	65-74	Bicycle	1	M	9
Sydney - Inner West	65-74	Bus	1	F	61
Sydney - Inner West	65-74	Bus	1	M	39
Sydney - Inner West	65-74	Bus and car as driver	2	F	3
Sydney - Inner West	65-74	Bus and car as passenger	2	F	3
Sydney - Inner West	65-74	Car as driver	1	F	861
Sydney - Inner West	65-74	Car as driver	1	M	1389
Sydney - Inner West	65-74	Car as passenger	1	F	103
Sydney - Inner West	65-74	Car as passenger	1	M	22
Sydney - Inner West	65-74	Did not go to work		F	249
Sydney - Inner West	65-74	Did not go to work		M	228
Sydney - Inner West	65-74	Ferry	1	F	3
Sydney - Inner West	65-74	Method of travel not stated		F	27
Sydney - Inner West	65-74	Method of travel not stated		M	23
Sydney - Inner West	65-74	Motorbike scooter	1	M	9
Sydney - Inner West	65-74	(Other)	1	F	11
Sydney - Inner West	65-74	(Other)	1	M	18
Sydney - Inner West	65-74	Other two methods	2	F	7
Sydney - Inner West	65-74	Other two methods	2	M	11
Sydney - Inner West	65-74	Taxi	1	F	3
Sydney - Inner West	65-74	Taxi	1	M	4
Sydney - Inner West	65-74	Train	1	F	68
Sydney - Inner West	65-74	Train	1	M	85
Sydney - Inner West	65-74	Train and bus	2	F	37
Sydney - Inner West	65-74	Train and bus	2	M	38
Sydney - Inner West	65-74	Train and car as driver	2	F	10
Sydney - Inner West	65-74	Train and car as driver	2	M	14
Sydney - Inner West	65-74	Train and car as passenger	2	F	6
Sydney - Inner West	65-74	Train and car as passenger	2	M	3
Sydney - Inner West	65-74	Train and ferry	2	M	3
Sydney - Inner West	65-74	Train and two other methods	3	F	8
Sydney - Inner West	65-74	Train and two other methods	3	M	12
Sydney - Inner West	65-74	Tram includes light rail	1	M	3
Sydney - Inner West	65-74	Truck	1	M	45
Sydney - Inner West	65-74	Walked only	1	F	88
Sydney - Inner West	65-74	Walked only	1	M	82
Sydney - Inner West	65-74	Worked at home		F	262
Sydney - Inner West	65-74	Worked at home		M	312
Sydney - Inner West	75+	Bus	1	F	10
Sydney - Inner West	75+	Bus	1	M	12
Sydney - Inner West	75+	Car as driver	1	F	60
Sydney - Inner West	75+	Car as driver	1	M	173
Sydney - Inner West	75+	Car as passenger	1	F	20
Sydney - Inner West	75+	Car as passenger	1	M	8
Sydney - Inner West	75+	Did not go to work		F	25
Sydney - Inner West	75+	Did not go to work		M	43
Sydney - Inner West	75+	Method of travel not stated		F	16
Sydney - Inner West	75+	Method of travel not stated		M	11
Sydney - Inner West	75+	(Other)	1	F	3
Sydney - Inner West	75+	(Other)	1	M	5
Sydney - Inner West	75+	Train	1	F	3
Sydney - Inner West	75+	Train	1	M	9
Sydney - Inner West	75+	Train and bus	2	F	3
Sydney - Inner West	75+	Train and bus	2	M	6
Sydney - Inner West	75+	Train and two other methods	3	M	3
Sydney - Inner West	75+	Truck	1	M	6
Sydney - Inner West	75+	Walked only	1	F	10
Sydney - Inner West	75+	Walked only	1	M	19
Sydney - Inner West	75+	Worked at home		F	46
Sydney - Inner West	75+	Worked at home		M	76
Sydney - North Sydney and Hornsby	15-24	Bicycle	1	F	11
Sydney - North Sydney and Hornsby	15-24	Bicycle	1	M	65
Sydney - North Sydney and Hornsby	15-24	Bus	1	F	1067
Sydney - North Sydney and Hornsby	15-24	Bus	1	M	748
Sydney - North Sydney and Hornsby	15-24	Bus and car as driver	2	F	38
Sydney - North Sydney and Hornsby	15-24	Bus and car as driver	2	M	43
Sydney - North Sydney and Hornsby	15-24	Bus and car as passenger	2	F	49
Sydney - North Sydney and Hornsby	15-24	Bus and car as passenger	2	M	36
Sydney - North Sydney and Hornsby	15-24	Bus and ferry	2	M	3
Sydney - North Sydney and Hornsby	15-24	Bus and other	2	M	6
Sydney - North Sydney and Hornsby	15-24	Bus and tram includes light rail	2	F	3
Sydney - North Sydney and Hornsby	15-24	Bus and two other methods excludes train	3	F	3
Sydney - North Sydney and Hornsby	15-24	Bus and two other methods excludes train	3	M	11
Sydney - North Sydney and Hornsby	15-24	Car as driver	1	F	4235
Sydney - North Sydney and Hornsby	15-24	Car as driver	1	M	4618
Sydney - North Sydney and Hornsby	15-24	Car as passenger	1	F	1013
Sydney - North Sydney and Hornsby	15-24	Car as passenger	1	M	786
Sydney - North Sydney and Hornsby	15-24	Did not go to work		F	2519
Sydney - North Sydney and Hornsby	15-24	Did not go to work		M	1691
Sydney - North Sydney and Hornsby	15-24	Ferry	1	F	15
Sydney - North Sydney and Hornsby	15-24	Ferry	1	M	4
Sydney - North Sydney and Hornsby	15-24	Method of travel not stated		F	160
Sydney - North Sydney and Hornsby	15-24	Method of travel not stated		M	160
Sydney - North Sydney and Hornsby	15-24	Motorbike scooter	1	F	10
Sydney - North Sydney and Hornsby	15-24	Motorbike scooter	1	M	149
