SA4_NAME16	Age	ModeTravelToWork	NumberModes	workers
Sydney - Sutherland	25-34	Car as driver	1	8532
Sydney - Sutherland	25-34	Car as passenger	1	406
Sydney - Sutherland	25-34	Did not go to work		1192
Sydney - Sutherland	25-34	Ferry	1	3
Sydney - Sutherland	25-34	Method of travel not stated		95
Sydney - Sutherland	25-34	Motorbike scooter	1	46
Sydney - Sutherland	25-34	(Other)	1	35
Sydney - Sutherland	25-34	Other two methods	2	88
Sydney - Sutherland	25-34	Taxi	1	6
Sydney - Sutherland	25-34	Train	1	877
Sydney - Sutherland	25-34	Train and bus	2	187
Sydney - Sutherland	25-34	Train and car as driver	2	46
Sydney - Sutherland	25-34	Train and car as passenger	2	35
Sydney - Sutherland	25-34	Train and ferry	2	3
Sydney - Sutherland	25-34	Train and other	2	4
Sydney - Sutherland	25-34	Train and two other methods	3	58
Sydney - Sutherland	25-34	Tram includes light rail	1	3
Sydney - Sutherland	25-34	Truck	1	94
Sydney - Sutherland	25-34	Walked only	1	454
Sydney - Sutherland	25-34	Worked at home		488
Sydney - Sutherland	35-44	Bicycle	1	66
Sydney - Sutherland	35-44	Bus	1	84
Sydney - Sutherland	35-44	Car as driver	1	9426
Sydney - Sutherland	35-44	Car as passenger	1	308
Sydney - Sutherland	35-44	Did not go to work		1044
Sydney - Sutherland	35-44	Ferry	1	3
Sydney - Sutherland	35-44	Method of travel not stated		110
Sydney - Sutherland	35-44	Motorbike scooter	1	38
Sydney - Sutherland	35-44	(Other)	1	51
Sydney - Sutherland	35-44	Other three methods	3	5
Sydney - Sutherland	35-44	Other two methods	2	55
Sydney - Sutherland	35-44	Taxi	1	16
Sydney - Sutherland	35-44	Train	1	359
Sydney - Sutherland	35-44	Train and bus	2	78
Sydney - Sutherland	35-44	Train and car as driver	2	32
Sydney - Sutherland	35-44	Train and car as passenger	2	17
Sydney - Sutherland	35-44	Train and other	2	11
Sydney - Sutherland	35-44	Train and two other methods	3	23
Sydney - Sutherland	35-44	Truck	1	108
Sydney - Sutherland	35-44	Walked only	1	383
Sydney - Sutherland	35-44	Worked at home		1173
Sydney - Sutherland	45-54	Bicycle	1	71
Sydney - Sutherland	45-54	Bus	1	61
Sydney - Sutherland	45-54	Bus and car as driver	2	4
Sydney - Sutherland	45-54	Bus and car as passenger	2	3
Sydney - Sutherland	45-54	Bus and other	2	3
Sydney - Sutherland	45-54	Car as driver	1	10006
Sydney - Sutherland	45-54	Car as passenger	1	364
Sydney - Sutherland	45-54	Did not go to work		859
Sydney - Sutherland	45-54	Method of travel not stated		106
Sydney - Sutherland	45-54	Motorbike scooter	1	45
Sydney - Sutherland	45-54	(Other)	1	71
Sydney - Sutherland	45-54	Other two methods	2	68
Sydney - Sutherland	45-54	Taxi	1	11
Sydney - Sutherland	45-54	Train	1	272
Sydney - Sutherland	45-54	Train and bus	2	60
Sydney - Sutherland	45-54	Train and car as driver	2	43
Sydney - Sutherland	45-54	Train and car as passenger	2	10
Sydney - Sutherland	45-54	Train and ferry	2	3
Sydney - Sutherland	45-54	Train and other	2	8
Sydney - Sutherland	45-54	Train and two other methods	3	9
Sydney - Sutherland	45-54	Tram includes light rail	1	4
Sydney - Sutherland	45-54	Truck	1	114
Sydney - Sutherland	45-54	Walked only	1	385
Sydney - Sutherland	45-54	Worked at home		1118
Sydney - Sutherland	55-64	Bicycle	1	52
Sydney - Sutherland	55-64	Bus	1	40
Sydney - Sutherland	55-64	Bus and car as driver	2	4
Sydney - Sutherland	55-64	Bus and car as passenger	2	3
Sydney - Sutherland	55-64	Car as driver	1	7242
Sydney - Sutherland	55-64	Car as passenger	1	293
Sydney - Sutherland	55-64	Did not go to work		980
Sydney - Sutherland	55-64	Method of travel not stated		64
Sydney - Sutherland	55-64	Motorbike scooter	1	34
Sydney - Sutherland	55-64	(Other)	1	45
Sydney - Sutherland	55-64	Other two methods	2	41
Sydney - Sutherland	55-64	Taxi	1	5
Sydney - Sutherland	55-64	Train	1	216
Sydney - Sutherland	55-64	Train and bus	2	55
Sydney - Sutherland	55-64	Train and car as driver	2	31
Sydney - Sutherland	55-64	Train and car as passenger	2	12
Sydney - Sutherland	55-64	Train and other	2	3
Sydney - Sutherland	55-64	Train and two other methods	3	9
Sydney - Sutherland	55-64	Tram includes light rail	1	3
Sydney - Sutherland	55-64	Truck	1	129
Sydney - Sutherland	55-64	Walked only	1	275
Sydney - Sutherland	55-64	Worked at home		897
Sydney - Sutherland	65-74	Bicycle	1	3
Sydney - Sutherland	65-74	Bus	1	14
Sydney - Sutherland	65-74	Car as driver	1	1669
Sydney - Sutherland	65-74	Car as passenger	1	91
Sydney - Sutherland	65-74	Did not go to work		365
Sydney - Sutherland	65-74	Method of travel not stated		33
Sydney - Sutherland	65-74	Motorbike scooter	1	9
Sydney - Sutherland	65-74	(Other)	1	17
Sydney - Sutherland	65-74	Other two methods	2	4
Sydney - Sutherland	65-74	Train	1	50
Sydney - Sutherland	65-74	Train and bus	2	11
Sydney - Sutherland	65-74	Train and car as driver	2	8
Sydney - Sutherland	65-74	Train and other	2	3
Sydney - Sutherland	65-74	Train and two other methods	3	3
Sydney - Sutherland	65-74	Truck	1	41
Sydney - Sutherland	65-74	Walked only	1	82
Sydney - Sutherland	65-74	Worked at home		495
Sydney - Sutherland	75+	Car as driver	1	149
Sydney - Sutherland	75+	Car as passenger	1	15
Sydney - Sutherland	75+	Did not go to work		51
Sydney - Sutherland	75+	Method of travel not stated		25
Sydney - Sutherland	75+	(Other)	1	6
Sydney - Sutherland	75+	Truck	1	5
Sydney - Sutherland	75+	Walked only	1	17
Sydney - Sutherland	75+	Worked at home		88
Migratory - Offshore - Shipping (NSW)	15-24	Did not go to work		3
Migratory - Offshore - Shipping (NSW)	15-24	(Other)	1	3
Migratory - Offshore - Shipping (NSW)	25-34	Car as driver	1	5
Migratory - Offshore - Shipping (NSW)	25-34	(Other)	1	4
Migratory - Offshore - Shipping (NSW)	25-34	Walked only	1	3
Migratory - Offshore - Shipping (NSW)	25-34	Worked at home		3
Migratory - Offshore - Shipping (NSW)	35-44	Car as driver	1	7
Migratory - Offshore - Shipping (NSW)	35-44	Did not go to work		3
Migratory - Offshore - Shipping (NSW)	45-54	Car as driver	1	4
Migratory - Offshore - Shipping (NSW)	45-54	Did not go to work		7
Migratory - Offshore - Shipping (NSW)	45-54	(Other)	1	3
Migratory - Offshore - Shipping (NSW)	45-54	Other two methods	2	3
Migratory - Offshore - Shipping (NSW)	45-54	Walked only	1	3
Migratory - Offshore - Shipping (NSW)	55-64	Car as passenger	1	3
Migratory - Offshore - Shipping (NSW)	55-64	Did not go to work		3
Migratory - Offshore - Shipping (NSW)	55-64	Other two methods	2	3
Migratory - Offshore - Shipping (NSW)	65-74	Car as passenger	1	3
No usual address (NSW)	15-24	Bicycle	1	60
No usual address (NSW)	15-24	Bus	1	350
No usual address (NSW)	15-24	Bus and car as driver	2	21
No usual address (NSW)	15-24	Bus and car as passenger	2	15
No usual address (NSW)	15-24	Bus and other	2	5
No usual address (NSW)	15-24	Bus and tram includes light rail	2	3
No usual address (NSW)	15-24	Bus and two other methods excludes train	3	5
No usual address (NSW)	15-24	Car as driver	1	11201
No usual address (NSW)	15-24	Car as passenger	1	3033
No usual address (NSW)	15-24	Did not go to work		1987
No usual address (NSW)	15-24	Ferry	1	13
No usual address (NSW)	15-24	Method of travel not stated		343
No usual address (NSW)	15-24	Motorbike scooter	1	111
No usual address (NSW)	15-24	(Other)	1	153
No usual address (NSW)	15-24	Other three methods	3	8
No usual address (NSW)	15-24	Other two methods	2	280
No usual address (NSW)	15-24	Taxi	1	15
No usual address (NSW)	15-24	Train	1	760
No usual address (NSW)	15-24	Train and bus	2	304
No usual address (NSW)	15-24	Train and car as driver	2	96
No usual address (NSW)	15-24	Train and car as passenger	2	79
No usual address (NSW)	15-24	Train and other	2	14
No usual address (NSW)	15-24	Train and two other methods	3	142
No usual address (NSW)	15-24	Tram includes light rail	1	5
No usual address (NSW)	15-24	Truck	1	489
No usual address (NSW)	15-24	Walked only	1	340
No usual address (NSW)	15-24	Worked at home		125
No usual address (NSW)	25-34	Bicycle	1	103
No usual address (NSW)	25-34	Bus	1	420
No usual address (NSW)	25-34	Bus and car as driver	2	33
No usual address (NSW)	25-34	Bus and car as passenger	2	11
No usual address (NSW)	25-34	Bus and ferry	2	3
No usual address (NSW)	25-34	Bus and other	2	13
No usual address (NSW)	25-34	Bus and two other methods excludes train	3	13
No usual address (NSW)	25-34	Car as driver	1	20337
No usual address (NSW)	25-34	Car as passenger	1	1645
No usual address (NSW)	25-34	Did not go to work		2247
No usual address (NSW)	25-34	Ferry	1	23
No usual address (NSW)	25-34	Method of travel not stated		374
No usual address (NSW)	25-34	Motorbike scooter	1	127
No usual address (NSW)	25-34	(Other)	1	346
No usual address (NSW)	25-34	Other three methods	3	15
No usual address (NSW)	25-34	Other two methods	2	341
No usual address (NSW)	25-34	Taxi	1	98
No usual address (NSW)	25-34	Train	1	1069
No usual address (NSW)	25-34	Train and bus	2	368
No usual address (NSW)	25-34	Train and car as driver	2	121
No usual address (NSW)	25-34	Train and car as passenger	2	37
No usual address (NSW)	25-34	Train and ferry	2	5
No usual address (NSW)	25-34	Train and other	2	22
No usual address (NSW)	25-34	Train and two other methods	3	116
No usual address (NSW)	25-34	Tram includes light rail	1	13
No usual address (NSW)	25-34	Truck	1	1238
No usual address (NSW)	25-34	Walked only	1	332
No usual address (NSW)	25-34	Worked at home		447
No usual address (NSW)	35-44	Bicycle	1	83
No usual address (NSW)	35-44	Bus	1	258
No usual address (NSW)	35-44	Bus and car as driver	2	21
No usual address (NSW)	35-44	Bus and car as passenger	2	8
No usual address (NSW)	35-44	Bus and ferry	2	6
No usual address (NSW)	35-44	Bus and other	2	8
No usual address (NSW)	35-44	Bus and two other methods excludes train	3	7
No usual address (NSW)	35-44	Car as driver	1	22037
No usual address (NSW)	35-44	Car as passenger	1	1083
No usual address (NSW)	35-44	Did not go to work		2255
No usual address (NSW)	35-44	Ferry	1	10
No usual address (NSW)	35-44	Method of travel not stated		313
No usual address (NSW)	35-44	Motorbike scooter	1	88
No usual address (NSW)	35-44	(Other)	1	407
No usual address (NSW)	35-44	Other three methods	3	7
No usual address (NSW)	35-44	Other two methods	2	329
No usual address (NSW)	35-44	Taxi	1	96
No usual address (NSW)	35-44	Train	1	628
No usual address (NSW)	35-44	Train and bus	2	192
No usual address (NSW)	35-44	Train and car as driver	2	113
No usual address (NSW)	35-44	Train and car as passenger	2	18
No usual address (NSW)	35-44	Train and ferry	2	8
No usual address (NSW)	35-44	Train and other	2	21
No usual address (NSW)	35-44	Train and tram includes light rail	2	6
No usual address (NSW)	35-44	Train and two other methods	3	93
No usual address (NSW)	35-44	Tram includes light rail	1	7
No usual address (NSW)	35-44	Truck	1	1663
No usual address (NSW)	35-44	Walked only	1	282
No usual address (NSW)	35-44	Worked at home		613
No usual address (NSW)	45-54	Bicycle	1	79
No usual address (NSW)	45-54	Bus	1	205
No usual address (NSW)	45-54	Bus and car as driver	2	30
No usual address (NSW)	45-54	Bus and car as passenger	2	7
No usual address (NSW)	45-54	Bus and ferry	2	3
No usual address (NSW)	45-54	Bus and other	2	5
No usual address (NSW)	45-54	Bus and two other methods excludes train	3	7
No usual address (NSW)	45-54	Car as driver	1	23062
No usual address (NSW)	45-54	Car as passenger	1	1153
No usual address (NSW)	45-54	Did not go to work		2503
No usual address (NSW)	45-54	Ferry	1	12
No usual address (NSW)	45-54	Method of travel not stated		374
No usual address (NSW)	45-54	Motorbike scooter	1	97
No usual address (NSW)	45-54	(Other)	1	515
No usual address (NSW)	45-54	Other three methods	3	9
No usual address (NSW)	45-54	Other two methods	2	303
No usual address (NSW)	45-54	Taxi	1	123
No usual address (NSW)	45-54	Train	1	483
No usual address (NSW)	45-54	Train and bus	2	133
No usual address (NSW)	45-54	Train and car as driver	2	120
No usual address (NSW)	45-54	Train and car as passenger	2	23
No usual address (NSW)	45-54	Train and other	2	17
No usual address (NSW)	45-54	Train and two other methods	3	72
No usual address (NSW)	45-54	Tram includes light rail	1	5
No usual address (NSW)	45-54	Truck	1	2111
No usual address (NSW)	45-54	Walked only	1	325
No usual address (NSW)	45-54	Worked at home		589
No usual address (NSW)	55-64	Bicycle	1	36
No usual address (NSW)	55-64	Bus	1	174
No usual address (NSW)	55-64	Bus and car as driver	2	16
No usual address (NSW)	55-64	Bus and car as passenger	2	8
No usual address (NSW)	55-64	Bus and ferry	2	3
No usual address (NSW)	55-64	Bus and other	2	3
No usual address (NSW)	55-64	Car as driver	1	16054
No usual address (NSW)	55-64	Car as passenger	1	818
No usual address (NSW)	55-64	Did not go to work		2559
No usual address (NSW)	55-64	Ferry	1	9
No usual address (NSW)	55-64	Method of travel not stated		282
No usual address (NSW)	55-64	Motorbike scooter	1	51
No usual address (NSW)	55-64	(Other)	1	435
No usual address (NSW)	55-64	Other three methods	3	10
No usual address (NSW)	55-64	Other two methods	2	183
No usual address (NSW)	55-64	Taxi	1	108
No usual address (NSW)	55-64	Train	1	280
No usual address (NSW)	55-64	Train and bus	2	115
No usual address (NSW)	55-64	Train and car as driver	2	79
No usual address (NSW)	55-64	Train and car as passenger	2	9
No usual address (NSW)	55-64	Train and other	2	4
No usual address (NSW)	55-64	Train and two other methods	3	45
No usual address (NSW)	55-64	Tram includes light rail	1	3
No usual address (NSW)	55-64	Truck	1	1777
No usual address (NSW)	55-64	Walked only	1	301
No usual address (NSW)	55-64	Worked at home		453
No usual address (NSW)	65-74	Bicycle	1	10
No usual address (NSW)	65-74	Bus	1	53
No usual address (NSW)	65-74	Bus and car as driver	2	3
No usual address (NSW)	65-74	Bus and other	2	3
No usual address (NSW)	65-74	Car as driver	1	3438
No usual address (NSW)	65-74	Car as passenger	1	182
No usual address (NSW)	65-74	Did not go to work		972
No usual address (NSW)	65-74	Method of travel not stated		132
No usual address (NSW)	65-74	Motorbike scooter	1	6
No usual address (NSW)	65-74	(Other)	1	122
No usual address (NSW)	65-74	Other two methods	2	45
No usual address (NSW)	65-74	Taxi	1	44
No usual address (NSW)	65-74	Train	1	61
No usual address (NSW)	65-74	Train and bus	2	36
No usual address (NSW)	65-74	Train and car as driver	2	29
No usual address (NSW)	65-74	Train and other	2	3
No usual address (NSW)	65-74	Train and two other methods	3	12
No usual address (NSW)	65-74	Truck	1	519
No usual address (NSW)	65-74	Walked only	1	89
No usual address (NSW)	65-74	Worked at home		160
No usual address (NSW)	75+	Bus	1	10
No usual address (NSW)	75+	Car as driver	1	303
No usual address (NSW)	75+	Car as passenger	1	24
No usual address (NSW)	75+	Did not go to work		136
No usual address (NSW)	75+	Method of travel not stated		84
No usual address (NSW)	75+	(Other)	1	12
No usual address (NSW)	75+	Other two methods	2	4
No usual address (NSW)	75+	Taxi	1	4
No usual address (NSW)	75+	Train	1	7
No usual address (NSW)	75+	Train and bus	2	3
No usual address (NSW)	75+	Train and two other methods	3	4
No usual address (NSW)	75+	Truck	1	42
No usual address (NSW)	75+	Walked only	1	16
No usual address (NSW)	75+	Worked at home		44
Ballarat	15-24	Bicycle	1	34
Ballarat	15-24	Bus	1	173
Ballarat	15-24	Bus and car as driver	2	6
Ballarat	15-24	Bus and car as passenger	2	36
Ballarat	15-24	Bus and two other methods excludes train	3	4
Ballarat	15-24	Car as driver	1	5365
Ballarat	15-24	Car as passenger	1	1483
Ballarat	15-24	Did not go to work		1648
Ballarat	15-24	Ferry	1	3
Ballarat	15-24	Method of travel not stated		167
Ballarat	15-24	Motorbike scooter	1	27
Ballarat	15-24	(Other)	1	21
Ballarat	15-24	Other two methods	2	49
Ballarat	15-24	Taxi	1	20
Ballarat	15-24	Train	1	15
Ballarat	15-24	Train and car as driver	2	9
Ballarat	15-24	Train and tram includes light rail	2	3
Ballarat	15-24	Train and two other methods	3	5
Ballarat	15-24	Truck	1	10
Ballarat	15-24	Walked only	1	359
Ballarat	15-24	Worked at home		74
Ballarat	25-34	Bicycle	1	53
Ballarat	25-34	Bus	1	77
Ballarat	25-34	Bus and car as passenger	2	5
Ballarat	25-34	Car as driver	1	8259
Ballarat	25-34	Car as passenger	1	406
Ballarat	25-34	Did not go to work		1437
Ballarat	25-34	Ferry	1	4
Ballarat	25-34	Method of travel not stated		97
Ballarat	25-34	Motorbike scooter	1	16
Ballarat	25-34	(Other)	1	29
Ballarat	25-34	Other three methods	3	5
Ballarat	25-34	Other two methods	2	63
Ballarat	25-34	Taxi	1	31
Ballarat	25-34	Train	1	34
Ballarat	25-34	Train and bus	2	9
Ballarat	25-34	Train and car as driver	2	12
Ballarat	25-34	Train and car as passenger	2	3
Ballarat	25-34	Train and other	2	7
Ballarat	25-34	Train and two other methods	3	6
Ballarat	25-34	Truck	1	42
Ballarat	25-34	Walked only	1	316
Ballarat	25-34	Worked at home		350
Ballarat	35-44	Bicycle	1	69
Ballarat	35-44	Bus	1	49
Ballarat	35-44	Bus and car as driver	2	3
Ballarat	35-44	Bus and car as passenger	2	3
Ballarat	35-44	Car as driver	1	9127
Ballarat	35-44	Car as passenger	1	287
Ballarat	35-44	Did not go to work		1265
Ballarat	35-44	Ferry	1	3
Ballarat	35-44	Method of travel not stated		99
Ballarat	35-44	Motorbike scooter	1	26
Ballarat	35-44	(Other)	1	44
Ballarat	35-44	Other two methods	2	46
Ballarat	35-44	Taxi	1	24
Ballarat	35-44	Train	1	38
Ballarat	35-44	Train and bus	2	3
Ballarat	35-44	Train and car as driver	2	13
Ballarat	35-44	Train and other	2	3
Ballarat	35-44	Train and tram includes light rail	2	3
Ballarat	35-44	Train and two other methods	3	7
Ballarat	35-44	Truck	1	55
Ballarat	35-44	Walked only	1	319
Ballarat	35-44	Worked at home		644
Ballarat	45-54	Bicycle	1	101
Ballarat	45-54	Bus	1	50
Ballarat	45-54	Bus and car as driver	2	3
Ballarat	45-54	Car as driver	1	10047
Ballarat	45-54	Car as passenger	1	326
Ballarat	45-54	Did not go to work		1159
Ballarat	45-54	Method of travel not stated		140
Ballarat	45-54	Motorbike scooter	1	36
Ballarat	45-54	(Other)	1	61
Ballarat	45-54	Other three methods	3	3
Ballarat	45-54	Other two methods	2	60
Ballarat	45-54	Taxi	1	23
Ballarat	45-54	Train	1	21
Ballarat	45-54	Train and bus	2	5
Ballarat	45-54	Train and car as driver	2	9
Ballarat	45-54	Train and car as passenger	2	3
Ballarat	45-54	Train and other	2	4
Ballarat	45-54	Train and two other methods	3	7
Ballarat	45-54	Tram includes light rail	1	3
Ballarat	45-54	Truck	1	106
Ballarat	45-54	Walked only	1	421
Ballarat	45-54	Worked at home		828
Ballarat	55-64	Bicycle	1	84
Ballarat	55-64	Bus	1	35
Ballarat	55-64	Bus and car as passenger	2	3
Ballarat	55-64	Car as driver	1	7310
Ballarat	55-64	Car as passenger	1	257
Ballarat	55-64	Did not go to work		1186
Ballarat	55-64	Ferry	1	3
Ballarat	55-64	Method of travel not stated		107
Ballarat	55-64	Motorbike scooter	1	28
Ballarat	55-64	(Other)	1	53
Ballarat	55-64	Other three methods	3	3
Ballarat	55-64	Other two methods	2	37
Ballarat	55-64	Taxi	1	18
Ballarat	55-64	Train	1	20
Ballarat	55-64	Train and car as driver	2	4
Ballarat	55-64	Train and other	2	3
Ballarat	55-64	Train and two other methods	3	6
Ballarat	55-64	Tram includes light rail	1	4
Ballarat	55-64	Truck	1	86
Ballarat	55-64	Walked only	1	423
Ballarat	55-64	Worked at home		838
Ballarat	65-74	Bicycle	1	9
Ballarat	65-74	Bus	1	8
Ballarat	65-74	Car as driver	1	1318
Ballarat	65-74	Car as passenger	1	58
Ballarat	65-74	Did not go to work		374
Ballarat	65-74	Method of travel not stated		59
Ballarat	65-74	(Other)	1	31
Ballarat	65-74	Other two methods	2	3
Ballarat	65-74	Taxi	1	3
Ballarat	65-74	Train	1	3
Ballarat	65-74	Truck	1	32
Ballarat	65-74	Walked only	1	125
Ballarat	65-74	Worked at home		546
Ballarat	75+	Bus	1	4
Ballarat	75+	Car as driver	1	162
Ballarat	75+	Car as passenger	1	11
Ballarat	75+	Did not go to work		55
Ballarat	75+	Method of travel not stated		36
Ballarat	75+	Motorbike scooter	1	5
Ballarat	75+	(Other)	1	7
Ballarat	75+	Truck	1	14
Ballarat	75+	Walked only	1	31
Ballarat	75+	Worked at home		113
Bendigo	15-24	Bicycle	1	70
Bendigo	15-24	Bus	1	161
Bendigo	15-24	Bus and car as driver	2	6
Bendigo	15-24	Bus and car as passenger	2	24
Bendigo	15-24	Bus and other	2	3
Bendigo	15-24	Bus and two other methods excludes train	3	6
Bendigo	15-24	Car as driver	1	5217
Bendigo	15-24	Car as passenger	1	1478
Bendigo	15-24	Did not go to work		1740
Bendigo	15-24	Ferry	1	3
Bendigo	15-24	Method of travel not stated		146
Bendigo	15-24	Motorbike scooter	1	26
Bendigo	15-24	(Other)	1	19
Bendigo	15-24	Other two methods	2	73
Bendigo	15-24	Taxi	1	19
Bendigo	15-24	Train	1	22
Bendigo	15-24	Train and bus	2	3
Bendigo	15-24	Train and car as driver	2	6
Bendigo	15-24	Train and car as passenger	2	9
Bendigo	15-24	Train and tram includes light rail	2	3
Bendigo	15-24	Train and two other methods	3	6
Bendigo	15-24	Tram includes light rail	1	5
Bendigo	15-24	Truck	1	15
Bendigo	15-24	Walked only	1	401
Bendigo	15-24	Worked at home		78
Bendigo	25-34	Bicycle	1	95
Bendigo	25-34	Bus	1	77
Bendigo	25-34	Bus and car as driver	2	10
Bendigo	25-34	Bus and car as passenger	2	4
Bendigo	25-34	Bus and other	2	3
Bendigo	25-34	Bus and two other methods excludes train	3	4
Bendigo	25-34	Car as driver	1	8330
Bendigo	25-34	Car as passenger	1	524
Bendigo	25-34	Did not go to work		1329
Bendigo	25-34	Method of travel not stated		69
Bendigo	25-34	Motorbike scooter	1	53
Bendigo	25-34	(Other)	1	40
Bendigo	25-34	Other three methods	3	4
Bendigo	25-34	Other two methods	2	87
Bendigo	25-34	Taxi	1	21
Bendigo	25-34	Train	1	48
Bendigo	25-34	Train and bus	2	6
Bendigo	25-34	Train and car as driver	2	14
Bendigo	25-34	Train and car as passenger	2	3
Bendigo	25-34	Train and other	2	7
Bendigo	25-34	Train and two other methods	3	10
Bendigo	25-34	Tram includes light rail	1	4
Bendigo	25-34	Truck	1	39
Bendigo	25-34	Walked only	1	406
Bendigo	25-34	Worked at home		294
Bendigo	35-44	Bicycle	1	120
Bendigo	35-44	Bus	1	60
Bendigo	35-44	Bus and car as driver	2	6
Bendigo	35-44	Bus and other	2	3
Bendigo	35-44	Car as driver	1	8776
Bendigo	35-44	Car as passenger	1	309
Bendigo	35-44	Did not go to work		1197
Bendigo	35-44	Method of travel not stated		89
Bendigo	35-44	Motorbike scooter	1	28
Bendigo	35-44	(Other)	1	46
Bendigo	35-44	Other three methods	3	7
Bendigo	35-44	Other two methods	2	55
Bendigo	35-44	Taxi	1	9
Bendigo	35-44	Train	1	53
Bendigo	35-44	Train and bus	2	8
Bendigo	35-44	Train and car as driver	2	14
Bendigo	35-44	Train and car as passenger	2	3
Bendigo	35-44	Train and other	2	9
Bendigo	35-44	Train and two other methods	3	10
Bendigo	35-44	Truck	1	76
Bendigo	35-44	Walked only	1	322
Bendigo	35-44	Worked at home		681
Bendigo	45-54	Bicycle	1	108
Bendigo	45-54	Bus	1	55
Bendigo	45-54	Bus and car as driver	2	3
Bendigo	45-54	Bus and car as passenger	2	7
Bendigo	45-54	Bus and other	2	3
Bendigo	45-54	Car as driver	1	10102
Bendigo	45-54	Car as passenger	1	320
Bendigo	45-54	Did not go to work		1200
Bendigo	45-54	Method of travel not stated		121
Bendigo	45-54	Motorbike scooter	1	57
Bendigo	45-54	(Other)	1	52
Bendigo	45-54	Other two methods	2	67
Bendigo	45-54	Taxi	1	10
Bendigo	45-54	Train	1	39
Bendigo	45-54	Train and bus	2	3
Bendigo	45-54	Train and car as driver	2	10
Bendigo	45-54	Train and car as passenger	2	3
Bendigo	45-54	Train and other	2	6
Bendigo	45-54	Train and two other methods	3	5
Bendigo	45-54	Tram includes light rail	1	6
Bendigo	45-54	Truck	1	88
Bendigo	45-54	Walked only	1	454
Bendigo	45-54	Worked at home		801
Bendigo	55-64	Bicycle	1	75
Bendigo	55-64	Bus	1	46
Bendigo	55-64	Bus and other	2	3
Bendigo	55-64	Car as driver	1	7491
Bendigo	55-64	Car as passenger	1	287
Bendigo	55-64	Did not go to work		1195
Bendigo	55-64	Ferry	1	3
Bendigo	55-64	Method of travel not stated		100
Bendigo	55-64	Motorbike scooter	1	46
Bendigo	55-64	(Other)	1	49
Bendigo	55-64	Other three methods	3	3
Bendigo	55-64	Other two methods	2	45
Bendigo	55-64	Taxi	1	18
Bendigo	55-64	Train	1	38
Bendigo	55-64	Train and bus	2	3
Bendigo	55-64	Train and car as driver	2	16
Bendigo	55-64	Train and car as passenger	2	3
Bendigo	55-64	Train and other	2	6
Bendigo	55-64	Train and tram includes light rail	2	3
Bendigo	55-64	Train and two other methods	3	10
Bendigo	55-64	Truck	1	81
Bendigo	55-64	Walked only	1	451
Bendigo	55-64	Worked at home		928
Bendigo	65-74	Bicycle	1	7
Bendigo	65-74	Bus	1	12
Bendigo	65-74	Car as driver	1	1305
Bendigo	65-74	Car as passenger	1	58
Bendigo	65-74	Did not go to work		394
Bendigo	65-74	Method of travel not stated		51
Bendigo	65-74	Motorbike scooter	1	3
Bendigo	65-74	(Other)	1	35
Bendigo	65-74	Other two methods	2	10
Bendigo	65-74	Train	1	7
Bendigo	65-74	Truck	1	35
Bendigo	65-74	Walked only	1	141
Bendigo	65-74	Worked at home		524
Bendigo	75+	Bicycle	1	4
Bendigo	75+	Car as driver	1	168
Bendigo	75+	Car as passenger	1	9
Bendigo	75+	Did not go to work		52
Bendigo	75+	Method of travel not stated		32
Bendigo	75+	(Other)	1	7
Bendigo	75+	Truck	1	12
Bendigo	75+	Walked only	1	24
Bendigo	75+	Worked at home		163
Geelong	15-24	Bicycle	1	138
Geelong	15-24	Bus	1	454
Geelong	15-24	Bus and car as driver	2	12
Geelong	15-24	Bus and car as passenger	2	73
Geelong	15-24	Bus and other	2	9
Geelong	15-24	Bus and two other methods excludes train	3	11
Geelong	15-24	Car as driver	1	9221
Geelong	15-24	Car as passenger	1	2618
Geelong	15-24	Did not go to work		3202
Geelong	15-24	Ferry	1	7
Geelong	15-24	Method of travel not stated		220
Geelong	15-24	Motorbike scooter	1	46
Geelong	15-24	(Other)	1	25
Geelong	15-24	Other three methods	3	6
Geelong	15-24	Other two methods	2	115
Geelong	15-24	Taxi	1	25
Geelong	15-24	Train	1	67
Geelong	15-24	Train and bus	2	19
Geelong	15-24	Train and car as driver	2	21
Geelong	15-24	Train and car as passenger	2	11
Geelong	15-24	Train and tram includes light rail	2	3
Geelong	15-24	Train and two other methods	3	27
Geelong	15-24	Tram includes light rail	1	5
Geelong	15-24	Truck	1	25
Geelong	15-24	Walked only	1	681
Geelong	15-24	Worked at home		140
Geelong	25-34	Bicycle	1	180
Geelong	25-34	Bus	1	260
Geelong	25-34	Bus and car as driver	2	20
Geelong	25-34	Bus and car as passenger	2	21
Geelong	25-34	Bus and other	2	3
Geelong	25-34	Bus and two other methods excludes train	3	9
Geelong	25-34	Car as driver	1	16139
Geelong	25-34	Car as passenger	1	803
Geelong	25-34	Did not go to work		2377
Geelong	25-34	Ferry	1	3
Geelong	25-34	Method of travel not stated		183
Geelong	25-34	Motorbike scooter	1	57
Geelong	25-34	(Other)	1	81
Geelong	25-34	Other three methods	3	3
Geelong	25-34	Other two methods	2	142
Geelong	25-34	Taxi	1	60
Geelong	25-34	Train	1	204
Geelong	25-34	Train and bus	2	36
Geelong	25-34	Train and car as driver	2	56
Geelong	25-34	Train and car as passenger	2	9
Geelong	25-34	Train and other	2	16
