SA4_NAME16	Age	EmploymentStatus	workers
Sydney - Outer South West	40-44	Status in employment not stated	88
Sydney - Outer South West	45-49	Contributing family workers	94
Sydney - Outer South West	45-49	Employee	6791
Sydney - Outer South West	45-49	Owner managers of incorporated enterprises	807
Sydney - Outer South West	45-49	Owner managers of unincorporated enterprises	684
Sydney - Outer South West	45-49	Status in employment not stated	76
Sydney - Outer South West	50-54	Contributing family workers	112
Sydney - Outer South West	50-54	Employee	6637
Sydney - Outer South West	50-54	Owner managers of incorporated enterprises	814
Sydney - Outer South West	50-54	Owner managers of unincorporated enterprises	629
Sydney - Outer South West	50-54	Status in employment not stated	92
Sydney - Outer South West	55-59	Contributing family workers	104
Sydney - Outer South West	55-59	Employee	5782
Sydney - Outer South West	55-59	Owner managers of incorporated enterprises	692
Sydney - Outer South West	55-59	Owner managers of unincorporated enterprises	582
Sydney - Outer South West	55-59	Status in employment not stated	79
Sydney - Outer South West	60-64	Contributing family workers	90
Sydney - Outer South West	60-64	Employee	3588
Sydney - Outer South West	60-64	Owner managers of incorporated enterprises	444
Sydney - Outer South West	60-64	Owner managers of unincorporated enterprises	470
Sydney - Outer South West	60-64	Status in employment not stated	63
Sydney - Outer South West	65-69	Contributing family workers	74
Sydney - Outer South West	65-69	Employee	1323
Sydney - Outer South West	65-69	Owner managers of incorporated enterprises	263
Sydney - Outer South West	65-69	Owner managers of unincorporated enterprises	226
Sydney - Outer South West	65-69	Status in employment not stated	36
Sydney - Outer South West	70-74	Contributing family workers	33
Sydney - Outer South West	70-74	Employee	318
Sydney - Outer South West	70-74	Owner managers of incorporated enterprises	120
Sydney - Outer South West	70-74	Owner managers of unincorporated enterprises	96
Sydney - Outer South West	70-74	Status in employment not stated	17
Sydney - Outer South West	75+	Contributing family workers	36
Sydney - Outer South West	75+	Employee	99
Sydney - Outer South West	75+	Owner managers of incorporated enterprises	48
Sydney - Outer South West	75+	Owner managers of unincorporated enterprises	47
Sydney - Outer South West	75+	Status in employment not stated	21
Sydney - Outer West and Blue Mountains	15-19	Contributing family workers	34
Sydney - Outer West and Blue Mountains	15-19	Employee	7311
Sydney - Outer West and Blue Mountains	15-19	Owner managers of incorporated enterprises	22
Sydney - Outer West and Blue Mountains	15-19	Owner managers of unincorporated enterprises	37
Sydney - Outer West and Blue Mountains	15-19	Status in employment not stated	70
Sydney - Outer West and Blue Mountains	20-24	Contributing family workers	41
Sydney - Outer West and Blue Mountains	20-24	Employee	9666
Sydney - Outer West and Blue Mountains	20-24	Owner managers of incorporated enterprises	97
Sydney - Outer West and Blue Mountains	20-24	Owner managers of unincorporated enterprises	231
Sydney - Outer West and Blue Mountains	20-24	Status in employment not stated	80
Sydney - Outer West and Blue Mountains	25-29	Contributing family workers	66
Sydney - Outer West and Blue Mountains	25-29	Employee	9051
Sydney - Outer West and Blue Mountains	25-29	Owner managers of incorporated enterprises	292
Sydney - Outer West and Blue Mountains	25-29	Owner managers of unincorporated enterprises	479
Sydney - Outer West and Blue Mountains	25-29	Status in employment not stated	90
Sydney - Outer West and Blue Mountains	30-34	Contributing family workers	81
Sydney - Outer West and Blue Mountains	30-34	Employee	8839
Sydney - Outer West and Blue Mountains	30-34	Owner managers of incorporated enterprises	580
Sydney - Outer West and Blue Mountains	30-34	Owner managers of unincorporated enterprises	719
Sydney - Outer West and Blue Mountains	30-34	Status in employment not stated	81
Sydney - Outer West and Blue Mountains	35-39	Contributing family workers	125
Sydney - Outer West and Blue Mountains	35-39	Employee	8353
Sydney - Outer West and Blue Mountains	35-39	Owner managers of incorporated enterprises	757
Sydney - Outer West and Blue Mountains	35-39	Owner managers of unincorporated enterprises	882
Sydney - Outer West and Blue Mountains	35-39	Status in employment not stated	62
Sydney - Outer West and Blue Mountains	40-44	Contributing family workers	157
Sydney - Outer West and Blue Mountains	40-44	Employee	8853
Sydney - Outer West and Blue Mountains	40-44	Owner managers of incorporated enterprises	997
Sydney - Outer West and Blue Mountains	40-44	Owner managers of unincorporated enterprises	952
Sydney - Outer West and Blue Mountains	40-44	Status in employment not stated	88
Sydney - Outer West and Blue Mountains	45-49	Contributing family workers	122
Sydney - Outer West and Blue Mountains	45-49	Employee	8935
Sydney - Outer West and Blue Mountains	45-49	Owner managers of incorporated enterprises	1034
Sydney - Outer West and Blue Mountains	45-49	Owner managers of unincorporated enterprises	1085
Sydney - Outer West and Blue Mountains	45-49	Status in employment not stated	88
Sydney - Outer West and Blue Mountains	50-54	Contributing family workers	154
Sydney - Outer West and Blue Mountains	50-54	Employee	8555
Sydney - Outer West and Blue Mountains	50-54	Owner managers of incorporated enterprises	1008
Sydney - Outer West and Blue Mountains	50-54	Owner managers of unincorporated enterprises	1012
Sydney - Outer West and Blue Mountains	50-54	Status in employment not stated	91
Sydney - Outer West and Blue Mountains	55-59	Contributing family workers	130
Sydney - Outer West and Blue Mountains	55-59	Employee	7974
Sydney - Outer West and Blue Mountains	55-59	Owner managers of incorporated enterprises	845
Sydney - Outer West and Blue Mountains	55-59	Owner managers of unincorporated enterprises	951
Sydney - Outer West and Blue Mountains	55-59	Status in employment not stated	96
Sydney - Outer West and Blue Mountains	60-64	Contributing family workers	113
Sydney - Outer West and Blue Mountains	60-64	Employee	5013
Sydney - Outer West and Blue Mountains	60-64	Owner managers of incorporated enterprises	700
Sydney - Outer West and Blue Mountains	60-64	Owner managers of unincorporated enterprises	807
Sydney - Outer West and Blue Mountains	60-64	Status in employment not stated	57
Sydney - Outer West and Blue Mountains	65-69	Contributing family workers	115
Sydney - Outer West and Blue Mountains	65-69	Employee	2007
Sydney - Outer West and Blue Mountains	65-69	Owner managers of incorporated enterprises	373
Sydney - Outer West and Blue Mountains	65-69	Owner managers of unincorporated enterprises	464
Sydney - Outer West and Blue Mountains	65-69	Status in employment not stated	48
Sydney - Outer West and Blue Mountains	70-74	Contributing family workers	66
Sydney - Outer West and Blue Mountains	70-74	Employee	516
Sydney - Outer West and Blue Mountains	70-74	Owner managers of incorporated enterprises	178
Sydney - Outer West and Blue Mountains	70-74	Owner managers of unincorporated enterprises	173
Sydney - Outer West and Blue Mountains	70-74	Status in employment not stated	27
Sydney - Outer West and Blue Mountains	75+	Contributing family workers	49
Sydney - Outer West and Blue Mountains	75+	Employee	190
Sydney - Outer West and Blue Mountains	75+	Owner managers of incorporated enterprises	85
Sydney - Outer West and Blue Mountains	75+	Owner managers of unincorporated enterprises	91
Sydney - Outer West and Blue Mountains	75+	Status in employment not stated	30
Sydney - Parramatta	15-19	Contributing family workers	58
Sydney - Parramatta	15-19	Employee	6679
Sydney - Parramatta	15-19	Owner managers of incorporated enterprises	30
Sydney - Parramatta	15-19	Owner managers of unincorporated enterprises	56
Sydney - Parramatta	15-19	Status in employment not stated	103
Sydney - Parramatta	20-24	Contributing family workers	106
Sydney - Parramatta	20-24	Employee	17960
Sydney - Parramatta	20-24	Owner managers of incorporated enterprises	228
Sydney - Parramatta	20-24	Owner managers of unincorporated enterprises	327
Sydney - Parramatta	20-24	Status in employment not stated	206
Sydney - Parramatta	25-29	Contributing family workers	130
Sydney - Parramatta	25-29	Employee	23825
Sydney - Parramatta	25-29	Owner managers of incorporated enterprises	750
Sydney - Parramatta	25-29	Owner managers of unincorporated enterprises	697
Sydney - Parramatta	25-29	Status in employment not stated	213
Sydney - Parramatta	30-34	Contributing family workers	212
Sydney - Parramatta	30-34	Employee	25265
Sydney - Parramatta	30-34	Owner managers of incorporated enterprises	1523
Sydney - Parramatta	30-34	Owner managers of unincorporated enterprises	1098
Sydney - Parramatta	30-34	Status in employment not stated	223
Sydney - Parramatta	35-39	Contributing family workers	208
Sydney - Parramatta	35-39	Employee	23051
Sydney - Parramatta	35-39	Owner managers of incorporated enterprises	1618
Sydney - Parramatta	35-39	Owner managers of unincorporated enterprises	1194
Sydney - Parramatta	35-39	Status in employment not stated	245
Sydney - Parramatta	40-44	Contributing family workers	222
Sydney - Parramatta	40-44	Employee	21759
Sydney - Parramatta	40-44	Owner managers of incorporated enterprises	1829
Sydney - Parramatta	40-44	Owner managers of unincorporated enterprises	1259
Sydney - Parramatta	40-44	Status in employment not stated	192
Sydney - Parramatta	45-49	Contributing family workers	196
Sydney - Parramatta	45-49	Employee	20659
Sydney - Parramatta	45-49	Owner managers of incorporated enterprises	1809
Sydney - Parramatta	45-49	Owner managers of unincorporated enterprises	1243
Sydney - Parramatta	45-49	Status in employment not stated	215
Sydney - Parramatta	50-54	Contributing family workers	185
Sydney - Parramatta	50-54	Employee	19789
Sydney - Parramatta	50-54	Owner managers of incorporated enterprises	1805
Sydney - Parramatta	50-54	Owner managers of unincorporated enterprises	1295
Sydney - Parramatta	50-54	Status in employment not stated	184
Sydney - Parramatta	55-59	Contributing family workers	159
Sydney - Parramatta	55-59	Employee	16801
Sydney - Parramatta	55-59	Owner managers of incorporated enterprises	1348
Sydney - Parramatta	55-59	Owner managers of unincorporated enterprises	1097
Sydney - Parramatta	55-59	Status in employment not stated	172
Sydney - Parramatta	60-64	Contributing family workers	115
Sydney - Parramatta	60-64	Employee	10767
Sydney - Parramatta	60-64	Owner managers of incorporated enterprises	942
Sydney - Parramatta	60-64	Owner managers of unincorporated enterprises	766
Sydney - Parramatta	60-64	Status in employment not stated	136
Sydney - Parramatta	65-69	Contributing family workers	85
Sydney - Parramatta	65-69	Employee	4048
Sydney - Parramatta	65-69	Owner managers of incorporated enterprises	576
Sydney - Parramatta	65-69	Owner managers of unincorporated enterprises	424
Sydney - Parramatta	65-69	Status in employment not stated	77
Sydney - Parramatta	70-74	Contributing family workers	56
Sydney - Parramatta	70-74	Employee	1099
Sydney - Parramatta	70-74	Owner managers of incorporated enterprises	224
Sydney - Parramatta	70-74	Owner managers of unincorporated enterprises	185
Sydney - Parramatta	70-74	Status in employment not stated	41
Sydney - Parramatta	75+	Contributing family workers	46
Sydney - Parramatta	75+	Employee	323
Sydney - Parramatta	75+	Owner managers of incorporated enterprises	125
Sydney - Parramatta	75+	Owner managers of unincorporated enterprises	71
Sydney - Parramatta	75+	Status in employment not stated	49
Sydney - Ryde	15-19	Contributing family workers	17
Sydney - Ryde	15-19	Employee	3348
Sydney - Ryde	15-19	Owner managers of incorporated enterprises	6
Sydney - Ryde	15-19	Owner managers of unincorporated enterprises	38
Sydney - Ryde	15-19	Status in employment not stated	31
Sydney - Ryde	20-24	Contributing family workers	27
Sydney - Ryde	20-24	Employee	8266
Sydney - Ryde	20-24	Owner managers of incorporated enterprises	44
Sydney - Ryde	20-24	Owner managers of unincorporated enterprises	129
Sydney - Ryde	20-24	Status in employment not stated	58
Sydney - Ryde	25-29	Contributing family workers	46
Sydney - Ryde	25-29	Employee	10177
Sydney - Ryde	25-29	Owner managers of incorporated enterprises	230
Sydney - Ryde	25-29	Owner managers of unincorporated enterprises	272
Sydney - Ryde	25-29	Status in employment not stated	55
Sydney - Ryde	30-34	Contributing family workers	78
Sydney - Ryde	30-34	Employee	12181
Sydney - Ryde	30-34	Owner managers of incorporated enterprises	442
Sydney - Ryde	30-34	Owner managers of unincorporated enterprises	408
Sydney - Ryde	30-34	Status in employment not stated	63
Sydney - Ryde	35-39	Contributing family workers	82
Sydney - Ryde	35-39	Employee	11747
Sydney - Ryde	35-39	Owner managers of incorporated enterprises	590
Sydney - Ryde	35-39	Owner managers of unincorporated enterprises	428
Sydney - Ryde	35-39	Status in employment not stated	57
Sydney - Ryde	40-44	Contributing family workers	95
Sydney - Ryde	40-44	Employee	11042
Sydney - Ryde	40-44	Owner managers of incorporated enterprises	749
Sydney - Ryde	40-44	Owner managers of unincorporated enterprises	587
Sydney - Ryde	40-44	Status in employment not stated	47
Sydney - Ryde	45-49	Contributing family workers	92
Sydney - Ryde	45-49	Employee	9698
Sydney - Ryde	45-49	Owner managers of incorporated enterprises	846
Sydney - Ryde	45-49	Owner managers of unincorporated enterprises	595
Sydney - Ryde	45-49	Status in employment not stated	60
Sydney - Ryde	50-54	Contributing family workers	96
Sydney - Ryde	50-54	Employee	8482
Sydney - Ryde	50-54	Owner managers of incorporated enterprises	881
Sydney - Ryde	50-54	Owner managers of unincorporated enterprises	615
Sydney - Ryde	50-54	Status in employment not stated	55
Sydney - Ryde	55-59	Contributing family workers	107
Sydney - Ryde	55-59	Employee	6747
Sydney - Ryde	55-59	Owner managers of incorporated enterprises	697
Sydney - Ryde	55-59	Owner managers of unincorporated enterprises	549
Sydney - Ryde	55-59	Status in employment not stated	64
Sydney - Ryde	60-64	Contributing family workers	92
Sydney - Ryde	60-64	Employee	4123
Sydney - Ryde	60-64	Owner managers of incorporated enterprises	486
Sydney - Ryde	60-64	Owner managers of unincorporated enterprises	384
Sydney - Ryde	60-64	Status in employment not stated	37
Sydney - Ryde	65-69	Contributing family workers	46
Sydney - Ryde	65-69	Employee	1705
Sydney - Ryde	65-69	Owner managers of incorporated enterprises	291
Sydney - Ryde	65-69	Owner managers of unincorporated enterprises	263
Sydney - Ryde	65-69	Status in employment not stated	36
Sydney - Ryde	70-74	Contributing family workers	38
Sydney - Ryde	70-74	Employee	509
Sydney - Ryde	70-74	Owner managers of incorporated enterprises	114
Sydney - Ryde	70-74	Owner managers of unincorporated enterprises	124
Sydney - Ryde	70-74	Status in employment not stated	15
Sydney - Ryde	75+	Contributing family workers	25
Sydney - Ryde	75+	Employee	206
Sydney - Ryde	75+	Owner managers of incorporated enterprises	76
Sydney - Ryde	75+	Owner managers of unincorporated enterprises	90
Sydney - Ryde	75+	Status in employment not stated	25
Sydney - South West	15-19	Contributing family workers	79
Sydney - South West	15-19	Employee	6130
Sydney - South West	15-19	Owner managers of incorporated enterprises	39
Sydney - South West	15-19	Owner managers of unincorporated enterprises	46
Sydney - South West	15-19	Status in employment not stated	86
Sydney - South West	20-24	Contributing family workers	84
Sydney - South West	20-24	Employee	11774
Sydney - South West	20-24	Owner managers of incorporated enterprises	186
Sydney - South West	20-24	Owner managers of unincorporated enterprises	241
Sydney - South West	20-24	Status in employment not stated	151
Sydney - South West	25-29	Contributing family workers	87
Sydney - South West	25-29	Employee	12640
Sydney - South West	25-29	Owner managers of incorporated enterprises	526
Sydney - South West	25-29	Owner managers of unincorporated enterprises	522
Sydney - South West	25-29	Status in employment not stated	154
Sydney - South West	30-34	Contributing family workers	155
Sydney - South West	30-34	Employee	12264
Sydney - South West	30-34	Owner managers of incorporated enterprises	976
Sydney - South West	30-34	Owner managers of unincorporated enterprises	750
Sydney - South West	30-34	Status in employment not stated	132
Sydney - South West	35-39	Contributing family workers	144
Sydney - South West	35-39	Employee	11036
Sydney - South West	35-39	Owner managers of incorporated enterprises	1162
Sydney - South West	35-39	Owner managers of unincorporated enterprises	865
Sydney - South West	35-39	Status in employment not stated	137
Sydney - South West	40-44	Contributing family workers	175
Sydney - South West	40-44	Employee	11551
Sydney - South West	40-44	Owner managers of incorporated enterprises	1376
Sydney - South West	40-44	Owner managers of unincorporated enterprises	1026
Sydney - South West	40-44	Status in employment not stated	183
Sydney - South West	45-49	Contributing family workers	194
Sydney - South West	45-49	Employee	11070
Sydney - South West	45-49	Owner managers of incorporated enterprises	1349
Sydney - South West	45-49	Owner managers of unincorporated enterprises	1097
Sydney - South West	45-49	Status in employment not stated	165
Sydney - South West	50-54	Contributing family workers	168
Sydney - South West	50-54	Employee	10546
Sydney - South West	50-54	Owner managers of incorporated enterprises	1304
Sydney - South West	50-54	Owner managers of unincorporated enterprises	1071
Sydney - South West	50-54	Status in employment not stated	162
Sydney - South West	55-59	Contributing family workers	162
Sydney - South West	55-59	Employee	9088
Sydney - South West	55-59	Owner managers of incorporated enterprises	1075
Sydney - South West	55-59	Owner managers of unincorporated enterprises	903
Sydney - South West	55-59	Status in employment not stated	152
Sydney - South West	60-64	Contributing family workers	117
Sydney - South West	60-64	Employee	5466
Sydney - South West	60-64	Owner managers of incorporated enterprises	773
Sydney - South West	60-64	Owner managers of unincorporated enterprises	643
Sydney - South West	60-64	Status in employment not stated	105
Sydney - South West	65-69	Contributing family workers	84
Sydney - South West	65-69	Employee	2066
Sydney - South West	65-69	Owner managers of incorporated enterprises	443
Sydney - South West	65-69	Owner managers of unincorporated enterprises	293
Sydney - South West	65-69	Status in employment not stated	63
Sydney - South West	70-74	Contributing family workers	56
Sydney - South West	70-74	Employee	492
Sydney - South West	70-74	Owner managers of incorporated enterprises	176
Sydney - South West	70-74	Owner managers of unincorporated enterprises	116
Sydney - South West	70-74	Status in employment not stated	19
Sydney - South West	75+	Contributing family workers	38
Sydney - South West	75+	Employee	185
Sydney - South West	75+	Owner managers of incorporated enterprises	96
Sydney - South West	75+	Owner managers of unincorporated enterprises	48
Sydney - South West	75+	Status in employment not stated	24
Sydney - Sutherland	15-19	Contributing family workers	20
Sydney - Sutherland	15-19	Employee	5328
Sydney - Sutherland	15-19	Owner managers of incorporated enterprises	3
Sydney - Sutherland	15-19	Owner managers of unincorporated enterprises	38
Sydney - Sutherland	15-19	Status in employment not stated	40
Sydney - Sutherland	20-24	Contributing family workers	14
Sydney - Sutherland	20-24	Employee	6979
Sydney - Sutherland	20-24	Owner managers of incorporated enterprises	58
Sydney - Sutherland	20-24	Owner managers of unincorporated enterprises	152
Sydney - Sutherland	20-24	Status in employment not stated	58
Sydney - Sutherland	25-29	Contributing family workers	30
Sydney - Sutherland	25-29	Employee	5913
Sydney - Sutherland	25-29	Owner managers of incorporated enterprises	291
Sydney - Sutherland	25-29	Owner managers of unincorporated enterprises	327
Sydney - Sutherland	25-29	Status in employment not stated	45
Sydney - Sutherland	30-34	Contributing family workers	68
Sydney - Sutherland	30-34	Employee	5086
Sydney - Sutherland	30-34	Owner managers of incorporated enterprises	550
Sydney - Sutherland	30-34	Owner managers of unincorporated enterprises	526
Sydney - Sutherland	30-34	Status in employment not stated	39
Sydney - Sutherland	35-39	Contributing family workers	86
Sydney - Sutherland	35-39	Employee	4756
Sydney - Sutherland	35-39	Owner managers of incorporated enterprises	802
Sydney - Sutherland	35-39	Owner managers of unincorporated enterprises	672
Sydney - Sutherland	35-39	Status in employment not stated	52
Sydney - Sutherland	40-44	Contributing family workers	86
Sydney - Sutherland	40-44	Employee	5185
Sydney - Sutherland	40-44	Owner managers of incorporated enterprises	961
Sydney - Sutherland	40-44	Owner managers of unincorporated enterprises	723
Sydney - Sutherland	40-44	Status in employment not stated	61
Sydney - Sutherland	45-49	Contributing family workers	103
Sydney - Sutherland	45-49	Employee	5033
Sydney - Sutherland	45-49	Owner managers of incorporated enterprises	991
Sydney - Sutherland	45-49	Owner managers of unincorporated enterprises	773
Sydney - Sutherland	45-49	Status in employment not stated	57
Sydney - Sutherland	50-54	Contributing family workers	107
Sydney - Sutherland	50-54	Employee	4968
Sydney - Sutherland	50-54	Owner managers of incorporated enterprises	921
Sydney - Sutherland	50-54	Owner managers of unincorporated enterprises	692
Sydney - Sutherland	50-54	Status in employment not stated	63
Sydney - Sutherland	55-59	Contributing family workers	83
Sydney - Sutherland	55-59	Employee	4599
Sydney - Sutherland	55-59	Owner managers of incorporated enterprises	848
Sydney - Sutherland	55-59	Owner managers of unincorporated enterprises	653
Sydney - Sutherland	55-59	Status in employment not stated	51
Sydney - Sutherland	60-64	Contributing family workers	104
Sydney - Sutherland	60-64	Employee	2932
Sydney - Sutherland	60-64	Owner managers of incorporated enterprises	617
Sydney - Sutherland	60-64	Owner managers of unincorporated enterprises	512
Sydney - Sutherland	60-64	Status in employment not stated	46
Sydney - Sutherland	65-69	Contributing family workers	88
Sydney - Sutherland	65-69	Employee	1232
Sydney - Sutherland	65-69	Owner managers of incorporated enterprises	434
Sydney - Sutherland	65-69	Owner managers of unincorporated enterprises	308
Sydney - Sutherland	65-69	Status in employment not stated	31
Sydney - Sutherland	70-74	Contributing family workers	51
Sydney - Sutherland	70-74	Employee	424
Sydney - Sutherland	70-74	Owner managers of incorporated enterprises	166
Sydney - Sutherland	70-74	Owner managers of unincorporated enterprises	144
Sydney - Sutherland	70-74	Status in employment not stated	19
Sydney - Sutherland	75+	Contributing family workers	51
Sydney - Sutherland	75+	Employee	114
Sydney - Sutherland	75+	Owner managers of incorporated enterprises	78
Sydney - Sutherland	75+	Owner managers of unincorporated enterprises	101
Sydney - Sutherland	75+	Status in employment not stated	19
Migratory - Offshore - Shipping (NSW)	15-19	Employee	3
Migratory - Offshore - Shipping (NSW)	20-24	Employee	10
Migratory - Offshore - Shipping (NSW)	25-29	Employee	8
Migratory - Offshore - Shipping (NSW)	30-34	Employee	5
Migratory - Offshore - Shipping (NSW)	35-39	Employee	8
Migratory - Offshore - Shipping (NSW)	40-44	Employee	11
Migratory - Offshore - Shipping (NSW)	40-44	Owner managers of incorporated enterprises	3
Migratory - Offshore - Shipping (NSW)	40-44	Status in employment not stated	3
Migratory - Offshore - Shipping (NSW)	45-49	Employee	9
Migratory - Offshore - Shipping (NSW)	50-54	Employee	6
Migratory - Offshore - Shipping (NSW)	50-54	Owner managers of unincorporated enterprises	4
Migratory - Offshore - Shipping (NSW)	50-54	Status in employment not stated	3
Migratory - Offshore - Shipping (NSW)	55-59	Employee	3
Migratory - Offshore - Shipping (NSW)	60-64	Employee	3
Migratory - Offshore - Shipping (NSW)	60-64	Owner managers of unincorporated enterprises	4
No usual address (NSW)	15-19	Contributing family workers	85
No usual address (NSW)	15-19	Employee	5691
No usual address (NSW)	15-19	Owner managers of incorporated enterprises	32
No usual address (NSW)	15-19	Owner managers of unincorporated enterprises	305
No usual address (NSW)	15-19	Status in employment not stated	103
No usual address (NSW)	20-24	Contributing family workers	104
No usual address (NSW)	20-24	Employee	11517
No usual address (NSW)	20-24	Owner managers of incorporated enterprises	321
No usual address (NSW)	20-24	Owner managers of unincorporated enterprises	1614
No usual address (NSW)	20-24	Status in employment not stated	209
No usual address (NSW)	25-29	Contributing family workers	95
No usual address (NSW)	25-29	Employee	10318
No usual address (NSW)	25-29	Owner managers of incorporated enterprises	1149
No usual address (NSW)	25-29	Owner managers of unincorporated enterprises	2997
No usual address (NSW)	25-29	Status in employment not stated	238
No usual address (NSW)	30-34	Contributing family workers	140
No usual address (NSW)	30-34	Employee	8848
No usual address (NSW)	30-34	Owner managers of incorporated enterprises	1908
No usual address (NSW)	30-34	Owner managers of unincorporated enterprises	3999
No usual address (NSW)	30-34	Status in employment not stated	226
No usual address (NSW)	35-39	Contributing family workers	193
No usual address (NSW)	35-39	Employee	7372
No usual address (NSW)	35-39	Owner managers of incorporated enterprises	2236
No usual address (NSW)	35-39	Owner managers of unincorporated enterprises	4615
No usual address (NSW)	35-39	Status in employment not stated	233
No usual address (NSW)	40-44	Contributing family workers	205
No usual address (NSW)	40-44	Employee	7513
No usual address (NSW)	40-44	Owner managers of incorporated enterprises	2659
No usual address (NSW)	40-44	Owner managers of unincorporated enterprises	5361
No usual address (NSW)	40-44	Status in employment not stated	280
No usual address (NSW)	45-49	Contributing family workers	232
No usual address (NSW)	45-49	Employee	7582
No usual address (NSW)	45-49	Owner managers of incorporated enterprises	2499
No usual address (NSW)	45-49	Owner managers of unincorporated enterprises	5540
No usual address (NSW)	45-49	Status in employment not stated	287
No usual address (NSW)	50-54	Contributing family workers	217
No usual address (NSW)	50-54	Employee	7357
No usual address (NSW)	50-54	Owner managers of incorporated enterprises	2382
No usual address (NSW)	50-54	Owner managers of unincorporated enterprises	5983
No usual address (NSW)	50-54	Status in employment not stated	285
No usual address (NSW)	55-59	Contributing family workers	206
No usual address (NSW)	55-59	Employee	6528
No usual address (NSW)	55-59	Owner managers of incorporated enterprises	1911
No usual address (NSW)	55-59	Owner managers of unincorporated enterprises	5248
No usual address (NSW)	55-59	Status in employment not stated	269
No usual address (NSW)	60-64	Contributing family workers	184
No usual address (NSW)	60-64	Employee	4221
No usual address (NSW)	60-64	Owner managers of incorporated enterprises	1239
No usual address (NSW)	60-64	Owner managers of unincorporated enterprises	3818
No usual address (NSW)	60-64	Status in employment not stated	211
No usual address (NSW)	65-69	Contributing family workers	152
No usual address (NSW)	65-69	Employee	1837
No usual address (NSW)	65-69	Owner managers of incorporated enterprises	610
No usual address (NSW)	65-69	Owner managers of unincorporated enterprises	1713
No usual address (NSW)	65-69	Status in employment not stated	102
No usual address (NSW)	70-74	Contributing family workers	95
No usual address (NSW)	70-74	Employee	644
No usual address (NSW)	70-74	Owner managers of incorporated enterprises	172
No usual address (NSW)	70-74	Owner managers of unincorporated enterprises	537
No usual address (NSW)	70-74	Status in employment not stated	61
No usual address (NSW)	75+	Contributing family workers	92
No usual address (NSW)	75+	Employee	209
No usual address (NSW)	75+	Owner managers of incorporated enterprises	84
No usual address (NSW)	75+	Owner managers of unincorporated enterprises	226
No usual address (NSW)	75+	Status in employment not stated	75
Ballarat	15-19	Contributing family workers	38
Ballarat	15-19	Employee	3543
Ballarat	15-19	Owner managers of incorporated enterprises	9
Ballarat	15-19	Owner managers of unincorporated enterprises	16
Ballarat	15-19	Status in employment not stated	65
Ballarat	20-24	Contributing family workers	33
Ballarat	20-24	Employee	5602
Ballarat	20-24	Owner managers of incorporated enterprises	46
Ballarat	20-24	Owner managers of unincorporated enterprises	108
Ballarat	20-24	Status in employment not stated	60
Ballarat	25-29	Contributing family workers	36
Ballarat	25-29	Employee	5245
Ballarat	25-29	Owner managers of incorporated enterprises	136
Ballarat	25-29	Owner managers of unincorporated enterprises	245
Ballarat	25-29	Status in employment not stated	53
Ballarat	30-34	Contributing family workers	76
Ballarat	30-34	Employee	4832
Ballarat	30-34	Owner managers of incorporated enterprises	297
Ballarat	30-34	Owner managers of unincorporated enterprises	305
Ballarat	30-34	Status in employment not stated	49
Ballarat	35-39	Contributing family workers	118
Ballarat	35-39	Employee	4758
Ballarat	35-39	Owner managers of incorporated enterprises	373
Ballarat	35-39	Owner managers of unincorporated enterprises	387
Ballarat	35-39	Status in employment not stated	56
Ballarat	40-44	Contributing family workers	117
Ballarat	40-44	Employee	5199
Ballarat	40-44	Owner managers of incorporated enterprises	513
Ballarat	40-44	Owner managers of unincorporated enterprises	550
Ballarat	40-44	Status in employment not stated	70
Ballarat	45-49	Contributing family workers	135
Ballarat	45-49	Employee	5295
Ballarat	45-49	Owner managers of incorporated enterprises	582
Ballarat	45-49	Owner managers of unincorporated enterprises	543
Ballarat	45-49	Status in employment not stated	71
Ballarat	50-54	Contributing family workers	142
Ballarat	50-54	Employee	5375
Ballarat	50-54	Owner managers of incorporated enterprises	584
Ballarat	50-54	Owner managers of unincorporated enterprises	603
Ballarat	50-54	Status in employment not stated	83
Ballarat	55-59	Contributing family workers	159
Ballarat	55-59	Employee	4740
Ballarat	55-59	Owner managers of incorporated enterprises	569
Ballarat	55-59	Owner managers of unincorporated enterprises	635
Ballarat	55-59	Status in employment not stated	97
Ballarat	60-64	Contributing family workers	186
Ballarat	60-64	Employee	3106
Ballarat	60-64	Owner managers of incorporated enterprises	392
Ballarat	60-64	Owner managers of unincorporated enterprises	551
Ballarat	60-64	Status in employment not stated	89
Ballarat	65-69	Contributing family workers	193
Ballarat	65-69	Employee	1089
Ballarat	65-69	Owner managers of incorporated enterprises	234
Ballarat	65-69	Owner managers of unincorporated enterprises	352
Ballarat	65-69	Status in employment not stated	47
Ballarat	70-74	Contributing family workers	113
Ballarat	70-74	Employee	243
Ballarat	70-74	Owner managers of incorporated enterprises	117
Ballarat	70-74	Owner managers of unincorporated enterprises	179
Ballarat	70-74	Status in employment not stated	25
Ballarat	75+	Contributing family workers	107
Ballarat	75+	Employee	126
Ballarat	75+	Owner managers of incorporated enterprises	61
Ballarat	75+	Owner managers of unincorporated enterprises	101
Ballarat	75+	Status in employment not stated	27
Bendigo	15-19	Contributing family workers	38
Bendigo	15-19	Employee	3575
Bendigo	15-19	Owner managers of incorporated enterprises	12
Bendigo	15-19	Owner managers of unincorporated enterprises	12
Bendigo	15-19	Status in employment not stated	67
Bendigo	20-24	Contributing family workers	31
